test,sample1,sample1,sample1,sample2,sample2,sample2,sample3,sample3,R=10mm,H=26.7mm,t=0.56mm
dv (ml),p (kpa),p2,p3,p1,p2,p3,p2,p3,,,
0.848888889,-0.521299554,-0.91227422,-0.841268316,-1.094830182,-1.300486961,-1.172923997,-0.449971063,-0.778336377,,,
0.853333333,-0.711463401,-1.363679933,-0.7815554,-1.034469831,-0.849475974,-1.366770067,-0.908012321,-0.785555009,,,
0.857777778,-0.580941149,-1.176267186,-0.718293303,-0.63961558,-1.236969194,-1.436785719,-0.707201503,-0.134586787,,,
0.862222222,-0.711463401,-1.303248886,-0.915351125,-0.583710906,-0.976056399,-1.36348257,-0.517037656,-0.651624443,,,
0.866666667,-0.584623572,-0.915879898,-1.496505713,-0.770137831,-1.240450639,-1.433573774,-0.777687433,-0.134586787,,,
0.871111111,-0.84881704,-0.908661265,-0.84488127,-0.773688612,-1.169964709,-0.91227422,-0.580361673,-0.260649777,,,
0.875555556,-0.521299554,-1.046073542,-1.108874236,-0.840623761,-1.110125751,-0.781949331,-0.517037656,-0.450221535,,,
0.88,-0.781949331,-1.042599108,-0.714556382,-0.844098195,-1.110125751,-1.109532472,-0.777687433,-0.462034822,,,
0.884444444,-0.591966177,-0.781949331,-0.591960042,-0.315316726,-1.039442457,-1.17639843,-0.382836794,-0.651624443,,,
0.888888889,-0.521299554,-1.176267186,-1.366180824,-0.837142316,-1.240450639,-1.042599108,-0.390580933,-0.521299554,,,
0.893333333,-0.651624443,-0.915879898,-0.975206159,-0.900660083,-1.631425305,-1.306592075,-0.770717509,-0.644127951,,,
0.897777778,-0.648011488,-1.042599108,-0.774197977,-0.710298873,-1.177059114,-1.102438067,-0.390580933,-0.651624443,,,
0.902222222,-1.103030156,-1.433573774,-0.714556382,-1.164860441,-0.78234366,-1.105988847,-0.707201503,-0.91227422,,,
0.906666667,-1.042599108,-1.106054569,-1.038661619,-0.773688612,-1.49465706,-0.916011142,-0.717832399,-0.651624443,,,
0.911111111,-0.711463401,-1.112872196,-0.911814634,-0.323323617,-1.370775528,-0.781949331,-0.446156999,-0.52516772,,,
0.915555556,-0.584623572,-1.042599108,-1.03524248,-0.773688612,-0.916540648,-1.042599108,-0.647362544,-0.390974666,,,
0.92,-0.841985653,-1.042599108,-0.848486948,-0.900660083,-0.983537784,-0.651624443,-0.777687433,-0.785555009,,,
0.924444444,-0.778467886,-0.722487832,-1.108874236,-0.319324207,-1.110125751,-0.841393563,-0.580361673,-0.972310541,,,
0.928888889,-0.521299554,-1.303248886,-0.904720228,-0.449649096,-1.240450639,-0.971915815,-0.517037656,-0.521299554,,,
0.933333333,-0.982350541,-1.106054569,-0.785223004,-0.449649096,-1.631425305,-1.042599108,-0.327448035,-0.91227422,,,
0.937777778,-0.390974666,-0.785686253,-1.165764732,-0.445773123,-1.169964709,-1.17639843,-0.908012321,-0.711266038,,,
