test,sample1,sample1,sample1,sample2,sample2,sample2,sample3,sample3,R=10mm,H=26.7mm,t=0.56mm
dv (ml),p (kpa),p2,p3,p1,p2,p3,p2,p3,,,
1.746666667,-1.303248886,-1.236445178,-0.975206159,-1.104485484,-1.240450639,-1.042599108,-0.911355511,-1.039249172,,,
1.751111111,-1.242606783,-1.436654475,-1.426809235,-0.650640607,-1.169964709,-1.303248886,-0.707201503,-0.655361365,,,
1.755555556,-1.172923997,-1.10263543,-1.363093906,-1.104485484,-1.113731428,-1.370050939,-1.03833721,-1.16648064,,,
1.76,-1.169837079,-1.046073542,-0.718293303,-0.840623761,-1.367425591,-1.042599108,-0.650968222,-0.979141929,,,
1.764444444,-0.915617409,-1.176267186,-1.560224058,-1.101273539,-1.440851849,-1.627551287,-0.513293192,-0.785555009,,,
1.768888889,-0.781949331,-1.039117663,-0.975206159,-0.710298873,-1.113731428,-1.102438067,-0.911355511,-1.233355045,,,
1.773333333,-1.303248886,-0.91227422,-1.496505713,-1.031182335,-1.110125751,-1.36348257,-0.781161866,-0.390974666,,,
1.777777778,-1.042599108,-0.982744075,-1.108874236,-0.967598714,-1.113731428,-1.433573774,-0.717832399,-1.042599108,,,
1.782222222,-1.233552408,-1.433573774,-1.105531047,-1.171153092,-1.370775528,-1.433573774,-1.16557518,-0.972310541,,,
1.786666667,-1.300293476,-1.303248886,-1.302592334,-1.161704587,-1.177059114,-1.306592075,-0.707201503,-1.242803551,,,
1.791111111,-1.303248886,-1.172923997,-1.038661619,-1.231598427,-1.561531464,-1.366770067,-0.911355511,-0.915748653,,,
1.795555556,-1.036155752,-1.10263543,-0.904720228,-0.579973984,-1.370775528,-1.494004822,-0.777687433,-1.102832793,,,
1.8,-1.233552408,-1.563898663,-1.105531047,-0.773688612,-1.49465706,-0.91227422,-0.777687433,-1.045942298,,,
1.804444444,-1.23959474,-1.176267186,-1.296286984,-0.579973984,-1.243925073,-1.500310172,-0.580361673,-0.915748653,,,
1.808888889,-0.915617409,-1.497226398,-0.84488127,-1.42274909,-1.300486961,-0.91227422,-0.781161866,-0.908792774,,,
1.813333333,-1.045811054,-1.430486856,-1.299442839,-1.034469831,-1.307318348,-1.433573774,-0.777687433,-1.239660395,,,
1.817777778,-1.176004698,-1.039117663,-1.239067881,-1.161704587,-1.370775528,-1.697173008,-1.105073608,-0.781949331,,,
1.822222222,-1.176004698,-1.430486856,-0.971724713,-0.974291839,-1.631425305,-1.046204786,-0.576679251,-1.172923997,,,
1.826666667,-1.103030156,-1.23972605,-1.102181111,-1.034469831,-1.761750193,-1.36348257,-0.777687433,-1.045942298,,,
1.831111111,-0.521299554,-0.982744075,-0.971724713,-1.034469831,-0.979800862,-1.042599108,-0.714295908,-0.91227422,,,
1.835555556,-1.169837079,-1.369985284,-1.426809235,-1.164860441,-1.300486961,-1.232960319,-0.587704278,-0.91227422,,,
1.84,-1.303248886,-1.563898663,-1.305735489,-1.161704587,-1.761750193,-1.373325206,-0.647362544,-0.718623462,,,
1.844444444,-0.91227422,-1.300030458,-1.235855936,-0.840623761,-1.631425305,-1.303248886,-1.03833721,-0.908792774,,,
1.848888889,-0.84881704,-1.303248886,-1.426809235,-0.773688612,-1.370775528,-1.243197085,-0.971533503,-0.91227422,,,
1.853333333,-0.841985653,-1.10263543,-1.108874236,-1.42274909,-1.310723727,-1.433573774,-0.777687433,-0.972310541,,,
1.857777778,-0.718557807,-1.303248886,-0.971724713,-0.837142316,-1.169964709,-1.36348257,-1.03833721,-0.781949331,,,
1.862222222,-1.042599108,-1.433573774,-1.426809235,-0.840623761,-1.243925073,-1.306592075,-0.837723754,-1.042599108,,,
1.866666667,-1.042599108,-1.303248886,-1.435863611,-0.710298873,-1.76469965,-1.563898663,-0.647362544,-0.91227422,,,
1.871111111,-1.103030156,-1.624724437,-1.626830601,-0.97094865,-1.370775528,-1.102438067,-0.710752283,-1.172923997,,,
1.875555556,-1.045811054,-1.497226398,-1.172333101,-0.97094865,-1.370775528,-1.433573774,-0.837723754,-0.655361365,,,
1.88,-1.042599108,-1.436654475,-1.03524248,-1.234679128,-1.243925073,-1.436785719,-1.03833721,-0.781949331,,,
1.884444444,-0.651624443,-0.91227422,-1.172333101,-1.101273539,-1.370775528,-1.299898949,-0.647362544,-0.972310541,,,
1.888888889,-1.042599108,-1.303248886,-1.03524248,-1.098055111,-0.979800862,-1.303248886,-0.707201503,-1.176135942,,,
1.893333333,-1.112478662,-1.306460831,-1.235855936,-0.97094865,-1.431009213,-1.563898663,-0.386712767,-1.102832793,,,
1.897777778,-0.781949331,-1.046073542,-1.426809235,-1.361923316,-1.628338387,-1.17639843,-0.707201503,-0.651624443,,,
1.902222222,-1.042599108,-1.243000318,-1.045479247,-0.97094865,-1.050467485,-1.624527074,-0.576679251,-0.97572968,,,
1.906666667,-1.233552408,-1.430486856,-1.363093906,-0.710298873,-1.628338387,-1.296542245,-0.654566645,-0.91227422,,,
1.911111111,-1.306198342,-1.106054569,-1.302592334,-0.780768728,-1.177059114,-1.503453328,-1.162482026,-1.039249172,,,
1.915555556,-1.233552408,-1.494202185,-1.235855936,-1.292226838,-1.631425305,-1.17639843,-1.03833721,-0.781949331,,,
1.92,-1.169837079,-1.303248886,-0.978680592,-1.164860441,-1.113731428,-1.694223551,-1.168662098,-0.394974076,,,
1.924444444,-1.106186011,-1.10263543,-0.915351125,-0.974291839,-1.561531464,-1.694223551,-0.978088642,-0.58455785,,,
1.928888889,-0.651624443,-1.039117663,-1.626830601,-1.361923316,-1.110125751,-1.563898663,-0.971533503,-0.91227422,,,
1.933333333,-1.303248886,-1.563898663,-0.971724713,-1.101273539,-1.628338387,-1.627551287,-0.64374959,-1.042599108,,,
1.937777778,-0.91227422,-1.169574061,-1.305735489,-1.168009937,-1.307318348,-1.042599108,-1.101924113,-1.303248886,,,
1.942222222,-0.91227422,-1.303248886,-1.496505713,-0.706685918,-1.110125751,-1.172923997,-0.847960521,-1.102832793,,,
1.946666667,-0.915617409,-1.300030458,-1.369261525,-0.713904551,-1.370775528,-1.433573774,-0.587704278,-0.84533907,,,
1.951111111,-0.91227422,-1.169574061,-1.108874236,-1.231598427,-1.367425591,-1.303248886,-0.647362544,-1.039249172,,,
1.955555556,-0.781949331,-1.303248886,-1.235855936,-1.101273539,-1.310723727,-1.560811744,-0.520774577,-1.2365109,,,
1.96,-0.908924284,-1.563898663,-1.105531047,-0.974291839,-1.440851849,-1.303248886,-0.647362544,-0.908792774,,,
1.964444444,-0.972507905,-1.433573774,-1.305735489,-0.97094865,-1.110125751,-1.560811744,-0.650968222,-0.905304296,,,
1.968888889,-1.172923997,-1.172923997,-0.975206159,-0.97094865,-1.76469965,-1.046204786,-0.647362544,-0.97572968,,,
1.973333333,-0.722094298,-1.176267186,-1.232637508,-1.104485484,-1.440851849,-1.433573774,-0.647362544,-1.176135942,,,
1.977777778,-0.841985653,-1.433573774,-1.302592334,-0.840623761,-1.501100416,-1.566979364,-0.968246006,-0.711266038,,,
1.982222222,-1.106186011,-1.436654475,-1.560224058,-1.361923316,-1.243925073,-1.303248886,-0.647362544,-1.045942298,,,
1.986666667,-1.242606783,-1.433573774,-1.366180824,-0.837142316,-1.370775528,-1.430355347,-0.576679251,-0.781949331,,,
1.991111111,-0.918953872,-1.039117663,-1.626830601,-1.231598427,-1.892075082,-1.303248886,-0.517037656,-0.785555009,,,
1.995555556,-1.042599108,-1.50325656,-1.175607368,-0.900660083,-1.300486961,-1.566979364,-0.781161866,-0.655361365,,,
2,-1.172923997,-1.306460831,-1.557331487,-1.29826917,-1.501100416,-1.560811744,-0.968246006,-1.303248886,,,
2.004444444,-1.042599108,-1.233157682,-0.84488127,-1.292226838,-1.501100416,-1.172923997,-0.386712767,-0.647879979,,,
2.008888889,-1.045811054,-1.430486856,-1.239067881,-1.361923316,-1.501100416,-1.500310172,-0.777687433,-0.97572968,,,
2.013333333,-0.91227422,-1.303248886,-1.496505713,-0.710298873,-1.567836815,-1.563898663,-0.911355511,-1.042599108,,,
2.017777778,-0.651624443,-1.624724437,-0.848486948,-1.292226838,-0.979800862,-1.624527074,-0.777687433,-1.172923997,,,
2.022222222,-1.042599108,-1.176267186,-1.299442839,-1.031182335,-1.110125751,-1.436785719,-0.777687433,-1.102832793,,,
2.026666667,-1.303248886,-1.303248886,-1.235855936,-1.101273539,-1.501100416,-1.566979364,-1.101924113,-0.781949331,,,
2.031111111,-1.169837079,-1.303248886,-0.978680592,-1.295251051,-1.300486961,-1.563898663,-0.978088642,-0.655361365,,,
2.035555556,-0.722094298,-1.112872196,-1.429833448,-0.837142316,-1.497881989,-1.436785719,-0.513293192,-1.102832793,,,
2.04,-1.042599108,-1.303248886,-1.235855936,-0.837142316,-1.628338387,-1.563898663,-0.911355511,-1.2365109,,,
2.044444444,-0.841985653,-1.430486856,-1.49945517,-1.292226838,-1.236969194,-1.113068964,-0.647362544,-0.91227422,,,
2.048888889,-1.233552408,-1.042599108,-1.239067881,-1.098055111,-1.300486961,-1.433573774,-0.770717509,-0.521299554,,,
2.053333333,-1.103030156,-1.433573774,-1.108874236,-1.228511509,-1.501100416,-1.627551287,-0.386712767,-0.91227422,,,
2.057777778,-0.591966177,-1.430486856,-1.299442839,-0.710298873,-1.504312361,-1.303248886,-0.968246006,-0.651624443,,,
2.062222222,-1.430749874,-1.306460831,-0.84488127,-1.164860441,-1.761750193,-1.494004822,-0.647362544,-0.97572968,,,
2.066666667,-1.36407466,-1.10263543,-1.03524248,-1.361923316,-1.631425305,-1.232960319,-0.908012321,-1.303248886,,,
2.071111111,-0.979076273,-1.624724437,-1.49945517,-1.425641661,-1.310723727,-1.494004822,-1.03833721,-0.84178829,,,
2.075555556,-1.036155752,-0.91227422,-1.493550304,-0.710298873,-1.240450639,-1.494004822,-0.781161866,-0.84178829,,,
2.08,-1.172923997,-1.306460831,-1.49945517,-0.974291839,-1.631425305,-1.624527074,-0.647362544,-0.647879979,,,
2.084444444,-1.042599108,-1.433573774,-1.496505713,-1.492248204,-1.437577581,-1.630569406,-0.908012321,-1.042599108,,,
2.088888889,-1.176004698,-1.630503751,-1.435863611,-0.840623761,-1.761750193,-0.982940842,-0.837723754,-1.16970557,,,
2.093333333,-1.306198342,-1.433573774,-1.235855936,-0.710298873,-1.692053716,-1.563898663,-0.908012321,-1.176135942,,,
2.097777778,-1.297332097,-1.106054569,-0.975206159,-0.710298873,-1.173515489,-1.306592075,-0.908012321,-1.176135942,,,
2.102222222,-1.369853974,-1.691399651,-1.102181111,-1.492248204,-1.374118717,-1.169442552,-1.03833721,-1.494399548,,,
2.106666667,-0.852222419,-1.433573774,-1.496505713,-1.231598427,-1.892075082,-1.232960319,-0.911355511,-0.905304296,,,
2.111111111,-1.045811054,-1.23972605,-1.49945517,-1.361923316,-1.761750193,-1.113068964,-0.847960521,-1.039249172,,,
2.115555556,-1.172923997,-1.176267186,-1.175607368,-1.234679128,-1.501100416,-0.91227422,-0.841142893,-0.97572968,,,
2.12,-1.433573774,-1.88576894,-0.84488127,-1.234679128,-1.758794784,-1.169442552,-0.386712767,-1.563898663,,,
2.124444444,-0.651624443,-1.23972605,-1.102181111,-1.231598427,-1.892075082,-1.042599108,-0.576679251,-1.300161967,,,
2.128888889,-1.36407466,-1.176267186,-1.369261525,-0.96424201,-1.180595606,-1.563898663,-0.576679251,-0.91227422,,,
2.133333333,-1.042599108,-1.363679933,-1.493550304,-0.840623761,-1.628338387,-1.433573774,-0.911355511,-1.176135942,,,
2.137777778,-0.915617409,-1.046073542,-1.426809235,-1.292226838,-1.761750193,-1.560811744,-0.911355511,-1.172923997,,,
2.142222222,-0.975795401,-1.303248886,-1.366180824,-0.837142316,-1.504312361,-1.563898663,-1.22929051,-1.303248886,,,
2.146666667,-0.908924284,-1.233157682,-1.366180824,-0.904079222,-1.367425591,-1.436785719,-0.908012321,-0.390974666,,,
2.151111111,-1.300293476,-1.176267186,-1.629648814,-0.97094865,-1.240450639,-1.17639843,-0.647362544,-1.10612029,,,
2.155555556,-0.841985653,-1.176267186,-0.84488127,-0.974291839,-1.431009213,-1.497160677,-0.908012321,-1.176135942,,,
2.16,-1.497357841,-1.233157682,-1.299442839,-0.773688612,-1.374118717,-1.370050939,-0.707201503,-0.651624443,,,
2.164444444,-0.841985653,-1.633384682,-1.366180824,-1.104485484,-1.240450639,-1.500310172,-0.580361673,-1.306329586,,,
2.168888889,-1.233552408,-1.306460831,-1.887480379,-1.101273539,-1.761750193,-1.433573774,-0.513293192,-0.915748653,,,
2.173333333,-1.236576621,-1.436654475,-1.557331487,-0.90749147,-1.631425305,-1.82454844,-1.168662098,-1.042599108,,,
2.177777778,-0.781949331,-1.560943254,-1.235855936,-1.104485484,-1.504312361,-1.694223551,-1.035118783,-1.045942298,,,
2.182222222,-1.112478662,-1.624724437,-1.169052229,-1.292226838,-1.110125751,-1.82454844,-0.449971063,-0.781949331,,,
2.186666667,-0.908924284,-1.303248886,-1.239067881,-0.90749147,-1.628338387,-1.497160677,-0.908012321,-1.045942298,,,
2.191111111,-0.972507905,-1.172923997,-1.105531047,-1.301281214,-1.501100416,-1.042599108,-1.035118783,-0.972310541,,,
2.195555556,-1.042599108,-1.563898663,-1.493550304,-0.840623761,-1.236969194,-1.36348257,-1.171742799,-1.300161967,,,
2.2,-1.109335507,-1.172923997,-1.366180824,-0.900660083,-1.57097997,-1.299898949,-0.908012321,-1.303248886,,,
2.204444444,-1.563898663,-1.557981874,-1.626830601,-1.425641661,-1.825468539,-1.169442552,-1.041549155,-0.915748653,,,
2.208888889,-1.436391987,-1.106054569,-1.366180824,-1.231598427,-1.564687319,-1.430355347,-0.971533503,-0.84533907,,,
2.213333333,-1.042599108,-1.891022218,-1.302592334,-0.97094865,-1.240450639,-1.169442552,-0.908012321,-0.91227422,,,
2.217777778,-1.103030156,-1.369985284,-1.626830601,-0.710298873,-1.692053716,-1.303248886,-0.781161866,-0.915748653,,,
2.222222222,-1.563898663,-1.106054569,-1.626830601,-1.101273539,-1.440851849,-1.497160677,-0.971533503,-1.102832793,,,
2.226666667,-0.718557807,-1.300030458,-1.557331487,-0.910896849,-1.634506006,-1.624527074,-1.03833721,-0.915748653,,,
2.231111111,-1.300293476,-1.755246689,-1.629648814,-0.710298873,-1.501100416,-1.232960319,-0.908012321,-0.651624443,,,
2.235555556,-1.494596912,-1.691399651,-1.75715549,-0.97094865,-1.370775528,-1.694223551,-1.168662098,-0.915748653,,,
2.24,-1.112478662,-1.633384682,-1.108874236,-0.650640607,-1.631425305,-1.299898949,-1.298986987,-1.306329586,,,
2.244444444,-0.908924284,-1.300030458,-1.366180824,-1.161704587,-1.501100416,-1.306592075,-0.647362544,-1.303248886,,,
2.248888889,-1.303248886,-1.760762984,-1.75715549,-0.844098195,-1.698096048,-1.82454844,-0.908012321,-1.112675429,,,
2.253333333,-1.372734905,-1.624724437,-1.687853739,-1.361923316,-1.300486961,-1.433573774,-0.908012321,-0.915748653,,,
2.257777778,-1.039380681,-1.172923997,-1.49945517,-1.492248204,-1.110125751,-1.433573774,-0.647362544,-0.915748653,,,
2.262222222,-1.176004698,-1.172923997,-1.823629268,-0.780768728,-1.370775528,-1.563898663,-0.971533503,-1.16970557,,,
2.266666667,-1.563898663,-1.303248886,-0.975206159,-1.164860441,-1.628338387,-1.563898663,-0.908012321,-1.49729212,,,
2.271111111,-1.045811054,-1.373128439,-1.626830601,-1.295251051,-1.825468539,-1.624527074,-0.908012321,-1.172923997,,,
2.275555556,-1.169837079,-1.433573774,-1.175607368,-1.171153092,-1.110125751,-1.433573774,-1.22929051,-1.561074763,,,
2.28,-1.563898663,-1.50325656,-1.175607368,-1.361923316,-1.367425591,-1.172923997,-1.098768258,-0.91227422,,,
2.284444444,-0.91227422,-1.633384682,-1.75715549,-1.101273539,-1.374118717,-1.436785719,-0.774205987,-1.176135942,,,
2.288888889,-0.91227422,-1.50325656,-1.432851567,-0.777232237,-1.370775528,-1.563898663,-0.837723754,-0.778336377,,,
2.293333333,-1.112478662,-1.563898663,-1.426809235,-1.101273539,-1.761750193,-1.370050939,-0.968246006,-0.84178829,,,
2.297777778,-1.500113207,-1.563898663,-1.496505713,-1.361923316,-1.892075082,-1.36348257,-0.774205987,-1.035892468,,,
2.302222222,-0.918953872,-1.697041764,-1.887480379,-1.364872772,-1.367425591,-1.563898663,-0.777687433,-1.563898663,,,
2.306666667,-0.972507905,-1.243000318,-1.169052229,-1.231598427,-1.631425305,-1.630569406,-1.22929051,-0.781949331,,,
2.311111111,-1.300293476,-1.427393701,-1.105531047,-1.101273539,-1.307318348,-1.232960319,-0.781161866,-1.176135942,,,
2.315555556,-1.242606783,-1.560943254,-0.975206159,-0.900660083,-1.561531464,-1.827366652,-1.041549155,-1.10612029,,,
2.32,-1.172923997,-1.633384682,-1.621177096,-1.101273539,-1.701108091,-1.042599108,-1.041549155,-1.172923997,,,
2.324444444,-0.841985653,-1.169574061,-1.557331487,-1.42274909,-1.561531464,-1.306592075,-1.168662098,-1.045942298,,,
2.328888889,-0.91227422,-1.436654475,-1.626830601,-1.234679128,-1.434296709,-1.433573774,-0.971533503,-0.97572968,,,
2.333333333,-1.045811054,-1.494202185,-1.565991732,-1.428528404,-1.892075082,-1.36348257,-0.908012321,-1.042599108,,,
2.337777778,-1.233552408,-1.433573774,-1.75715549,-0.710298873,-1.236969194,-1.042599108,-0.781161866,-0.84178829,,,
2.342222222,-1.300293476,-1.236445178,-1.305735489,-1.171153092,-1.761750193,-1.370050939,-1.041549155,-1.300161967,,,
2.346666667,-1.172923997,-1.697041764,-1.621177096,-1.292226838,-1.367425591,-1.433573774,-1.098768258,-0.84178829,,,
2.351111111,-1.176004698,-1.303248886,-1.105531047,-0.900660083,-1.692053716,-1.172923997,-0.781161866,-0.97572968,,,
2.355555556,-1.045811054,-1.82454844,-1.102181111,-1.101273539,-1.501100416,-1.433573774,-0.520774577,-1.433573774,,,
2.36,-1.233552408,-1.303248886,-1.493550304,-1.292226838,-1.501100416,-1.952180937,-1.03833721,-0.979141929,,,
2.364444444,-1.300293476,-1.560943254,-1.435863611,-1.101273539,-1.57097997,-1.688306762,-1.168662098,-1.045942298,,,
2.368888889,-1.172923997,-1.566848119,-1.366180824,-1.231598427,-1.761750193,-1.303248886,-1.03833721,-1.433573774,,,
2.373333333,-0.982350541,-1.624724437,-1.105531047,-1.234679128,-1.758794784,-1.172923997,-0.908012321,-0.84533907,,,
2.377777778,-1.242606783,-1.433573774,-1.624006701,-1.101273539,-1.831236213,-1.563898663,-0.777687433,-0.84178829,,,
2.382222222,-1.045811054,-1.560943254,-1.105531047,-1.292226838,-1.504312361,-1.633581449,-0.774205987,-1.303248886,,,
2.386666667,-0.982350541,-1.563898663,-1.105531047,-0.840623761,-1.631425305,-1.627551287,-0.908012321,-0.91227422,,,
2.391111111,-1.039380681,-1.82454844,-1.560224058,-0.844098195,-1.431009213,-1.954873328,-0.520774577,-0.722291065,,,
2.395555556,-1.36407466,-1.433573774,-1.296286984,-1.101273539,-1.894893295,-1.172923997,-0.647362544,-1.363877297,,,
2.4,-1.303248886,-1.049540985,-1.49945517,-1.037750704,-1.370775528,-1.433573774,-1.171742799,-1.433573774,,,
2.404444444,-1.242606783,-1.433573774,-1.366180824,-1.101273539,-1.76469965,-1.042599108,-0.707201503,-1.303248886,,,
2.408888889,-1.300293476,-1.691399651,-1.563110801,-1.361923316,-1.631425305,-1.17639843,-0.911355511,-0.722291065,,,
2.413333333,-1.566585631,-1.363679933,-1.042073867,-1.364872772,-1.695077929,-1.306592075,-1.296031578,-1.303248886,,,
2.417777778,-1.039380681,-1.755246689,-0.975206159,-1.234679128,-1.761750193,-1.433573774,-1.168662098,-1.10612029,,,
2.422222222,-1.039380681,-1.306460831,-1.302592334,-1.101273539,-1.628338387,-1.624527074,-0.64374959,-1.176135942,,,
2.426666667,-1.436391987,-1.303248886,-1.366180824,-0.974291839,-1.634506006,-1.436785719,-1.168662098,-0.781949331,,,
2.431111111,-1.886163667,-1.306460831,-1.557331487,-0.900660083,-1.892075082,-1.694223551,-0.517037656,-1.102832793,,,
2.435555556,-0.845404791,-1.433573774,-1.305735489,-1.364872772,-1.501100416,-1.563898663,-1.168662098,-0.982547308,,,
2.44,-0.781949331,-1.366835788,-1.169052229,-0.840623761,-1.180595606,-1.563898663,-0.777687433,-0.97572968,,,
2.444444444,-0.91227422,-1.169574061,-1.629648814,-0.967598714,-1.894893295,-1.885571577,-1.101924113,-1.042599108,,,
2.448888889,-1.242606783,-1.306460831,-1.296286984,-1.101273539,-1.761750193,-1.306592075,-1.298986987,-0.778336377,,,
2.453333333,-0.972507905,-1.497226398,-0.915351125,-1.101273539,-1.822575968,-1.36348257,-0.978088642,-1.494399548,,,
2.457777778,-1.109335507,-1.243000318,-1.235855936,-1.492248204,-1.370775528,-1.697173008,-1.298986987,-1.112675429,,,
2.462222222,-0.91227422,-1.042599108,-1.75715549,-1.031182335,-1.701108091,-1.954873328,-1.171742799,-1.045942298,,,
2.466666667,-1.303248886,-1.363679933,-1.565991732,-1.364872772,-1.303906099,-1.885571577,-0.777687433,-1.363877297,,,
2.471111111,-1.233552408,-1.303248886,-1.175607368,-1.101273539,-1.236969194,-1.109532472,-1.298986987,-1.042599108,,,
2.475555556,-1.566585631,-1.306460831,-1.75715549,-1.104485484,-1.303906099,-1.694223551,-1.298986987,-1.433573774,,,
2.48,-1.300293476,-1.82454844,-1.105531047,-1.228511509,-1.564687319,-1.232960319,-0.837723754,-1.369919629,,,
2.484444444,-1.169837079,-1.758007618,-1.366180824,-1.101273539,-1.437577581,-1.497160677,-1.03833721,-1.242803551,,,
2.488888889,-0.979076273,-1.755246689,-1.75715549,-0.974291839,-1.504312361,-1.172923997,-0.908012321,-0.915748653,,,
2.493333333,-0.908924284,-1.433573774,-1.175607368,-0.967598714,-1.110125751,-1.563898663,-0.911355511,-1.303248886,,,
2.497777778,-1.172923997,-1.306460831,-1.435863611,-1.101273539,-1.631425305,-1.755049326,-0.908012321,-1.306329586,,,
2.502222222,-1.433573774,-1.563898663,-1.496505713,-0.97094865,-1.501100416,-1.888332507,-0.837723754,-1.042599108,,,
2.506666667,-1.430749874,-1.624724437,-1.366180824,-0.90749147,-1.374118717,-1.303248886,-1.03833721,-1.172923997,,,
2.511111111,-0.908924284,-1.042599108,-1.239067881,-1.356006527,-1.758794784,-1.82454844,-1.03833721,-1.172923997,,,
2.515555556,-1.039380681,-1.494202185,-1.557331487,-1.492248204,-1.634506006,-1.563898663,-0.777687433,-1.16970557,,,
2.52,-1.303248886,-1.624724437,-1.366180824,-1.228511509,-1.440851849,-1.503453328,-1.03833721,-1.042599108,,,
2.524444444,-0.781949331,-1.303248886,-1.496505713,-0.910896849,-1.501100416,-1.82454844,-1.362705333,-1.363877297,,,
2.528888889,-1.303248886,-1.369985284,-1.232637508,-1.161704587,-1.240450639,-1.957560297,-0.774205987,-1.494399548,,,
2.533333333,-1.436391987,-1.433573774,-0.975206159,-1.292226838,-1.628338387,-1.433573774,-1.235332842,-1.239660395,,,
2.537777778,-1.433573774,-1.50325656,-1.369261525,-1.364872772,-1.504312361,-1.566979364,-0.971533503,-1.172923997,,,
2.542222222,-1.233552408,-1.369985284,-1.496505713,-1.492248204,-1.240450639,-1.436785719,-0.777687433,-1.16970557,,,
2.546666667,-1.172923997,-1.624724437,-0.971724713,-1.42274909,-1.892075082,-1.563898663,-1.293070198,-1.558245158,,,
2.551111111,-1.042599108,-1.691399651,-1.235855936,-1.104485484,-1.440851849,-1.309928537,-1.429311876,-0.908792774,,,
2.555555556,-1.303248886,-1.363679933,-1.165764732,-1.495066417,-1.374118717,-1.373325206,-0.837723754,-1.042599108,,,
2.56,-1.109335507,-1.300030458,-2.012941613,-1.622573093,-1.431009213,-1.296542245,-1.168662098,-1.49729212,,,
2.564444444,-1.63037244,-1.755246689,-1.496505713,-0.97094865,-1.310723727,-1.436785719,-1.301936444,-0.979141929,,,
2.568888889,-0.982350541,-1.697041764,-1.232637508,-1.104485484,-1.504312361,-1.433573774,-0.647362544,-0.908792774,,,
2.573333333,-1.372734905,-1.694223551,-1.493550304,-1.228511509,-1.631425305,-1.624527074,-1.168662098,-1.49729212,,,
2.577777778,-0.908924284,-1.243000318,-1.366180824,-1.231598427,-1.497881989,-1.436785719,-0.837723754,-1.303248886,,,
2.582222222,-0.91227422,-1.303248886,-1.557331487,-1.622573093,-1.76469965,-1.627551287,-0.908012321,-0.908792774,,,
2.586666667,-1.563898663,-1.172923997,-1.429833448,-1.553271342,-2.022399971,-1.370050939,-0.847960521,-1.306329586,,,
2.591111111,-1.563898663,-1.433573774,-1.366180824,-1.234679128,-1.631425305,-1.755049326,-1.429311876,-1.363877297,,,
2.595555556,-1.1790792,-1.306460831,-1.296286984,-0.840623761,-1.504312361,-1.494004822,-1.105073608,-0.908792774,,,
2.6,-1.172923997,-1.433573774,-0.975206159,-1.231598427,-1.828355281,-1.306592075,-0.841142893,-1.045942298,,,
2.604444444,-1.176004698,-1.697041764,-1.426809235,-0.840623761,-1.240450639,-1.566979364,-1.168662098,-1.300161967,,,
2.608888889,-1.433573774,-1.306460831,-1.49945517,-1.231598427,-1.561531464,-1.76370957,-1.041549155,-1.363877297,,,
2.613333333,-1.627748451,-1.436654475,-1.629648814,-0.97094865,-1.822575968,-1.697173008,-0.908012321,-1.233355045,,,
2.617777778,-1.172923997,-1.433573774,-0.975206159,-1.098055111,-1.894893295,-1.563898663,-0.781161866,-1.433573774,,,
2.622222222,-1.433573774,-1.172923997,-1.687853739,-1.361923316,-1.761750193,-1.954873328,-1.03833721,-1.2365109,,,
2.626666667,-1.172923997,-1.494202185,-1.496505713,-1.431409335,-1.431009213,-1.82454844,-1.03833721,-1.303248886,,,
2.631111111,-0.91227422,-1.306460831,-1.105531047,-0.967598714,-1.758794784,-1.82172454,-1.235332842,-1.436523231,,,
2.635555556,-0.845404791,-1.106054569,-1.629648814,-1.42274909,-1.561531464,-1.563898663,-1.168662098,-1.303248886,,,
2.64,-1.172923997,-1.172923997,-1.496505713,-1.231598427,-1.631425305,-1.563898663,-1.22929051,-1.172923997,,,
2.644444444,-1.36407466,-1.433573774,-1.629648814,-1.231598427,-1.634506006,-1.627551287,-1.03833721,-1.306329586,,,
2.648888889,-0.845404791,-1.633384682,-1.496505713,-1.104485484,-1.701108091,-1.694223551,-0.978088642,-1.303248886,,,
2.653333333,-1.106186011,-1.433573774,-1.687853739,-1.814315845,-1.501100416,-1.494004822,-0.908012321,-1.433573774,,,
2.657777778,-1.566585631,-1.694223551,-1.496505713,-1.361923316,-2.01970758,-1.436785719,-1.362705333,-1.042599108,,,
2.662222222,-1.306198342,-1.243000318,-1.496505713,-1.234679128,-1.504312361,-1.563898663,-0.908012321,-0.852419187,,,
2.666666667,-1.045811054,-1.433573774,-1.102181111,-1.622573093,-1.695077929,-1.694223551,-0.847960521,-1.363877297,,,
2.671111111,-1.045811054,-1.633384682,-1.75715549,-1.228511509,-1.370775528,-1.433573774,-1.03833721,-1.363877297,,,
2.675555556,-1.166743924,-1.243000318,-1.49945517,-0.90749147,-1.761750193,-1.755049326,-1.03833721,-1.042599108,,,
2.68,-1.36407466,-1.433573774,-1.232637508,-1.231598427,-1.958614515,-2.146616081,-0.847960521,-1.433573774,,,
2.684444444,-1.433573774,-1.694223551,-1.366180824,-0.840623761,-1.889251182,-1.563898663,-1.298986987,-0.785555009,,,
2.688888889,-1.372734905,-1.50325656,-1.369261525,-1.041024971,-1.894893295,-1.563898663,-0.847960521,-1.2365109,,,
2.693333333,-1.112478662,-1.50325656,-1.626830601,-1.495066417,-1.822575968,-1.624527074,-1.03833721,-0.781949331,,,
