Test ,2folds_sample2_20220701_1753,2folds_sample2_20220701_1747,2folds_sample2_20220701_1743,2folds_sample1_20220701_1737,2folds_sample1_20220701_1723,2folds_sample0_20220701_1719,2folds_sample0_20220701_1713
dV (ml),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa)
2.555,-2.219459573,-2.801855433,-2.410617882,-1.888202585,-2.279901417,-1.952904666,-2.347362173
2.56,-2.347493948,-2.3465663,-2.606497771,-2.21362225,-2.018856913,-2.080544512,-2.414621027
2.565,-2.283379911,-2.476172883,-2.670876083,-2.279177251,-2.085198217,-2.408321833,-2.283445699
2.57,-2.544161131,-2.671855411,-2.541008492,-2.538912631,-2.216110167,-2.277409258,-2.674617529
2.575,-2.479259801,-2.280292993,-2.4114026,-2.60479408,-1.825529234,-2.147018648,-2.674617529
2.58,-2.935332961,-2.541596178,-2.606497771,-2.084147734,-2.150033826,-2.407799868,-2.544226919
2.585,-2.282593609,-2.605583375,-2.280227272,-2.149701912,-2.150033826,-2.277409258,-2.480109615
2.59,-2.479259801,-2.279506691,-2.801789711,-2.539827028,-2.47552177,-2.016628038,-1.958091756
2.595,-2.152989301,-2.801855433,-2.280227272,-2.279895556,-2.279901417,-2.147018648,-2.413836309
2.6,-2.152989301,-2.541074213,-2.476172883,-2.019508268,-2.410815046,-1.822711021,-2.413836309
2.605,-2.479846862,-2.411336944,-2.149836662,-2.21362225,-1.888334662,-2.08309831,-2.480109615
2.61,-2.413770521,-2.476172883,-2.671399101,-2.21362225,-1.82454844,-2.213291954,-2.216774001
2.615,-2.739909578,-2.606497771,-2.606497771,-1.888202585,-2.280424436,-2.277409258,-2.674617529
2.62,-2.609584689,-2.73682266,-2.931920586,-2.34401286,-1.823565667,-2.015710094,-2.61030326
2.625,-2.282593609,-2.281077711,-2.866496435,-2.60479408,-2.085198217,-2.668581088,-2.740041087
2.63,-2.67494233,-2.279506691,-2.541008492,-2.34401286,-2.280424436,-1.94995634,-2.282527755
2.635,-2.413770521,-2.606953588,-2.606497771,-2.21362225,-2.019643216,-2.538190478,-2.022664479
2.64,-2.739258465,-2.671855411,-2.346697544,-2.212835947,-2.410815046,-2.211132685,-2.347362173
2.645,-2.544161131,-2.606041034,-2.801398334,-2.473880451,-2.019643216,-2.538190478,-2.413836309
2.65,-2.282593609,-2.279506691,-2.801398334,-2.082313696,-1.888334662,-1.94995634,-2.544226919
2.655,-2.674160364,-2.476172883,-2.866496435,-2.21362225,-1.758861996,-2.017544132,-2.67409451
2.66,-2.413770521,-2.410028942,-2.801789711,-2.60479408,-2.215523106,-2.08224876,-2.413836309
2.665,-2.674160364,-2.801855433,-2.409831579,-2.60479408,-2.410815046,-1.950941098,-2.413836309
2.67,-2.283379911,-2.34440703,-2.410617882,-2.08323164,-1.758861996,-2.341720857,-2.153055089
2.675,-2.414423863,-2.410028942,-2.541008492,-2.410089201,-2.215523106,-2.277409258,-2.674617529
2.68,-2.73958435,-2.540551194,-2.867147548,-2.409502139,-2.085198217,-2.538190478,-2.413050006
2.685,-2.414423863,-2.149902383,-2.997084608,-2.474925435,-2.083757253,-2.016628038,-2.73912669
2.69,-2.544683096,-2.476759944,-2.671399101,-2.018527474,-2.214345425,-2.538581066,-2.544226919
2.695,-2.67494233,-2.801855433,-2.8021803,-2.343358199,-2.280424436,-2.473223426,-2.674617529
2.7,-2.67494233,-2.606953588,-2.73682266,-1.951791444,-2.541205656,-2.080544512,-2.61030326
2.705,-2.674551741,-2.149902383,-2.737278477,-2.343358199,-2.736698114,-1.821598983,-2.608538518
2.71,-2.67494233,-2.606953588,-2.670876083,-2.149701912,-2.018856913,-2.147018648,-2.675139494
2.715,-2.413115861,-2.605583375,-3.062570931,-2.08323164,-2.280424436,-2.472309029,-2.413836309
2.72,-2.413770521,-2.410028942,-2.476891188,-2.279895556,-1.888334662,-2.015710094,-2.282527755
2.725,-2.413115861,-2.801855433,-2.671399101,-2.084147734,-2.279901417,-2.147018648,-2.608538518
2.73,-2.088285135,-2.279506691,-2.541008492,-2.279895556,-2.280424436,-2.147018648,-2.282527755
2.735,-2.674551741,-2.410683603,-2.4114026,-2.21362225,-2.280424436,-2.276754597,-2.283445699
2.74,-2.739258465,-2.932246043,-2.409831579,-2.08323164,-2.346303811,-2.08224876,-2.674617529
2.745,-2.805201563,-2.216372655,-2.737278477,-1.82245042,-2.411205634,-2.538190478,-2.805008139
2.75,-2.152989301,-2.280292993,-2.737278477,-2.539827028,-2.280424436,-2.080544512,-2.088416644
2.755,-2.544161131,-2.605583375,-2.214540332,-1.95284103,-2.280424436,-2.08224876,-2.283445699
2.76,-2.544161131,-2.281077711,-2.737278477,-1.951791444,-2.345391257,-2.342310291,-2.805008139
2.765,-2.349653218,-2.216372655,-2.671921066,-1.888202585,-2.150033826,-2.341720857,-2.609716199
2.77,-2.674551741,-2.345128239,-2.801398334,-2.410089201,-2.345847994,-2.015710094,-2.544226919
2.775,-2.610040507,-2.411336944,-2.607084832,-2.212835947,-2.150033826,-1.887284899,-2.675139494
2.78,-2.414423863,-2.541074213,-2.737278477,-2.018527474,-1.955722878,-2.147018648,-2.674617529
2.785,-2.413770521,-2.606497771,-2.801398334,-2.60479408,-2.214345425,-1.821598983,-2.477950346
2.79,-2.544161131,-2.541074213,-2.149836662,-1.888202585,-2.019643216,-2.472309029,-2.349915971
2.795,-2.543638112,-2.3465663,-2.409831579,-1.95284103,-2.344933597,-1.821598983,-2.609127952
2.8,-2.609127952,-2.671073446,-2.215523106,-2.410089201,-2.020427934,-2.147018648,-2.349066421
2.805,-2.674551741,-2.606953588,-2.474731918,-1.951791444,-2.150033826,-1.885187842,-2.543572258
2.81,-2.413770521,-2.3465663,-2.215523106,-1.889314623,-2.345391257,-2.733485374,-2.349915971
2.815,-2.543638112,-2.606497771,-2.476172883,-2.21362225,-2.214345425,-1.886237428,-2.219722327
2.82,-2.349653218,-2.671073446,-2.474731918,-2.344666201,-2.083757253,-2.080544512,-2.47939131
2.825,-2.674160364,-2.671855411,-2.607084832,-1.888202585,-2.410423669,-2.343485599,-2.543572258
2.83,-2.282593609,-2.932246043,-2.474731918,-2.08323164,-2.150033826,-2.277409258,-2.152005503
2.835,-2.739258465,-2.3465663,-2.671399101,-1.953888501,-2.085198217,-2.277409258,-2.021483251
2.84,-2.544161131,-2.279506691,-2.605320091,-2.539827028,-2.280424436,-2.538190478,-2.349066421
2.845,-2.348934912,-2.410028942,-2.671399101,-2.343358199,-2.476172883,-2.407276849,-2.413050006
2.85,-2.413770521,-2.671464823,-2.215523106,-1.953888501,-2.410815046,-2.147018648,-2.282527755
2.855,-2.935332961,-2.671073446,-2.4114026,-2.082313696,-2.085916522,-2.017544132,-2.15410256
2.86,-2.609584689,-2.802114645,-2.866496435,-1.951791444,-2.020427934,-2.016628038,-2.674617529
2.865,-2.543638112,-2.410028942,-2.085198217,-1.951791444,-2.083757253,-2.147803366,-2.609127952
2.87,-2.413770521,-2.3465663,-2.607084832,-2.408324459,-2.018856913,-2.343485599,-2.674617529
2.875,-2.608670293,-2.410028942,-2.540353831,-2.279895556,-2.150687167,-2.407799868,-2.347362173
2.88,-2.674160364,-2.605583375,-2.801789711,-1.95284103,-2.54094592,-2.017544132,-2.805008139
2.885,-2.609584689,-2.279506691,-2.476891188,-2.21362225,-2.344933597,-2.277409258,-2.674617529
2.89,-2.413770521,-2.736171547,-2.73682266,-2.47440347,-2.215523106,-2.538190478,-2.805008139
2.895,-2.544683096,-2.148984439,-2.541008492,-2.148852362,-1.888334662,-2.538581066,-2.284361794
2.9,-2.284164629,-2.606497771,-2.606497771,-2.34401286,-2.541205656,-2.08224876,-2.609127952
2.905,-2.544161131,-1.891476485,-2.409831579,-1.951791444,-1.889252606,-2.080544512,-2.349915971
2.91,-2.347493948,-2.866759719,-2.997472437,-1.888202585,-2.150033826,-2.341720857,-2.152005503
2.915,-2.608670293,-2.605583375,-2.606497771,-1.82245042,-2.150033826,-2.538190478,-2.674617529
2.92,-2.152989301,-2.149902383,-2.932180321,-1.757877697,-1.889252606,-2.147018648,-2.153055089
2.925,-2.479259801,-2.476172883,-2.73682266,-2.539827028,-1.823565667,-2.538190478,-2.61030326
2.93,-2.739909578,-2.671464823,-2.801789711,-2.082313696,-1.955722878,-1.885187842,-2.67409451
2.935,-2.152071357,-2.540551194,-2.541008492,-2.409502139,-2.150033826,-2.147018648,-2.152005503
2.94,-2.152989301,-2.866759719,-2.346697544,-2.408913893,-2.150033826,-2.017544132,-2.413836309
2.945,-2.413770521,-2.671855411,-2.932180321,-2.47440347,-2.020427934,-2.147018648,-2.413836309
2.95,-2.086317603,-2.3465663,-2.280227272,-2.149701912,-1.758861996,-2.276754597,-2.47939131
2.955,-2.479259801,-2.671464823,-2.540353831,-2.019508268,-2.150033826,-2.408321833,-2.675139494
2.96,-2.216905776,-2.606497771,-2.801789711,-2.21362225,-2.280424436,-2.015710094,-2.608538518
2.965,-2.543638112,-2.801595697,-2.34499673,-2.016559942,-2.410815046,-1.886237428,-2.608538518
2.97,-2.674160364,-2.671464823,-2.801789711,-1.951791444,-1.888334662,-2.016628038,-2.47939131
2.975,-2.152071357,-2.151732728,-2.801398334,-2.212835947,-2.671596266,-2.538190478,-2.740041087
2.98,-2.67494233,-2.281077711,-2.346697544,-1.95284103,-2.085916522,-2.276754597,-2.349915971
2.985,-2.543638112,-2.476172883,-2.474731918,-2.60479408,-2.018856913,-1.952904666,-2.804616762
2.99,-2.544161131,-2.736171547,-2.605320091,-1.95284103,-2.216110167,-2.016628038,-2.674617529
2.995,-2.544161131,-2.541074213,-2.997472437,-2.47440347,-2.280946401,-2.277409258,-2.740041087
3,-2.152989301,-2.215523106,-2.476891188,-2.473880451,-2.150033826,-2.473223426,-2.413836309
3.005,-2.674551741,-2.411988971,-2.73682266,-2.474925435,-2.279901417,-2.146232345,-2.675139494
3.01,-2.804942351,-2.216372655,-2.410617882,-2.019508268,-2.280946401,-2.017544132,-2.087302362
3.015,-2.479259801,-2.34440703,-2.671399101,-2.540282845,-1.889252606,-2.473223426,-2.088416644
3.02,-2.282593609,-2.606497771,-2.671399101,-2.409502139,-1.888334662,-2.015710094,-2.47939131
3.025,-2.349653218,-2.671464823,-2.671921066,-1.953888501,-1.889252606,-2.278062599,-2.088416644
3.03,-2.413770521,-2.474995202,-2.475453128,-2.148852362,-2.085198217,-2.080544512,-2.54488026
3.035,-2.544161131,-2.932246043,-2.997278718,-2.343358199,-2.083757253,-2.211853894,-2.608538518
3.04,-2.349653218,-2.671464823,-2.801789711,-2.410089201,-2.280424436,-2.538190478,-2.347362173
3.045,-2.544161131,-2.801595697,-2.931920586,-2.082313696,-2.216110167,-2.211853894,-2.089528682
3.05,-2.739258465,-2.606497771,-2.606497771,-1.953888501,-1.82454844,-2.147018648,-2.47939131
3.055,-2.608670293,-2.280292993,-2.606497771,-2.21362225,-2.085198217,-2.017544132,-2.869714863
3.06,-2.674160364,-2.606953588,-2.280227272,-2.34401286,-2.410423669,-1.886237428,-2.283445699
3.065,-2.282593609,-2.671855411,-2.867147548,-2.409502139,-2.216110167,-2.341720857,-2.153055089
3.07,-2.804942351,-2.931989597,-2.410617882,-1.95284103,-2.150033826,-2.343485599,-2.61030326
3.075,-2.283379911,-2.671464823,-2.215523106,-2.60479408,-1.889252606,-1.691274095,-2.740041087
3.08,-2.674551741,-2.411336944,-2.279309327,-2.34401286,-2.150033826,-2.015710094,-2.674617529
3.085,-2.609584689,-2.801855433,-2.409831579,-2.47440347,-2.085198217,-2.341720857,-2.414621027
3.09,-2.870427795,-2.802114645,-2.671399101,-2.085061985,-1.889252606,-2.407276849,-2.869714863
3.095,-3.065723571,-2.671073446,-2.476172883,-2.082313696,-2.019643216,-2.276754597,-2.153055089
3.1,-2.479846862,-2.606953588,-2.932180321,-2.34401286,-2.150033826,-2.212573649,-2.282527755
3.105,-2.804682616,-2.540551194,-2.280227272,-2.410089201,-2.216110167,-1.822711021,-2.54488026
3.11,-2.739258465,-2.34440703,-2.671399101,-2.277736287,-2.47552177,-2.473223426,-2.282527755
3.115,-2.804682616,-2.411336944,-2.735908263,-2.343358199,-1.82454844,-2.016628038,-2.543572258
3.12,-2.805201563,-2.34440703,-2.476891188,-2.018527474,-2.214345425,-2.277409258,-2.413836309
3.125,-2.479846862,-2.280292993,-2.149836662,-2.019508268,-2.214934859,-2.147803366,-2.805008139
3.13,-2.805201563,-2.606953588,-2.671399101,-2.082313696,-2.280946401,-2.408321833,-2.282527755
3.135,-2.739909578,-2.671073446,-2.932180321,-1.82245042,-2.345847994,-2.278062599,-2.544226919
3.14,-2.349653218,-2.410028942,-2.474731918,-2.017544701,-2.280424436,-2.277409258,-2.675139494
3.145,-2.674551741,-2.671464823,-2.215523106,-2.212835947,-2.085198217,-2.015710094,-2.67409451
3.15,-2.283379911,-2.148984439,-2.606497771,-2.082313696,-2.279901417,-2.08224876,-2.283445699
3.155,-2.544683096,-2.671073446,-2.671921066,-2.47440347,-2.215523106,-1.821598983,-2.413836309
3.16,-2.609584689,-2.410683603,-2.541661833,-2.147148114,-2.214934859,-2.212573649,-2.67409451
3.165,-2.544683096,-2.736171547,-2.410617882,-2.343358199,-2.020427934,-1.886237428,-2.54488026
3.17,-2.869846637,-2.476759944,-2.73682266,-2.084147734,-2.541205656,-2.538190478,-2.675139494
3.175,-2.413770521,-2.801595697,-2.8021803,-2.34401286,-2.411205634,-2.147018648,-2.674617529
3.18,-2.935460796,-2.606497771,-2.866496435,-1.82245042,-2.476172883,-2.277409258,-2.413836309
3.185,-2.544683096,-2.866759719,-2.932180321,-1.887088303,-2.476172883,-1.822711021,-2.740041087
3.19,-2.870234467,-2.476172883,-2.8021803,-2.148852362,-2.410815046,-2.147018648,-2.477950346
3.195,-2.674551741,-2.606497771,-2.801789711,-2.410089201,-2.018856913,-2.016628038,-1.958091756
3.2,-2.544161131,-2.149902383,-2.997472437,-2.409502139,-1.889252606,-1.821598983,-2.155147923
3.205,-2.674551741,-2.736171547,-2.866496435,-2.47440347,-2.345847994,-2.212573649,-2.543572258
3.21,-2.935460796,-2.410028942,-2.671399101,-2.21362225,-1.955722878,-2.277409258,-2.47939131
3.215,-2.73958435,-2.671073446,-2.4114026,-1.88597177,-2.411205634,-1.950941098,-2.740041087
3.22,-2.479846862,-2.019511773,-2.607084832,-2.214406968,-1.758861996,-2.473223426,-2.675139494
3.225,-2.804682616,-2.086179011,-2.867147548,-2.410089201,-2.018856913,-2.146232345,-2.543572258
3.23,-2.609584689,-2.541074213,-2.801398334,-2.474925435,-2.47552177,-2.212573649,-2.088416644
3.235,-2.413115861,-2.801855433,-2.801789711,-2.082313696,-2.410815046,-2.017544132,-2.61030326
3.24,-2.805201563,-2.801595697,-2.606497771,-2.279177251,-2.345847994,-2.277409258,-2.740496904
3.245,-2.805201563,-2.476172883,-2.932439533,-1.95284103,-2.280424436,-2.341720857,-2.219722327
3.25,-2.674551741,-2.605583375,-2.866496435,-2.34401286,-1.889252606,-2.342898537,-2.284361794
3.255,-2.804682616,-2.606953588,-2.215523106,-2.018527474,-2.345847994,-2.015710094,-2.544226919
3.26,-2.283379911,-2.476172883,-2.801789711,-2.474925435,-2.280424436,-2.408321833,-2.283445699
3.265,-2.609584689,-2.671464823,-2.605320091,-2.21362225,-2.410815046,-1.950941098,-2.283445699
3.27,-3.000559355,-2.410028942,-2.607084832,-2.08323164,-2.280424436,-2.277409258,-2.413836309
3.275,-2.935332961,-2.541074213,-2.280227272,-2.344666201,-1.95316908,-2.277409258,-2.47939131
3.28,-2.804942351,-2.671855411,-2.474731918,-2.34401286,-2.085916522,-2.473223426,-2.674617529
3.285,-2.674551741,-2.671464823,-2.410617882,-1.951791444,-2.280946401,-2.146232345,-2.414621027
3.29,-2.543638112,-2.606041034,-2.801398334,-2.277736287,-1.888334662,-2.147803366,-2.088416644
3.295,-2.740234151,-2.279506691,-2.540353831,-2.473880451,-2.150033826,-1.821598983,-2.544226919
3.3,-2.935332961,-2.606497771,-2.801789711,-2.279895556,-1.694223551,-2.408321833,-2.935398749
3.305,-2.609584689,-2.606497771,-2.737278477,-2.277736287,-2.476172883,-2.015710094,-2.675139494
3.31,-2.609584689,-2.866759719,-2.737278477,-2.147148114,-2.019643216,-2.343485599,-2.413050006
3.315,-2.608670293,-3.062636653,-2.409831579,-2.148852362,-2.280424436,-1.886237428,-2.480109615
3.32,-2.479259801,-2.541074213,-2.410617882,-2.214406968,-2.344933597,-2.277409258,-2.283445699
3.325,-2.674551741,-2.932246043,-2.737278477,-2.410089201,-2.410423669,-2.212573649,-2.805008139
3.33,-2.674551741,-2.410683603,-2.997084608,-2.279177251,-2.280424436,-2.080544512,-2.544226919
3.335,-2.479846862,-2.476759944,-2.541661833,-2.34401286,-2.215523106,-1.952904666,-2.609716199
3.34,-2.283379911,-2.866759719,-2.867147548,-2.149701912,-2.346303811,-2.341720857,-2.935398749
3.345,-2.413115861,-2.541074213,-2.670876083,-2.474925435,-2.085198217,-2.407799868,-2.219722327
3.35,-2.869846637,-2.34440703,-2.4114026,-2.343358199,-2.280424436,-2.407276849,-2.740041087
3.355,-2.348215157,-2.280292993,-2.801789711,-2.409502139,-2.280424436,-2.277409258,-2.284361794
3.36,-2.413115861,-2.476172883,-2.607084832,-2.147148114,-2.280424436,-2.343485599,-2.282527755
3.365,-2.609584689,-2.086179011,-2.801789711,-2.277736287,-2.150687167,-2.342898537,-2.73912669
3.37,-3.065723571,-2.737147233,-2.8021803,-2.279177251,-2.085916522,-2.407276849,-2.153055089
3.375,-2.804682616,-2.802114645,-2.801789711,-2.47440347,-2.085916522,-2.277409258,-2.67409451
3.38,-2.283379911,-2.215523106,-2.476172883,-2.278457496,-1.82454844,-2.08224876,-2.740041087
3.385,-2.804942351,-2.085198217,-2.801789711,-1.888202585,-2.018856913,-2.407799868,-2.54488026
3.39,-2.283379911,-2.867340877,-2.801789711,-2.34401286,-2.019643216,-2.342898537,-2.804616762
3.395,-2.674551741,-2.736497432,-2.607084832,-2.082313696,-2.410423669,-2.473679243,-2.544226919
3.4,-2.479846862,-2.802114645,-2.607084832,-2.214406968,-2.411205634,-2.277409258,-2.674617529
3.405,-2.869846637,-2.34440703,-2.801789711,-1.951791444,-1.95316908,-2.538581066,-2.283445699
3.41,-2.413770521,-2.671464823,-2.476172883,-1.888202585,-1.889252606,-2.407276849,-2.935139013
3.415,-2.935332961,-2.476759944,-2.671399101,-2.60479408,-2.344933597,-2.212573649,-2.413050006
3.42,-2.544683096,-2.932246043,-2.215523106,-2.082313696,-2.410815046,-2.278062599,-2.414621027
3.425,-2.674551741,-2.802114645,-3.062570931,-2.473880451,-2.410815046,-2.277409258,-2.609716199
3.43,-2.088285135,-2.541596178,-2.73682266,-1.95284103,-2.345847994,-2.603548315,-2.805008139
3.435,-2.219459573,-2.345128239,-2.932180321,-2.21362225,-2.020427934,-2.277409258,-2.61030326
3.44,-2.413115861,-2.737147233,-2.73682266,-2.345318228,-2.280424436,-2.341720857,-2.544226919
3.445,-2.414423863,-2.541596178,-2.670876083,-2.34401286,-2.47552177,-2.343485599,-2.67409451
3.45,-2.152989301,-2.671855411,-2.931920586,-2.018527474,-2.018856913,-2.343485599,-2.544226919
3.455,-2.479259801,-2.606497771,-2.801789711,-2.21362225,-2.083757253,-2.408321833,-2.73958435
3.46,-2.674160364,-2.737147233,-2.801789711,-2.538912631,-1.955722878,-2.08309831,-2.805008139
3.465,-2.739909578,-2.671073446,-2.345847994,-1.888202585,-1.758861996,-2.5377991,-2.61030326
3.47,-2.674551741,-2.411336944,-2.344143746,-2.409502139,-1.955722878,-2.015710094,-2.153055089
3.475,-2.413115861,-2.801855433,-2.737278477,-2.21362225,-2.345847994,-1.821598983,-2.67409451
3.48,-2.283379911,-2.801855433,-2.280227272,-2.344666201,-2.47552177,-2.08309831,-2.088416644
3.485,-2.608670293,-2.671855411,-2.34499673,-1.82245042,-2.083757253,-2.277409258,-2.283445699
3.49,-2.805201563,-2.410028942,-2.671399101,-2.34401286,-1.758861996,-2.08309831,-2.67409451
3.495,-2.609127952,-2.345128239,-2.606497771,-2.409502139,-2.280424436,-2.080544512,-2.413050006
3.5,-2.674551741,-2.932246043,-2.606497771,-2.147148114,-2.411205634,-2.277409258,-2.413836309
3.505,-2.413770521,-2.737147233,-2.737278477,-2.409502139,-1.888334662,-2.277409258,-2.480109615
3.51,-2.674551741,-2.3465663,-2.801789711,-2.73518469,-2.150687167,-2.015710094,-2.67409451
3.515,-3.000559355,-2.605583375,-2.867472121,-2.474925435,-2.085198217,-2.473223426,-2.675139494
3.52,-2.544161131,-2.802114645,-2.606497771,-2.538912631,-2.085198217,-2.408321833,-2.609127952
3.525,-2.609584689,-2.801595697,-2.540353831,-2.474925435,-2.020427934,-2.668581088,-2.47939131
3.53,-2.609584689,-2.737147233,-2.801398334,-2.343358199,-2.280424436,-2.277409258,-2.674617529
3.535,-2.67494233,-2.410683603,-2.606497771,-2.343358199,-2.280424436,-2.602897202,-2.675139494
3.54,-2.413770521,-2.410028942,-2.866496435,-2.279177251,-1.955722878,-2.472309029,-2.805008139
3.545,-2.935332961,-2.737147233,-2.541008492,-2.148852362,-2.541205656,-2.212573649,-2.73912669
3.55,-2.674160364,-2.802114645,-2.672441981,-1.889314623,-1.889252606,-2.408321833,-2.088416644
3.555,-2.610040507,-2.932117949,-2.932180321,-1.95284103,-2.280424436,-2.146232345,-2.61030326
3.56,-2.935332961,-2.801595697,-2.801789711,-2.017544701,-2.541205656,-2.5377991,-2.284361794
3.565,-2.218610024,-2.671464823,-2.215523106,-2.343358199,-2.541205656,-2.080544512,-2.740041087
3.57,-2.284164629,-2.932117949,-2.931920586,-2.409502139,-2.476497456,-2.147018648,-2.282527755
3.575,-2.740234151,-2.802114645,-2.867472121,-2.60479408,-2.215523106,-2.5377991,-2.480109615
3.58,-3.130884244,-2.801595697,-2.476172883,-2.279895556,-2.410423669,-2.343485599,-2.740041087
3.585,-2.609127952,-2.476759944,-2.670876083,-2.212835947,-2.150033826,-2.016628038,-2.805008139
3.59,-2.67494233,-2.671464823,-2.997665766,-2.474925435,-2.541205656,-2.538190478,-2.61030326
3.595,-2.869846637,-2.866759719,-2.932439533,-1.888202585,-2.018856913,-2.147803366,-2.544226919
3.6,-2.608670293,-2.997347892,-2.801789711,-2.214406968,-2.150033826,-1.950941098,-2.869714863
3.605,-2.674551741,-2.345847994,-2.476891188,-2.408913893,-2.475847655,-2.147803366,-2.414621027
3.61,-2.739909578,-2.671464823,-2.931920586,-2.214406968,-2.541205656,-2.08224876,-2.347362173
3.615,-2.544683096,-2.671464823,-2.801789711,-2.279177251,-1.954873328,-2.015710094,-2.674617529
3.62,-2.740234151,-2.606497771,-2.671399101,-2.34401286,-2.280424436,-2.538581066,-2.61030326
3.625,-2.935204867,-2.541074213,-2.801789711,-1.82245042,-2.280424436,-2.08309831,-2.805008139
3.63,-2.674551741,-2.541596178,-2.801398334,-2.47440347,-2.410815046,-2.212573649,-2.282527755
3.635,-2.674551741,-2.540551194,-2.280227272,-2.604402703,-2.541464868,-2.08309831,-2.414621027
3.64,-2.739909578,-2.932246043,-2.931920586,-2.473880451,-2.280946401,-2.798843604,-2.218741533
3.645,-2.348934912,-2.671464823,-2.801789711,-2.21362225,-2.214345425,-2.277409258,-2.477950346
3.65,-2.218610024,-2.606953588,-2.607084832,-2.60479408,-2.280424436,-2.080544512,-2.805008139
3.655,-2.73958435,-2.932246043,-2.801398334,-2.669826689,-2.280424436,-2.277409258,-2.480109615
3.66,-2.674551741,-2.474995202,-2.541008492,-2.34401286,-2.280424436,-1.821598983,-2.54488026
3.665,-2.73958435,-2.736171547,-3.062698767,-2.148852362,-1.954873328,-2.5377991,-2.544226919
3.67,-2.544683096,-2.737147233,-2.476172883,-2.34401286,-1.82454844,-2.407799868,-2.414621027
3.675,-2.804682616,-2.410683603,-3.062570931,-2.084147734,-2.346303811,-2.473223426,-2.477950346
3.68,-2.674551741,-2.866759719,-3.192961541,-2.410089201,-1.82454844,-2.603548315,-2.21775876
3.685,-2.805201563,-2.606953588,-2.867147548,-2.34401286,-2.280946401,-2.603548315,-2.675139494
3.69,-2.608670293,-2.997472437,-2.670876083,-2.60479408,-2.085916522,-2.080544512,-2.869714863
3.695,-2.869846637,-2.345847994,-2.73682266,-2.147148114,-2.216110167,-2.343485599,-2.740041087
3.7,-3.06572003,-2.671464823,-2.932439533,-2.473880451,-2.476172883,-2.341720857,-2.283445699
3.705,-2.740234151,-2.410028942,-2.607084832,-2.343358199,-2.476172883,-2.343485599,-2.282527755
3.71,-2.869846637,-2.867340877,-2.867472121,-2.408324459,-2.150033826,-2.538190478,-2.153055089
3.715,-2.543638112,-2.997347892,-2.737278477,-2.474925435,-2.216110167,-2.212573649,-2.805008139
3.72,-2.609584689,-2.606041034,-2.607084832,-2.410089201,-2.410815046,-2.407799868,-2.414621027
3.725,-3.000559355,-2.671464823,-2.670876083,-2.60479408,-2.085198217,-2.407276849,-2.805008139
3.73,-2.870040748,-2.671464823,-3.192961541,-1.95284103,-2.345847994,-2.211132685,-2.805008139
3.735,-2.870427795,-2.801595697,-2.670876083,-2.018527474,-2.018856913,-2.147018648,-2.61030326
3.74,-2.935460796,-2.605583375,-2.932180321,-2.149701912,-2.150033826,-2.213291954,-2.73912669
3.745,-2.413770521,-2.606497771,-2.932180321,-2.147148114,-2.085198217,-1.951923872,-2.349915971
3.75,-2.804682616,-3.062636653,-2.801789711,-2.538912631,-2.149379165,-2.146232345,-2.67409451
3.755,-2.935460796,-2.997472437,-2.932439533,-2.279895556,-1.823565667,-2.276754597,-2.67409451
3.76,-3.065723571,-2.671464823,-3.192961541,-2.474925435,-2.47552177,-2.602897202,-1.958091756
3.765,-2.479846862,-2.737147233,-2.931920586,-2.017544701,-2.149379165,-2.277409258,-2.805008139
3.77,-2.609584689,-2.932117949,-3.127797325,-2.148852362,-2.411205634,-2.472309029,-2.477950346
3.775,-2.739258465,-2.997347892,-2.801398334,-2.084147734,-1.82454844,-2.603548315,-2.282527755
3.78,-2.739909578,-2.345847994,-3.127797325,-2.214406968,-2.020427934,-2.213291954,-2.804616762
3.785,-2.674551741,-3.062636653,-2.931920586,-2.538912631,-2.344933597,-2.211132685,-2.609127952
3.79,-2.805201563,-2.606953588,-3.258122214,-2.410089201,-2.476497456,-2.407799868,-2.674617529
3.795,-2.804682616,-2.606497771,-2.540353831,-2.147148114,-2.215523106,-2.211132685,-2.413836309
3.8,-2.740234151,-2.736171547,-2.997084608,-2.147148114,-2.344933597,-2.5377991,-2.740041087
3.805,-2.935204867,-2.802114645,-2.801789711,-2.082313696,-1.82454844,-2.277409258,-2.544226919
3.81,-2.869846637,-2.541074213,-3.062570931,-1.757877697,-2.215523106,-2.276754597,-3.000497145
3.815,-2.543638112,-2.671464823,-3.12767278,-2.214406968,-2.541205656,-2.147018648,-2.414621027
3.82,-3.000559355,-3.062636653,-3.12767278,-2.147148114,-2.150033826,-2.408321833,-2.73912669
3.825,-2.674551741,-2.605583375,-2.932180321,-2.34401286,-2.150033826,-2.081397496,-2.544226919
3.83,-2.674551741,-2.606041034,-2.607084832,-2.47440347,-2.410423669,-2.277409258,-2.73912669
3.835,-2.544683096,-2.410683603,-2.801789711,-1.95284103,-2.541464868,-2.08309831,-2.674617529
3.84,-2.609584689,-2.671464823,-2.670876083,-2.410089201,-2.216110167,-2.407276849,-2.544226919
3.845,-2.413770521,-3.062636653,-2.735908263,-1.82245042,-2.019643216,-2.472309029,-2.413050006
3.85,-3.065723571,-2.476759944,-2.737278477,-2.019508268,-2.410423669,-2.472309029,-2.413050006
3.855,-3.000559355,-2.671073446,-2.410617882,-2.409502139,-1.955722878,-2.080544512,-2.674617529
