Test ,2folds_sample2_20220701_1753,2folds_sample2_20220701_1747,2folds_sample2_20220701_1743,2folds_sample1_20220701_1737,2folds_sample1_20220701_1723,2folds_sample0_20220701_1719,2folds_sample0_20220701_1713
dV (ml),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa)
1.25,-2.674160364,-2.801595697,-2.867147548,-2.669500804,-2.150033826,-2.017544132,-2.544226919
1.255,-2.544161131,-2.540551194,-2.606497771,-2.214406968,-2.216110167,-2.016628038,-2.674617529
1.26,-2.804682616,-2.671464823,-2.541008492,-2.147148114,-2.216110167,-1.886237428,-2.609127952
1.265,-2.152989301,-2.801855433,-2.541008492,-2.016559942,-1.758861996,-2.147803366,-2.935139013
1.27,-2.740234151,-2.540551194,-2.801789711,-2.539827028,-2.216110167,-2.017544132,-2.609716199
1.275,-2.935204867,-2.606497771,-2.345847994,-2.279895556,-1.82454844,-2.147018648,-2.67409451
1.28,-2.674551741,-2.801855433,-2.671399101,-2.344666201,-1.955722878,-2.017544132,-2.349066421
1.285,-2.413115861,-2.997410227,-2.931920586,-1.888202585,-2.150033826,-2.211132685,-2.282527755
1.29,-2.479846862,-2.345128239,-2.997472437,-2.214406968,-1.890168701,-2.147018648,-2.283445699
1.295,-2.544683096,-2.671464823,-2.607084832,-2.47440347,-2.410815046,-1.94995634,-2.153055089
1.3,-2.610040507,-2.606497771,-2.280227272,-2.214406968,-1.955722878,-1.821598983,-2.15410256
1.305,-2.413770521,-2.801855433,-2.801789711,-2.60479408,-2.216110167,-2.538190478,-2.609716199
1.31,-2.610040507,-2.671073446,-2.670876083,-2.08323164,-2.410815046,-2.538190478,-2.284361794
1.315,-2.152989301,-2.476172883,-2.671921066,-2.018527474,-2.018856913,-2.08309831,-2.67409451
1.32,-2.67494233,-2.280292993,-2.931920586,-2.344666201,-2.476172883,-2.015710094,-2.47939131
1.325,-2.674160364,-2.671464823,-3.192958,-2.409502139,-1.954022064,-1.821598983,-2.805008139
1.33,-2.674160364,-2.345847994,-3.062570931,-2.343358199,-2.020427934,-2.343485599,-2.216774001
1.335,-2.218610024,-2.606497771,-2.801789711,-2.473880451,-2.150033826,-1.94995634,-2.740041087
1.34,-2.740234151,-2.280292993,-2.671399101,-2.019508268,-1.955722878,-1.755846818,-2.675139494
1.345,-2.413115861,-2.605583375,-2.73682266,-2.410089201,-2.280946401,-2.08224876,-2.283445699
1.35,-2.67494233,-2.280292993,-2.476172883,-2.018527474,-2.216110167,-1.821598983,-2.543572258
1.355,-2.610040507,-2.541074213,-2.801789711,-2.148852362,-2.018856913,-2.407276849,-2.544226919
1.36,-2.870427795,-2.736171547,-2.932180321,-2.08323164,-2.280424436,-2.5377991,-2.219722327
1.365,-2.283379911,-2.541074213,-2.867472121,-2.538912631,-2.150033826,-1.950941098,-2.740041087
1.37,-2.870427795,-2.606953588,-2.671921066,-2.279177251,-2.344933597,-1.94995634,-2.413836309
1.375,-2.674160364,-2.411336944,-2.607084832,-2.018527474,-2.215523106,-2.277409258,-2.153055089
1.38,-2.543638112,-2.3465663,-2.737278477,-1.82245042,-1.889252606,-2.015710094,-2.152005503
1.385,-3.065723571,-2.73682266,-2.8021803,-2.277736287,-2.410815046,-2.017544132,-2.480109615
1.39,-2.544683096,-2.541596178,-2.801398334,-1.888202585,-2.345847994,-2.342898537,-2.674617529
1.395,-2.479846862,-2.476172883,-2.280227272,-2.082313696,-2.150033826,-2.08224876,-2.413050006
1.4,-2.349653218,-2.73682266,-2.280227272,-2.408324459,-2.280946401,-2.213291954,-2.349066421
1.405,-2.804682616,-2.281077711,-2.540353831,-2.016559942,-2.346303811,-1.951923872,-2.609716199
1.41,-2.739258465,-2.3465663,-2.671921066,-2.082313696,-2.020427934,-2.602897202,-2.219722327
1.415,-2.740234151,-2.541074213,-2.867472121,-1.95284103,-2.216110167,-2.538190478,-2.283445699
1.42,-2.869846637,-2.671464823,-2.932180321,-2.539827028,-2.019643216,-1.755846818,-2.349915971
1.425,-2.088285135,-2.280292993,-2.801789711,-2.279177251,-1.954873328,-2.341720857,-1.958091756
1.43,-2.544161131,-2.541074213,-2.606497771,-2.082313696,-2.149379165,-2.016628038,-2.544226919
1.435,-2.544161131,-2.932246043,-2.671399101,-2.410089201,-2.085198217,-2.08224876,-2.284361794
1.44,-2.73958435,-2.345847994,-2.607084832,-2.21362225,-2.344933597,-1.626766432,-2.089528682
1.445,-2.348215157,-2.540551194,-2.73682266,-2.084147734,-2.150033826,-1.821598983,-2.21775876
1.45,-2.413770521,-2.280292993,-2.801789711,-2.343358199,-1.758861996,-2.343485599,-2.544226919
1.455,-2.349653218,-2.541596178,-2.474731918,-2.214406968,-2.345847994,-1.560949206,-2.153055089
1.46,-2.282593609,-2.279506691,-2.345847994,-2.279895556,-2.279901417,-1.94995634,-2.349066421
1.465,-2.674160364,-2.3465663,-2.932180321,-2.21362225,-2.410423669,-2.343485599,-2.349066421
1.47,-2.47808212,-2.3465663,-2.801398334,-2.148852362,-2.018856913,-2.538190478,-2.349066421
1.475,-2.413770521,-2.801855433,-2.474731918,-1.951791444,-1.95316908,-1.951923872,-2.675139494
1.48,-2.740234151,-2.606953588,-2.607084832,-2.082313696,-1.955722878,-2.08309831,-2.675139494
1.485,-2.218610024,-2.279506691,-2.474731918,-2.474925435,-2.085198217,-1.885187842,-2.089528682
1.49,-2.609584689,-2.149902383,-2.8021803,-2.538912631,-1.694223551,-2.147018648,-2.413836309
1.495,-2.610040507,-2.737147233,-3.258191513,-2.279177251,-2.216110167,-2.213291954,-2.73912669
1.5,-2.218610024,-2.866759719,-2.671399101,-2.474925435,-2.279901417,-2.278062599,-2.347362173
1.505,-2.413770521,-2.541074213,-2.801789711,-2.279177251,-2.410815046,-1.822711021,-2.414621027
1.51,-2.544161131,-2.606497771,-2.4114026,-2.277736287,-1.888334662,-1.951923872,-2.414621027
1.515,-2.609584689,-2.279506691,-2.866496435,-2.082313696,-1.888334662,-1.951923872,-2.675139494
1.52,-2.935460796,-2.997410227,-2.867147548,-2.279177251,-1.694223551,-2.278062599,-2.413836309
1.525,-2.347493948,-2.932246043,-2.801398334,-2.279895556,-1.758861996,-2.407799868,-2.608538518
1.53,-2.67494233,-2.476759944,-2.4114026,-1.951791444,-2.215523106,-2.016628038,-2.282527755
1.535,-2.609584689,-2.215523106,-2.476891188,-2.60479408,-2.345847994,-1.821598983,-2.413836309
1.54,-2.740234151,-2.541596178,-2.801789711,-1.951791444,-2.410423669,-2.343485599,-2.218741533
1.545,-2.348215157,-2.410683603,-2.280227272,-2.343358199,-2.280424436,-2.538190478,-2.480109615
1.55,-2.479846862,-2.474995202,-2.474731918,-1.757877697,-2.018856913,-2.147018648,-1.958091756
1.555,-2.609584689,-2.476759944,-2.605320091,-2.08323164,-2.020427934,-2.147803366,-2.219722327
1.56,-2.152989301,-2.475584637,-2.736365923,-1.951791444,-1.890168701,-1.821598983,-2.609127952
1.565,-2.674160364,-2.671464823,-2.932180321,-1.889314623,-2.020427934,-1.952904666,-2.544226919
1.57,-2.804682616,-2.476172883,-2.671399101,-1.951791444,-1.889252606,-2.277409258,-2.282527755
1.575,-2.870234467,-2.085198217,-2.671399101,-2.60479408,-2.280424436,-2.276754597,-2.61030326
1.58,-2.869846637,-2.606497771,-2.932180321,-2.148852362,-2.346303811,-2.080544512,-2.73912669
1.585,-2.869846637,-2.149902383,-2.409831579,-2.082313696,-1.889252606,-2.473679243,-2.219722327
1.59,-2.804682616,-2.410683603,-2.671399101,-2.019508268,-2.606497771,-2.147803366,-2.283445699
1.595,-2.740234151,-2.671855411,-2.932180321,-1.888202585,-2.280424436,-2.602897202,-2.282527755
1.6,-2.544161131,-2.085198217,-2.735908263,-2.082313696,-2.020427934,-2.278062599,-2.153055089
1.605,-2.804682616,-2.541596178,-2.280227272,-2.082313696,-1.694223551,-2.277409258,-2.414621027
1.61,-2.152989301,-2.476759944,-2.474731918,-1.888202585,-2.018856913,-1.950941098,-2.283445699
1.615,-2.804942351,-2.801595697,-2.541661833,-2.410089201,-1.954873328,-2.147018648,-2.413836309
1.62,-2.348215157,-2.671464823,-2.737278477,-2.408913893,-1.888334662,-2.016628038,-2.805008139
1.625,-2.610040507,-2.867147548,-2.867147548,-1.889314623,-2.279901417,-1.952904666,-2.218741533
1.63,-2.152989301,-2.801595697,-2.474731918,-2.08323164,-2.150687167,-2.538190478,-2.544226919
1.635,-2.610040507,-2.3465663,-2.801789711,-2.410089201,-2.280424436,-2.016628038,-2.349066421
1.64,-2.67494233,-2.541074213,-2.4114026,-2.343358199,-1.889252606,-2.017544132,-2.413836309
1.645,-2.804942351,-2.932373878,-2.149836662,-1.889314623,-2.410815046,-1.886237428,-2.284361794
1.65,-2.67494233,-2.606497771,-2.409831579,-2.21362225,-1.758861996,-2.08309831,-2.674617529
1.655,-2.54520401,-2.216372655,-2.670876083,-2.343358199,-2.150687167,-2.472309029,-2.805008139
1.66,-2.348934912,-2.215523106,-2.671399101,-2.149701912,-2.410815046,-2.407276849,-2.087302362
1.665,-2.869846637,-2.019511773,-2.409831579,-1.82245042,-2.410815046,-2.015710094,-2.675139494
1.67,-2.674160364,-2.541074213,-2.346697544,-2.082313696,-1.955722878,-2.015710094,-2.805008139
1.675,-2.218610024,-2.149902383,-2.73682266,-2.148852362,-1.888334662,-2.277409258,-2.61030326
1.68,-2.804942351,-2.605583375,-2.670876083,-1.95284103,-2.280946401,-2.016628038,-2.608538518
1.685,-2.544161131,-2.476759944,-2.801398334,-2.08323164,-2.410815046,-2.277409258,-2.61030326
1.69,-2.739258465,-2.345847994,-2.867147548,-2.410089201,-2.018856913,-2.538190478,-2.608538518
1.695,-2.544683096,-2.541596178,-2.606497771,-1.951791444,-1.889252606,-2.408321833,-2.73912669
1.7,-2.804682616,-2.671464823,-2.801789711,-2.60479408,-2.085198217,-2.343485599,-2.153055089
1.705,-2.219459573,-2.410028942,-2.867472121,-2.34401286,-2.085198217,-2.343485599,-2.349915971
1.71,-2.413115861,-2.73682266,-2.149836662,-2.279895556,-2.150033826,-2.538190478,-2.153055089
1.715,-2.739258465,-2.606953588,-2.541661833,-2.212835947,-1.889252606,-1.755846818,-2.282527755
1.72,-3.130953543,-2.149902383,-2.801789711,-2.473880451,-2.214345425,-2.017544132,-2.153055089
1.725,-2.413770521,-2.802114645,-2.476891188,-2.279177251,-2.085198217,-1.885187842,-2.61030326
1.73,-2.022598691,-2.476172883,-2.737278477,-2.147148114,-2.018856913,-1.886237428,-2.218741533
1.735,-2.349653218,-2.866759719,-2.541008492,-2.019508268,-2.018069022,-2.278062599,-2.219722327
1.74,-2.804682616,-2.606041034,-2.867472121,-2.147148114,-2.344933597,-2.472766689,-2.674617529
1.745,-2.479259801,-2.801595697,-2.866496435,-2.34401286,-2.54094592,-2.147018648,-2.283445699
1.75,-2.414423863,-2.671464823,-2.931920586,-2.21362225,-2.085198217,-2.408321833,-2.73912669
1.755,-2.67494233,-2.671464823,-2.541661833,-2.21362225,-2.085198217,-2.538190478,-2.805008139
1.76,-2.348934912,-2.214671841,-2.541008492,-2.082313696,-2.150033826,-1.821598983,-2.349066421
1.765,-2.804682616,-2.410683603,-2.8021803,-2.212835947,-2.47552177,-2.472309029,-2.805008139
1.77,-2.282593609,-2.3465663,-2.932180321,-2.016559942,-2.541205656,-2.408321833,-2.219722327
1.775,-2.544161131,-2.541074213,-2.801398334,-2.408324459,-2.216110167,-2.407799868,-2.218741533
1.78,-2.610040507,-2.671073446,-2.409831579,-2.21362225,-2.410815046,-2.276754597,-2.61030326
1.785,-2.544161131,-2.476172883,-2.866496435,-2.344666201,-2.410815046,-2.08224876,-2.282527755
1.79,-2.674160364,-2.279506691,-2.346697544,-2.018527474,-1.82454844,-2.08224876,-2.480109615
1.795,-2.544161131,-2.606497771,-2.932180321,-2.60479408,-2.216110167,-2.343485599,-2.47939131
1.8,-2.610040507,-2.671855411,-2.607084832,-2.474925435,-2.279901417,-1.886237428,-2.61030326
1.805,-2.869846637,-2.476759944,-2.540353831,-2.147148114,-1.95316908,-2.016628038,-2.349915971
1.81,-2.610040507,-2.867147548,-2.410617882,-2.147148114,-1.955722878,-2.538190478,-2.218741533
1.815,-2.870234467,-2.540551194,-2.801398334,-2.084147734,-2.150033826,-1.821598983,-2.674617529
1.82,-2.348934912,-2.737147233,-2.671399101,-2.410089201,-1.758861996,-2.080544512,-2.675139494
1.825,-2.544683096,-2.932246043,-2.606497771,-2.017544701,-2.150033826,-2.277409258,-2.805008139
1.83,-2.152989301,-2.474995202,-2.671399101,-2.08323164,-2.085198217,-2.146232345,-2.478671555
1.835,-2.804942351,-2.279506691,-2.997278718,-2.408913893,-2.085198217,-2.017544132,-2.608538518
1.84,-2.413115861,-2.540551194,-2.541008492,-2.344666201,-2.410815046,-2.212573649,-2.21775876
1.845,-2.804942351,-2.801595697,-2.280227272,-2.21362225,-1.889252606,-2.342898537,-2.152005503
1.85,-2.087302362,-2.932246043,-2.801789711,-2.345318228,-2.083757253,-2.342898537,-2.153055089
1.855,-2.349653218,-2.541074213,-2.541661833,-2.149701912,-2.216110167,-2.080544512,-2.544226919
1.86,-2.218610024,-2.802114645,-2.280227272,-2.149701912,-1.954873328,-2.015710094,-2.805008139
1.865,-2.414423863,-2.801595697,-2.671399101,-2.017544701,-2.018856913,-2.276754597,-2.414621027
1.87,-2.608670293,-2.671464823,-2.73682266,-2.34401286,-2.149379165,-2.276754597,-2.804616762
1.875,-2.349653218,-2.476172883,-2.86682232,-2.344666201,-2.085198217,-2.015710094,-2.544226919
1.88,-2.544161131,-2.671855411,-2.409831579,-2.278457496,-2.083757253,-2.538190478,-2.087302362
1.885,-2.674551741,-2.541074213,-2.866496435,-2.084147734,-1.758861996,-1.94995634,-2.413836309
1.89,-2.152071357,-2.216372655,-2.409831579,-2.279895556,-2.345847994,-2.276754597,-2.805008139
1.895,-2.21775876,-2.281077711,-2.540353831,-2.277736287,-1.954873328,-2.538190478,-2.805008139
1.9,-2.869846637,-2.281077711,-2.474731918,-2.474925435,-2.410815046,-1.886237428,-2.675139494
1.905,-2.413770521,-2.671464823,-2.606497771,-2.082313696,-1.890168701,-2.278062599,-2.283445699
1.91,-2.47808212,-2.671464823,-2.8021803,-2.147148114,-2.020427934,-1.94995634,-2.414621027
1.915,-2.152989301,-2.671464823,-2.282057617,-1.82245042,-2.345847994,-2.147018648,-2.21775876
1.92,-2.674551741,-2.476172883,-2.671399101,-2.212835947,-2.476172883,-2.147018648,-2.216774001
1.925,-2.479259801,-2.997410227,-2.671399101,-2.21362225,-2.345847994,-2.408321833,-2.089528682
1.93,-2.674551741,-2.671464823,-2.671921066,-2.34401286,-2.410815046,-2.212573649,-2.480109615
1.935,-2.544161131,-2.737147233,-2.409831579,-2.149701912,-2.216110167,-2.473223426,-2.608538518
1.94,-2.282593609,-2.279506691,-2.932439533,-1.82245042,-1.955722878,-2.147018648,-2.543572258
1.945,-2.479259801,-2.605583375,-2.410617882,-2.474925435,-1.890168701,-2.538190478,-2.282527755
1.95,-2.609584689,-2.801595697,-2.866496435,-2.474925435,-2.216110167,-2.473223426,-2.609127952
1.955,-2.674160364,-2.410028942,-2.737278477,-2.019508268,-2.345847994,-1.691274095,-2.218741533
1.96,-2.349653218,-2.801855433,-2.540353831,-1.757877697,-2.216110167,-2.146232345,-2.282527755
1.965,-2.414423863,-2.541074213,-2.280227272,-2.147148114,-1.758861996,-2.213291954,-2.349915971
1.97,-2.67494233,-2.476759944,-2.410617882,-2.08323164,-2.150033826,-2.473223426,-2.153055089
1.975,-2.479846862,-2.671073446,-2.605320091,-2.21362225,-2.280424436,-2.538190478,-2.544226919
1.98,-2.219459573,-2.410028942,-2.671399101,-2.344666201,-2.47552177,-2.212573649,-2.674617529
1.985,-2.608670293,-2.474995202,-2.541661833,-2.019508268,-2.346303811,-1.755846818,-2.54488026
1.99,-2.610040507,-2.149902383,-2.606497771,-2.408324459,-2.344933597,-2.146232345,-2.282527755
1.995,-2.413770521,-2.997472437,-2.606497771,-2.148001098,-1.891082951,-2.408321833,-2.413836309
2,-2.021549105,-2.801595697,-2.541661833,-1.953888501,-2.019643216,-2.08309831,-2.477950346
2.005,-2.283379911,-2.34440703,-2.671921066,-1.951791444,-2.410815046,-2.407276849,-2.282527755
2.01,-2.739258465,-2.410683603,-2.280227272,-2.018527474,-1.955722878,-2.147018648,-2.022664479
2.015,-2.739909578,-2.34440703,-2.541661833,-2.410089201,-2.083757253,-2.147018648,-2.282527755
2.02,-2.543638112,-2.34440703,-2.932180321,-2.214406968,-2.280946401,-2.407799868,-2.61030326
2.025,-2.282593609,-2.606497771,-2.671399101,-2.47440347,-2.410815046,-1.885187842,-2.674617529
2.03,-2.674551741,-2.736171547,-2.476891188,-2.34401286,-1.954873328,-2.342898537,-2.67409451
2.035,-2.348934912,-2.410683603,-2.607084832,-2.279177251,-1.955722878,-2.016628038,-2.73912669
2.04,-2.022598691,-2.606497771,-2.476172883,-2.21362225,-2.019643216,-1.755846818,-2.674617529
2.045,-2.478671555,-2.281077711,-2.671399101,-2.279895556,-1.95316908,-2.08224876,-2.283445699
2.05,-2.413770521,-2.086179011,-2.476172883,-2.018527474,-2.279901417,-2.147018648,-2.543572258
2.055,-2.543638112,-2.605583375,-2.73682266,-2.148852362,-2.020427934,-2.277409258,-2.413836309
2.06,-2.088285135,-2.411336944,-2.541008492,-1.95284103,-2.214934859,-1.885187842,-2.349915971
2.065,-2.674160364,-2.671073446,-2.476891188,-2.279177251,-2.150033826,-1.822711021,-2.47939131
2.07,-2.543638112,-2.085198217,-2.607084832,-2.408324459,-2.019643216,-1.952904666,-2.216774001
2.075,-2.544683096,-2.801595697,-2.541661833,-2.149701912,-1.955722878,-2.277409258,-2.543572258
2.08,-2.088285135,-2.149902383,-2.476172883,-2.344666201,-2.085198217,-1.94995634,-2.544226919
2.085,-2.414423863,-2.802114645,-2.346697544,-2.409502139,-1.758861996,-2.147018648,-2.544226919
2.09,-2.543638112,-2.476172883,-2.540353831,-2.21362225,-2.151339194,-2.276754597,-2.284361794
2.095,-2.674160364,-2.541074213,-2.671399101,-2.149701912,-2.280946401,-2.147018648,-2.609127952
2.1,-2.152071357,-2.606041034,-2.671399101,-2.343358199,-2.085198217,-2.147018648,-2.022664479
2.105,-2.219459573,-2.019511773,-2.281143366,-2.279177251,-1.694223551,-1.951923872,-2.544226919
2.11,-2.610040507,-2.281077711,-2.606497771,-2.019508268,-2.280946401,-2.343485599,-2.804616762
2.115,-2.414423863,-2.606953588,-2.409831579,-2.473880451,-2.020427934,-2.277409258,-2.282527755
2.12,-2.347493948,-2.476172883,-2.409831579,-2.47440347,-1.955722878,-2.407799868,-2.47939131
2.125,-2.413770521,-2.34440703,-2.282057617,-2.016559942,-2.344933597,-2.211853894,-2.349915971
2.13,-2.152989301,-2.801855433,-2.866496435,-2.212835947,-2.085198217,-2.016628038,-2.088416644
2.135,-2.479846862,-2.541074213,-3.062442838,-2.277736287,-2.020427934,-2.276754597,-2.544226919
2.14,-2.413770521,-2.671855411,-2.8021803,-2.279177251,-2.214345425,-2.015710094,-2.347362173
2.145,-2.348934912,-2.411336944,-2.737278477,-2.148852362,-1.889252606,-2.341720857,-1.958091756
2.15,-2.478671555,-2.149902383,-2.801789711,-2.344666201,-2.085198217,-2.472309029,-2.544226919
2.155,-2.21775876,-2.541074213,-2.606497771,-2.410089201,-1.758861996,-2.016628038,-2.022664479
2.16,-2.739909578,-2.149902383,-2.932180321,-2.214406968,-2.019643216,-2.211132685,-2.349066421
2.165,-2.544683096,-2.73682266,-2.4114026,-2.082313696,-1.955722878,-1.755846818,-2.413836309
2.17,-2.479259801,-2.671464823,-2.409831579,-2.21362225,-2.150033826,-2.407799868,-2.022664479
2.175,-2.804942351,-2.541074213,-2.215523106,-2.21362225,-1.954873328,-2.016628038,-2.15410256
2.18,-2.413115861,-2.671464823,-2.801789711,-2.082313696,-2.019643216,-1.885187842,-2.152005503
2.185,-2.674160364,-2.671464823,-2.866496435,-2.410089201,-2.410815046,-2.147018648,-2.218741533
2.19,-2.413115861,-2.34440703,-2.539697847,-2.147148114,-2.085916522,-2.277409258,-2.218741533
2.195,-2.152989301,-2.476172883,-2.801789711,-2.410089201,-2.345847994,-2.603223087,-2.413836309
2.2,-2.674160364,-2.540551194,-2.346697544,-2.473880451,-2.085198217,-1.885187842,-2.284361794
2.205,-2.089265929,-2.802114645,-2.737278477,-2.019508268,-1.758861996,-2.278062599,-2.152005503
2.21,-2.152989301,-2.801595697,-2.541008492,-2.149701912,-2.020427934,-1.886237428,-2.413836309
2.215,-2.348934912,-2.149902383,-2.801789711,-2.149701912,-2.085198217,-2.278062599,-2.805008139
2.22,-2.544161131,-2.671073446,-2.671399101,-2.21362225,-2.279901417,-2.343485599,-2.088416644
2.225,-2.022598691,-2.410683603,-2.932180321,-2.605184668,-2.215523106,-2.276754597,-2.349066421
2.23,-2.152071357,-2.3465663,-2.737278477,-2.21362225,-2.085198217,-2.407276849,-2.675139494
2.235,-2.674160364,-2.606041034,-2.346697544,-2.21362225,-2.54094592,-2.147018648,-2.413836309
2.24,-2.740234151,-2.73682266,-2.474731918,-2.084147734,-2.216110167,-2.408321833,-2.282527755
2.245,-2.544161131,-2.085198217,-2.867147548,-1.82245042,-2.216110167,-2.080544512,-2.805008139
2.25,-2.674160364,-2.474995202,-2.279309327,-1.889314623,-1.888334662,-2.212573649,-2.088416644
2.255,-2.544161131,-2.280292993,-2.801398334,-2.279895556,-2.280946401,-2.341720857,-2.47939131
2.26,-2.348934912,-2.280292993,-2.149836662,-2.018527474,-1.75781241,-1.755846818,-2.21775876
2.265,-2.674551741,-2.671464823,-2.541008492,-2.08323164,-2.214934859,-1.94995634,-2.283445699
2.27,-2.804682616,-2.149902383,-2.867147548,-2.08323164,-2.020427934,-2.472309029,-2.61030326
2.275,-2.544683096,-2.671855411,-2.346697544,-2.018527474,-1.758861996,-2.278062599,-2.216774001
2.28,-1.957960247,-2.541074213,-2.607084832,-2.60479408,-2.410815046,-2.538190478,-2.152005503
2.285,-2.282593609,-2.671855411,-2.801789711,-2.343358199,-2.150033826,-2.538190478,-2.153055089
2.29,-2.282593609,-2.34440703,-2.541008492,-2.410089201,-1.758861996,-1.886237428,-2.153055089
2.295,-2.73958435,-2.474995202,-2.409831579,-2.148852362,-1.95316908,-2.016628038,-2.413836309
2.3,-2.544161131,-2.410028942,-2.801398334,-2.279177251,-2.411205634,-2.473223426,-2.67409451
2.305,-2.413770521,-2.410028942,-2.476172883,-2.473880451,-2.411205634,-2.147018648,-2.54488026
2.31,-2.152989301,-2.216372655,-2.8021803,-2.344666201,-1.954873328,-2.211132685,-2.153055089
2.315,-2.609127952,-2.671464823,-2.541008492,-1.95284103,-2.410815046,-1.952904666,-2.608538518
2.32,-2.739258465,-2.801855433,-2.735908263,-2.082313696,-2.279901417,-2.016628038,-2.61030326
2.325,-2.544683096,-2.411336944,-2.670876083,-2.47440347,-2.150687167,-2.081397496,-2.152005503
2.33,-2.413770521,-2.541074213,-2.476172883,-2.47440347,-2.47552177,-2.146232345,-2.61030326
2.335,-2.739909578,-2.671073446,-2.541008492,-2.410089201,-1.954873328,-2.277409258,-2.283445699
2.34,-2.282593609,-2.671073446,-2.409831579,-1.953888501,-1.628471386,-2.015710094,-2.544226919
2.345,-2.544161131,-1.955985366,-2.346697544,-1.951791444,-2.279901417,-2.277409258,-2.805008139
2.35,-2.609584689,-2.085198217,-2.607084832,-2.343358199,-2.018856913,-2.08224876,-2.609716199
2.355,-2.544161131,-2.476172883,-2.801398334,-1.95284103,-2.020427934,-2.147018648,-2.349915971
2.36,-2.284164629,-2.541596178,-2.215523106,-2.60479408,-2.019643216,-2.017544132,-2.15410256
2.365,-2.543638112,-2.801595697,-2.280227272,-2.409502139,-2.085198217,-1.886237428,-2.544226919
2.37,-2.804942351,-2.410028942,-2.671921066,-1.888202585,-2.215523106,-2.538190478,-2.544226919
2.375,-2.739909578,-2.279506691,-2.541661833,-1.627552808,-2.411205634,-2.278062599,-2.477950346
2.38,-2.544683096,-2.213818857,-2.671399101,-1.887088303,-2.47552177,-1.821598983,-2.413836309
2.385,-2.479846862,-2.410683603,-2.801398334,-2.409502139,-2.280424436,-2.278062599,-2.284361794
2.39,-1.959072285,-2.671855411,-2.346697544,-2.084147734,-2.411205634,-2.015710094,-2.61030326
2.395,-2.479846862,-2.34440703,-2.215523106,-2.148852362,-2.410815046,-1.822711021,-2.675139494
2.4,-2.413770521,-2.476172883,-2.671399101,-2.279895556,-2.344933597,-2.538190478,-2.740041087
2.405,-2.479846862,-2.541074213,-2.410617882,-2.60479408,-2.085198217,-1.94995634,-2.022664479
2.41,-2.609584689,-2.606953588,-2.280227272,-1.888202585,-2.150033826,-2.407799868,-2.088416644
2.415,-2.415075889,-2.279506691,-2.541008492,-2.60479408,-1.758861996,-1.821598983,-2.609127952
2.42,-2.610040507,-2.474995202,-2.344143746,-2.343358199,-2.150033826,-2.147018648,-2.61030326
2.425,-2.348934912,-2.606953588,-2.605320091,-2.474925435,-2.216110167,-2.277409258,-2.153055089
2.43,-2.152989301,-2.801595697,-2.671399101,-2.017544701,-1.629650234,-2.211132685,-2.413836309
2.435,-2.283379911,-2.279506691,-2.541008492,-2.279177251,-2.085198217,-1.755846818,-2.478671555
2.44,-2.413770521,-2.606041034,-2.73682266,-1.95284103,-2.150033826,-2.017544132,-2.47939131
2.445,-2.349653218,-2.279506691,-2.541008492,-2.474925435,-1.888334662,-2.080544512,-2.543572258
2.45,-2.610040507,-2.671073446,-2.997084608,-1.953888501,-1.82454844,-2.147018648,-2.47939131
2.455,-2.739258465,-2.410683603,-2.671399101,-2.21362225,-2.279901417,-2.146232345,-2.284361794
2.46,-2.413770521,-2.671464823,-2.280227272,-2.408324459,-2.150033826,-2.015710094,-2.284361794
2.465,-2.219459573,-2.801595697,-2.801789711,-2.082313696,-1.95316908,-2.211853894,-2.349066421
2.47,-2.544161131,-2.279506691,-2.474731918,-2.277736287,-2.150033826,-2.08224876,-2.73912669
2.475,-2.67494233,-2.149902383,-2.932180321,-2.279895556,-2.083757253,-1.886237428,-2.413050006
2.48,-2.543638112,-2.279506691,-2.671399101,-2.47440347,-2.150033826,-1.886237428,-2.282527755
2.485,-2.347493948,-2.671855411,-2.344143746,-2.408324459,-2.280946401,-2.407799868,-2.153055089
2.49,-2.544161131,-2.541074213,-2.149836662,-2.539827028,-2.410423669,-2.341720857,-2.675139494
2.495,-2.739258465,-2.541074213,-2.671399101,-1.951791444,-2.215523106,-2.147018648,-2.347362173
2.5,-2.348934912,-2.345847994,-2.671399101,-2.408324459,-1.758861996,-2.538190478,-2.73912669
2.505,-2.348934912,-2.280292993,-3.062570931,-2.08323164,-2.083757253,-2.147803366,-2.218741533
2.51,-2.67494233,-2.085198217,-2.801789711,-2.019508268,-2.085916522,-2.408321833,-2.61030326
2.515,-2.674160364,-2.476172883,-2.997084608,-1.757877697,-2.280424436,-2.407799868,-2.61030326
2.52,-2.349653218,-2.279506691,-2.801398334,-1.69205981,-2.216110167,-2.276754597,-2.544226919
2.525,-2.413770521,-2.410028942,-2.671399101,-1.757877697,-2.150033826,-2.538190478,-2.61030326
2.53,-2.348934912,-2.801855433,-2.931920586,-2.084147734,-1.889252606,-2.016628038,-2.218741533
2.535,-2.349653218,-2.932246043,-2.607084832,-2.60479408,-2.018856913,-2.213291954,-2.414621027
2.54,-2.282593609,-2.541074213,-2.671399101,-2.34401286,-2.280424436,-1.755846818,-2.674617529
2.545,-2.21775876,-2.671855411,-2.607084832,-1.951791444,-2.216110167,-2.147018648,-2.152005503
2.55,-2.67494233,-2.73682266,-2.737278477,-1.95284103,-1.82454844,-2.147018648,-2.283445699
