test,1,2,3,4,R=8mm,H=20mm,t=0.5mm
dv (ml),p (kpa),p,p,p,,,
0.842222222,-1.626705204,-2.345385102,-1.237296977,-1.042398705,,,
0.844444444,-2.148004758,-2.150760707,-1.042343975,-1.107894767,,,
0.846666667,-1.626705204,-2.803371966,-1.042343975,-1.302785993,,,
0.848888889,-2.01767987,-2.215191457,-1.107303736,-1.172592349,,,
0.851111111,-2.148004758,-2.672056315,-1.433380615,-1.042599108,,,
0.853333333,-1.887023333,-2.345385102,-1.564432982,-1.368675987,,,
0.855555556,-2.01860846,-2.542327463,-1.43391073,-1.042398705,,,
0.857777778,-2.148004758,-2.216188412,-1.302990005,-1.172923997,,,
0.86,-1.95231869,-2.475578746,-0.976978848,-1.238285377,,,
0.862222222,-2.083106971,-2.541665705,-1.237296977,-1.563898663,,,
0.864444444,-1.887354981,-2.606497771,-1.302990005,-1.042398705,,,
0.866666667,-2.017216978,-2.672056315,-1.563771225,-1.042398705,,,
0.868888889,-2.01767987,-2.411275095,-1.107103332,-1.563898663,,,
0.871111111,-2.01767987,-2.476172883,-1.302990005,-1.107628473,,,
0.873333333,-1.561544531,-2.215523106,-1.172866227,-1.563898663,,,
0.875555556,-2.147410622,-2.280884485,-1.107103332,-1.432979638,,,
0.877777778,-2.278329647,-2.215523106,-0.976978848,-1.499066597,,,
0.88,-2.148004758,-2.869129273,-1.564432982,-1.304177476,,,
0.882222222,-1.822592583,-2.476172883,-1.302592334,-1.432979638,,,
0.884444444,-1.691935141,-2.215855423,-1.433380615,-1.303248886,,,
0.886666667,-2.34468159,-2.084997813,-1.433380615,-1.303248886,,,
0.888888889,-2.148600094,-2.280486815,-1.367490621,-1.302785993,,,
0.891111111,-1.691935141,-2.672849714,-1.042343975,-0.977639347,,,
0.893333333,-2.213497581,-2.345847994,-1.367953513,-1.108161599,,,
0.895555556,-2.213497581,-2.411275095,-1.042208785,-0.977504157,,,
0.897777778,-2.408654536,-2.410218066,-1.303388479,-1.108161599,,,
0.9,-2.277604266,-2.084997813,-1.433380615,-1.499066597,,,
0.902222222,-1.757230901,-2.542327463,-1.564432982,-1.433573774,,,
0.904444444,-1.757030093,-2.020103266,-1.630058448,-1.108161599,,,
0.906666667,-1.952716361,-2.280486815,-1.302592334,-1.629457207,,,
0.908888889,-2.278329647,-2.542327463,-1.302592334,-1.369206102,,,
0.911111111,-2.148004758,-2.607224616,-1.628603291,-1.302785993,,,
0.913333333,-1.626705204,-2.149961823,-1.563771225,-1.303248886,,,
0.915555556,-2.278329647,-2.476172883,-1.498278402,-1.629457207,,,
0.917777778,-1.756829689,-2.085198217,-1.954943054,-1.042599108,,,
0.92,-2.017216978,-2.607952929,-1.758071554,-1.368675987,,,
0.922222222,-2.409512889,-2.215523106,-1.563771225,-1.172923997,,,
0.924444444,-2.082049942,-2.085198217,-1.889253068,-1.499728354,,,
0.926666667,-2.082577924,-2.672056315,-1.629330135,-1.172592349,,,
0.928888889,-2.34468159,-2.345385102,-1.758071554,-1.042398705,,,
0.931111111,-2.736248345,-2.281282959,-1.758071554,-1.303248886,,,
0.933333333,-2.017216978,-2.540346187,-1.237628625,-1.499066597,,,
0.935555556,-2.017216978,-2.411805211,-1.367953513,-1.303248886,,,
0.937777778,-2.34468159,-2.215191457,-1.237960942,-1.433573774,,,
0.94,-2.213497581,-2.150760707,-1.498278402,-1.563173282,,,
0.942222222,-1.887023333,-2.541665705,-1.758928179,-1.499728354,,,
0.944444444,-1.952716361,-2.345385102,-1.43391073,-1.56535382,,,
0.946666667,-1.691935141,-2.607224616,-1.889253068,-1.499728354,,,
0.948888889,-1.887354981,-2.73682266,-1.758071554,-1.75892464,,,
0.951111111,-1.626705204,-2.671264515,-1.368882103,-0.91227422,,,
0.953333333,-1.756829689,-2.411275095,-0.976978848,-0.977504157,,,
0.955555556,-2.148004758,-2.672056315,-1.758071554,-1.432979638,,,
0.957777778,-2.538979424,-2.345847994,-1.498278402,-1.695941993,,,
0.96,-2.213497581,-2.410746048,-1.432323585,-1.302785993,,,
0.962222222,-2.408654536,-2.085198217,-1.889253068,-1.498406173,,,
0.964444444,-2.082577924,-2.085198217,-1.563771225,-1.238683851,,,
0.966666667,-2.083637087,-2.672849714,-1.43391073,-1.563898663,,,
0.968888889,-2.34468159,-2.085198217,-1.367490621,-1.237490836,,,
0.971111111,-2.408654536,-2.672849714,-1.62787791,-1.107894767,,,
0.973333333,-2.278329647,-2.803371966,-1.62787791,-1.694223551,,,
0.975555556,-2.277604266,-2.541665705,-1.432851567,-1.499728354,,,
0.977777778,-2.01767987,-2.280884485,-1.433380615,-1.563898663,,,
0.98,-2.148004758,-2.672849714,-1.824552445,-1.433573774,,,
0.982222222,-2.277604266,-2.477364756,-1.628603291,-1.630250606,,,
0.984444444,-2.082049942,-2.476172883,-1.367953513,-1.82454844,,,
0.986666667,-2.34468159,-2.541665705,-1.694955234,-1.302785993,,,
0.988888889,-2.213497581,-2.411805211,-1.499470276,-1.759847817,,,
0.991111111,-1.953114835,-2.801523748,-2.019577956,-1.172923997,,,
0.993333333,-2.083637087,-2.215523106,-1.955999737,-1.499728354,,,
0.995555556,-2.277604266,-2.541665705,-1.824552445,-1.628665406,,,
0.997777778,-1.887354981,-2.737681013,-1.564432982,-1.107894767,,,
1,-2.34468159,-2.215523106,-1.955999737,-1.695941993,,,
1.002222222,-2.277604266,-2.932837535,-1.367953513,-1.630250606,,,
1.004444444,-2.148004758,-2.605772391,-1.498278402,-1.630250606,,,
1.006666667,-2.538979424,-2.802446925,-1.563771225,-1.75892464,,,
1.008888889,-2.34468159,-2.933894218,-1.888265199,-1.759847817,,,
1.011111111,-2.083637087,-2.606497771,-1.628603291,-1.36814694,,,
1.013333333,-2.148004758,-2.932837535,-2.019577956,-1.75892464,,,
1.015555556,-2.408654536,-2.345847994,-1.758071554,-1.499066597,,,
1.017777778,-2.148004758,-2.476172883,-1.497684266,-1.107894767,,,
1.02,-2.01767987,-2.867147548,-1.303388479,-1.302785993,,,
1.022222222,-2.604669411,-2.475578746,-1.628603291,-1.630250606,,,
1.024444444,-2.407797911,-2.867147548,-1.758071554,-1.694223551,,,
1.026666667,-2.149196632,-2.476172883,-1.628603291,-1.36814694,,,
1.028888889,-2.148600094,-2.411805211,-2.019577956,-1.499066597,,,
1.031111111,-2.148600094,-2.867147548,-1.36841734,-1.433573774,,,
1.033333333,-2.475203842,-2.410746048,-1.367953513,-1.826530165,,,
1.035555556,-2.01767987,-2.411805211,-1.758071554,-1.433573774,,,
1.037777778,-2.277604266,-2.541665705,-1.823629268,-1.82454844,,,
1.04,-2.148004758,-2.345385102,-1.497684266,-1.433573774,,,
1.042222222,-2.148004758,-2.606497771,-2.019577956,-1.499066597,,,
1.044444444,-1.953114835,-2.345385102,-1.497684266,-1.302785993,,,
1.046666667,-1.756829689,-2.476172883,-1.62787791,-1.369206102,,,
1.048888889,-2.475203842,-2.476172883,-1.433380615,-1.303248886,,,
1.051111111,-2.083637087,-2.345385102,-1.563771225,-1.302785993,,,
1.053333333,-2.213497581,-2.735966035,-2.217044241,-1.433573774,,,
1.055555556,-1.887354981,-2.803371966,-1.497684266,-1.433573774,,,
1.057777778,-2.407797911,-2.735966035,-1.563771225,-1.628665406,,,
1.06,-2.01767987,-2.215523106,-1.955999737,-1.303248886,,,
1.062222222,-2.083637087,-2.475578746,-1.694955234,-1.368675987,,,
1.064444444,-2.669304313,-2.737681013,-1.563110801,-1.629457207,,,
1.066666667,-2.148004758,-2.932837535,-1.825477485,-1.56535382,,,
1.068888889,-2.147410622,-2.869129273,-1.889253068,-1.695941993,,,
1.071111111,-2.278329647,-2.542327463,-1.824552445,-1.173256314,,,
1.073333333,-2.147410622,-2.345847994,-1.564432982,-1.75892464,,,
1.075555556,-2.278329647,-2.672849714,-1.62787791,-1.172923997,,,
1.077777778,-2.083637087,-2.672056315,-1.955999737,-1.629457207,,,
1.08,-2.538979424,-2.280884485,-1.630058448,-1.303712712,,,
1.082222222,-2.407797911,-2.932837535,-1.628603291,-1.43416911,,,
1.084444444,-2.083637087,-2.542327463,-1.760646621,-1.56535382,,,
1.086666667,-2.475203842,-2.476172883,-1.954943054,-1.303248886,,,
1.088888889,-2.213497581,-2.411805211,-2.152411138,-1.499728354,,,
1.091111111,-2.343888191,-2.605772391,-1.955999737,-1.563898663,,,
1.093333333,-2.409512889,-2.867147548,-1.62787791,-2.020629036,,,
1.095555556,-1.952716361,-2.803371966,-1.825477485,-1.823560571,,,
1.097777778,-2.213497581,-2.606497771,-2.019577956,-1.433573774,,,
1.1,-2.278329647,-2.540346187,-1.955999737,-1.432979638,,,
1.102222222,-2.212837157,-2.735966035,-1.758928179,-1.693366926,,,
1.104444444,-2.669304313,-2.607224616,-1.758928179,-1.303248886,,,
1.106666667,-2.407797911,-2.477364756,-1.954943054,-1.563173282,,,
1.108888889,-2.538979424,-3.064416469,-1.955999737,-1.563898663,,,
1.111111111,-1.887354981,-2.735966035,-1.433380615,-1.434765648,,,
1.113333333,-2.083637087,-2.672056315,-1.888265199,-1.432979638,,,
1.115555556,-2.017216978,-2.996353324,-1.62787791,-1.563898663,,,
1.117777778,-2.605726094,-2.931782982,-2.019577956,-1.823560571,,,
1.12,-2.537991555,-2.996353324,-1.628603291,-1.693366926,,,
1.122222222,-2.214159338,-2.867147548,-2.217044241,-1.433573774,,,
1.124444444,-2.537991555,-3.064416469,-2.021822965,-1.563898663,,,
1.126666667,-2.278329647,-2.867147548,-1.694955234,-1.629457207,,,
1.128888889,-2.278329647,-2.606497771,-1.89024293,-1.497747079,,,
1.131111111,-2.537991555,-2.607952929,-1.498278402,-1.563173282,,,
1.133333333,-2.410372977,-2.999717446,-2.152411138,-1.823560571,,,
1.135555556,-1.887354981,-2.866159679,-1.889253068,-1.433573774,,,
1.137777778,-2.407797911,-2.997472437,-1.758928179,-1.954873328,,,
1.14,-2.083106971,-2.867147548,-1.694955234,-1.563173282,,,
1.142222222,-2.01767987,-2.802446925,-1.694955234,-1.499728354,,,
1.144444444,-2.538979424,-2.605772391,-1.758071554,-1.694223551,,,
1.146666667,-2.213497581,-2.996353324,-2.020699328,-1.433573774,,,
1.148888889,-2.537991555,-2.541665705,-2.149902845,-1.760772858,,,
1.151111111,-2.408654536,-2.540346187,-2.084147734,-1.694223551,,,
1.153333333,-2.540961149,-2.606497771,-1.497684266,-1.563898663,,,
1.155555556,-2.017216978,-2.541665705,-1.824552445,-1.432979638,,,
1.157777778,-2.407797911,-2.738541101,-1.694955234,-1.823560571,,,
1.16,-2.408654536,-2.672849714,-1.954943054,-1.890238427,,,
1.162222222,-2.407797911,-2.541665705,-1.889253068,-1.889183873,,,
1.164444444,-2.148004758,-2.605772391,-1.758928179,-1.891295109,,,
1.166666667,-2.214159338,-2.866159679,-1.694955234,-1.433573774,,,
1.168888889,-2.669304313,-3.064416469,-1.954943054,-1.695941993,,,
1.171111111,-2.214159338,-2.73682266,-2.215724274,-1.694223551,,,
1.173333333,-2.539969287,-2.541665705,-1.955999737,-1.563898663,,,
1.175555556,-2.865450631,-2.735966035,-1.694955234,-1.82454844,,,
1.177777778,-2.343888191,-2.73682266,-2.018458843,-1.694223551,,,
1.18,-2.799629201,-2.671264515,-2.019577956,-1.9559947,,,
1.182222222,-1.95231869,-2.997472437,-2.019577956,-1.563898663,,,
1.184444444,-2.604669411,-2.476172883,-2.020699328,-1.693366926,,,
1.186666667,-2.213497581,-2.867147548,-2.086521989,-1.954873328,,,
1.188888889,-2.34468159,-2.605772391,-1.889253068,-1.954873328,,,
1.191111111,-2.277604266,-2.802446925,-1.888265199,-1.953754215,,,
1.193333333,-2.278329647,-2.932837535,-2.018458843,-1.498406173,,,
1.195555556,-2.604669411,-2.671264515,-1.952836071,-1.694223551,,,
1.197777778,-2.92995409,-2.476172883,-2.151155726,-1.694223551,,,
1.2,-2.475203842,-3.063228145,-2.086521989,-1.890238427,,,
1.202222222,-2.147410622,-2.802446925,-2.148652487,-1.695941993,,,
1.204444444,-2.34468159,-2.997472437,-2.151155726,-1.630250606,,,
1.206666667,-2.408654536,-2.476172883,-2.214406968,-1.82454844,,,
1.208888889,-2.735060021,-2.80060243,-2.214406968,-1.891295109,,,
1.211111111,-2.733874091,-2.867147548,-1.824552445,-2.020629036,,,
1.213333333,-2.736248345,-2.867147548,-1.694955234,-1.432979638,,,
1.215555556,-2.604669411,-2.867147548,-1.825477485,-1.694223551,,,
1.217777778,-2.735060021,-3.063228145,-1.954943054,-1.823560571,,,
1.22,-2.602562427,-2.866159679,-1.498278402,-1.953754215,,,
1.222222222,-2.474278801,-3.127797325,-2.151155726,-1.760772858,,,
1.224444444,-2.92995409,-2.541665705,-2.152411138,-1.954873328,,,
1.226666667,-2.34468159,-2.605772391,-1.955999737,-2.152339613,,,
1.228888889,-2.213497581,-2.866159679,-1.823629268,-2.151019646,,,
1.231111111,-2.343888191,-2.932837535,-2.215724274,-1.694223551,,,
1.233333333,-2.537991555,-2.735966035,-2.019577956,-1.694223551,,,
1.235555556,-2.670425684,-2.672849714,-2.149902845,-1.630250606,,,
1.237777778,-2.538979424,-2.672849714,-2.082964192,-2.021817361,,,
1.24,-2.605726094,-2.541665705,-2.019577956,-2.021817361,,,
1.242222222,-2.736248345,-2.997472437,-2.346114884,-1.629457207,,,
1.244444444,-2.34468159,-2.737681013,-2.085333664,-2.281410256,,,
1.246666667,-2.538979424,-2.672849714,-1.889253068,-1.499066597,,,
1.248888889,-2.537991555,-2.803371966,-2.018458843,-1.630250606,,,
1.251111111,-2.604669411,-2.672849714,-2.149902845,-2.021817361,,,
1.253333333,-2.799629201,-3.324009365,-2.346114884,-1.693366926,,,
1.255555556,-2.34468159,-2.801523748,-2.085333664,-1.890238427,,,
1.257777778,-2.538979424,-2.541665705,-1.758928179,-1.75892464,,,
1.26,-2.343888191,-2.997472437,-1.758928179,-1.953754215,,,
1.262222222,-2.148004758,-2.735966035,-1.759786533,-1.889183873,,,
1.264444444,-2.799629201,-3.130305618,-2.413587482,-1.563898663,,,
1.266666667,-2.407797911,-2.73682266,-2.019577956,-1.890238427,,,
1.268888889,-2.669304313,-3.063228145,-1.628603291,-1.82454844,,,
1.271111111,-2.34468159,-2.932837535,-2.019577956,-2.282861864,,,
1.273333333,-2.736248345,-3.258122214,-1.498278402,-2.279961573,,,
1.275555556,-2.865450631,-2.867147548,-2.280227733,-1.890238427,,,
1.277777778,-2.540961149,-2.997472437,-2.409039776,-2.152339613,,,
1.28,-2.799629201,-2.737681013,-1.954943054,-1.823560571,,,
1.282222222,-2.802137494,-3.194938721,-2.476505494,-2.020629036,,,
1.284444444,-2.669304313,-3.127797325,-2.149902845,-2.345847994,,,
1.286666667,-2.798378844,-3.389963002,-2.148652487,-2.215523106,,,
1.288888889,-2.343888191,-3.063228145,-2.280227733,-1.954873328,,,
1.291111111,-2.604669411,-3.522070135,-2.412068521,-2.148387685,,,
1.293333333,-2.538979424,-2.997472437,-2.086521989,-1.693366926,,,
1.295555556,-2.213497581,-2.996353324,-2.28299931,-1.823560571,,,
1.297777778,-2.277604266,-2.803371966,-2.086521989,-2.151019646,,,
1.3,-2.864133324,-2.606497771,-2.019577956,-1.694223551,,,
1.302222222,-2.34468159,-3.129050206,-2.085333664,-2.152339613,,,
1.304444444,-2.538979424,-2.997472437,-2.347566492,-1.891295109,,,
1.306666667,-2.736248345,-3.259506604,-1.954943054,-2.020629036,,,
1.308888889,-2.540961149,-2.997472437,-2.086521989,-1.760772858,,,
1.311111111,-2.408654536,-3.194938721,-1.889253068,-1.891295109,,,
1.313333333,-2.799629201,-2.996353324,-1.954943054,-1.954873328,,,
1.315555556,-2.604669411,-2.868137411,-2.148652487,-1.953754215,,,
1.317777778,-2.538979424,-3.129050206,-2.280227733,-1.954873328,,,
1.32,-3.192251275,-2.933894218,-2.409039776,-1.825538303,,,
1.322222222,-2.538979424,-3.259506604,-2.346114884,-2.411800866,,,
1.324444444,-2.538979424,-2.997472437,-2.149902845,-1.82454844,,,
1.326666667,-2.864133324,-3.325460973,-2.346114884,-1.891295109,,,
1.328888889,-2.736248345,-2.996353324,-2.152411138,-2.413384116,,,
1.331111111,-2.92995409,-2.73682266,-2.018458843,-2.345847994,,,
1.333333333,-2.278329647,-2.933894218,-2.409039776,-1.953754215,,,
1.335555556,-2.537991555,-2.867147548,-2.478088744,-2.019443107,,,
1.337777778,-2.669304313,-2.73682266,-2.409039776,-2.085198217,,,
1.34,-2.928572488,-3.324009365,-2.281612123,-2.476172883,,,
1.342222222,-2.668185199,-2.996353324,-2.018458843,-2.085198217,,,
1.344444444,-2.475203842,-3.258122214,-2.086521989,-2.282861864,,,
1.346666667,-2.343888191,-3.522070135,-2.086521989,-2.411800866,,,
1.348888889,-2.669304313,-3.586505476,-2.606896104,-2.281410256,,,
1.351111111,-2.538979424,-3.060858673,-2.280227733,-2.085198217,,,
1.353333333,-2.670425684,-3.391481963,-1.889253068,-2.411800866,,,
1.355555556,-2.92995409,-3.388447103,-2.149902845,-2.479471027,,,
1.357777778,-2.866770597,-2.997472437,-2.215724274,-2.215523106,,,
1.36,-3.127815101,-2.868137411,-2.409039776,-2.021817361,,,
1.362222222,-2.799629201,-2.867147548,-2.020699328,-2.411800866,,,
1.364444444,-3.063313839,-3.127797325,-2.409039776,-2.281410256,,,
1.366666667,-2.92995409,-2.867147548,-2.474925435,-2.08770651,,,
1.368888889,-3.190603867,-3.127797325,-2.280227733,-2.413384116,,,
1.371111111,-2.92995409,-3.064416469,-2.217044241,-2.151019646,,,
1.373333333,-2.538979424,-3.192301448,-2.346114884,-1.890238427,,,
1.375555556,-2.736248345,-3.324009365,-2.412068521,-2.281410256,,,
1.377777778,-3.190603867,-3.455983225,-2.478088744,-2.740647372,,,
1.38,-2.798378844,-3.063228145,-2.476505494,-2.281410256,,,
1.382222222,-2.537991555,-3.126546968,-2.540877511,-1.954873328,,,
1.384444444,-2.669304313,-3.325460973,-2.280227733,-2.085198217,,,
1.386666667,-2.408654536,-2.997472437,-2.474925435,-2.215523106,,,
1.388888889,-2.540961149,-3.258122214,-2.410552622,-1.891295109,,,
1.391111111,-2.735060021,-3.130305618,-2.346114884,-2.479471027,,,
1.393333333,-2.669304313,-3.455983225,-2.018458843,-1.890238427,,,
1.395555556,-2.669304313,-3.455983225,-2.674763827,-2.214141504,,,
1.397777778,-2.539969287,-3.126546968,-2.343220435,-2.410220807,,,
1.4,-3.256622461,-3.130305618,-2.476505494,-1.82454844,,,
1.402222222,-3.256622461,-3.126546968,-2.020699328,-2.215523106,,,
1.404444444,-3.058766133,-3.258122214,-2.278846132,-2.14970234,,,
1.406666667,-2.865450631,-3.064416469,-2.019577956,-2.021817361,,,
1.408888889,-2.668185199,-3.324009365,-2.410552622,-2.411800866,,,
1.411111111,-2.736248345,-3.194938721,-2.413587482,-2.021817361,,,
1.413333333,-2.736248345,-3.126546968,-2.540877511,-1.890238427,,,
1.415555556,-2.735060021,-3.130305618,-2.346114884,-2.476172883,,,
1.417777778,-2.538979424,-3.259506604,-2.148652487,-2.08394786,,,
1.42,-3.127815101,-2.867147548,-2.020699328,-2.148387685,,,
1.422222222,-2.537991555,-3.063228145,-2.606896104,-2.148387685,,,
1.424444444,-3.058766133,-3.324009365,-2.019577956,-2.344335148,,,
1.426666667,-2.736248345,-3.258122214,-2.410552622,-2.08394786,,,
1.428888889,-2.997292849,-3.324009365,-2.476505494,-2.282861864,,,
1.431111111,-3.38701307,-3.324009365,-2.539233421,-2.021817361,,,
1.433333333,-2.995841241,-3.194938721,-2.476505494,-2.282861864,,,
1.435555556,-2.995841241,-2.932837535,-2.410552622,-2.281410256,,,
1.437777778,-3.058766133,-3.455983225,-2.737286714,-2.54048004,,,
1.44,-2.995841241,-3.454399975,-2.280227733,-2.020629036,,,
1.442222222,-2.92995409,-3.388447103,-2.280227733,-2.020629036,,,
1.444444444,-2.735060021,-2.996353324,-2.669427065,-2.606497771,,,
1.446666667,-2.92995409,-3.584790585,-2.085333664,-2.215523106,,,
1.448888889,-2.733874091,-3.325460973,-2.671202399,-2.542191476,,,
1.451111111,-2.995841241,-3.454399975,-2.867677324,-2.218294682,,,
1.453333333,-2.538979424,-3.584790585,-2.410552622,-2.672582086,,,
1.455555556,-2.736248345,-3.452819915,-2.606896104,-2.218294682,,,
1.457777778,-2.928572488,-3.194938721,-2.410552622,-2.281410256,,,
1.46,-2.992946791,-3.126546968,-2.151155726,-1.954873328,,,
1.462222222,-3.126231851,-3.126546968,-2.478088744,-2.67442862,,,
1.464444444,-2.928572488,-3.126546968,-2.542524919,-2.476172883,,,
1.466666667,-2.539969287,-3.194938721,-2.540877511,-2.543906368,,,
1.468888889,-2.736248345,-3.194938721,-2.540877511,-2.152339613,,,
1.471111111,-3.061794877,-3.517127901,-2.606896104,-2.085198217,,,
1.473333333,-2.864133324,-3.258122214,-2.347566492,-2.542191476,,,
1.475555556,-2.864133324,-3.064416469,-2.474925435,-2.73682266,,,
1.477777778,-2.995841241,-3.715181195,-2.735443902,-2.214141504,,,
1.48,-2.669304313,-3.194938721,-2.217044241,-2.086451098,,,
1.482222222,-3.060278978,-3.324009365,-2.215724274,-2.54048004,,,
1.484444444,-3.253203034,-3.391481963,-2.608610996,-2.344335148,,,
1.486666667,-3.127815101,-3.194938721,-2.544175655,-2.610059199,,,
1.488888889,-3.127815101,-2.867147548,-2.608610996,-2.73682266,,,
1.491111111,-2.800882082,-3.451243037,-2.019577956,-2.606497771,,,
1.493333333,-2.92995409,-3.126546968,-2.346114884,-2.606497771,,,
1.495555556,-3.388859604,-3.518771991,-2.998067934,-2.348882854,,,
1.497777778,-3.324490183,-3.324009365,-2.413587482,-2.152339613,,,
1.5,-3.127815101,-3.256740612,-2.278846132,-2.411800866,,,
1.502222222,-2.997292849,-3.586505476,-2.540877511,-2.474528793,,,
1.504444444,-3.320928755,-3.584790585,-2.148652487,-2.279961573,,,
1.506666667,-2.92995409,-3.84754998,-2.347566492,-2.344335148,,,
1.508888889,-3.258337352,-3.845571805,-2.410552622,-2.542191476,,,
1.511111111,-3.57954071,-3.325460973,-2.737286714,-2.282861864,,,
1.513333333,-3.451253644,-3.583079149,-2.671202399,-2.085198217,,,
1.515555556,-3.388859604,-3.586505476,-2.478088744,-2.867147548,,,
1.517777778,-2.994392558,-3.388447103,-2.801527288,-2.348882854,,,
1.52,-3.320928755,-3.451243037,-2.606896104,-2.411800866,,,
1.522222222,-2.669304313,-3.129050206,-2.019577956,-2.933363306,,,
1.524444444,-3.324490183,-3.78324648,-2.669427065,-2.344335148,,,
1.526666667,-3.058766133,-3.583079149,-2.410552622,-2.282861864,,,
1.528888889,-3.060278978,-3.258122214,-2.739133248,-1.889183873,,,
1.531111111,-3.258337352,-3.454399975,-2.410552622,-2.345847994,,,
1.533333333,-3.060278978,-3.64909688,-2.540877511,-2.411800866,,,
1.535555556,-3.060278978,-3.454399975,-2.539233421,-2.344335148,,,
1.537777778,-3.060278978,-3.584790585,-2.544175655,-2.282861864,,,
1.54,-3.451253644,-3.063228145,-2.606896104,-2.344335148,,,
1.542222222,-2.994392558,-3.717027728,-2.540877511,-2.476172883,,,
1.544444444,-3.127815101,-3.259506604,-2.410552622,-2.408643928,,,
1.546666667,-2.928572488,-3.586505476,-2.608610996,-2.476172883,,,
1.548888889,-2.997292849,-3.713338382,-2.085333664,-2.474528793,,,
1.551111111,-3.190603867,-3.779421768,-2.606896104,-2.670739274,,,
1.553333333,-3.388859604,-3.325460973,-2.149902845,-2.345847994,,,
1.555555556,-2.865450631,-3.322560682,-2.540877511,-2.282861864,,,
1.557777778,-3.256622461,-3.455983225,-2.608610996,-2.08394786,,,
1.56,-3.060278978,-3.77751519,-2.540877511,-2.479471027,,,
1.562222222,-3.058766133,-3.256740612,-2.544175655,-2.474528793,,,
1.564444444,-2.735060021,-3.779421768,-2.805351999,-2.67442862,,,
1.566666667,-3.388859604,-3.584790585,-2.608610996,-2.610059199,,,
1.568888889,-2.866770597,-3.64909688,-2.671202399,-2.542191476,,,
1.571111111,-3.38701307,-3.258122214,-2.739133248,-2.608276688,,,
1.573333333,-3.060278978,-3.454399975,-2.805351999,-2.344335148,,,
1.575555556,-2.995841241,-3.586505476,-2.671202399,-2.476172883,,,
1.577777778,-3.256622461,-3.64909688,-2.476505494,-2.67442862,,,
1.58,-3.126231851,-3.518771991,-2.735443902,-2.608276688,,,
1.582222222,-3.188959777,-3.388447103,-2.669427065,-2.345847994,,,
1.584444444,-3.060278978,-3.715181195,-2.478088744,-2.474528793,,,
1.586666667,-2.995841241,-3.256740612,-2.476505494,-2.020629036,,,
1.588888889,-3.322707673,-3.127797325,-2.474925435,-2.411800866,,,
1.591111111,-2.997292849,-3.583079149,-2.410552622,-2.67442862,,,
1.593333333,-3.188959777,-3.386934257,-2.410552622,-2.152339613,,,
1.595555556,-3.124651791,-3.717027728,-2.674763827,-2.345847994,,,
1.597777778,-3.188959777,-2.997472437,-2.540877511,-2.411800866,,,
1.6,-2.997292849,-3.256740612,-2.671202399,-1.954873328,,,
1.602222222,-2.799629201,-3.518771991,-2.478088744,-2.543906368,,,
1.604444444,-3.256622461,-3.391481963,-1.888265199,-2.214141504,,,
1.606666667,-3.581578533,-3.260893791,-2.737286714,-2.151019646,,,
1.608888889,-2.92995409,-3.386934257,-2.478088744,-2.279961573,,,
1.611111111,-3.388859604,-3.258122214,-2.409039776,-2.67442862,,,
1.613333333,-3.126231851,-3.388447103,-2.739133248,-2.151019646,,,
1.615555556,-3.256622461,-3.454399975,-2.478088744,-2.476172883,,,
1.617777778,-3.258337352,-3.779421768,-2.867677324,-2.085198217,,,
1.62,-3.060278978,-3.127797325,-2.671202399,-2.867147548,,,
1.622222222,-3.188959777,-3.779421768,-2.409039776,-2.281410256,,,
1.624444444,-2.92995409,-3.586505476,-2.542524919,-2.73682266,,,
1.626666667,-3.188959777,-3.586505476,-2.737286714,-2.604722437,,,
1.628888889,-3.124651791,-3.717027728,-2.735443902,-2.476172883,,,
1.631111111,-3.51740368,-3.650875797,-2.346114884,-2.413384116,,,
1.633333333,-3.126231851,-3.454399975,-2.540877511,-2.279961573,,,
1.635555556,-3.256622461,-3.259506604,-2.280227733,-2.476172883,,,
1.637777778,-3.060278978,-3.063228145,-2.278846132,-2.73682266,,,
1.64,-3.64779429,-3.258122214,-2.735443902,-2.282861864,,,
1.642222222,-3.258337352,-3.127797325,-2.998067934,-2.606497771,,,
1.644444444,-3.126231851,-3.518771991,-2.801527288,-2.67442862,,,
1.646666667,-3.451253644,-2.997472437,-2.608610996,-2.67442862,,,
1.648888889,-3.319153421,-3.259506604,-2.476505494,-2.802972696,,,
1.651111111,-3.190603867,-2.997472437,-2.085333664,-2.608276688,,,
1.653333333,-3.190603867,-3.388447103,-2.801527288,-2.086451098,,,
1.655555556,-3.319153421,-3.194938721,-2.476505494,-2.73682266,,,
1.657777778,-3.188959777,-3.386934257,-2.410552622,-2.474528793,,,
1.66,-2.669304313,-3.909746657,-2.217044241,-2.279961573,,,
1.662222222,-3.060278978,-3.388447103,-2.605184668,-2.604722437,,,
1.664444444,-3.256622461,-3.581371158,-2.606896104,-2.215523106,,,
1.666666667,-3.190603867,-3.193618755,-2.540877511,-2.73682266,,,
1.668888889,-3.190603867,-3.454399975,-2.476505494,-2.345847994,,,
1.671111111,-3.256622461,-3.517127901,-2.409039776,-2.476172883,,,
1.673333333,-3.063313839,-3.652658308,-2.476505494,-2.345847994,,,
1.675555556,-2.928572488,-3.518771991,-2.674763827,-2.606497771,,,
1.677777778,-3.258337352,-3.584790585,-2.149902845,-2.282861864,,,
1.68,-2.866770597,-3.386934257,-2.476505494,-2.604722437,,,
1.682222222,-2.92995409,-3.647321546,-2.539233421,-2.740647372,,,
