test,1,2,3,4,R=8mm,H=20mm,t=0.5mm
dv (ml),p (kpa),p,p,p,,,
0.266666667,-1.691935141,-1.434029591,-0.911821723,-0.651624443,,,
0.268888889,-1.300503576,-1.629190648,-0.846653959,-0.391430483,,,
0.271111111,-1.822592583,-1.694223551,-0.716329071,-0.651624443,,,
0.273333333,-1.4964424,-1.564223236,-1.042208785,-0.325551107,,,
0.275555556,-1.626705204,-1.563898663,-0.846529414,-1.107894767,,,
0.277777778,-1.822592583,-1.889712656,-0.977117586,-0.91227422,,,
0.28,-1.692070331,-1.369193095,-0.585678954,-0.651624443,,,
0.282222222,-1.692070331,-1.694223551,-0.9118111,-0.456332306,,,
0.284444444,-1.757432115,-1.694223551,-1.107303736,-0.651624443,,,
0.286666667,-1.366248756,-1.954873328,-0.716329071,-0.91220506,,,
0.288888889,-1.4964424,-1.628931436,-1.107705759,-0.586072592,,,
0.291111111,-1.366055427,-1.499321216,-0.715941242,-1.042599108,,,
0.293333333,-1.496380316,-1.563573435,-1.042343975,-0.782011416,,,
0.295555556,-1.235730539,-1.889712656,-0.715941242,-0.782011416,,,
0.297777778,-1.626705204,-1.6286717,-1.107303736,-0.91227422,,,
0.3,-1.887354981,-2.085198217,-0.65077722,-1.173589303,,,
0.302222222,-1.626705204,-1.889716204,-0.911821723,-0.977504157,,,
0.304444444,-1.691935141,-1.889709114,-0.846716044,-0.782011416,,,
0.306666667,-1.626705204,-1.824610524,-0.586004182,-0.847113547,,,
0.308888889,-1.366248756,-1.433573774,-0.846653959,-0.521624127,,,
0.311111111,-1.235730539,-1.563898663,-0.976978848,-0.586072592,,,
0.313333333,-1.56154808,-1.498149449,-0.976909688,-0.651236614,,,
0.315555556,-1.10540565,-1.954873328,-1.042343975,-0.521624127,,,
0.317777778,-1.626705204,-1.434029591,-0.911821723,-0.847113547,,,
0.32,-2.01860846,-1.433573774,-0.586328755,-0.651817771,,,
0.322222222,-1.366248756,-1.498149449,-0.911818175,-0.586072592,,,
0.324444444,-1.692070331,-1.303248886,-0.716329071,-1.303712712,,,
0.326666667,-1.366055427,-1.889716204,-0.846653959,-1.108161599,,,
0.328888889,-1.822325751,-1.693835722,-0.781427565,-0.782011416,,,
0.331111111,-1.301281214,-1.889716204,-0.976978848,-1.172923997,,,
0.333333333,-1.496318106,-1.954804169,-0.976909688,-0.91220506,,,
0.335555556,-1.822059457,-1.6286717,-0.976978848,-1.238683851,,,
0.337777778,-1.757030093,-1.694223551,-0.455679294,-1.042398705,,,
0.34,-1.366248756,-1.759577459,-1.107303736,-0.651817771,,,
0.342222222,-1.626636045,-1.563898663,-1.237628625,-0.847117095,,,
0.344444444,-1.105861467,-1.824610524,-1.237296977,-0.847113547,,,
0.346666667,-1.626705204,-1.82448623,-0.846653959,-0.586072592,,,
0.348888889,-1.366055427,-1.628931436,-0.716522399,-1.107894767,,,
0.351111111,-1.561544531,-1.889712656,-1.042208785,-0.977639347,,,
0.353333333,-1.10540565,-1.759449881,-1.107303736,-0.455941717,,,
0.355555556,-1.300763312,-1.694223551,-0.716329071,-0.455941717,,,
0.357777778,-1.756829689,-1.824610524,-0.911818175,-1.042599108,,,
0.36,-1.757030093,-1.563898663,-0.716329071,-0.521624127,,,
0.362222222,-1.626705204,-1.694223551,-0.716329071,-0.781949331,,,
0.364444444,-1.366055427,-1.563573435,-0.586004182,-0.390974666,,,
0.366666667,-1.887023333,-1.889709114,-0.846716044,-0.651236614,,,
0.368888889,-1.626705204,-1.824610524,-0.781427565,-0.520648441,,,
0.371111111,-1.235730539,-1.889709114,-1.237628625,-0.455941717,,,
0.373333333,-1.561544531,-1.694223551,-1.237296977,-0.782011416,,,
0.375555556,-1.366248756,-1.6286717,-0.586328755,-0.390974666,,,
0.377777778,-1.169981325,-1.82454844,-1.107303736,-0.651624443,,,
0.38,-1.691800224,-2.150493875,-1.107705759,-0.781949331,,,
0.382222222,-1.561544531,-1.759322046,-0.846653959,-0.651624443,,,
0.384444444,-1.496380316,-1.759322046,-0.911821723,-0.782011416,,,
0.386666667,-1.366055427,-1.6286717,-0.65077722,-0.651817771,,,
0.388888889,-1.496380316,-1.629449338,-0.455679294,-1.108161599,,,
0.391111111,-1.496380316,-2.085198217,-1.107103332,-0.781949331,,,
0.393333333,-1.366055427,-1.563573435,-1.107303736,-0.91227422,,,
0.395555556,-1.236055111,-1.954942628,-0.716329071,-0.91227422,,,
0.397777778,-1.691935141,-1.498540826,-0.976909688,-0.455941717,,,
0.4,-1.300503576,-1.82454844,-0.976978848,-0.912412958,,,
0.402222222,-1.236055111,-1.954942628,-0.781299472,-0.520974326,,,
0.404444444,-1.235405311,-1.82454844,-0.651036955,-0.651624443,,,
0.406666667,-1.626705204,-1.564223236,-0.846529414,-0.847113547,,,
0.408888889,-1.431153921,-2.020238456,-1.042208785,-1.238683851,,,
0.411111111,-1.366248756,-1.6286717,-0.911821723,-0.521624127,,,
0.413333333,-1.626705204,-1.498540826,-0.651036955,-0.716594844,,,
0.415555556,-1.496380316,-1.82448623,-1.042208785,-1.172923997,,,
0.417777778,-1.4964424,-1.694223551,-1.107103332,-1.172923997,,,
0.42,-1.691935141,-1.889716204,-1.042343975,-0.91227422,,,
0.422222222,-1.888020287,-1.694223551,-0.716329071,-0.651817771,,,
0.424444444,-1.626705204,-1.824610524,-0.651036955,-1.107628473,,,
0.426666667,-1.366248756,-2.280486815,-1.107705759,-0.91220506,,,
0.428888889,-1.496380316,-1.433573774,-0.781427565,-0.782011416,,,
0.431111111,-1.887023333,-1.693835722,-0.846653959,-0.390974666,,,
0.433333333,-1.626774503,-1.954804169,-1.042208785,-0.91227422,,,
0.435555556,-1.431409335,-2.216188412,-0.911818175,-1.368675987,,,
0.437777778,-1.691935141,-1.82454844,-0.846653959,-0.91227422,,,
0.44,-1.366055427,-2.150227581,-0.716522399,-0.521299554,,,
0.442222222,-1.496380316,-2.345847994,-1.172866227,-1.238285377,,,
0.444444444,-1.887354981,-2.150493875,-1.237296977,-1.042398705,,,
0.446666667,-1.887687299,-2.084997813,-0.781427565,-0.977639347,,,
0.448888889,-1.626705204,-1.954873328,-1.237296977,-0.91220506,,,
0.451111111,-1.431025828,-2.150493875,-1.172866227,-0.781824786,,,
0.453333333,-2.083106971,-1.694223551,-1.042343975,-1.042599108,,,
0.455555556,-1.300763312,-1.759322046,-1.172333101,-0.977504157,,,
0.457777778,-1.366248756,-2.020103266,-0.846653959,-0.651624443,,,
0.46,-1.300503576,-1.433573774,-0.651554857,-0.586332327,,,
0.462222222,-1.366248756,-2.019968348,-0.846653959,-0.651624443,,,
0.464444444,-1.431025828,-1.498540826,-0.977048147,-0.716722937,,,
0.466666667,-1.170372702,-1.954873328,-0.911821723,-0.781949331,,,
0.468888889,-1.691935141,-1.759193952,-0.716329071,-1.108161599,,,
0.471111111,-1.496380316,-1.629449338,-1.042343975,-0.521299554,,,
0.473333333,-1.692070331,-1.69441688,-0.976909688,-1.108161599,,,
0.475555556,-1.56154808,-1.498540826,-0.976909688,-0.390974666,,,
0.477777778,-1.952716361,-1.82454844,-0.455679294,-0.91227422,,,
0.48,-1.822059457,-1.303248886,-0.846653959,-0.521299554,,,
0.482222222,-1.301022523,-2.280884485,-0.9118111,-0.782011416,,,
0.484444444,-1.756829689,-1.563898663,-1.172866227,-1.172923997,,,
0.486666667,-1.626636045,-1.889709114,-0.716135352,-0.847106472,,,
0.488888889,-1.756829689,-1.759193952,-1.367953513,-0.781949331,,,
0.491111111,-1.366248756,-2.215523106,-1.107103332,-0.977504157,,,
0.493333333,-1.496318106,-1.6286717,-0.716329071,-0.586072592,,,
0.495555556,-1.235730539,-1.759322046,-1.498278402,-0.781949331,,,
0.497777778,-1.756829689,-1.889712656,-0.911814634,-0.716594844,,,
0.5,-1.366055427,-2.084997813,-1.43391073,-0.91220506,,,
0.502222222,-1.822592583,-2.150493875,-1.172866227,-0.651817771,,,
0.504444444,-1.4964424,-1.889712656,-0.846716044,-1.042799917,,,
0.506666667,-1.366055427,-2.150760707,-0.846716044,-1.173589303,,,
0.508888889,-1.49625577,-1.954873328,-0.976909688,-0.847113547,,,
0.511111111,-1.756829689,-1.824610524,-0.911821723,-1.172923997,,,
0.513333333,-1.431025828,-1.824610524,-1.172866227,-0.781949331,,,
0.515555556,-1.626705204,-2.020238456,-0.911821723,-1.042799917,,,
0.517777778,-1.496380316,-2.150760707,-0.781299472,-0.716594844,,,
0.52,-1.626705204,-2.150493875,-1.172866227,-1.042599108,,,
0.522222222,-1.561544531,-1.954873328,-1.042208785,-0.390974666,,,
0.524444444,-2.083106971,-1.759322046,-0.977117586,-1.238683851,,,
0.526666667,-1.496380316,-1.69441688,-0.911821723,-1.238683851,,,
0.528888889,-1.626636045,-1.824610524,-1.303388479,-0.586072592,,,
0.531111111,-1.431153921,-1.82454844,-0.781427565,-1.303248886,,,
0.533333333,-1.235730539,-1.303835947,-1.303388479,-0.847110006,,,
0.535555556,-1.952716361,-1.82454844,-1.237628625,-0.781949331,,,
0.537777778,-1.4964424,-1.6286717,-1.042343975,-0.521299554,,,
0.54,-1.887354981,-1.498540826,-1.042208785,-1.107894767,,,
0.542222222,-1.431025828,-2.215191457,-1.433380615,-0.781949331,,,
0.544444444,-1.626705204,-1.954873328,-1.107303736,-1.172923997,,,
0.546666667,-1.756829689,-1.954804169,-1.107303736,-1.238285377,,,
0.548888889,-1.431025828,-2.476172883,-1.107303736,-1.238285377,,,
0.551111111,-1.366248756,-1.889716204,-0.911821723,-1.368675987,,,
0.553333333,-1.887023333,-1.954804169,-1.433380615,-0.782011416,,,
0.555555556,-1.300763312,-2.150227581,-1.303388479,-1.107894767,,,
0.557777778,-1.366055427,-1.889712656,-0.911821723,-1.108161599,,,
0.56,-1.431153921,-2.020238456,-0.977117586,-1.107894767,,,
0.562222222,-1.888020287,-1.954873328,-1.303388479,-0.782011416,,,
0.564444444,-1.626705204,-1.69441688,-0.846653959,-0.847117095,,,
0.566666667,-2.017216978,-1.628931436,-0.911821723,-0.847113547,,,
0.568888889,-1.366055427,-1.954873328,-0.781682978,-1.304177476,,,
0.571111111,-1.952716361,-2.280884485,-0.911821723,-0.91227422,,,
0.573333333,-1.366248756,-1.954873328,-0.911814634,-1.172592349,,,
0.575555556,-1.756829689,-1.69441688,-0.781427565,-0.91227422,,,
0.577777778,-1.626636045,-2.150760707,-0.976909688,-1.302785993,,,
0.58,-1.496318106,-1.628931436,-0.846653959,-1.433573774,,,
0.582222222,-1.366055427,-2.150227581,-0.911821723,-0.91220506,,,
0.584444444,-1.691935141,-2.020103266,-1.302592334,-1.042799917,,,
0.586666667,-1.953114835,-1.694223551,-0.977048147,-1.238285377,,,
0.588888889,-1.300763312,-2.020103266,-1.498278402,-0.716594844,,,
0.591111111,-2.01767987,-1.954873328,-1.107103332,-1.303248886,,,
0.593333333,-1.496380316,-1.69441688,-1.107303736,-1.107894767,,,
0.595555556,-1.431409335,-2.280884485,-1.303388479,-0.521299554,,,
0.597777778,-1.692070331,-1.889709114,-0.846716044,-1.237887706,,,
0.6,-1.822592583,-1.759193952,-0.911821723,-1.042398705,,,
0.602222222,-1.626705204,-1.759322046,-1.172866227,-1.173589303,,,
0.604444444,-1.887023333,-1.629449338,-0.846716044,-1.173589303,,,
0.606666667,-1.496380316,-1.82454844,-1.107303736,-1.108161599,,,
0.608888889,-1.626843943,-2.150760707,-0.976978848,-1.107628473,,,
0.611111111,-1.822325751,-1.824610524,-1.172866227,-1.172592349,,,
0.613333333,-1.300763312,-1.954873328,-0.911821723,-0.651624443,,,
0.615555556,-1.626636045,-1.694223551,-0.976978848,-1.237887706,,,
0.617777778,-1.56154099,-2.020103266,-1.302990005,-0.847117095,,,
0.62,-1.756829689,-1.824610524,-0.781427565,-0.716594844,,,
0.622222222,-1.366248756,-1.824610524,-1.172866227,-0.847110006,,,
0.624444444,-1.561537456,-1.889716204,-1.172599395,-1.238683851,,,
0.626666667,-1.626636045,-1.889709114,-0.846653959,-0.782011416,,,
0.628888889,-1.888020287,-1.954873328,-1.107303736,-0.782011416,,,
0.631111111,-1.757030093,-1.759193952,-1.107303736,-0.977504157,,,
0.633333333,-1.366248756,-1.759193952,-1.107303736,-1.237887706,,,
0.635555556,-1.691935141,-2.411275095,-1.237628625,-1.433573774,,,
0.637777778,-1.756829689,-1.889712656,-1.433380615,-0.716722937,,,
0.64,-1.431025828,-1.954873328,-1.302592334,-1.107362715,,,
0.642222222,-1.626705204,-1.82454844,-1.367953513,-0.977639347,,,
0.644444444,-1.496318106,-1.954873328,-1.107303736,-1.369206102,,,
0.646666667,-1.300503576,-2.345847994,-0.976978848,-1.108161599,,,
0.648888889,-1.235730539,-1.955012067,-1.107705759,-1.238683851,,,
0.651111111,-1.431025828,-2.150760707,-1.238293931,-1.042398705,,,
0.653333333,-1.822592583,-1.69441688,-1.107303736,-1.108161599,,,
0.655555556,-1.56154808,-1.82454844,-1.302592334,-1.042599108,,,
0.657777778,-1.366055427,-2.215191457,-1.303388479,-1.303248886,,,
0.66,-2.214159338,-1.824610524,-1.237628625,-1.042599108,,,
0.662222222,-1.822592583,-2.345385102,-0.716329071,-0.716722937,,,
0.664444444,-1.822059457,-2.411275095,-1.042208785,-0.912343519,,,
0.666666667,-2.017216978,-2.280884485,-1.107303736,-1.172923997,,,
0.668888889,-2.017216978,-2.020103266,-0.846653959,-1.042599108,,,
0.671111111,-1.887023333,-2.281282959,-1.302195464,-1.36814694,,,
0.673333333,-1.496380316,-1.82454844,-1.302990005,-0.847117095,,,
0.675555556,-2.01767987,-1.694223551,-1.107103332,-1.108161599,,,
0.677777778,-1.561544531,-1.889716204,-0.976978848,-1.304177476,,,
0.68,-1.691800224,-2.019968348,-1.302990005,-0.977639347,,,
0.682222222,-1.496380316,-1.954804169,-1.107303736,-1.042398705,,,
0.684444444,-1.431025828,-2.541665705,-1.694955234,-0.716722937,,,
0.686666667,-1.887023333,-2.281282959,-1.107103332,-1.237490836,,,
0.688888889,-1.431025828,-2.281282959,-1.107103332,-0.847117095,,,
0.691111111,-1.626843943,-1.954804169,-0.911818175,-1.042599108,,,
0.693333333,-1.496380316,-1.889716204,-0.976978848,-0.977504157,,,
0.695555556,-1.49625577,-2.215855423,-1.042208785,-1.107894767,,,
0.697777778,-1.756829689,-1.82454844,-0.911821723,-0.977234593,,,
0.7,-1.56154099,-2.280884485,-0.911821723,-0.977504157,,,
0.702222222,-2.213497581,-2.150760707,-1.302592334,-1.369206102,,,
0.704444444,-1.756829689,-2.085198217,-0.976978848,-0.91227422,,,
0.706666667,-1.56154808,-2.541665705,-0.911818175,-0.781949331,,,
0.708888889,-2.017216978,-2.150493875,-1.367490621,-0.912412958,,,
0.711111111,-1.235730539,-1.824610524,-1.36841734,-0.91220506,,,
0.713333333,-1.822592583,-2.215523106,-0.976978848,-1.043001131,,,
0.715555556,-2.147410622,-2.084997813,-1.042208785,-1.042398705,,,
0.717777778,-1.626705204,-2.411805211,-0.846716044,-1.172592349,,,
0.72,-1.953114835,-2.477364756,-1.237628625,-1.107894767,,,
0.722222222,-1.953114835,-2.215523106,-0.846653959,-1.042799917,,,
0.724444444,-1.757030093,-2.085600239,-1.237628625,-1.302785993,,,
0.726666667,-1.953114835,-2.020238456,-1.237628625,-1.107894767,,,
0.728888889,-1.757030093,-1.954873328,-1.042343975,-0.91227422,,,
0.731111111,-2.01767987,-2.345385102,-1.564432982,-1.368675987,,,
0.733333333,-2.083106971,-2.672056315,-0.976978848,-1.172592349,,,
0.735555556,-1.887023333,-2.411275095,-0.976909688,-1.042599108,,,
0.737777778,-1.626705204,-2.150760707,-1.367490621,-1.433573774,,,
0.74,-2.083106971,-2.085399025,-1.172866227,-1.043001131,,,
0.742222222,-1.887023333,-1.954804169,-1.563771225,-0.781949331,,,
0.744444444,-2.01860846,-2.215523106,-1.237628625,-0.977504157,,,
0.746666667,-1.626705204,-2.020238456,-1.498278402,-0.977774811,,,
0.748888889,-1.822592583,-2.085198217,-0.846653959,-1.499066597,,,
0.751111111,-1.887687299,-1.954942628,-1.237628625,-0.977639347,,,
0.753333333,-1.952716361,-1.824610524,-1.498278402,-0.781949331,,,
0.755555556,-1.757030093,-2.150760707,-1.302990005,-1.238683851,,,
0.757777778,-2.148004758,-1.759322046,-1.499470276,-1.499066597,,,
0.76,-1.692070331,-2.672056315,-1.107103332,-1.042799917,,,
0.762222222,-1.887687299,-2.345385102,-1.042343975,-1.107362715,,,
0.764444444,-1.366055427,-2.084997813,-1.302990005,-1.108161599,,,
0.766666667,-1.4964424,-1.889712656,-1.36841734,-0.651624443,,,
0.768888889,-2.083106971,-2.020103266,-1.107103332,-1.238683851,,,
0.771111111,-1.887023333,-2.411275095,-1.367953513,-1.107628473,,,
0.773333333,-1.4964424,-2.020103266,-1.302592334,-1.433573774,,,
0.775555556,-1.561544531,-2.411805211,-1.042343975,-1.172592349,,,
0.777777778,-2.083637087,-2.280486815,-1.563771225,-1.368675987,,,
0.78,-1.496380316,-2.345847994,-1.367490621,-1.173589303,,,
0.782222222,-2.278329647,-2.346776584,-1.564432982,-1.238683851,,,
0.784444444,-2.408654536,-2.281282959,-1.433380615,-1.303248886,,,
0.786666667,-2.01767987,-2.150760707,-0.976909688,-1.238683851,,,
0.788888889,-1.822592583,-2.607952929,-1.563771225,-1.499066597,,,
0.791111111,-1.626705204,-2.345847994,-1.498278402,-1.302785993,,,
0.793333333,-1.756829689,-2.541665705,-1.367490621,-0.977639347,,,
0.795555556,-1.756829689,-2.215523106,-0.976978848,-1.238285377,,,
0.797777778,-2.083106971,-1.954873328,-1.237628625,-1.042599108,,,
0.8,-1.56154099,-2.476172883,-1.172599395,-1.432979638,,,
0.802222222,-2.083106971,-2.215523106,-0.976978848,-1.303248886,,,
0.804444444,-1.496380316,-2.346311821,-1.498278402,-1.303248886,,,
0.806666667,-2.01767987,-2.541665705,-0.977048147,-1.302785993,,,
0.808888889,-1.691665578,-2.411805211,-1.367953513,-1.499728354,,,
0.811111111,-2.083637087,-2.280486815,-1.43391073,-0.977504157,,,
0.813333333,-1.822325751,-1.889712656,-1.497684266,-1.369206102,,,
0.815555556,-2.017216978,-2.411805211,-1.367490621,-1.172923997,,,
0.817777778,-1.887354981,-1.954873328,-1.107504545,-1.108161599,,,
0.82,-2.148004758,-2.411805211,-1.237628625,-1.237490836,,,
0.822222222,-1.692070331,-2.084997813,-1.172866227,-1.172923997,,,
0.824444444,-2.082577924,-2.476172883,-1.62787791,-1.369206102,,,
0.826666667,-1.496380316,-2.020238456,-1.302990005,-1.042398705,,,
0.828888889,-2.01767987,-2.280486815,-1.172866227,-1.433573774,,,
0.831111111,-2.408654536,-2.150760707,-1.107103332,-1.172923997,,,
0.833333333,-2.01860846,-2.150760707,-1.237296977,-1.107628473,,,
0.835555556,-2.01767987,-1.954873328,-1.433380615,-1.499066597,,,
0.837777778,-2.213497581,-2.411275095,-1.498278402,-1.433573774,,,
0.84,-2.083106971,-2.085198217,-1.042343975,-1.433573774,,,
