test,1,2,Test #,0321_1538,0321_1530,0321_1524,0321_1522,0321_1515,FEA,R=8mm,H=20mm,t=0.5mm
dv,p,p,dv,p (kps),p,p (0.7865),p (0.8486),p (1.173),dv,p,,
1.983944444,-2.604937833,-3.456037651,1.935555556,-3.582300185,-2.86826892,-3.061473635,-2.672652351,-3.521543568,,,,
1.986222222,-2.604937833,-3.457156764,1.937777778,-3.061531144,-2.735834791,-3.125181896,-2.867147548,-2.997472437,,,,
1.9885,-2.67062922,-3.195650362,1.94,-3.255828978,-2.803569329,-2.798842132,-2.932771814,-3.387196745,,,,
1.990777778,-3.256097483,-3.132534042,1.942222222,-3.254841109,-2.934091581,-2.667923107,-2.932771814,-2.73682266,,,,
1.993055556,-2.735460085,-3.391467309,1.944444444,-3.322575648,-3.063293866,-3.254386576,-2.672652351,-3.584659142,,,,
1.995333333,-3.256097483,-3.392521862,1.946666667,-3.450723645,-2.867147548,-2.994791286,-2.803174603,-3.51739039,,,,
1.997611111,-2.799235667,-3.326831876,1.948888889,-3.127222531,-2.802512646,-2.734671824,-2.671990594,-3.390955395,,,,
1.999888889,-3.45086011,-3.522912472,1.951111111,-3.387275239,-2.345847994,-2.994791286,-3.258122214,-3.388447103,,,,
2.002166667,-2.928441442,-3.522912472,1.953333333,-3.518987048,-2.931717327,-3.125181896,-2.932771814,-3.454268532,,,,
2.004444444,-2.604937833,-3.391467309,1.955555556,-3.059945945,-2.411340817,-3.061473635,-3.063162424,-3.387196745,,,,
2.006722222,-3.320535221,-3.328813601,1.957777778,-3.257810703,-2.542524826,-2.994791286,-3.063162424,-2.932706092,,,,
2.009,-2.408261001,-3.456037651,1.96,-2.931008893,-2.735834791,-2.928310396,-3.063162424,-2.932706092,,,,
2.011277778,-3.12702684,-3.066908943,1.962222222,-2.995179201,-2.606497771,-2.603619457,-2.606497771,-3.584659142,,,,
2.013555556,-2.408261001,-3.458278136,1.964444444,-3.388398876,-2.672122037,-3.061473635,-2.670671076,-3.063096702,,,,
2.015833333,-2.604937833,-3.457156764,1.966666667,-3.061531144,-2.802512646,-2.864400676,-2.867147548,-3.192432759,,,,
2.018111111,-3.2546488,-3.132534042,1.968888889,-3.518987048,-2.540939626,-2.994791286,-2.867147548,-3.650612779,,,,
2.020388889,-2.801217392,-3.717806541,1.971111111,-3.453097899,-2.934091581,-2.668517244,-2.802381204,-3.715049752,,,,
2.022666667,-3.256097483,-3.717806541,1.973333333,-2.996634359,-2.996222079,-2.798842132,-2.606497771,-2.932706092,,,,
2.024944444,-3.2546488,-3.717806541,1.975555556,-3.191128355,-2.802512646,-3.256760831,-2.672652351,-3.127797325,,,,
2.027222222,-2.928441442,-3.328813601,1.977777778,-3.061531144,-2.932903256,-2.928310396,-3.194741358,-3.518771991,,,,
2.0295,-2.928441442,-3.325844007,1.98,-3.388398876,-2.801458093,-3.192061807,-2.607689645,-3.518771991,,,,
2.031777778,-3.059885444,-3.195650362,1.982222222,-3.254841109,-2.802512646,-2.929167021,-3.454334253,-3.064021743,,,,
2.034055556,-2.995316264,-3.196506987,1.984444444,-2.864260176,-2.931717327,-2.733349643,-3.126678212,-3.323877922,,,,
2.036333333,-2.668054153,-3.263056293,1.986666667,-3.254841109,-2.99998073,-3.058504041,-2.476172883,-3.715049752,,,,
2.038611111,-3.320535221,-3.392521862,1.988888889,-3.061531144,-2.410680393,-2.668517244,-2.803174603,-3.260367223,,,,
2.040888889,-2.995316264,-3.262131252,1.991111111,-3.127222531,-2.672122037,-3.256760831,-2.671990594,-3.455588498,,,,
2.043166667,-2.53858589,-3.522912472,1.993333333,-2.995906046,-2.542524826,-2.864400676,-3.193553034,-3.521543568,,,,
2.045444444,-2.929560555,-3.717806541,1.995555556,-3.516478755,-2.608216213,-3.189816798,-3.126678212,-3.51739039,,,,
2.047722222,-2.996504588,-3.783693692,1.997777778,-3.191128355,-2.673047077,-2.798116752,-2.999454162,-3.452951226,,,,
2.05,-3.124389567,-2.93585721,2,-2.930347135,-2.801458093,-2.798842132,-2.671990594,-2.73682266,,,,
2.052277778,-2.929560555,-3.326831876,2.002222222,-3.061531144,-2.345847994,-3.125181896,-2.803174603,-3.518771991,,,,
2.054555556,-2.53858589,-3.720578118,2.004444444,-2.929686711,-2.606497771,-3.19093817,-2.606497771,-3.388447103,,,,
2.056833333,-2.799235667,-3.457156764,2.006666667,-2.799956525,-2.867147548,-2.603619457,-2.801589403,-3.51739039,,,,
2.059111111,-2.473753824,-3.520543,2.008888889,-3.12550409,-2.73682266,-3.124127343,-2.996484568,-3.32150845,,,,
2.061388889,-3.2546488,-3.263056293,2.011111111,-3.257810703,-2.934091581,-2.994791286,-2.932771814,-3.259243586,,,,
2.063666667,-3.188828731,-3.654623049,2.013333333,-3.583620151,-2.605641146,-2.734010066,-2.932771814,-3.325066247,,,,
2.065944444,-2.864925654,-3.914084302,2.015555556,-3.061531144,-2.738804385,-2.864400676,-2.803174603,-3.583210459,,,,
2.068222222,-3.12702684,-3.325844007,2.017777778,-2.734066532,-2.476172883,-3.189816798,-2.802381204,-3.584659142,,,,
2.0705,-2.798247798,-3.786599842,2.02,-3.192053396,-2.932903256,-3.125181896,-2.73682266,-3.258122214,,,,
2.072777778,-2.8638711,-3.328813601,2.022222222,-3.580982878,-2.34644333,-2.994791286,-2.933696855,-3.387196745,,,,
2.075055556,-2.733611867,-3.589989945,2.024444444,-3.059945945,-2.803569329,-2.864400676,-3.127797325,-3.129779051,,,,
2.077333333,-3.190210333,-3.589989945,2.026666667,-3.12550409,-2.280950207,-3.451850965,-2.802381204,-2.867147548,,,,
2.079611111,-2.929560555,-3.912504243,2.028888889,-3.386153867,-2.672122037,-2.994791286,-2.867147548,-3.51739039,,,,
2.081888889,-2.735460085,-3.522912472,2.031111111,-3.321518965,-2.802512646,-3.126238579,-2.932771814,-3.51739039,,,,
2.084166667,-2.992946791,-3.262131252,2.033333333,-3.385034754,-2.541731427,-2.865194076,-2.932771814,-3.323877922,,,,
2.086444444,-2.53858589,-3.457156764,2.035555556,-3.256818841,-2.672122037,-3.060481772,-2.73682266,-3.584659142,,,,
2.088722222,-2.995316264,-3.522912472,2.037777778,-3.321518965,-3.259638113,-2.734010066,-2.932771814,-3.521543568,,,,
2.091,-3.257549091,-3.717806541,2.04,-3.127222531,-2.931717327,-3.058504041,-3.063162424,-3.258122214,,,,
2.093277778,-2.668054153,-3.783693692,2.042222222,-3.257810703,-2.867147548,-2.994791286,-3.192367104,-3.387196745,,,,
2.095555556,-3.388071343,-3.651985776,2.044444444,-3.451909575,-2.803569329,-2.865194076,-2.736097279,-3.323877922,,,,
2.097833333,-3.319022375,-3.783693692,2.046666667,-3.582300185,-2.99998073,-2.734671824,-3.127797325,-3.584659142,,,,
2.100111111,-2.865982336,-3.196506987,2.048888889,-3.191128355,-2.866028435,-3.189816798,-2.86886599,-2.997472437,,,,
2.102388889,-2.928441442,-3.195650362,2.051111111,-3.321518965,-2.931717327,-3.255572506,-2.672652351,-3.51739039,,,,
2.104666667,-2.996504588,-3.586231295,2.053333333,-2.864854313,-2.99998073,-3.125181896,-3.193553034,-3.323877922,,,,
2.106944444,-3.2546488,-3.326831876,2.055555556,-3.190205178,-2.996222079,-3.255572506,-2.867147548,-3.064021743,,,,
2.109222222,-3.319022375,-3.196506987,2.057777778,-3.190205178,-3.324075086,-2.80029729,-2.996484568,-3.584659142,,,,
2.1115,-3.058635087,-3.586231295,2.06,-3.321518965,-2.672122037,-2.734671824,-2.671990594,-3.387196745,,,,
2.113777778,-2.864925654,-3.586231295,2.062222222,-3.124647465,-2.476172883,-2.930885462,-3.06210787,-3.128787188,,,,
2.116055556,-2.996504588,-3.587481653,2.064444444,-3.320464412,-2.542524826,-2.798842132,-2.803174603,-3.064021743,,,,
2.118333333,-3.256097483,-3.195650362,2.066666667,-3.322575648,-3.258122214,-2.994791286,-2.606497771,-3.258122214,,,,
2.120611111,-2.994130334,-3.456037651,2.068888889,-3.515228398,-2.735834791,-3.126238579,-2.736097279,-3.518771991,,,,
2.122888889,-3.2546488,-3.263056293,2.071111111,-2.734529424,-2.934091581,-3.126238579,-2.802381204,-3.193487312,,,,
2.125166667,-3.319022375,-3.457156764,2.073333333,-2.930347135,-3.06197656,-2.929167021,-2.803174603,-3.455588498,,,,
2.127444444,-2.996504588,-3.263056293,2.075555556,-3.061531144,-2.867147548,-3.058504041,-2.803174603,-3.387196745,,,,
2.129722222,-3.190210333,-3.654623049,2.077777778,-3.453097899,-3.324075086,-3.061473635,-2.932771814,-2.997472437,,,,
2.132,-3.058635087,-3.457156764,2.08,-2.799956525,-2.802512646,-2.798116752,-2.867147548,-3.258122214,,,,
2.134277778,-3.320535221,-3.651985776,2.082222222,-3.061531144,-2.99998073,-2.798116752,-2.803174603,-3.323877922,,,,
2.136555556,-2.930681927,-3.326831876,2.084444444,-3.385034754,-2.607356125,-2.929167021,-3.130042334,-2.931124086,,,,
2.138833333,-3.2546488,-3.263056293,2.086666667,-3.192053396,-3.193684476,-3.124127343,-3.193553034,-3.257003101,,,,
2.141111111,-3.584746426,-3.587481653,2.088888889,-2.99445382,-2.672122037,-2.995716327,-2.86886599,-3.325066247,,,,
2.143388889,-2.929560555,-3.457156764,2.091111111,-3.059945945,-2.866028435,-2.538192355,-3.064219106,-3.455588498,,,,
2.145666667,-2.929560555,-3.326831876,2.093333333,-3.321518965,-2.801458093,-2.799568977,-2.932771814,-3.258122214,,,,
2.147944444,-3.257549091,-3.914084302,2.095555556,-3.453097899,-2.932903256,-3.061473635,-2.802381204,-3.323877922,,,,
2.150222222,-3.454158254,-3.85116629,2.097777778,-3.18928386,-2.605641146,-2.930885462,-2.996484568,-3.193487312,,,,
2.1525,-2.8638711,-3.325844007,2.1,-3.192053396,-3.064613833,-3.192061807,-2.801589403,-3.51739039,,,,
2.154777778,-2.668910778,-3.586231295,2.102222222,-3.583620151,-2.866028435,-2.865194076,-2.671990594,-3.325066247,,,,
2.157055556,-3.45086011,-3.587481653,2.104444444,-3.321518965,-2.869392557,-2.668517244,-3.126678212,-3.127797325,,,,
2.159333333,-3.45086011,-3.325844007,2.106666667,-3.192053396,-2.735834791,-2.994791286,-2.86886599,-3.129779051,,,,
2.161611111,-2.864925654,-3.522912472,2.108888889,-3.321518965,-3.064613833,-3.385963116,-3.192367104,-3.126809456,,,,
2.163888889,-2.928441442,-3.653303082,2.111111111,-3.254841109,-2.673047077,-2.930885462,-3.192367104,-3.388447103,,,,
2.166166667,-3.384908034,-3.587481653,2.113333333,-3.645422042,-2.735834791,-3.058504041,-2.931848637,-3.257003101,,,,
2.168444444,-3.319022375,-3.783693692,2.115555556,-3.386153867,-3.129181715,-2.929167021,-2.932771814,-3.32150845,,,,
2.170722222,-3.190210333,-3.653303082,2.117777778,-2.995179201,-2.673047077,-3.256760831,-3.193553034,-3.715049752,,,,
2.173,-2.928441442,-3.717806541,2.12,-3.321518965,-2.802512646,-3.256760831,-2.541599984,-3.583210459,,,,
2.175277778,-2.798247798,-3.587481653,2.122222222,-3.453097899,-2.802512646,-2.863608876,-3.193553034,-3.257003101,,,,
2.177555556,-3.384908034,-3.326831876,2.124444444,-3.582300185,-2.608216213,-3.058504041,-2.802381204,-3.65213174,,,,
2.179833333,-3.256097483,-3.522912472,2.126666667,-3.385034754,-2.673047077,-3.385963116,-2.606497771,-3.518771991,,,,
2.182111111,-3.384908034,-3.587481653,2.128888889,-3.712690795,-2.996222079,-2.538192355,-2.803174603,-3.389699983,,,,
2.184388889,-3.190210333,-3.326831876,2.131111111,-3.192053396,-2.541731427,-2.734010066,-2.73682266,-3.51739039,,,,
2.186666667,-3.256097483,-3.720578118,2.133333333,-3.453097899,-2.607356125,-3.05949191,-2.867147548,-3.715049752,,,,
2.188944444,-3.518593595,-3.846618584,2.135555556,-3.385034754,-2.735834791,-3.256760831,-3.323943643,-3.128787188,,,,
2.191222222,-2.995316264,-3.326831876,2.137777778,-3.321518965,-2.735834791,-2.928310396,-3.130042334,-3.387196745,,,,
2.1935,-3.386488093,-3.7851453,2.14,-3.582300185,-3.324075086,-3.516353726,-2.997472437,-3.323877922,,,,
2.195777778,-3.124389567,-3.589989945,2.142222222,-3.257810703,-2.73682266,-2.667923107,-2.866290923,-3.388447103,,,,
2.198055556,-3.058635087,-3.520543,2.144444444,-3.450723645,-3.06197656,-3.385963116,-3.130042334,-3.715049752,,,,
2.200333333,-3.582963915,-3.588734534,2.146666667,-3.453097899,-3.064613833,-3.385963116,-2.803174603,-3.779421768,,,,
2.202611111,-2.928441442,-3.84813143,2.148888889,-3.320464412,-3.127797325,-3.189816798,-2.932771814,-3.51739039,,,,
2.204888889,-2.928441442,-3.587481653,2.151111111,-3.255828978,-3.192235793,-2.993868109,-3.130042334,-3.387196745,,,,
2.207166667,-3.44921602,-3.717806541,2.153333333,-3.450723645,-2.605641146,-3.387283082,-2.866290923,-3.387196745,,,,
2.209444444,-3.386488093,-3.914084302,2.155555556,-3.515228398,-3.193684476,-3.255572506,-2.932771814,-3.194543995,,,,
2.211722222,-3.059885444,-3.653303082,2.157777778,-3.453097899,-3.258122214,-2.668517244,-2.932771814,-3.581764692,,,,
2.214,-2.930681927,-3.326831876,2.16,-3.385034754,-2.672122037,-2.798842132,-2.736097279,-3.647584034,,,,
2.216277778,-3.711509887,-3.587481653,2.162222222,-3.580982878,-2.998725318,-3.255572506,-3.194741358,-3.193487312,,,,
2.218555556,-3.386488093,-3.846618584,2.164444444,-3.645422042,-3.256609368,-3.38464581,-3.193553034,-3.454268532,,,,
2.220833333,-3.386488093,-4.044474912,2.166666667,-3.254841109,-2.996222079,-3.450466575,-3.193553034,-3.193487312,,,,
2.223111111,-2.995316264,-3.524100797,2.168888889,-3.190205178,-3.126415724,-3.387283082,-3.127797325,-3.715049752,,,,
2.225388889,-2.799235667,-3.524100797,2.171111111,-3.255828978,-3.127797325,-3.580791464,-3.127797325,-3.323877922,,,,
2.227666667,-3.257549091,-3.7851453,2.173333333,-3.321518965,-3.454465696,-3.318891329,-3.193553034,-3.51739039,,,,
2.229944444,-3.256097483,-3.524100797,2.175555556,-3.254841109,-2.803569329,-3.189816798,-2.866290923,-3.325066247,,,,
2.232222222,-3.518593595,-3.71642494,2.177777778,-3.711242112,-2.934091581,-3.124127343,-2.997472437,-3.518771991,,,,
2.2345,-2.928441442,-3.524100797,2.18,-3.712690795,-2.670277541,-3.255572506,-3.323943643,-3.843728926,,,,
2.236777778,-3.190210333,-3.653303082,2.182222222,-3.320464412,-3.126415724,-3.516353726,-3.130042334,-3.454268532,,,,
2.239055556,-3.454158254,-4.174865522,2.184444444,-3.646803644,-2.997472437,-2.865194076,-3.130042334,-3.716633002,,,,
2.241333333,-3.581184998,-3.586231295,2.186666667,-3.582300185,-3.390094511,-3.646744336,-2.997472437,-3.325066247,,,,
2.243611111,-3.386488093,-3.915667552,2.188888889,-3.124647465,-2.996222079,-3.124127343,-2.997472437,-3.647584034,,,,
2.245888889,-3.256097483,-3.912504243,2.191111111,-3.322575648,-2.932903256,-3.255572506,-3.260630507,-3.325066247,,,,
2.248166667,-2.929560555,-3.846618584,2.193333333,-3.64957522,-2.934091581,-3.38464581,-3.194741358,-3.64909688,,,,
2.250444444,-3.058635087,-3.717806541,2.195555556,-3.518987048,-2.869392557,-3.38464581,-3.126678212,-3.58611075,,,,
2.252722222,-2.928441442,-3.522912472,2.197777778,-3.192053396,-2.867147548,-3.124127343,-3.063162424,-3.388447103,,,,
2.255,-3.319022375,-3.914084302,2.2,-3.583620151,-2.997472437,-3.450466575,-3.193553034,-3.126809456,,,,
2.257277778,-3.190210333,-3.392521862,2.202222222,-3.388398876,-2.996222079,-3.125181896,-2.931848637,-3.518771991,,,,
2.259555556,-3.188828731,-3.653303082,2.204444444,-3.777128532,-3.192235793,-3.192061807,-3.454334253,-3.325066247,,,,
2.261833333,-3.44921602,-3.84813143,2.206666667,-3.388398876,-2.803569329,-2.994791286,-2.933696855,-3.387196745,,,,
2.264111111,-3.45086011,-3.981754463,2.208888889,-3.386153867,-2.735834791,-3.516353726,-2.671990594,-3.387196745,,,,
2.266388889,-3.256097483,-3.914084302,2.211111111,-3.451909575,-3.063293866,-3.385963116,-3.193553034,-3.518771991,,,,
2.268666667,-3.581184998,-3.846618584,2.213333333,-3.255828978,-2.866028435,-3.385963116,-2.803174603,-3.454268532,,,,
2.270944444,-3.779638098,-3.520543,2.215555556,-3.451909575,-3.256609368,-3.387283082,-3.193553034,-3.64909688,,,,
2.273222222,-3.188828731,-3.717806541,2.217777778,-3.388398876,-3.063293866,-3.777134946,-2.73682266,-3.845440362,,,,
2.2755,-3.061138325,-3.846618584,2.22,-3.582300185,-2.735834791,-3.714414497,-2.931848637,-3.387196745,,,,
2.277777778,-3.188828731,-3.653303082,2.222222222,-3.191128355,-2.803569329,-3.517805334,-3.518771991,-3.518771991,,,,
2.280055556,-3.320535221,-3.654623049,2.224444444,-3.320464412,-2.735834791,-2.994791286,-2.73682266,-3.390955395,,,,
2.282333333,-3.386488093,-3.653303082,2.226666667,-3.909100829,-3.192235793,-3.513459276,-3.323943643,-3.845440362,,,,
2.284611111,-3.125706873,-3.456037651,2.228888889,-3.712690795,-2.997472437,-3.126238579,-3.064219106,-3.390955395,,,,
2.286888889,-3.582963915,-3.586231295,2.231111111,-3.518987048,-2.801458093,-3.322649979,-3.127797325,-3.454268532,,,,
2.289166667,-3.388071343,-3.84813143,2.233333333,-3.518987048,-3.126415724,-3.453238152,-3.454334253,-3.716633002,,,,
2.291444444,-3.319022375,-4.176712055,2.235555556,-3.517731636,-3.193684476,-3.19093817,-3.193553034,-3.455588498,,,,
2.293722222,-3.188828731,-4.044474912,2.237777778,-3.844664655,-3.325658336,-3.646744336,-3.323943643,-3.325066247,,,,
2.296,-3.323570081,-3.457156764,2.24,-3.388398876,-3.063293866,-3.450466575,-3.064219106,-3.715049752,,,,
2.298277778,-3.841834775,-3.783693692,2.242222222,-3.449540102,-3.127797325,-3.387283082,-2.866290923,-3.325066247,,,,
2.300555556,-3.319022375,-3.587481653,2.244444444,-3.191128355,-2.934091581,-3.385963116,-2.933696855,-3.193487312,,,,
2.302833333,-3.775685734,-4.112342635,2.246666667,-3.907453421,-3.063293866,-3.19093817,-3.391218679,-3.454268532,,,,
2.305111111,-3.44921602,-3.71642494,2.248888889,-3.191128355,-3.256609368,-3.124127343,-2.802381204,-3.452951226,,,,
2.307388889,-3.45086011,-4.046189804,2.251111111,-3.843081405,-3.324075086,-3.450466575,-2.932771814,-3.584659142,,,,
2.309666667,-3.386488093,-3.651985776,2.253333333,-3.516478755,-3.322495027,-3.189816798,-3.260630507,-3.325066247,,,,
2.311944444,-3.2546488,-3.587481653,2.255555556,-3.385034754,-3.193684476,-3.843220158,-3.45288557,-3.909746657,,,,
2.314222222,-3.44921602,-3.390414879,2.257777778,-3.841501345,-3.063293866,-3.450466575,-3.193553034,-3.715049752,,,,
2.3165,-3.649115847,-3.84813143,2.26,-3.844664655,-2.997472437,-3.579278618,-2.996484568,-3.584659142,,,,
2.318777778,-3.386488093,-3.71642494,2.262222222,-3.518987048,-3.322495027,-3.777134946,-3.192367104,-3.518771991,,,,
2.321055556,-3.516878703,-3.654623049,2.264444444,-3.450723645,-2.866028435,-3.126238579,-3.387065501,-3.388447103,,,,
2.323333333,-3.45086011,-3.587481653,2.266666667,-3.515228398,-2.934091581,-3.126238579,-3.388447103,-3.388447103,,,,
2.325611111,-3.647269313,-3.654623049,2.268888889,-3.453097899,-3.454465696,-3.322649979,-3.193553034,-3.390955395,,,,
2.327888889,-3.257549091,-3.654623049,2.271111111,-3.191128355,-3.063293866,-3.583826324,-3.586308113,-3.716633002,,,,
2.330166667,-3.12702684,-4.176712055,2.273333333,-3.971760579,-2.997472437,-3.646744336,-3.322626337,-3.387196745,,,,
2.332444444,-3.45086011,-3.915667552,2.275555556,-3.843081405,-3.127797325,-3.318891329,-3.063162424,-3.847155254,,,,
2.334722222,-3.711509887,-4.108781207,2.277777778,-3.321518965,-2.934091581,-3.385963116,-3.193553034,-3.387196745,,,,
2.337,-3.190210333,-3.915667552,2.28,-3.582300185,-2.73682266,-3.322649979,-3.455785862,-3.847155254,,,,
2.339277778,-3.45086011,-4.044474912,2.282222222,-3.515228398,-3.256609368,-3.38464581,-3.260630507,-3.975830972,,,,
2.341555556,-3.516878703,-3.586231295,2.284444444,-3.518987048,-3.325658336,-3.38464581,-3.193553034,-3.909746657,,,,
2.343833333,-2.929560555,-3.914084302,2.286666667,-3.646803644,-3.193684476,-3.711116352,-3.521806851,-3.64909688,,,,
2.346111111,-3.516878703,-4.107005873,2.288888889,-3.321518965,-2.802512646,-3.580791464,-2.867147548,-3.388447103,,,,
2.348388889,-3.715334599,-4.044474912,2.291111111,-3.451909575,-2.934091581,-3.320141687,-3.193553034,-3.845440362,,,,
2.350666667,-3.45086011,-3.71642494,2.293333333,-3.515228398,-2.99998073,-3.580791464,-3.193553034,-3.716633002,,,,
2.352944444,-3.44921602,-4.044474912,2.295555556,-4.103862625,-3.127797325,-3.646744336,-3.32526361,-3.975830972,,,,
2.355222222,-3.323570081,-3.326831876,2.297777778,-3.453097899,-3.193684476,-3.579278618,-3.194741358,-3.390955395,,,,
2.3575,-3.2546488,-4.112342635,2.3,-3.582300185,-3.193684476,-3.648327586,-3.063162424,-3.715049752,,,,
2.359777778,-3.323570081,-3.717806541,2.302222222,-3.975186906,-3.388447103,-3.646744336,-3.064219106,-3.65213174,,,,
2.362055556,-3.125706873,-4.176712055,2.304444444,-3.255828978,-3.127797325,-3.645164277,-3.584724863,-3.64909688,,,,
2.364333333,-3.582963915,-4.107005873,2.306666667,-3.582300185,-2.73682266,-3.125181896,-3.387065501,-3.845440362,,,,
2.366611111,-3.515167267,-3.71642494,2.308888889,-3.775615687,-2.73682266,-3.514905043,-2.996484568,-3.715049752,,,,
2.368888889,-3.515167267,-4.046189804,2.311111111,-3.975186906,-3.261157074,-3.516353726,-3.064219106,-3.907971323,,,,
2.371166667,-3.319022375,-3.717806541,2.313333333,-3.843081405,-3.261157074,-3.516353726,-3.455785862,-3.64909688,,,,
2.373444444,-3.44921602,-4.108781207,2.315555556,-3.515228398,-3.063293866,-3.579278618,-3.323943643,-3.58611075,,,,
2.375722222,-3.581184998,-3.719190931,2.317777778,-3.321518965,-3.324075086,-3.580791464,-2.997472437,-3.975830972,,,,
2.378,-3.841834775,-3.717806541,2.32,-3.712690795,-2.802512646,-3.516353726,-3.586308113,-3.713469692,,,,
2.380277778,-3.711509887,-3.782245009,2.322222222,-3.385034754,-3.259638113,-3.646744336,-3.323943643,-3.847155254,,,,
2.382555556,-3.45086011,-3.980103726,2.324444444,-3.453097899,-3.391745247,-3.714414497,-3.256871857,-3.58611075,,,,
2.384833333,-3.386488093,-3.653303082,2.326666667,-3.582300185,-3.522333419,-3.19093817,-3.323943643,-3.258122214,,,,
2.387111111,-3.256097483,-3.7851453,2.328888889,-3.255828978,-3.256609368,-3.125181896,-3.584724863,-3.323877922,,,,
2.389388889,-3.647269313,-4.108781207,2.331111111,-3.518987048,-3.391745247,-3.711116352,-3.194741358,-3.51739039,,,,
2.391666667,-3.388071343,-3.978456318,2.333333333,-3.451909575,-2.802512646,-3.645164277,-3.781200685,-3.843728926,,,,
2.393944444,-3.45086011,-4.174865522,2.335555556,-3.518987048,-3.522333419,-3.582307363,-3.128918697,-3.777777678,,,,
2.396222222,-3.777659923,-3.914084302,2.337777778,-4.03777831,-3.324075086,-3.05949191,-3.194741358,-3.845440362,,,,
2.3985,-3.908050533,-3.914084302,2.34,-3.580982878,-3.258122214,-3.777134946,-3.256871857,-3.454268532,,,,
2.400777778,-4.038441143,-3.782245009,2.342222222,-3.775615687,-3.584856306,-3.453238152,-3.193553034,-3.779421768,,,,
2.403055556,-3.777659923,-3.914084302,2.344444444,-3.775615687,-3.45275426,-3.387283082,-3.063162424,-3.715049752,,,,
2.405333333,-3.91016035,-4.176712055,2.346666667,-3.844664655,-3.324075086,-3.582307363,-3.715115473,-3.845440362,,,,
2.407611111,-3.715334599,-4.176712055,2.348888889,-3.841501345,-3.390094511,-3.318891329,-3.583144804,-3.51739039,,,,
2.409888889,-3.518593595,-4.176712055,2.351111111,-3.583620151,-3.45275426,-3.777134946,-3.256871857,-3.51739039,,,,
2.412166667,-3.647269313,-4.239106096,2.353333333,-3.321518965,-3.584856306,-3.646744336,-3.063162424,-3.713469692,,,,
2.414444444,-3.320535221,-4.044474912,2.355555556,-4.103862625,-3.258122214,-3.387283082,-3.322626337,-3.845440362,,,,
2.416722222,-3.44921602,-3.84813143,2.357777778,-3.907453421,-3.516996657,-3.125181896,-3.715115473,-3.847155254,,,,
2.419,-3.45086011,-3.846618584,2.36,-3.583620151,-3.325658336,-3.643587398,-3.32526361,-3.845440362,,,,
2.421277778,-3.647269313,-3.84813143,2.362222222,-3.777128532,-3.127797325,-3.714414497,-3.388447103,-3.913308085,,,,
2.423555556,-3.386488093,-3.71642494,2.364444444,-3.975186906,-3.324075086,-3.453238152,-3.779421768,-3.58611075,,,,
2.425833333,-3.581184998,-3.978456318,2.366666667,-3.515228398,-3.324075086,-3.318891329,-3.45288557,-4.236612192,,,,
2.428111111,-3.320535221,-4.046189804,2.368888889,-3.910751565,-3.258122214,-3.450466575,-3.258122214,-3.584659142,,,,
2.430388889,-3.388071343,-4.174865522,2.371111111,-3.971760579,-3.256609368,-3.387283082,-3.258122214,-3.907971323,,,,
2.432666667,-3.2546488,-4.173022709,2.373333333,-3.909100829,-3.126415724,-3.320141687,-3.260630507,-3.715049752,,,,
2.434944444,-3.972159664,-3.846618584,2.375555556,-3.451909575,-2.932903256,-3.453238152,-3.45288557,-3.51739039,,,,
2.437222222,-3.773715519,-3.717806541,2.377777778,-3.583620151,-3.388447103,-3.255572506,-3.518771991,-3.583210459,,,,
2.4395,-3.647269313,-4.367393162,2.38,-3.451909575,-3.388447103,-3.77542351,-3.521806851,-4.305072602,,,,
2.441777778,-3.518593595,-4.044474912,2.382222222,-3.518987048,-3.193684476,-3.907525556,-3.388447103,-3.715049752,,,,
2.444055556,-3.649115847,-3.915667552,2.384444444,-3.907453421,-3.192235793,-3.514905043,-3.192367104,-4.106221582,,,,
2.446333333,-3.709603308,-3.849647329,2.386666667,-3.453097899,-3.126415724,-3.188697685,-3.322626337,-3.388447103,,,,
2.448611111,-3.645426501,-4.176712055,2.388888889,-3.843081405,-3.583013494,-3.514905043,-3.584724863,-3.845440362,,,,
2.450888889,-3.579409664,-4.107005873,2.391111111,-3.843081405,-3.258122214,-3.579278618,-3.387065501,-3.715049752,,,,
2.453166667,-3.320535221,-4.305256132,2.393333333,-3.646803644,-3.454465696,-3.580791464,-3.517259145,-3.779421768,,,,
2.455444444,-3.388071343,-3.84813143,2.395555556,-3.645422042,-3.130568902,-3.579278618,-3.581567925,-3.977677505,,,,
2.457722222,-3.972159664,-4.108781207,2.397777778,-3.841501345,-3.324075086,-3.453238152,-3.387065501,-3.715049752,,,,
2.46,-3.645426501,-4.566037352,2.4,-3.843081405,-3.454465696,-3.580791464,-3.713404037,-3.58611075,,,,
2.462277778,-4.038441143,-3.586231295,2.402222222,-3.777128532,-3.195136084,-3.580791464,-3.779421768,-3.782719912,,,,
2.464555556,-3.972159664,-3.85116629,2.404444444,-4.105709158,-3.258122214,-3.387283082,-3.455785862,-3.779421768,,,,
2.466833333,-3.647269313,-3.587481653,2.406666667,-3.646803644,-3.454465696,-3.709472262,-3.127797325,-3.907971323,,,,
2.469111111,-3.320535221,-4.044474912,2.408888889,-3.843081405,-3.063293866,-3.646744336,-3.518771991,-3.647584034,,,,
2.471388889,-3.715334599,-3.915667552,2.411111111,-3.777128532,-3.192235793,-3.711116352,-3.455785862,-3.454268532,,,,
