beta2(deg),beta3_1(deg),beta3_2(deg),p_avervage (kpa)
9.689840482,11.07951177,9.917655403,-1.479
9.753961743,11.12148532,9.947078543,-1.652
9.817550517,11.16169089,9.974375243,-1.674
9.862834974,11.19055982,9.997166369,-1.522
9.90071598,11.21489038,10.01892683,-1.696
9.933985028,11.23584257,10.0407022,-1.566
9.966414373,11.25477905,10.06363063,-1.761
10.00154213,11.26825917,10.07890371,-1.370
10.04176632,11.28508828,10.10414963,-1.804
10.08785375,11.30832477,10.14501516,-1.783
10.13890106,11.33941605,10.20337762,-1.609
10.18481477,11.37430268,10.28265727,-1.479
10.23518672,11.41674379,10.365351,-1.566
10.29030098,11.46516725,10.43843376,-1.674
10.34850068,11.51667809,10.4905545,-1.609
10.40759087,11.56135655,10.49634852,-1.479
10.46050246,11.60581325,10.48604607,-1.826
10.50170266,11.65007974,10.4746584,-1.739
10.52754023,11.69365512,10.47656707,-1.718
10.52355189,11.73156428,10.51245111,-1.544
10.51548066,11.7682535,10.56752906,-1.523
10.51599833,11.80361043,10.63230273,-1.696
10.53536902,11.83678857,10.69470475,-1.696
10.5863092,11.8610039,10.72630922,-1.935
10.6553329,11.88369794,10.74823039,-1.891
10.73191173,11.90645552,10.76703085,-1.761
10.80398591,11.93023171,10.79003778,-1.848
10.84550149,11.9504954,10.82712204,-1.826
10.8764621,11.97464259,10.87394035,-1.761
10.90431078,12.00426548,10.9271228,-1.348
10.93757775,12.03968469,10.9810657,-1.566
10.98624293,12.07409554,11.02059381,-1.544
11.04922559,12.11491283,11.05491161,-1.674
11.12461203,12.16221609,11.08514523,-1.544
11.20724887,12.21436801,11.1129485,-1.587
11.28158403,12.26515824,11.1366735,-1.544
11.3539626,12.31537342,11.16294805,-1.870
11.42217881,12.3622677,11.19399147,-1.609
11.48418208,12.40328148,11.2304358,-1.587
11.53497775,12.42738953,11.26597254,-1.826
11.57880285,12.44909539,11.30650252,-1.761
11.61711873,12.4735571,11.35099737,-1.653
11.65176563,12.5044209,11.39681423,-1.696
11.6778573,12.54343225,11.43730111,-1.609
11.70890064,12.5879139,11.47306121,-1.935
11.75034954,12.63378039,11.50209852,-1.826
11.80546894,12.67630566,11.5233877,-1.848
11.87296135,12.69966551,11.52766635,-1.696
11.95331942,12.72141714,11.53246783,-1.761
12.0429941,12.74782088,11.54542068,-1.696
12.13712997,12.7840741,11.57194578,-1.718
12.22113723,12.83287827,11.61697942,-1.826
12.30649043,12.89313017,11.67335807,-1.761
12.39522788,12.96063796,11.73428979,-1.652
12.48854651,13.02897981,11.79233817,-1.804
12.58352068,13.08263386,11.82647789,-1.761
12.68162911,13.12910852,11.85804587,-1.631
12.78000251,13.16851397,11.89442001,-1.652
12.87438716,13.20186334,11.94159784,-1.761
12.95662621,13.22544584,12.00712481,-1.761
13.02904772,13.2496019,12.08052079,-1.718
13.09210664,13.27855085,12.15299919,-1.891
13.14858225,13.31474929,12.21461544,-2.130
13.18835426,13.35348562,12.2434102,-1.783
13.24229029,13.40066317,12.25642378,-1.848
13.32390102,13.45487526,12.25994138,-1.609
13.44056251,13.51262622,12.26139213,-1.674
13.60337444,13.56407577,12.26887912,-1.652
13.7825312,13.6124309,12.28493239,-1.761
13.95591992,13.65610701,12.31101784,-1.630
14.10262941,13.6942681,12.34644837,-1.544
14.17853219,13.71841813,12.37725667,-1.674
14.22722098,13.74394855,12.4195718,-1.609
14.26824547,13.77713534,12.47574425,-1.653
14.32070198,13.82222775,12.54497941,-1.674
14.417556,13.8784675,12.62709312,-1.805
14.52906397,13.94633912,12.70784814,-1.870
14.63871233,14.02127925,12.77645938,-2.022
14.72825381,14.0965684,12.8242597,-1.891
14.75377201,14.15598071,12.82781266,-1.804
14.75722409,14.20761176,12.81974044,-1.565
14.7560496,14.25165315,12.81567428,-1.761
14.76802413,14.28907099,12.82915659,-1.804
14.81798674,14.31677674,12.87983074,-1.826
14.89170491,14.34351773,12.94836356,-1.870
14.97957498,14.37291085,13.02190511,-1.783
15.06764605,14.40728423,13.08618854,-1.891
15.12591088,14.43979716,13.10610819,-1.761
15.16895538,14.48173438,13.11458375,-1.848
15.19925157,14.53436376,13.12427292,-1.913
15.22223082,14.59602202,13.14743184,-1.826
15.23900284,14.65945241,13.20362002,-1.739
15.26546809,14.72297954,13.27575804,-1.826
15.3092345,14.7811919,13.35335094,-1.848
15.37335422,14.82915158,13.42410417,-1.674
15.45573072,14.8525587,13.4563296,-1.870
15.54876622,14.86873937,13.47821686,-1.957
15.64197953,14.88503433,13.49924049,-1.978
15.72452286,14.90803641,13.52829565,-1.913
15.77142298,14.93998054,13.5801342,-1.804
15.80516063,14.98479896,13.64008301,-1.891
15.83430319,15.04083671,13.69935204,-1.978
15.86737563,15.10333259,13.74856818,-1.848
15.91295976,15.15785567,13.75967422,-1.848
15.9685571,15.21029538,13.7643054,-1.544
16.03037721,15.25888561,13.77477844,-1.848
16.09200408,15.30245848,13.80159025,-2.066
16.13365116,15.33274929,13.8597056,-2.000
16.17020594,15.36309295,13.93255877,-2.087
16.20462292,15.39854711,14.00835554,-1.913
16.23986776,15.44250211,14.0739793,-2.065
16.27303092,15.49164514,14.09967749,-1.739
16.31266442,15.55067061,14.11101042,-1.891
16.36000625,15.61719228,14.11809308,-1.891
16.41353322,15.686398,14.13190364,-2.065
16.46500394,15.74565147,14.16350745,-2.022
16.51597231,15.79942574,14.2133515,-2.000
16.56297774,15.84617436,14.27918669,-1.805
16.60293704,15.88525808,14.35435862,-1.826
16.62013442,15.90506464,14.42151153,-2.022
16.6370866,15.92621205,14.48388612,-1.978
16.66206484,15.95599774,14.5372128,-1.957
16.70062299,15.99815848,14.57873625,-1.935
16.75746789,16.05715224,14.59881777,-1.674
16.82333834,16.11857482,14.61351178,-1.935
16.88944523,16.17151034,14.63051637,-1.978
16.94668512,16.20661339,14.65622513,-1.848
16.96897976,16.19420362,14.69248861,-1.891
16.98552073,16.17618641,14.74202303,-1.891
17.00803356,16.17154658,14.80223024,-1.891
17.04694839,16.19594029,14.86772026,-1.891
17.11308212,16.27108395,14.92231594,-1.740
17.19889885,16.37180196,14.97469799,-1.978
17.29633674,16.47958731,15.02432703,-2.196
17.39428403,16.57368195,15.07074378,-1.783
17.46418614,16.61122305,15.10812926,-1.870
17.52500383,16.62382795,15.1443385,-1.826
17.57987861,16.62347898,15.18120922,-1.935
17.6318903,16.62447952,15.21937072,-1.913
17.68299371,16.64462978,15.25170686,-2.022
17.73178996,16.6827911,15.28684461,-1.978
17.77532909,16.73752294,15.32549097,-1.848
17.80973419,16.80254034,15.36676265,-1.870
17.81865874,16.85647741,15.40273581,-1.631
17.82143702,16.90971719,15.43984451,-2.065
17.82496869,16.96035836,15.4780873,-2.108
17.83524054,17.00684051,15.51694267,-1.826
17.85179221,17.04138738,15.54660243,-1.848
17.88229545,17.07432666,15.58082817,-1.739
17.92673031,17.10902455,15.62324192,-1.848
17.98176199,17.14772028,15.67528527,-2.065
18.03308671,17.18432171,15.73322181,-1.826
18.08762486,17.22842902,15.79724071,-2.130
18.1428867,17.2805818,15.86310245,-2.022
18.19591766,17.33877795,15.92573218,-1.696
18.2352525,17.3923122,15.96897705,-2.217
18.27230656,17.44660189,16.0084812,-2.043
18.30976516,17.49956369,16.04881379,-1.848
18.34937294,17.54875387,16.09365952,-2.130
18.38529178,17.58367814,16.14259257,-2.130
18.42655396,17.61654683,16.19811582,-1.935
18.47413659,17.65132387,16.25810869,-1.913
18.52713796,17.69120416,16.31855836,-1.891
18.5744874,17.72841986,16.36375365,-1.956
18.62711326,17.77782002,16.40682985,-1.848
18.68601986,17.84137083,16.44970661,-2.131
18.75073669,17.9166122,16.49325657,-1.870
18.80989044,17.9967443,16.53342131,-2.000
18.87549137,18.07224164,16.57360494,-1.957
18.94807432,18.13284865,16.61243633,-2.022
19.02554686,18.17056757,16.64771736,-1.848
19.10055643,18.16259075,16.66718952,-1.978
19.17151871,18.14292225,16.68559036,-2.043
19.2336084,18.12865198,16.70745308,-1.870
19.28309131,18.1351341,16.73615043,-2.000
19.30126183,18.17636433,16.76857045,-2.282
19.31766239,18.24719109,16.81146807,-1.957
19.34455055,18.33933861,16.86455508,-1.675
19.39088432,18.43943446,16.92527442,-2.043
19.46280253,18.51699124,16.98076221,-2.065
19.55166876,18.58382644,17.04027782,-2.000
19.64654855,18.63851746,17.10342285,-1.957
19.73410249,18.68172152,17.16868922,-2.087
19.78428047,18.71005379,17.22669593,-1.913
19.81783344,18.73511525,17.28518295,-1.957
19.84096311,18.76242757,17.34396268,-1.870
19.8614269,18.79571123,17.40157471,-2.130
19.88338752,18.82920049,17.44905199,-1.935
19.91680167,18.87325945,17.49385669,-2.087
19.96511233,18.92827268,17.53635591,-2.109
20.02778421,18.99185867,17.57635876,-2.152
20.09139668,19.05026637,17.60439623,-1.761
20.16462019,19.11293279,17.63443228,-2.065
20.24450351,19.17878506,17.67046015,-1.891
20.32642363,19.24551953,17.7145633,-2.152
20.39461882,19.30217608,17.75963691,-2.043
20.46043142,19.35745736,17.8138842,-2.087
20.52450013,19.41155813,17.87598418,-2.000
20.58651606,19.46364952,17.94199704,-1.913
20.63962944,19.50467716,18.00150283,-2.131
20.69021883,19.54436068,18.0558684,-1.783
20.73831741,19.58421872,18.10215481,-2.022
20.78331571,19.62474232,18.13881879,-1.935
20.81082626,19.65431688,18.15018636,-1.956
20.84236453,19.68964717,18.16476337,-1.892
20.88436339,19.7342674,18.19389725,-2.283
20.94009549,19.7886122,18.24460032,-2.130
21.00687726,19.84797019,18.3237648,-2.087
21.08289615,19.90967022,18.41465776,-2.195
21.16156286,19.96785495,18.50273588,-2.217
21.2352533,20.01717009,18.57338264,-2.152
21.28028329,20.03538376,18.59175096,-2.043
21.3204444,20.05327466,18.59336482,-2.022
21.36335014,20.08276487,18.59343059,-1.935
21.41528676,20.13251383,18.60685501,-1.978
21.47747985,20.21041397,18.6508515,-2.065
21.55149959,20.30386748,18.71762582,-2.282
21.6330002,20.40039059,18.79958864,-2.087
21.71463362,20.48583501,18.88485871,-2.260
21.77553673,20.5246709,18.94248606,-2.087
21.82851744,20.54776208,18.99122283,-2.108
21.87485975,20.56531787,19.03349815,-2.239
21.91651643,20.58716319,19.07252092,-2.152
21.94379843,20.62633443,19.10912212,-2.109
21.97738542,20.67367319,19.1477804,-1.913
22.02364851,20.72283497,19.18935875,-1.891
22.08454881,20.76628013,19.23311049,-2.174
22.15688238,20.77376338,19.26505379,-1.957
22.23326554,20.78248498,19.30279894,-2.261
22.30388699,20.80591425,19.35023328,-1.891
22.35958302,20.85434358,19.4086748,-2.282
22.3707178,20.93835436,19.47249717,-1.913
22.37513846,21.04333145,19.5433202,-2.044
22.38841197,21.15552188,19.61655324,-2.065
22.42328685,21.258985,19.68634955,-2.174
22.4935753,21.31727485,19.73306796,-2.152
22.58502111,21.35807489,19.77469969,-2.130
22.68462874,21.39025801,19.81539746,-2.109
22.77688723,21.42362203,19.85790539,-2.131
22.82218103,21.46679718,19.90167845,-2.043
22.85410002,21.52207943,19.94592392,-2.044
22.88338426,21.58809194,19.98713043,-2.065
22.92053588,21.65963765,20.021387,-2.130
22.97558422,21.71408956,20.02849735,-2.239
23.04487038,21.76860308,20.03609726,-2.043
23.12262198,21.82428289,20.05430818,-2.109
23.19966443,21.88092602,20.09049061,-2.261
23.25005048,21.93204959,20.14822702,-2.109
23.29229789,21.98212957,20.22266467,-2.196
23.33048661,22.02981344,20.30542658,-2.282
23.36961506,22.07319555,20.38577731,-2.304
23.40281933,22.09681782,20.43658447,-2.108
23.45187399,22.12216687,20.47761241,-2.304
23.52302215,22.15616787,20.51370615,-2.152
23.61647354,22.20324434,20.550054,-2.130
23.72524013,22.25948771,20.58723017,-2.152
23.83859597,22.32921803,20.63210706,-2.217
23.94233201,22.40830129,20.68521204,-2.412
24.02308448,22.48980597,20.74411371,-2.130
24.04852394,22.55257466,20.79343494,-2.130
24.05388014,22.61025054,20.84530653,-1.913
24.05475572,22.66364841,20.89991446,-2.087
24.06628477,22.71333036,20.95630204,-2.087
24.10085281,22.75145471,21.00318117,-2.326
24.15947913,22.78973273,21.05307273,-2.347
24.23777483,22.8305807,21.1077713,-2.174
24.32583016,22.87442403,21.16710601,-2.108
24.39475963,22.91009576,21.22251232,-2.087
24.45906482,22.95053541,21.28062675,-2.022
24.51778113,22.99712635,21.34024966,-1.957
24.57090863,23.04926556,21.39920023,-2.174
24.60876272,23.0941302,21.44125287,-2.065
24.64909538,23.14523966,21.48634267,-2.283
24.69789111,23.20381269,21.53940263,-1.913
24.758115,23.26885521,21.60251964,-2.326
24.82198741,23.32831716,21.67257145,-2.152
24.89619965,23.3919384,21.74699157,-1.956
24.97699149,23.45870074,21.81932461,-2.109
25.0580707,23.52585715,21.88267901,-2.065
25.11777446,23.57968041,21.91229787,-2.152
25.17282702,23.63182916,21.93713301,-2.065
25.22561291,23.68343606,21.96722895,-1.978
25.27782198,23.73469783,22.01017424,-1.804
25.32210208,23.7727423,22.07086367,-2.282
25.37021458,23.81561278,22.14299615,-2.326
25.42412584,23.86707312,22.21791837,-2.347
25.48361523,23.92761425,22.28507785,-2.218
25.533904,23.98942728,22.31592821,-2.087
25.59231723,24.05430104,22.33583026,-2.065
25.66132464,24.11726248,22.35328271,-2.218
25.74058081,24.17287767,22.37692957,-2.195
25.8171902,24.1982417,22.40988584,-2.239
25.90107925,24.22139969,22.46051613,-2.370
25.98994231,24.25175318,22.52921114,-2.152
26.07916147,24.29597145,22.61185796,-2.283
26.15170232,24.35630602,22.68959863,-2.239
26.21911416,24.42884871,22.77166343,-2.152
26.28160411,24.50576011,22.85455459,-2.261
26.33899125,24.57731136,22.93397893,-2.260
26.37837444,24.61362258,22.99551391,-2.108
26.41943937,24.64306848,23.05167157,-2.130
26.46792786,24.67425492,23.10489297,-2.109
26.52682397,24.714545,23.15686311,-2.000
26.58703488,24.76667728,23.1978343,-2.413
26.65906992,24.83171514,23.24339675,-2.022
26.74128179,24.90517486,23.29640143,-2.195
26.82903612,24.97953223,23.35642688,-2.217
26.90176422,25.02969578,23.4138443,-2.391
26.97509799,25.07549626,23.47270242,-2.261
27.04953031,25.1205179,23.52951941,-2.348
27.12395888,25.16772484,23.58060254,-2.282
27.18743093,25.2099129,23.60614096,-2.347
27.24929479,25.26004823,23.63302182,-2.065
27.30936337,25.31933055,23.67054793,-2.174
27.36636405,25.38527051,23.72498685,-2.196
27.40310965,25.4439477,23.79658281,-2.217
27.44275872,25.5012543,23.88299951,-2.196
27.49146765,25.55363266,23.97622064,-2.282
27.55219979,25.59747683,24.06576304,-2.217
27.61677883,25.61374386,24.12269388,-2.391
27.69172127,25.62846893,24.1695464,-2.261
27.77278732,25.65093083,24.21164782,-2.065
27.85317088,25.68781409,24.25409698,-2.347
27.91011019,25.73773681,24.29810258,-2.456
27.96133434,25.80428383,24.34787183,-2.304
28.00977485,25.88270233,24.402882,-1.891
28.05788186,25.96507111,24.46074755,-2.347
28.09587591,26.02516183,24.49932689,-1.935
28.14144615,26.08289706,24.54659217,-2.065
28.19830761,26.14110664,24.60955104,-2.326
28.26634955,26.20165256,24.69102382,-2.195
28.33206328,26.25810137,24.78790957,-2.413
28.40422376,26.31869982,24.89264338,-2.218
28.47940851,26.3827403,24.9935926,-2.282
28.55253704,26.44724602,25.07831251,-2.261
28.60234655,26.49397574,25.11680903,-2.261
28.64986454,26.54075961,25.13610122,-2.152
28.69996707,26.59042376,25.14643925,-2.282
28.75584341,26.64395653,25.15865319,-2.130
28.8089275,26.68986793,25.17706496,-2.196
28.87173291,26.74170396,25.21352368,-2.174
28.94414975,26.80002854,25.27017274,-2.261
29.02266895,26.86253896,25.34368743,-2.195
29.0891926,26.91523393,25.41415802,-2.130
29.15647171,26.96750897,25.49116538,-2.456
29.22412065,27.01835815,25.57008191,-2.283
29.29100013,27.06627006,25.64518411,-2.174
29.33951538,27.09310969,25.69856683,-2.348
29.39389146,27.12487555,25.74513054,-2.413
29.46020703,27.16915056,25.78785718,-2.218
29.54054709,27.22958871,25.82903789,-2.217
29.62538493,27.30056045,25.86093276,-2.239
29.71814553,27.38205681,25.89716691,-2.087
29.81166939,27.4658852,25.94029261,-2.435
29.89663466,27.54189407,25.99017084,-2.196
29.94715228,27.58340986,26.03113021,-2.304
29.98360076,27.61205732,26.08013122,-2.370
30.01130855,27.63442866,26.13846333,-2.152
30.03619689,27.65787693,26.20438886,-2.239
30.05065823,27.67710199,26.26600835,-2.022
30.07912485,27.71505007,26.32888362,-2.326
30.12913648,27.77813611,26.38986158,-2.325
30.20244809,27.86620335,26.44539516,-2.174
30.28682839,27.9679971,26.47523117,-2.152
30.38524276,28.07846494,26.50584551,-2.087
30.48881289,28.1850728,26.5455517,-2.195
30.58679559,28.27541456,26.59947917,-2.239
30.64984473,28.3157175,26.66500621,-2.195
30.70203658,28.34181346,26.742339,-2.108
30.74972362,28.36725318,26.82445533,-2.217
30.79895277,28.4039186,26.90206254,-2.456
30.84460921,28.46093966,26.94628033,-2.391
30.90220278,28.53443579,26.98246797,-2.326
30.97366276,28.61682646,27.01713299,-2.521
31.05601023,28.69702675,27.0558084,-2.391
31.13040436,28.73933013,27.09828781,-2.348
31.20659476,28.77503448,27.14922781,-2.261
31.28081158,28.81207604,27.20683397,-2.239
31.34868481,28.85716978,27.26694623,-2.261
31.38764576,28.91096192,27.30422004,-2.348
31.42570794,28.97665619,27.34686011,-2.391
31.47139559,29.05035639,27.40121492,-2.282
31.53012734,29.12492976,27.46994215,-2.369
31.59615479,29.1729989,27.54937466,-2.478
31.67554404,29.21781073,27.63457426,-2.392
31.76307291,29.26334,27.71593204,-2.283
31.85009749,29.31207312,27.78315656,-2.413
31.9095963,29.35700094,27.8054221,-2.043
31.96102467,29.40725039,27.81571364,-2.413
32.007423,29.46208158,27.82624501,-2.500
32.05200933,29.51848732,27.84802644,-2.109
32.08270172,29.55617655,27.88667723,-2.500
32.12462552,29.59702424,27.94579821,-2.587
32.18460214,29.64562468,28.02202457,-2.326
32.26393686,29.70425282,28.10777262,-2.630
32.35016464,29.76143309,28.17312301,-2.196
32.44573254,29.83077209,28.2420322,-2.434
32.54136408,29.91136128,28.31733828,-2.326
32.62602138,29.99847023,28.39986529,-2.196
32.66978738,30.07188136,28.48221125,-2.413
32.69799731,30.14274319,28.56780985,-2.304
32.7181409,30.2083773,28.65212218,-2.195
32.73781594,30.26530487,28.7289835,-2.413
32.75170697,30.2974181,28.7752637,-2.435
32.78047315,30.32266037,28.81370505,-2.391
32.82853926,30.34636409,28.85033896,-2.282
32.89417136,30.37303161,28.88998555,-2.456
32.95840433,30.38990313,28.92628844,-2.326
33.0283021,30.42346369,28.9731863,-2.413
33.09633153,30.48018657,29.03209288,-2.413
33.15365624,30.56050095,29.10061499,-2.456
33.17523124,30.65271133,29.15902515,-2.326
33.18331571,30.75469186,29.22317958,-2.261
33.18474728,30.85505528,29.29243762,-2.586
33.18647918,30.94164321,29.36383274,-2.326
33.17827863,30.98144895,29.42183618,-2.348
33.18847508,31.00621419,29.47788009,-2.543
33.2242025,31.02684231,29.531592,-2.413
33.28514592,31.05339546,29.58159945,-2.652
33.36013282,31.08971948,29.61187867,-2.543
33.440786,31.14166957,29.64345817,-2.543
33.51258508,31.20723014,29.68195386,-2.391
33.56232751,31.28038998,29.73049008,-2.261
33.54915044,31.33034972,29.77785257,-2.370
33.52498948,31.38637569,29.83910839,-2.478
33.51152559,31.4533961,29.9142748,-2.239
33.52683606,31.53310031,29.99947361,-2.565
33.58803987,31.61941468,30.07512844,-2.173
33.68072108,31.71118744,30.15304267,-2.347
33.78904135,31.80080839,30.23078355,-2.238
33.89265383,31.87977719,30.30467721,-2.435
33.9376583,31.91730616,30.35654713,-2.499
33.96690749,31.94819374,30.40504497,-2.587
33.99192635,31.98411027,30.45406522,-2.261
34.02383692,32.0342015,30.5057106,-2.261
34.0720624,32.09896541,30.54847341,-2.500
34.1333802,32.18186037,30.5983343,-2.413
34.20123317,32.27678322,30.65690601,-2.435
34.26553805,32.37332455,30.72252488,-2.608
34.288211,32.43831447,30.77671108,-2.652
34.30615248,32.49534157,30.83606899,-2.326
34.32889706,32.54725607,30.90087191,-2.347
34.36359376,32.5963,30.96893599,-2.195
34.40907168,32.63464119,31.02423396,-2.521
34.46844369,32.67503502,31.08046889,-2.522
34.53606542,32.71916041,31.13805504,-2.239
34.60300545,32.7661281,31.19589979,-2.326
34.63654485,32.795311,31.23689028,-2.609
34.66616764,32.83167811,31.28237768,-2.499
34.6984816,32.87990159,31.33691338,-2.586
34.73845006,32.9409631,31.40201283,-2.369
34.77922323,33.00278123,31.46406184,-2.261
34.83284862,33.07345063,31.53679823,-2.544
34.89835358,33.1489851,31.61868547,-2.522
34.97079078,33.22346054,31.70479457,-2.543
35.02500642,33.27013935,31.77512449,-2.500
35.08120479,33.31679323,31.84236566,-2.456
35.14057048,33.36995592,31.90577694,-2.456
35.20248191,33.43334614,31.96421675,-2.543
35.24933817,33.50002351,31.99898852,-2.564
35.30159548,33.57603858,32.037475,-2.543
35.36177124,33.65699501,32.08754972,-2.391
35.42870597,33.73600213,32.15294831,-2.543
35.48608927,33.78410377,32.2255282,-2.587
35.54543419,33.83022454,32.30952714,-2.608
35.60428458,33.88137491,32.39828844,-2.435
35.65865511,33.9422774,32.48277252,-2.478
35.68394528,34.00542557,32.5335223,-2.478
35.70950743,34.08139351,32.57696508,-2.456
35.74319949,34.1677531,32.6199105,-2.630
35.78963493,34.25824979,32.66820141,-2.522
35.83902485,34.32737975,32.71519207,-2.565
35.90273722,34.39417798,32.77660422,-2.499
35.97740094,34.45998471,32.85353324,-2.347
36.05568524,34.52515029,32.94202905,-2.629
36.1107975,34.57261167,33.02028408,-2.565
36.16173246,34.62657427,33.10015022,-2.565
36.20997077,34.6919748,33.17777764,-2.738
36.25660904,34.76919286,33.24821919,-2.694
36.28458597,34.84500414,33.29001395,-2.435
36.32193077,34.92515982,33.32615652,-2.543
36.37597187,35.00365833,33.36285657,-2.673
36.44882913,35.07331165,33.40462102,-2.456
36.5269333,35.10607211,33.44237272,-2.347
36.616805,35.13370486,33.49272793,-2.609
36.71066115,35.16671038,33.55754782,-2.586
36.79802684,35.21357018,33.63472889,-2.325
36.84729664,35.26678456,33.70157053,-2.499
36.8842311,35.34416603,33.77875227,-2.565
36.91479886,35.44492971,33.86666448,-2.435
36.94469923,35.56126948,33.96221674,-2.543
36.96489236,35.67077669,34.04945723,-2.478
36.99809612,35.77270419,34.13565727,-2.565
37.04956435,35.85701496,34.21685261,-2.370
37.11911159,35.91650714,34.28855949,-2.543
37.18682998,35.91825532,34.32548,-2.543
37.26690031,35.91542909,34.36023781,-2.630
37.35518944,35.93090842,34.40294576,-2.456
37.44468435,35.98177029,34.45995083,-2.434
37.50829945,36.08173489,34.52608711,-2.521
37.5682521,36.21348373,34.60579748,-2.522
37.62739078,36.35744865,34.69230573,-2.630
37.68690548,36.49026336,34.7755246,-2.935
37.73292151,36.55200225,34.82377351,-2.499
37.78336887,36.59273261,34.86286794,-2.326
37.8403423,36.62771428,34.89874539,-2.521
37.9027639,36.67158004,34.9371569,-2.522
37.94861582,36.73995853,34.96842372,-2.521
38.00221965,36.82376452,35.01623766,-2.456
38.0667377,36.91338949,35.08565493,-2.587
38.14167089,36.9956649,35.17545026,-2.783
38.20933092,37.02417905,35.26930886,-2.673
38.28465633,37.04577229,35.3698617,-2.456
38.3659523,37.07454104,35.46778665,-2.543
38.44881761,37.12188275,35.55327017,-2.478
38.507826,37.19315484,35.59305685,-2.717
38.56775648,37.28576606,35.6244829,-2.630
38.63226943,37.39038618,35.66033938,-2.586
38.70206251,37.49357784,35.71077033,-2.543
38.76192942,37.55255248,35.77701205,-2.391
38.82654068,37.60325893,35.86236014,-2.608
38.89478472,37.65366209,35.96031323,-2.500
38.96273445,37.71009643,36.05998316,-2.586
39.00494066,37.7703193,36.12440573,-2.674
39.04774773,37.83972282,36.18313136,-2.457
39.09602989,37.91433347,36.24134618,-2.652
39.15186039,37.98698416,36.30296372,-2.478
39.20011503,38.02401092,36.36060893,-2.673
39.25883668,38.06000052,36.42622205,-2.609
39.32834378,38.10316536,36.49932525,-2.521
39.40507769,38.15866839,36.57596216,-2.629
39.46494277,38.22012335,36.62938634,-2.413
39.52846966,38.29448027,36.68587418,-2.500
39.59650506,38.37722317,36.74912069,-2.608
39.66753515,38.4608457,36.81963802,-2.565
39.72050748,38.5116308,36.88546888,-2.391
39.77860623,38.56376045,36.95528278,-2.717
39.84483406,38.62510787,37.02633687,-2.695
39.91854671,38.7002841,37.09459667,-2.457
39.98124459,38.78254218,37.13062364,-2.825
40.04898605,38.87694535,37.17292558,-2.673
40.12056836,38.97743821,37.23252312,-2.500
40.19218014,39.07507503,37.31516127,-2.695
40.2378238,39.13349253,37.41682388,-2.608
40.28513924,39.18860935,37.53251996,-2.587
40.33923341,39.24874906,37.64927331,-2.565
40.40187232,39.31893002,37.75206485,-2.434
40.45787125,39.39341282,37.79740763,-2.652
40.52256215,39.47573859,37.8265969,-2.565
40.59435889,39.55914637,37.85289109,-2.739
40.66830538,39.63432063,37.88821191,-2.608
40.71771714,39.66585235,37.93775468,-2.609
40.76735056,39.69021869,38.00576226,-2.825
40.82091076,39.71814986,38.08812431,-2.673
40.87992408,39.75838189,38.17626637,-2.608
40.92602043,39.80480732,38.23156901,-2.587
40.9836628,39.87372715,38.29086619,-2.760
41.05593089,39.96444217,38.36149547,-2.890
41.14085817,40.07011348,38.44726697,-2.609
41.21793999,40.16218793,38.54149403,-2.652
41.29937593,40.25569948,38.64577034,-2.586
41.38062879,40.3470439,38.75182768,-2.543
41.45540586,40.43214738,38.84894461,-2.869
41.49379733,40.48490209,38.90156186,-2.587
41.52873721,40.53888321,38.94326939,-2.521
41.56886045,40.6035281,38.98346594,-2.631
41.61968111,40.6837706,39.03022708,-2.782
41.67191274,40.77008364,39.07730112,-2.782
41.73814635,40.86882477,39.14245276,-3.000
41.81575876,40.97263471,39.22674789,-2.673
41.89815965,41.07094658,39.32539274,-2.695
41.95167107,41.12799541,39.41159594,-2.629
42.00824329,41.17589679,39.50207307,-2.739
42.07305429,41.22280326,39.59393207,-2.630
42.14782023,41.27587604,39.68279653,-2.652
42.21901933,41.32504145,39.74403173,-2.847
42.29733057,41.39403744,39.80488259,-2.870
42.378556,41.48628515,39.87147035,-2.804
42.45561411,41.59834801,39.94670393,-2.717
42.49719766,41.70556135,40.01730733,-2.739
42.53415329,41.81855323,40.09770383,-2.761
42.57353626,41.92963733,40.18600007,-2.544
42.6202519,42.02961816,40.27675129,-2.630
42.66111312,42.08696868,40.34174341,-2.673
42.71794309,42.13266748,40.40702265,-2.564
42.79278948,42.17538543,40.47657254,-2.695
42.88231448,42.222215,40.55205221,-2.717
42.95997976,42.26412646,40.61659395,-2.673
43.04541552,42.32173711,40.6915846,-2.803
43.13649566,42.3975067,40.77874393,-2.652
43.22832261,42.48841847,40.87522825,-2.738
43.29548034,42.5661883,40.95835867,-2.586
43.36093315,42.65461085,41.0444555,-2.760
43.42740461,42.75334381,41.13140774,-2.587
43.49528168,42.85857425,41.21506629,-2.738
43.54392022,42.94740608,41.27021204,-2.456
43.59914913,43.03753985,41.3244287,-2.608
43.66462101,43.12837977,41.38383225,-2.934
43.73943018,43.21721531,41.45165631,-2.869
43.80243074,43.27894046,41.51239865,-2.847
43.87098449,43.34255859,41.58641333,-2.804
43.94328079,43.41380965,41.67437793,-2.521
44.0148628,43.49458642,41.77222946,-2.738
44.05713201,43.56896486,41.85407144,-2.760
44.10095756,43.65276235,41.9393531,-2.913
44.15261546,43.74448507,42.02709945,-2.783
44.21479919,43.83963463,42.11412687,-2.630
44.27169589,43.90692293,42.17648031,-2.868
