dV/V0,delta1 (%),delta2 (%),delta3(%),theta1 (deg),theta2 (deg),theta3(deg)
0.576703297,4.166077778,3.720633333,3.587,0.164375934,0.315615784,0.416813818
0.578461538,4.166077778,3.767522222,3.587,0.15837734,0.315615784,0.408598478
0.58021978,4.166077778,3.765177778,3.582311111,0.170330568,0.315615784,0.412707522
0.581978022,4.1567,3.779244444,3.582311111,0.170330568,0.315615784,0.354715648
0.583736264,4.173111111,3.779244444,3.594033333,0.170330568,0.315615784,0.43435895
0.585494505,4.161388889,3.779244444,3.594033333,0.145914932,0.315615784,0.415856397
0.587252747,4.173111111,3.844888889,3.594033333,0.121404163,0.301307091,0.390648954
0.589010989,4.161388889,3.8402,3.612788889,0.14554203,0.301307091,0.362732607
0.590769231,4.208277778,3.8402,3.645611111,0.157743327,0.298379472,0.466135232
0.592527473,4.208277778,3.889433333,3.654988889,0.151643953,0.298379472,0.444463307
0.594285714,4.229377778,3.873022222,3.657333333,0.139768427,0.298379472,0.449150685
0.596043956,4.290333333,3.889433333,3.659677778,0.151689951,0.298379472,0.459235742
0.597802198,4.290333333,3.891777778,3.659677778,0.151689951,0.35141333,0.452298133
0.59956044,4.292677778,3.898811111,3.715944444,0.151689951,0.35141333,0.491283783
0.601318681,4.318466667,3.943355556,3.715944444,0.121650004,0.35141333,0.401334345
0.603076923,4.337222222,3.950388889,3.715944444,0.121600856,0.35141333,0.445707953
0.604835165,4.3677,3.896466667,3.715944444,0.109583689,0.35141333,0.474626527
0.606593407,4.363011111,3.912877778,3.762833333,0.115592267,0.35141333,0.463629853
0.608351648,4.391144444,3.931633333,3.762833333,0.121650004,0.35141333,0.458591267
0.61010989,4.400522222,3.929288889,3.739388889,0.121453352,0.35141333,0.432831284
0.611868132,4.405211111,3.929288889,3.7347,0.115442872,0.35141333,0.420239555
0.613626374,4.4099,3.969144444,3.751111111,0.115442872,0.35141333,0.496300817
0.615384615,4.4099,3.9879,3.751111111,0.115442872,0.35141333,0.468971551
0.617142857,4.426311111,3.9879,3.751111111,0.115442872,0.35141333,0.4377982
0.618901099,4.426311111,3.997277778,3.751111111,0.115442872,0.35141333,0.396518634
0.620659341,4.4521,4.041822222,3.769866667,0.145495373,0.372168539,0.402831241
0.622417582,4.4521,4.041822222,3.786277778,0.175591624,0.375699034,0.42929803
0.624175824,4.454444444,4.046511111,3.795655556,0.175591624,0.403860468,0.427102097
0.625934066,4.459133333,4.044166667,3.802688889,0.121453352,0.406780018,0.531955447
0.627692308,4.461477778,4.044166667,3.802688889,0.12150253,0.395400371,0.456694843
0.629450549,4.468511111,4.069955556,3.830822222,0.085072634,0.436818079,0.427102097
0.631208791,4.468511111,4.100433333,3.8613,0.091191627,0.412319792,0.48311717
0.632967033,4.531811111,4.1145,3.880055556,0.199631464,0.356636306,0.439995962
0.634725275,4.555255556,4.121533333,3.9035,0.133570168,0.358938241,0.466135232
0.636483516,4.5787,4.130911111,3.898811111,0.085284677,0.386635478,0.460146044
0.638241758,4.5787,4.121533333,3.929288889,0.145448707,0.392176621,0.502301309
0.64,4.583388889,4.123877778,3.929288889,0.115293383,0.448486562,0.499158493
0.641758242,4.606833333,4.1145,3.929288889,0.115293383,0.395400371,0.445640723
0.643516484,4.618555556,4.116844444,3.929288889,0.145355344,0.40850463,0.433023585
0.645274725,4.625588889,4.121533333,3.929288889,0.217387621,0.344623554,0.451646915
0.647032967,4.625588889,4.142633333,3.931633333,0.205479985,0.333547433,0.498830285
0.648791209,4.625588889,4.1778,3.943355556,0.066810268,0.251222462,0.474307787
0.650549451,4.646688889,4.142633333,3.943355556,0.121158065,0.372323759,0.396690656
0.652307692,4.646688889,4.203588889,3.948044444,0.066810268,0.363857356,0.48563951
0.654065934,4.646688889,4.203588889,3.948044444,0.145261942,0.352775935,0.465188878
0.655824176,4.665444444,4.203588889,3.994933333,0.162179647,0.344623554,0.459197468
0.657582418,4.691233333,4.236411111,3.994933333,0.121354964,0.344623554,0.462347073
0.659340659,4.693577778,4.280955556,4.001966667,0.156195806,0.344623554,0.462347073
0.661098901,4.709988889,4.229377778,4.016033333,0.180871484,0.341696778,0.450696248
0.662857143,4.717022222,4.280955556,4.058233333,0.283450064,0.338769436,0.453546872
0.664615385,4.733433333,4.287988889,4.058233333,0.121158065,0.338769436,0.385820854
0.666373626,4.740466667,4.299711111,4.058233333,0.127269548,0.338769436,0.466751091
0.668131868,4.740466667,4.302055556,4.058233333,0.151183448,0.338769436,0.459805202
0.66989011,4.799077778,4.302055556,4.067611111,0.053988425,0.338769436,0.47840172
0.671648352,4.799077778,4.306744444,4.074644444,0.17511257,0.338769436,0.467059605
0.673406593,4.817833333,4.365355556,4.074644444,0.163033951,0.358627377,0.410789595
0.675164835,4.815488889,4.365355556,4.095744444,0.187146357,0.372938795,0.479345722
0.676923077,4.845966667,4.363011111,4.1145,0.187146357,0.371091882,0.48249291
0.678681319,4.906922222,4.365355556,4.1145,0.187146357,0.365545348,0.495401937
0.68043956,4.932711111,4.365355556,4.1145,0.180957512,0.396209393,0.499816152
0.682197802,4.9163,4.365355556,4.1145,0.168962952,0.373711542,0.479345722
0.683956044,4.918644444,4.351288889,4.1145,0.168962952,0.373711542,0.500755184
0.685714286,4.972566667,4.355977778,4.1145,0.168962952,0.378953189,0.500755184
0.687472527,4.970222222,4.358322222,4.144977778,0.168962952,0.373711542,0.503901063
0.689230769,4.970222222,4.405211111,4.1778,0.168962952,0.373711542,0.495075784
0.690989011,5.026488889,4.419277778,4.1778,0.168962952,0.373711542,0.5218309
0.692747253,5.007733333,4.416933333,4.1778,0.168962952,0.415186951,0.440949111
0.694505495,5.0007,4.426311111,4.1778,0.168962952,0.448223654,0.504232989
0.696263736,5.010077778,4.470855556,4.159044444,0.168962952,0.448223654,0.494461662
0.698021978,5.014766667,4.468511111,4.159044444,0.168962952,0.442375332,0.50296288
0.69978022,5.014766667,4.463822222,4.227033333,0.168962952,0.442375332,0.506442391
0.701538462,5.026488889,4.524777778,4.243444444,0.168962952,0.442375332,0.497936726
0.703296703,5.026488889,4.463822222,4.2411,0.168962952,0.473946656,0.506109019
0.705054945,5.033522222,4.489611111,4.238755556,0.241152158,0.468390313,0.514947399
0.706813187,5.049933333,4.520088889,4.255166667,0.204873299,0.46546966,0.514947399
0.708571429,5.110888889,4.520088889,4.266888889,0.204873299,0.468390313,0.513335174
0.71032967,5.110888889,4.520088889,4.266888889,0.192745774,0.493537611,0.500755184
0.712087912,5.110888889,4.562288889,4.266888889,0.186722542,0.476866353,0.495728502
0.713846154,5.174188889,4.552911111,4.266888889,0.180699319,0.473946656,0.496668837
0.715604396,5.176533333,4.548222222,4.273922222,0.180699319,0.40963454,0.445345811
0.717362637,5.204666667,4.5576,4.273922222,0.180699319,0.451435893,0.496668837
0.719120879,5.2117,4.559944444,4.3044,0.186722542,0.476300895,0.554319995
0.720879121,5.2117,4.559944444,4.334877778,0.186722542,0.481578521,0.526597428
0.722637363,5.230455556,4.559944444,4.334877778,0.186595224,0.418408709,0.513074534
0.724395604,5.230455556,4.555255556,4.337222222,0.186595224,0.449670601,0.501746341
0.726153846,5.230455556,4.559944444,4.344255556,0.186595224,0.40490745,0.534520385
0.727912088,5.258588889,4.559944444,4.351288889,0.180699319,0.410232285,0.566886856
0.72967033,5.289066667,4.569322222,4.351288889,0.180699319,0.423072983,0.566886856
0.731428571,5.286722222,4.569322222,4.374733333,0.180699319,0.390053685,0.566886856
0.733186813,5.286722222,4.606833333,4.374733333,0.192369282,0.382363506,0.564669621
0.734945055,5.265622222,4.646688889,4.402866667,0.198274474,0.438866076,0.570400903
0.736703297,5.267966667,4.649033333,4.402866667,0.198233206,0.481014929,0.563746022
0.738461538,5.298444444,4.649033333,4.414588889,0.198191929,0.455840707,0.535100207
0.74021978,5.314855556,4.677166667,4.461477778,0.198233206,0.386211795,0.555246132
0.741978022,5.314855556,4.681855556,4.445066667,0.192159811,0.413995086,0.544530956
0.743736264,5.319544444,4.6842,4.454444444,0.192159811,0.413995086,0.528462601
0.745494505,5.368777778,4.672477778,4.461477778,0.192159811,0.413995086,0.528462601
0.747252747,5.399255556,4.686544444,4.461477778,0.204183405,0.413995086,0.505171231
0.749010989,5.434422222,4.745155556,4.487266667,0.204183405,0.413995086,0.48092343
0.750769231,5.429733333,4.709988889,4.510711111,0.204183405,0.413995086,0.549321495
0.752527473,5.453177778,4.714677778,4.510711111,0.198150644,0.413995086,0.613710796
0.754285714,5.453177778,4.714677778,4.522433333,0.198150644,0.452915553,0.613710796
0.756043956,5.471933333,4.728744444,4.522433333,0.204305331,0.45555256,0.636100631
0.757802198,5.490688889,4.7475,4.522433333,0.204305331,0.44706354,0.517158635
0.75956044,5.509444444,4.7686,4.522433333,0.215973061,0.44706354,0.527877233
0.761318681,5.474277778,4.785011111,4.522433333,0.216091351,0.488940866,0.543959546
0.763076923,5.490688889,4.763911111,4.522433333,0.20989575,0.500074846,0.567258705
0.764835165,5.558677778,4.801422222,4.534155556,0.234122324,0.45761484,0.555610667
0.766593407,5.523511111,4.777977778,4.534155556,0.228085708,0.45761484,0.556171821
0.768351648,5.539922222,4.822522222,4.548222222,0.228085708,0.457326873,0.477142341
0.77010989,5.556333333,4.785011111,4.566977778,0.228085708,0.457326873,0.548960868
0.771868132,5.5493,4.862377778,4.585733333,0.228085708,0.457326873,0.441533571
0.773626374,5.582122222,4.862377778,4.583388889,0.228085708,0.457326873,0.523451752
0.775384615,5.5704,4.862377778,4.625588889,0.228085708,0.457326873,0.531955447
0.777142857,5.5704,4.8741,4.625588889,0.228085708,0.457326873,0.51213742
0.778901099,5.631355556,4.899888889,4.646688889,0.228085708,0.457326873,0.521583075
0.780659341,5.631355556,4.899888889,4.644344444,0.228085708,0.457326873,0.56411592
0.782417582,5.631355556,4.899888889,4.660755556,0.228085708,0.477526272,0.535804358
0.784175824,5.6337,4.899888889,4.651377778,0.228085708,0.477526272,0.59093249
0.785934066,5.6548,4.906922222,4.677166667,0.246086784,0.421888323,0.584648451
0.787692308,5.704033333,4.906922222,4.677166667,0.246050503,0.433011365,0.53545206
0.789450549,5.699344444,4.899888889,4.677166667,0.246050503,0.443845551,0.545246846
0.791208791,5.694655556,4.904577778,4.660755556,0.246050503,0.518882662,0.568181951
0.792967033,5.694655556,4.911611111,4.660755556,0.246050503,0.363374343,0.569478057
0.794725275,5.694655556,4.913955556,4.637311111,0.282090806,0.458190349,0.544317216
0.796483516,5.692311111,4.892855556,4.630277778,0.282090806,0.416625385,0.572620513
0.798241758,5.694655556,4.899888889,4.630277778,0.269970943,0.516506653,0.566335013
0.8,5.689966667,4.902233333,4.6209,0.269970943,0.53218785,0.549321495
