Test,Sample1,Sample2,Sample3,theta=90,t1=0.25mm,t2=0.75mm,H=18mm,R=10mm,flow=0.3ml/min
dv (ml),p (kpa),p (kpa),p (kpa),,,,,,
2.8935,-2.589994772,-2.631857869,-2.787992204,,,,,,
2.893666667,-2.5469885,-2.729190963,-2.759960955,,,,,,
2.893833333,-2.505167027,-2.701709972,-2.787992204,,,,,,
2.894,-2.491630871,-2.6461139,-2.816023454,,,,,,
2.894166667,-2.533522476,-2.758352156,-2.787992204,,,,,,
2.894333333,-2.589176003,-2.631406056,-2.745141541,,,,,,
2.8945,-2.520015625,-2.701709972,-2.746213801,,,,,,
2.894666667,-2.519676271,-2.729190963,-2.759410696,,,,,,
2.894833333,-2.618054336,-2.674173464,-2.759410696,,,,,,
2.895,-2.533522476,-2.701187971,-2.74567713,,,,,,
2.895166667,-2.589994772,-2.730292592,-2.857745584,,,,,,
2.895333333,-2.65942317,-2.6461139,-2.787992204,,,,,,
2.8955,-2.519337602,-2.729741222,-2.787992204,,,,,,
2.895666667,-2.561173011,-2.758352156,-2.745141541,,,,,,
2.895833333,-2.589584975,-2.757772471,-2.801711357,,,,,,
2.896,-2.645647473,-2.799508738,-2.787992204,,,,,,
2.896166667,-2.589584975,-2.701709972,-2.787992204,,,,,,
2.896333333,-2.519337602,-2.730292592,-2.717660017,,,,,,
2.8965,-2.603388943,-2.701709972,-2.844054703,,,,,,
2.896666667,-2.520015625,-2.660384338,-2.816023454,,,,,,
2.896833333,-2.60381247,-2.757193955,-2.759960955,,,,,,
2.897,-2.65942317,-2.701709972,-2.787992204,,,,,,
2.897166667,-2.575371829,-2.645181987,-2.773130425,,,,,,
2.897333333,-2.533875644,-2.65942317,-2.81541668,,,,,,
2.8975,-2.533170019,-2.674173464,-2.829728471,,,,,,
2.897666667,-2.519337602,-2.729190963,-2.844691017,,,,,,
2.897833333,-2.561553725,-2.686932923,-2.81541668,,,,,,
2.898,-2.631406056,-2.715457397,-2.676333633,,,,,,
2.898166667,-2.518999615,-2.729190963,-2.81541668,,,,,,
2.898333333,-2.575371829,-2.758352156,-2.801711357,,,,,,
2.8985,-2.57616311,-2.660384338,-2.759960955,,,,,,
2.898666667,-2.603388943,-2.758352156,-2.787992204,,,,,,
2.898833333,-2.519337602,-2.674173464,-2.760512325,,,,,,
2.899,-2.561553725,-2.673678723,-2.718168401,,,,,,
2.899166667,-2.561553725,-2.701709972,-2.74567713,,,,,,
2.899333333,-2.589176003,-2.674173464,-2.885762698,,,,,,
2.8995,-2.602966269,-2.673184979,-2.731929705,,,,,,
2.899666667,-2.575371829,-2.658944038,-2.773694244,,,,,,
2.899833333,-2.533875644,-2.701709972,-2.732452761,,,,,,
2.9,-2.603388943,-2.715457397,-2.8023046,,,,,,
2.900166667,-2.618054336,-2.701709972,-2.731929705,,,,,,
2.900333333,-2.505491226,-2.658944038,-2.801711357,,,,,,
2.9005,-2.57576707,-2.74347451,-2.81541668,,,,,,
2.900666667,-2.589994772,-2.702233028,-2.844054703,,,,,,
2.900833333,-2.491630871,-2.674173464,-2.816023454,,,,,,
2.901,-2.533170019,-2.744039467,-2.759410696,,,,,,
2.901166667,-2.561553725,-2.715457397,-2.829728471,,,,,,
2.901333333,-2.533170019,-2.702233028,-2.802899042,,,,,,
2.9015,-2.5469885,-2.715457397,-2.731407704,,,,,,
2.901666667,-2.575371829,-2.687948668,-2.718677814,,,,,,
2.901833333,-2.505491226,-2.674173464,-2.816023454,,,,,,
2.902,-2.589584975,-2.701709972,-2.844691017,,,,,,
2.902166667,-2.618054336,-2.701709972,-2.844054703,,,,,,
2.902333333,-2.533170019,-2.729741222,-2.843419672,,,,,,
2.9025,-2.505491226,-2.757772471,-2.759410696,,,,,,
2.902666667,-2.617178995,-2.701187971,-2.788571889,,,,,,
2.902833333,-2.561553725,-2.686932923,-2.844691017,,,,,,
2.903,-2.561935208,-2.742910692,-2.787992204,,,,,,
2.903166667,-2.589584975,-2.645647473,-2.788571889,,,,,,
2.903333333,-2.561173011,-2.758352156,-2.759410696,,,,,,
2.9035,-2.505491226,-2.674173464,-2.760512325,,,,,,
2.903666667,-2.632310595,-2.701709972,-2.7742592,,,,,,
2.903833333,-2.602966269,-2.78580372,-2.773130425,,,,,,
2.904,-2.505491226,-2.730292592,-2.731929705,,,,,,
2.904166667,-2.575371829,-2.729741222,-2.759410696,,,,,,
2.904333333,-2.618054336,-2.716531823,-2.703898456,,,,,,
2.9045,-2.602966269,-2.701709972,-2.759960955,,,,,,
2.904666667,-2.603388943,-2.744039467,-2.872085952,,,,,,
2.904833333,-2.574977384,-2.744605566,-2.844691017,,,,,,
2.905,-2.57576707,-2.729741222,-2.801711357,,,,,,
2.905166667,-2.561553725,-2.617616224,-2.746751556,,,,,,
2.905333333,-2.6461139,-2.631406056,-2.844691017,,,,,,
2.9055,-2.604236853,-2.701709972,-2.829728471,,,,,,
2.905666667,-2.561935208,-2.715457397,-2.746751556,,,,,,
2.905833333,-2.630955154,-2.716531823,-2.787992204,,,,,,
2.906,-2.533875644,-2.701709972,-2.830972784,,,,,,
2.906166667,-2.617616224,-2.673184979,-2.718677814,,,,,,
2.906333333,-2.561173011,-2.702233028,-2.759410696,,,,,,
2.9065,-2.645647473,-2.744605566,-2.81541668,,,,,,
2.906666667,-2.603388943,-2.673184979,-2.731929705,,,,,,
2.906833333,-2.603388943,-2.673678723,-2.844691017,,,,,,
2.907,-2.589584975,-2.730292592,-2.885762698,,,,,,
2.907166667,-2.533522476,-2.786411719,-2.773130425,,,,,,
2.907333333,-2.630955154,-2.770899577,-2.816631453,,,,,,
2.9075,-2.519337602,-2.702233028,-2.787992204,,,,,,
2.907666667,-2.589176003,-2.674173464,-2.843419672,,,,,,
2.907833333,-2.561935208,-2.701709972,-2.844054703,,,,,,
2.908,-2.603388943,-2.729190963,-2.801711357,,,,,,
2.908166667,-2.533875644,-2.687440283,-2.885762698,,,,,,
2.908333333,-2.491630871,-2.730292592,-2.80111931,,,,,,
2.9085,-2.575371829,-2.674173464,-2.872085952,,,,,,
2.908666667,-2.617178995,-2.758352156,-2.74567713,,,,,,
2.908833333,-2.603388943,-2.701709972,-2.872085952,,,,,,
2.909,-2.519676271,-2.729190963,-2.774825299,,,,,,
2.909166667,-2.548089367,-2.701709972,-2.731929705,,,,,,
2.909333333,-2.589176003,-2.632310595,-2.872085952,,,,,,
2.9095,-2.505491226,-2.742910692,-2.872085952,,,,,,
2.909666667,-2.520015625,-2.78580372,-2.773130425,,,,,,
2.909833333,-2.575371829,-2.673184979,-2.816023454,,,,,,
2.91,-2.603388943,-2.757772471,-2.731929705,,,,,,
2.910166667,-2.645647473,-2.730292592,-2.74567713,,,,,,
2.910333333,-2.617178995,-2.758352156,-2.829108195,,,,,,
2.9105,-2.533522476,-2.631406056,-2.858395399,,,,,,
2.910666667,-2.618054336,-2.674173464,-2.81541668,,,,,,
2.910833333,-2.589994772,-2.658944038,-2.801711357,,,,,,
2.911,-2.561553725,-2.729190963,-2.816631453,,,,,,
2.911166667,-2.533170019,-2.730292592,-2.81541668,,,,,,
2.911333333,-2.65942317,-2.674173464,-2.816023454,,,,,,
2.9115,-2.618054336,-2.701709972,-2.746751556,,,,,,
2.911666667,-2.617178995,-2.74347451,-2.787413688,,,,,,
2.911833333,-2.60381247,-2.673678723,-2.74567713,,,,,,
2.912,-2.617178995,-2.786411719,-2.829728471,,,,,,
2.912166667,-2.589584975,-2.674173464,-2.801711357,,,,,,
2.912333333,-2.548089367,-2.744605566,-2.788571889,,,,,,
2.9125,-2.645647473,-2.701709972,-2.829108195,,,,,,
2.912666667,-2.589584975,-2.715457397,-2.787413688,,,,,,
2.912833333,-2.604236853,-2.715994068,-2.759410696,,,,,,
2.913,-2.505491226,-2.702233028,-2.829108195,,,,,,
2.913166667,-2.618054336,-2.78580372,-2.81541668,,,,,,
2.913333333,-2.6461139,-2.701709972,-2.759960955,,,,,,
2.9135,-2.687440283,-2.772084867,-2.787992204,,,,,,
2.913666667,-2.575371829,-2.701709972,-2.872085952,,,,,,
2.913833333,-2.561935208,-2.78580372,-2.829728471,,,,,,
2.914,-2.687440283,-2.701187971,-2.830972784,,,,,,
2.914166667,-2.561935208,-2.645647473,-2.759410696,,,,,,
2.914333333,-2.519337602,-2.78580372,-2.759960955,,,,,,
2.9145,-2.6461139,-2.729741222,-2.731929705,,,,,,
2.914666667,-2.505491226,-2.757772471,-2.843419672,,,,,,
2.914833333,-2.574977384,-2.729190963,-2.829728471,,,,,,
2.915,-2.60381247,-2.701709972,-2.788571889,,,,,,
2.915166667,-2.519337602,-2.674173464,-2.787992204,,,,,,
2.915333333,-2.589994772,-2.660384338,-2.872085952,,,,,,
2.9155,-2.617178995,-2.729190963,-2.829728471,,,,,,
2.915666667,-2.589584975,-2.702233028,-2.81541668,,,,,,
2.915833333,-2.533170019,-2.674173464,-2.829728471,,,,,,
2.916,-2.589176003,-2.729741222,-2.81541668,,,,,,
2.916166667,-2.533875644,-2.673184979,-2.801711357,,,,,,
2.916333333,-2.617178995,-2.65942317,-2.731929705,,,,,,
2.9165,-2.505491226,-2.659903269,-2.8023046,,,,,,
2.916666667,-2.645647473,-2.785196947,-2.731929705,,,,,,
2.916833333,-2.617178995,-2.687440283,-2.816023454,,,,,,
2.917,-2.561935208,-2.673184979,-2.787992204,,,,,,
2.917166667,-2.575371829,-2.798888461,-2.801711357,,,,,,
2.917333333,-2.618054336,-2.701709972,-2.885762698,,,,,,
2.9175,-2.561935208,-2.673678723,-2.787992204,,,,,,
2.917666667,-2.617616224,-2.701709972,-2.787992204,,,,,,
2.917833333,-2.533170019,-2.660384338,-2.81541668,,,,,,
2.918,-2.631406056,-2.729190963,-2.759960955,,,,,,
2.918166667,-2.561553725,-2.673184979,-2.731929705,,,,,,
2.918333333,-2.617178995,-2.758352156,-2.843419672,,,,,,
2.9185,-2.589176003,-2.715457397,-2.787992204,,,,,,
2.918666667,-2.561173011,-2.758352156,-2.787413688,,,,,,
2.918833333,-2.533875644,-2.729741222,-2.774825299,,,,,,
2.919,-2.589584975,-2.729190963,-2.801711357,,,,,,
2.919166667,-2.603388943,-2.715994068,-2.801711357,,,,,,
2.919333333,-2.533522476,-2.757772471,-2.844054703,,,,,,
2.9195,-2.603388943,-2.758352156,-2.857097079,,,,,,
2.919666667,-2.645647473,-2.701709972,-2.787992204,,,,,,
2.919833333,-2.589176003,-2.702233028,-2.787992204,,,,,,
2.92,-2.548089367,-2.729741222,-2.857097079,,,,,,
2.920166667,-2.5469885,-2.757193955,-2.872750581,,,,,,
2.920333333,-2.561935208,-2.65942317,-2.787992204,,,,,,
2.9205,-2.589584975,-2.729190963,-2.801711357,,,,,,
2.920666667,-2.477756516,-2.701709972,-2.816023454,,,,,,
2.920833333,-2.589584975,-2.742910692,-2.788571889,,,,,,
2.921,-2.561935208,-2.74347451,-2.773130425,,,,,,
2.921166667,-2.617616224,-2.673184979,-2.857097079,,,,,,
2.921333333,-2.589584975,-2.645647473,-2.746751556,,,,,,
2.9215,-2.57576707,-2.714921808,-2.759960955,,,,,,
2.921666667,-2.561935208,-2.78580372,-2.787413688,,,,,,
2.921833333,-2.618054336,-2.645181987,-2.787413688,,,,,,
2.922,-2.5469885,-2.659903269,-2.760512325,,,,,,
2.922166667,-2.617178995,-2.742910692,-2.759410696,,,,,,
2.922333333,-2.533875644,-2.673678723,-2.858395399,,,,,,
2.9225,-2.561935208,-2.68845808,-2.816023454,,,,,,
2.922666667,-2.630955154,-2.786411719,-2.773694244,,,,,,
2.922833333,-2.644717439,-2.729741222,-2.773130425,,,,,,
2.923,-2.561935208,-2.74347451,-2.816631453,,,,,,
2.923166667,-2.561173011,-2.702233028,-2.787992204,,,,,,
2.923333333,-2.589584975,-2.758352156,-2.829728471,,,,,,
2.9235,-2.547354715,-2.715994068,-2.760512325,,,,,,
2.923666667,-2.645647473,-2.701187971,-2.844691017,,,,,,
2.923833333,-2.5469885,-2.799508738,-2.844691017,,,,,,
2.924,-2.505491226,-2.715457397,-2.731929705,,,,,,
2.924166667,-2.561173011,-2.701187971,-2.872085952,,,,,,
2.924333333,-2.603388943,-2.78580372,-2.871422664,,,,,,
2.9245,-2.505491226,-2.729741222,-2.858395399,,,,,,
2.924666667,-2.589584975,-2.673678723,-2.787413688,,,,,,
2.924833333,-2.632310595,-2.758352156,-2.843419672,,,,,,
2.925,-2.561935208,-2.729741222,-2.787413688,,,,,,
2.925166667,-2.617178995,-2.757772471,-2.830972784,,,,,,
2.925333333,-2.645647473,-2.715457397,-2.816023454,,,,,,
2.9255,-2.6461139,-2.785196947,-2.731929705,,,,,,
2.925666667,-2.673678723,-2.757193955,-2.74567713,,,,,,
2.925833333,-2.589584975,-2.68845808,-2.816023454,,,,,,
2.926,-2.673678723,-2.701709972,-2.844691017,,,,,,
2.926166667,-2.505491226,-2.729741222,-2.844691017,,,,,,
2.926333333,-2.589584975,-2.673184979,-2.872085952,,,,,,
2.9265,-2.645647473,-2.772679308,-2.81541668,,,,,,
2.926666667,-2.589994772,-2.65942317,-2.787413688,,,,,,
2.926833333,-2.673678723,-2.729741222,-2.802899042,,,,,,
2.927,-2.618054336,-2.74347451,-2.816023454,,,,,,
2.927166667,-2.617178995,-2.74347451,-2.816023454,,,,,,
2.927333333,-2.617178995,-2.673184979,-2.816023454,,,,,,
2.9275,-2.673678723,-2.673184979,-2.787413688,,,,,,
2.927666667,-2.617616224,-2.729190963,-2.774825299,,,,,,
2.927833333,-2.561935208,-2.702233028,-2.80111931,,,,,,
2.928,-2.589584975,-2.65942317,-2.759410696,,,,,,
2.928166667,-2.673678723,-2.701187971,-2.843419672,,,,,,
2.928333333,-2.561173011,-2.772084867,-2.816023454,,,,,,
2.9285,-2.673678723,-2.68845808,-2.829728471,,,,,,
2.928666667,-2.574977384,-2.687440283,-2.857097079,,,,,,
2.928833333,-2.617178995,-2.715457397,-2.872085952,,,,,,
2.929,-2.687440283,-2.81383497,-2.872085952,,,,,,
2.929166667,-2.6461139,-2.674173464,-2.74567713,,,,,,
2.929333333,-2.617178995,-2.770899577,-2.843419672,,,,,,
2.9295,-2.6461139,-2.786411719,-2.872750581,,,,,,
2.929666667,-2.617178995,-2.729741222,-2.80111931,,,,,,
2.929833333,-2.617178995,-2.786411719,-2.858395399,,,,,,
2.93,-2.6461139,-2.81383497,-2.788571889,,,,,,
2.930166667,-2.533522476,-2.81383497,-2.732452761,,,,,,
2.930333333,-2.687440283,-2.757772471,-2.759960955,,,,,,
2.9305,-2.603388943,-2.702233028,-2.759960955,,,,,,
2.930666667,-2.589584975,-2.702233028,-2.787413688,,,,,,
2.930833333,-2.533522476,-2.687948668,-2.900117202,,,,,,
2.931,-2.6461139,-2.78580372,-2.872085952,,,,,,
2.931166667,-2.631406056,-2.701709972,-2.900117202,,,,,,
2.931333333,-2.505491226,-2.729741222,-2.885762698,,,,,,
2.9315,-2.617616224,-2.673678723,-2.731929705,,,,,,
2.931666667,-2.673678723,-2.687440283,-2.816631453,,,,,,
2.931833333,-2.6461139,-2.68845808,-2.857745584,,,,,,
2.932,-2.6461139,-2.674173464,-2.816023454,,,,,,
2.932166667,-2.589584975,-2.81383497,-2.788571889,,,,,,
2.932333333,-2.561553725,-2.757772471,-2.787992204,,,,,,
2.9325,-2.533522476,-2.687440283,-2.746751556,,,,,,
2.932666667,-2.630955154,-2.702233028,-2.859046527,,,,,,
2.932833333,-2.6461139,-2.729741222,-2.816023454,,,,,,
2.933,-2.589176003,-2.674173464,-2.871422664,,,,,,
2.933166667,-2.57616311,-2.729741222,-2.871422664,,,,,,
2.933333333,-2.574977384,-2.729741222,-2.773694244,,,,,,
2.9335,-2.533522476,-2.770899577,-2.844691017,,,,,,
2.933666667,-2.617178995,-2.786411719,-2.830972784,,,,,,
2.933833333,-2.5469885,-2.771491624,-2.816023454,,,,,,
2.934,-2.519676271,-2.757193955,-2.872085952,,,,,,
2.934166667,-2.533522476,-2.772679308,-2.774825299,,,,,,
2.934333333,-2.589584975,-2.729190963,-2.816023454,,,,,,
2.9345,-2.618054336,-2.757193955,-2.844691017,,,,,,
2.934666667,-2.631406056,-2.68845808,-2.830349999,,,,,,
2.934833333,-2.57616311,-2.81383497,-2.787413688,,,,,,
2.935,-2.561553725,-2.701187971,-2.859046527,,,,,,
2.935166667,-2.589176003,-2.841866219,-2.759960955,,,,,,
2.935333333,-2.603388943,-2.757193955,-2.759960955,,,,,,
2.9355,-2.519676271,-2.74347451,-2.759960955,,,,,,
2.935666667,-2.602966269,-2.758352156,-2.816023454,,,,,,
2.935833333,-2.603388943,-2.715994068,-2.830972784,,,,,,
2.936,-2.632310595,-2.757193955,-2.816023454,,,,,,
2.936166667,-2.561173011,-2.714921808,-2.787413688,,,,,,
2.936333333,-2.589994772,-2.770899577,-2.816023454,,,,,,
2.9365,-2.589584975,-2.744039467,-2.885085964,,,,,,
2.936666667,-2.632310595,-2.786411719,-2.844054703,,,,,,
2.936833333,-2.589584975,-2.687440283,-2.844691017,,,,,,
2.937,-2.589584975,-2.702233028,-2.844691017,,,,,,
2.937166667,-2.630955154,-2.701187971,-2.844691017,,,,,,
2.937333333,-2.632310595,-2.786411719,-2.872085952,,,,,,
2.9375,-2.561935208,-2.757193955,-2.872750581,,,,,,
2.937666667,-2.589584975,-2.786411719,-2.857745584,,,,,,
2.937833333,-2.589584975,-2.74347451,-2.760512325,,,,,,
2.938,-2.561935208,-2.758352156,-2.844054703,,,,,,
2.938166667,-2.547354715,-2.68845808,-2.788571889,,,,,,
2.938333333,-2.603388943,-2.770899577,-2.844054703,,,,,,
2.9385,-2.589994772,-2.785196947,-2.759410696,,,,,,
2.938666667,-2.603388943,-2.729741222,-2.759960955,,,,,,
2.938833333,-2.630955154,-2.729741222,-2.787413688,,,,,,
2.939,-2.603388943,-2.757193955,-2.773694244,,,,,,
2.939166667,-2.533522476,-2.729741222,-2.816631453,,,,,,
2.939333333,-2.561935208,-2.729741222,-2.731929705,,,,,,
2.9395,-2.630955154,-2.729190963,-2.871422664,,,,,,
2.939666667,-2.659903269,-2.701187971,-2.872750581,,,,,,
2.939833333,-2.674173464,-2.78580372,-2.801711357,,,,,,
2.94,-2.547354715,-2.757772471,-2.8023046,,,,,,
2.940166667,-2.715457397,-2.714921808,-2.787413688,,,,,,
2.940333333,-2.631406056,-2.758352156,-2.816023454,,,,,,
2.9405,-2.617178995,-2.730292592,-2.8023046,,,,,,
2.940666667,-2.687440283,-2.673184979,-2.871422664,,,,,,
2.940833333,-2.6461139,-2.702233028,-2.816631453,,,,,,
2.941,-2.561935208,-2.714921808,-2.759960955,,,,,,
2.941166667,-2.589994772,-2.757193955,-2.787413688,,,,,,
2.941333333,-2.589176003,-2.772679308,-2.844054703,,,,,,
2.9415,-2.519676271,-2.702233028,-2.900117202,,,,,,
2.941666667,-2.589176003,-2.714921808,-2.816023454,,,,,,
2.941833333,-2.645647473,-2.701187971,-2.88712027,,,,,,
2.942,-2.589994772,-2.757193955,-2.872750581,,,,,,
2.942166667,-2.547354715,-2.701187971,-2.843419672,,,,,,
2.942333333,-2.561173011,-2.758352156,-2.913779812,,,,,,
2.9425,-2.533522476,-2.771491624,-2.844054703,,,,,,
2.942666667,-2.561935208,-2.715994068,-2.787413688,,,,,,
2.942833333,-2.589176003,-2.701187971,-2.859046527,,,,,,
2.943,-2.617616224,-2.702233028,-2.900117202,,,,,,
2.943166667,-2.6461139,-2.757193955,-2.759960955,,,,,,
2.943333333,-2.6461139,-2.730292592,-2.843419672,,,,,,
2.9435,-2.561553725,-2.701709972,-2.872750581,,,,,,
2.943666667,-2.701187971,-2.785196947,-2.857745584,,,,,,
2.943833333,-2.701709972,-2.772679308,-2.928148451,,,,,,
2.944,-2.701709972,-2.757193955,-2.787413688,,,,,,
2.944166667,-2.603388943,-2.786411719,-2.787992204,,,,,,
2.944333333,-2.589584975,-2.786411719,-2.816023454,,,,,,
2.9445,-2.589176003,-2.701187971,-2.787992204,,,,,,
2.944666667,-2.603388943,-2.757193955,-2.927428648,,,,,,
2.944833333,-2.561173011,-2.687948668,-2.844054703,,,,,,
2.945,-2.701709972,-2.757772471,-2.788571889,,,,,,
2.945166667,-2.6461139,-2.701187971,-2.871422664,,,,,,
2.945333333,-2.533522476,-2.757193955,-2.802899042,,,,,,
2.9455,-2.645181987,-2.701709972,-2.74567713,,,,,,
2.945666667,-2.631406056,-2.729741222,-2.787413688,,,,,,
2.945833333,-2.659903269,-2.785196947,-2.871422664,,,,,,
2.946,-2.617178995,-2.730292592,-2.872750581,,,,,,
2.946166667,-2.617616224,-2.729190963,-2.759960955,,,,,,
2.946333333,-2.630955154,-2.742910692,-2.787413688,,,,,,
2.9465,-2.602966269,-2.729741222,-2.899425656,,,,,,
2.946666667,-2.589994772,-2.785196947,-2.88712027,,,,,,
2.946833333,-2.57576707,-2.729741222,-2.773694244,,,,,,
2.947,-2.658944038,-2.757193955,-2.871422664,,,,,,
2.947166667,-2.660384338,-2.757193955,-2.844054703,,,,,,
2.947333333,-2.630955154,-2.758352156,-2.759960955,,,,,,
2.9475,-2.561935208,-2.757193955,-2.816631453,,,,,,
2.947666667,-2.673678723,-2.687440283,-2.759960955,,,,,,
2.947833333,-2.575371829,-2.814471283,-2.857745584,,,,,,
2.948,-2.617616224,-2.770899577,-2.787992204,,,,,,
2.948166667,-2.604236853,-2.81383497,-2.787413688,,,,,,
2.948333333,-2.701709972,-2.701187971,-2.859046527,,,,,,
2.9485,-2.617616224,-2.757193955,-2.844054703,,,,,,
2.948666667,-2.533522476,-2.785196947,-2.787413688,,,,,,
2.948833333,-2.589994772,-2.78580372,-2.844054703,,,,,,
2.949,-2.673678723,-2.757772471,-2.900810144,,,,,,
2.949166667,-2.631406056,-2.786411719,-2.787992204,,,,,,
2.949333333,-2.645647473,-2.81383497,-2.844054703,,,,,,
2.9495,-2.561935208,-2.771491624,-2.857745584,,,,,,
2.949666667,-2.65942317,-2.772679308,-2.801711357,,,,,,
2.949833333,-2.631406056,-2.758352156,-2.759960955,,,,,,
2.95,-2.645181987,-2.701187971,-2.872750581,,,,,,
2.950166667,-2.575371829,-2.771491624,-2.844691017,,,,,,
2.950333333,-2.589584975,-2.68845808,-2.871422664,,,,,,
2.9505,-2.589584975,-2.758352156,-2.844054703,,,,,,
2.950666667,-2.548089367,-2.855542965,-2.844691017,,,,,,
2.950833333,-2.589584975,-2.729190963,-2.928148451,,,,,,
2.951,-2.687440283,-2.770899577,-2.857745584,,,,,,
2.951166667,-2.630955154,-2.757772471,-2.900117202,,,,,,
2.951333333,-2.701709972,-2.742910692,-2.844054703,,,,,,
2.9515,-2.60381247,-2.744605566,-2.844054703,,,,,,
2.951666667,-2.617616224,-2.645647473,-2.872750581,,,,,,
2.951833333,-2.561553725,-2.730292592,-2.844691017,,,,,,
2.952,-2.659903269,-2.701709972,-2.746751556,,,,,,
2.952166667,-2.674173464,-2.687440283,-2.859046527,,,,,,
2.952333333,-2.617616224,-2.729741222,-2.816631453,,,,,,
2.9525,-2.645181987,-2.772679308,-2.859046527,,,,,,
2.952666667,-2.701709972,-2.800130266,-2.759960955,,,,,,
2.952833333,-2.589994772,-2.78580372,-2.80111931,,,,,,
2.953,-2.630955154,-2.714921808,-2.787413688,,,,,,
2.953166667,-2.561553725,-2.702233028,-2.886440799,,,,,,
2.953333333,-2.645647473,-2.800753051,-2.81541668,,,,,,
2.9535,-2.602966269,-2.81383497,-2.816631453,,,,,,
2.953666667,-2.574977384,-2.785196947,-2.8023046,,,,,,
2.953833333,-2.618054336,-2.729741222,-2.844054703,,,,,,
2.954,-2.602966269,-2.715457397,-2.773694244,,,,,,
2.954166667,-2.617616224,-2.729190963,-2.844054703,,,,,,
2.954333333,-2.60381247,-2.798888461,-2.859046527,,,,,,
2.9545,-2.561173011,-2.841866219,-2.746213801,,,,,,
2.954666667,-2.54772167,-2.785196947,-2.81541668,,,,,,
2.954833333,-2.701709972,-2.729741222,-2.81541668,,,,,,
2.955,-2.658944038,-2.757772471,-2.80111931,,,,,,
2.955166667,-2.602966269,-2.827525851,-2.857745584,,,,,,
2.955333333,-2.701709972,-2.841866219,-2.899425656,,,,,,
2.9555,-2.617616224,-2.702233028,-2.857745584,,,,,,
2.955666667,-2.589176003,-2.744039467,-2.88712027,,,,,,
2.955833333,-2.589584975,-2.702233028,-2.900810144,,,,,,
2.956,-2.561553725,-2.74347451,-2.872750581,,,,,,
2.956166667,-2.658944038,-2.701187971,-2.900117202,,,,,,
2.956333333,-2.617616224,-2.702233028,-2.871422664,,,,,,
2.9565,-2.617616224,-2.771491624,-2.928148451,,,,,,
2.956666667,-2.533522476,-2.729741222,-2.787413688,,,,,,
2.956833333,-2.645647473,-2.757772471,-2.7742592,,,,,,
2.957,-2.561173011,-2.785196947,-2.871422664,,,,,,
2.957166667,-2.617616224,-2.729190963,-2.81541668,,,,,,
2.957333333,-2.674173464,-2.729741222,-2.871422664,,,,,,
2.9575,-2.575371829,-2.701709972,-2.928148451,,,,,,
2.957666667,-2.631406056,-2.771491624,-2.844054703,,,,,,
2.957833333,-2.65942317,-2.74347451,-2.844054703,,,,,,
2.958,-2.673184979,-2.785196947,-2.872750581,,,,,,
2.958166667,-2.674173464,-2.729190963,-2.843419672,,,,,,
2.958333333,-2.729741222,-2.770899577,-2.857745584,,,,,,
2.9585,-2.6461139,-2.814471283,-2.844054703,,,,,,
2.958666667,-2.674173464,-2.841866219,-2.900117202,,,,,,
2.958833333,-2.645647473,-2.81383497,-2.844054703,,,,,,
2.959,-2.617616224,-2.81383497,-2.829108195,,,,,,
2.959166667,-2.519676271,-2.786411719,-2.816023454,,,,,,
2.959333333,-2.575371829,-2.715457397,-2.81541668,,,,,,
2.9595,-2.701709972,-2.800130266,-2.844054703,,,,,,
2.959666667,-2.617178995,-2.841866219,-2.843419672,,,,,,
2.959833333,-2.50581608,-2.729190963,-2.872750581,,,,,,
2.96,-2.561553725,-2.68845808,-2.941796925,,,,,,
2.960166667,-2.589584975,-2.842530847,-2.928148451,,,,,,
2.960333333,-2.589994772,-2.701187971,-2.872750581,,,,,,
2.9605,-2.645181987,-2.757772471,-2.900810144,,,,,,
2.960666667,-2.631406056,-2.757772471,-2.857745584,,,,,,
2.960833333,-2.561935208,-2.771491624,-2.81541668,,,,,,
2.961,-2.658944038,-2.730292592,-2.900117202,,,,,,
2.961166667,-2.618054336,-2.730292592,-2.844054703,,,,,,
2.961333333,-2.589584975,-2.74347451,-2.900117202,,,,,,
2.9615,-2.575371829,-2.771491624,-2.871422664,,,,,,
2.961666667,-2.687440283,-2.702233028,-2.787992204,,,,,,
2.961833333,-2.561173011,-2.757772471,-2.88712027,,,,,,
2.962,-2.631406056,-2.742910692,-2.885085964,,,,,,
2.962166667,-2.65942317,-2.828175666,-2.816631453,,,,,,
2.962333333,-2.645181987,-2.758352156,-2.816631453,,,,,,
2.9625,-2.617616224,-2.854866231,-2.787413688,,,,,,
2.962666667,-2.686932923,-2.772679308,-2.900810144,,,,,,
2.962833333,-2.617616224,-2.687440283,-2.829108195,,,,,,
2.963,-2.645647473,-2.702233028,-2.900117202,,,,,,
2.963166667,-2.645181987,-2.814471283,-2.787992204,,,,,,
2.963333333,-2.673184979,-2.729741222,-2.857745584,,,,,,
2.9635,-2.630955154,-2.701709972,-2.787992204,,,,,,
2.963666667,-2.603388943,-2.800753051,-2.81541668,,,,,,
2.963833333,-2.602966269,-2.841866219,-2.913074848,,,,,,
2.964,-2.533522476,-2.841866219,-2.816631453,,,,,,
2.964166667,-2.631406056,-2.785196947,-2.843419672,,,,,,
2.964333333,-2.617616224,-2.729190963,-2.859046527,,,,,,
2.9645,-2.617616224,-2.702233028,-2.844054703,,,,,,
