Test,Sample1,Sample2,Sample3,theta=90,t1=0.25mm,t2=0.75mm,H=18mm,R=10mm,flow=0.3ml/min
dv (ml),p (kpa),p (kpa),p (kpa),,,,,,
0.480833333,-0.655428765,-0.79418268,-0.771198266,,,,,,
0.481,-0.766123116,-0.796984517,-0.769742246,,,,,,
0.481166667,-0.69822522,-0.878361372,-0.743195274,,,,,,
0.481333333,-0.655428765,-0.90771001,-0.753515827,,,,,,
0.4815,-0.681944424,-0.768981525,-0.771198266,,,,,,
0.481666667,-0.699722115,-0.867655423,-0.740223721,,,,,,
0.481833333,-0.768981525,-0.810293674,-0.883210234,,,,,,
0.482,-0.681944424,-0.850301808,-0.881867244,,,,,,
0.482166667,-0.655428765,-0.893043098,-0.797773496,,,,,,
0.482333333,-0.655428765,-0.852990501,-0.799201258,,,,,,
0.4825,-0.766123116,-0.852990501,-0.757930733,,,,,,
0.482666667,-0.755699885,-0.739522513,-0.853835995,,,,,,
0.482833333,-0.766123116,-0.90771001,-0.783035834,,,,,,
0.483,-0.684972549,-0.823616261,-0.769742246,,,,,,
0.483166667,-0.783688769,-0.823616261,-0.824402413,,,,,,
0.483333333,-0.766123116,-0.922362128,-0.853835995,,,,,,
0.4835,-0.726242333,-0.796984517,-0.771198266,,,,,,
0.483666667,-0.684972549,-0.739522513,-0.768283285,,,,,,
0.483833333,-0.739522513,-0.906420936,-0.743195274,,,,,,
0.484,-0.726242333,-0.795585012,-0.768283285,,,,,,
0.484166667,-0.683460014,-0.824987509,-0.768283285,,,,,,
0.484333333,-0.683460014,-0.880993493,-0.785919618,,,,,,
0.4845,-0.712975541,-0.89173855,-0.837737055,,,,,,
0.484666667,-0.684972549,-0.850301808,-0.769742246,,,,,,
0.484833333,-0.766123116,-0.89173855,-0.824402413,,,,,,
0.485,-0.795585012,-0.824987509,-0.799201258,,,,,,
0.485166667,-0.684972549,-0.963772508,-0.868530521,,,,,,
0.485333333,-0.711491264,-0.87967876,-0.840513407,,,,,,
0.4855,-0.823616261,-0.807517322,-0.783035834,,,,,,
0.485666667,-0.711491264,-0.836952299,-0.812496294,,,,,,
0.485833333,-0.683460014,-0.795585012,-0.855207242,,,,,,
0.486,-0.768981525,-0.906420936,-0.825804745,,,,,,
0.486166667,-0.740978533,-0.863664808,-0.837737055,,,,,,
0.486333333,-0.739522513,-0.87967876,-0.741710997,,,,,,
0.4865,-0.627397515,-0.866327901,-0.82720425,,,,,,
0.486666667,-0.754259447,-0.8089069,-0.825804745,,,,,,
0.486833333,-0.768981525,-0.87967876,-0.783035834,,,,,,
0.487,-0.710003988,-0.824987509,-0.880521541,,,,,,
0.487166667,-0.711491264,-0.87967876,-0.855207242,,,,,,
0.487333333,-0.683460014,-0.9344805,-0.753515827,,,,,,
0.4875,-0.739522513,-0.90771001,-0.824402413,,,,,,
0.487666667,-0.7808615,-0.795585012,-0.753515827,,,,,,
0.487833333,-0.712975541,-0.906420936,-0.785919618,,,,,,
0.488,-0.766123116,-0.908996485,-0.852461977,,,,,,
0.488166667,-0.681944424,-0.90771001,-0.713679747,,,,,,
0.488333333,-0.768981525,-0.850301808,-0.771198266,,,,,,
0.4885,-0.710003988,-0.87967876,-0.852461977,,,,,,
0.488666667,-0.739522513,-0.87967876,-0.756462066,,,,,,
0.488833333,-0.710003988,-0.993005461,-0.812496294,,,,,,
0.489,-0.751369837,-0.935741259,-0.855207242,,,,,,
0.489166667,-0.711491264,-0.908996485,-0.757930733,,,,,,
0.489333333,-0.766123116,-0.824987509,-0.768283285,,,,,,
0.4895,-0.711491264,-0.852990501,-0.82720425,,,,,,
0.489666667,-0.681944424,-0.90771001,-0.868530521,,,,,,
0.489833333,-0.710003988,-0.795585012,-0.824402413,,,,,,
0.49,-0.766123116,-0.922362128,-0.785919618,,,,,,
0.490166667,-0.684972549,-0.950379242,-0.769742246,,,,,,
0.490333333,-0.710003988,-0.908996485,-0.785919618,,,,,,
0.4905,-0.712975541,-0.908996485,-0.825804745,,,,,,
0.490666667,-0.739522513,-0.906420936,-0.852461977,,,,,,
0.490833333,-0.838310788,-0.893043098,-0.855207242,,,,,,
0.491,-0.767553763,-0.935741259,-0.824402413,,,,,,
0.491166667,-0.683460014,-0.880993493,-0.741710997,,,,,,
0.491333333,-0.668679902,-0.823616261,-0.837737055,,,,,,
0.4915,-0.711491264,-0.87967876,-0.82720425,,,,,,
0.491666667,-0.712975541,-0.906420936,-0.743195274,,,,,,
0.491833333,-0.683460014,-0.850301808,-0.896547634,,,,,,
0.492,-0.739522513,-0.850301808,-0.797773496,,,,,,
0.492166667,-0.754259447,-0.963772508,-0.880521541,,,,,,
0.492333333,-0.738063552,-0.963772508,-0.82720425,,,,,,
0.4925,-0.78227656,-0.923633192,-0.771198266,,,,,,
0.492666667,-0.823616261,-0.852990501,-0.824402413,,,,,,
0.492833333,-0.683460014,-0.950379242,-0.840513407,,,,,,
0.493,-0.683460014,-0.978396355,-0.756462066,,,,,,
0.493166667,-0.754259447,-0.87967876,-0.785919618,,,,,,
0.493333333,-0.710003988,-0.90771001,-0.825804745,,,,,,
0.4935,-0.77944358,-0.87967876,-0.799201258,,,,,,
0.493666667,-0.710003988,-0.935741259,-0.796342849,,,,,,
0.493833333,-0.795585012,-0.810293674,-0.785919618,,,,,,
0.494,-0.712975541,-0.878361372,-0.865810798,,,,,,
0.494166667,-0.783688769,-0.978396355,-0.741710997,,,,,,
0.494333333,-0.683460014,-0.867655423,-0.799201258,,,,,,
0.4945,-0.712975541,-0.852990501,-0.785919618,,,,,,
0.494666667,-0.727711,-0.963772508,-0.796342849,,,,,,
0.494833333,-0.823616261,-1.006413469,-0.771198266,,,,,,
0.495,-0.739522513,-0.823616261,-0.769742246,,,,,,
0.495166667,-0.754259447,-0.87967876,-0.855207242,,,,,,
0.495333333,-0.768981525,-0.9344805,-0.855207242,,,,,,
0.4955,-0.796984517,-0.923633192,-0.837737055,,,,,,
0.495666667,-0.77944358,-0.9344805,-0.78447918,,,,,,
0.495833333,-0.738063552,-0.839666538,-0.840513407,,,,,,
0.496,-0.712975541,-0.852990501,-0.825804745,,,,,,
0.496166667,-0.710003988,-0.9344805,-0.771198266,,,,,,
0.496333333,-0.724770701,-0.823616261,-0.840513407,,,,,,
0.4965,-0.768981525,-0.90771001,-0.880521541,,,,,,
0.496666667,-0.751369837,-0.880993493,-0.880521541,,,,,,
0.496833333,-0.754259447,-0.90771001,-0.741710997,,,,,,
0.497,-0.710003988,-0.90771001,-0.811081233,,,,,,
0.497166667,-0.78227656,-0.962540063,-0.825804745,,,,,,
0.497333333,-0.78227656,-0.90771001,-0.840513407,,,,,,
0.4975,-0.710003988,-0.90771001,-0.852461977,,,,,,
0.497666667,-0.683460014,-0.852990501,-0.768283285,,,,,,
0.497833333,-0.712975541,-0.852990501,-0.799201258,,,,,,
0.498,-0.823616261,-0.963772508,-0.881867244,,,,,,
0.498166667,-0.79418268,-0.850301808,-0.840513407,,,,,,
0.498333333,-0.796984517,-0.90771001,-0.880521541,,,,,,
0.4985,-0.767553763,-0.978396355,-0.825804745,,,,,,
0.498666667,-0.712975541,-0.919812293,-0.924564748,,,,,,
0.498833333,-0.683460014,-0.908996485,-0.881867244,,,,,,
0.499,-0.710003988,-0.87967876,-0.756462066,,,,,,
0.499166667,-0.767553763,-0.963772508,-0.852461977,,,,,,
0.499333333,-0.823616261,-0.878361372,-0.753515827,,,,,,
0.4995,-0.79418268,-0.90771001,-0.880521541,,,,,,
0.499666667,-0.7808615,-0.878361372,-0.853835995,,,,,,
0.499833333,-0.783688769,-0.962540063,-0.839126633,,,,,,
0.5,-0.79418268,-0.965002469,-0.813908502,,,,,,
0.500166667,-0.739522513,-0.90771001,-0.880521541,,,,,,
0.500333333,-0.712975541,-0.836952299,-0.825804745,,,,,,
0.5005,-0.754259447,-0.90771001,-0.924564748,,,,,,
0.500666667,-0.823616261,-0.8089069,-0.825804745,,,,,,
0.500833333,-0.740978533,-0.90771001,-0.855207242,,,,,,
0.501,-0.710003988,-0.823616261,-0.840513407,,,,,,
0.501166667,-0.712975541,-0.90771001,-0.811081233,,,,,,
0.501333333,-0.767553763,-0.9344805,-0.771198266,,,,,,
0.5015,-0.766123116,-0.878361372,-0.825804745,,,,,,
0.501666667,-0.823616261,-0.87967876,-0.880521541,,,,,,
0.501833333,-0.823616261,-0.894345015,-0.812496294,,,,,,
0.502,-0.838310788,-0.963772508,-0.909898493,,,,,,
0.502166667,-0.711491264,-0.963772508,-0.855207242,,,,,,
0.502333333,-0.683460014,-0.880993493,-0.909898493,,,,,,
0.5025,-0.796984517,-0.922362128,-0.813908502,,,,,,
0.502666667,-0.851647511,-0.866327901,-0.853835995,,,,,,
0.502833333,-0.866327901,-0.9344805,-0.880521541,,,,,,
0.503,-0.823616261,-0.951622077,-0.840513407,,,,,,
0.503166667,-0.795585012,-0.838310788,-0.796342849,,,,,,
0.503333333,-0.711491264,-0.922362128,-0.909898493,,,,,,
0.5035,-0.822242244,-0.851647511,-0.937929743,,,,,,
0.503666667,-0.822242244,-0.90771001,-0.78447918,,,,,,
0.503833333,-0.796984517,-0.851647511,-0.824402413,,,,,,
0.504,-0.710003988,-0.9344805,-0.937929743,,,,,,
0.504166667,-0.711491264,-0.936999477,-0.837737055,,,,,,
0.504333333,-0.796984517,-0.906420936,-0.868530521,,,,,,
0.5045,-0.767553763,-0.965002469,-0.908581105,,,,,,
0.504666667,-0.810293674,-0.90771001,-0.855207242,,,,,,
0.504833333,-0.726242333,-0.922362128,-0.908581105,,,,,,
0.505,-0.69822522,-0.880993493,-0.868530521,,,,,,
0.505166667,-0.710003988,-0.991803758,-0.769742246,,,,,,
0.505333333,-0.69822522,-0.835591065,-0.880521541,,,,,,
0.5055,-0.822242244,-0.90771001,-0.937929743,,,,,,
0.505666667,-0.77944358,-0.880993493,-0.825804745,,,,,,
0.505833333,-0.767553763,-0.895644308,-0.869886272,,,,,,
0.506,-0.807517322,-0.836952299,-0.824402413,,,,,,
0.506166667,-0.823616261,-0.950379242,-0.824402413,,,,,,
0.506333333,-0.740978533,-0.90771001,-0.909898493,,,,,,
0.5065,-0.738063552,-0.991803758,-0.825804745,,,,,,
0.506666667,-0.767553763,-0.978396355,-0.824402413,,,,,,
0.506833333,-0.795585012,-0.962540063,-0.880521541,,,,,,
0.507,-0.768981525,-0.936999477,-0.883210234,,,,,,
0.507166667,-0.711491264,-0.880993493,-0.769742246,,,,,,
0.507333333,-0.796984517,-0.962540063,-0.880521541,,,,,,
0.5075,-0.710003988,-0.863664808,-0.897875156,,,,,,
0.507666667,-0.811677654,-0.921088498,-0.78447918,,,,,,
0.507833333,-0.796984517,-0.936999477,-0.840513407,,,,,,
0.508,-0.823616261,-0.979610961,-0.756462066,,,,,,
0.508166667,-0.767553763,-0.963772508,-0.868530521,,,,,,
0.508333333,-0.727711,-0.962540063,-0.869886272,,,,,,
0.5085,-0.79418268,-0.864997699,-0.809663313,,,,,,
0.508666667,-0.738063552,-0.979610961,-0.799201258,,,,,,
0.508833333,-0.767553763,-0.965002469,-0.908581105,,,,,,
0.509,-0.738063552,-0.935741259,-0.796342849,,,,,,
0.509166667,-0.796984517,-0.936999477,-0.796342849,,,,,,
0.509333333,-0.796984517,-0.935741259,-0.825804745,,,,,,
0.5095,-0.824987509,-0.978396355,-0.908581105,,,,,,
0.509666667,-0.740978533,-0.962540063,-0.893884541,,,,,,
0.509833333,-0.752816101,-0.991803758,-0.865810798,,,,,,
0.51,-0.795585012,-0.87967876,-0.840513407,,,,,,
0.510166667,-0.824987509,-0.950379242,-0.841897387,,,,,,
0.510333333,-0.726242333,-0.965002469,-0.769742246,,,,,,
0.5105,-0.823616261,-0.921088498,-0.769742246,,,,,,
0.510666667,-0.795585012,-0.990599627,-0.840513407,,,,,,
0.510833333,-0.823616261,-0.906420936,-0.796342849,,,,,,
0.511,-0.755699885,-0.895644308,-0.811081233,,,,,,
0.511166667,-0.767553763,-0.991803758,-0.868530521,,,,,,
0.511333333,-0.851647511,-0.906420936,-0.869886272,,,,,,
0.5115,-0.711491264,-0.950379242,-0.797773496,,,,,,
0.511666667,-0.767553763,-0.90771001,-0.853835995,,,,,,
0.511833333,-0.723296094,-0.935741259,-0.824402413,,,,,,
0.512,-0.795585012,-0.9344805,-0.799201258,,,,,,
0.512166667,-0.752816101,-0.962540063,-0.909898493,,,,,,
0.512333333,-0.726242333,-0.906420936,-0.853835995,,,,,,
0.5125,-0.711491264,-0.894345015,-0.853835995,,,,,,
0.512666667,-0.696725301,-0.962540063,-0.853835995,,,,,,
0.512833333,-0.755699885,-0.878361372,-0.880521541,,,,,,
0.513,-0.767553763,-0.908996485,-0.909898493,,,,,,
0.513166667,-0.766123116,-0.87967876,-0.797773496,,,,,,
0.513333333,-0.740978533,-0.965002469,-0.908581105,,,,,,
0.5135,-0.838310788,-0.978396355,-0.925864041,,,,,,
0.513666667,-0.738063552,-0.906420936,-0.911213226,,,,,,
0.513833333,-0.795585012,-0.950379242,-0.897875156,,,,,,
0.514,-0.739522513,-0.990599627,-0.853835995,,,,,,
0.514166667,-0.768981525,-0.993005461,-0.840513407,,,,,,
0.514333333,-0.838310788,-0.935741259,-0.909898493,,,,,,
0.5145,-0.723296094,-0.963772508,-0.797773496,,,,,,
0.514666667,-0.795585012,-0.908996485,-0.868530521,,,,,,
0.514833333,-0.795585012,-0.9344805,-0.825804745,,,,,,
0.515,-0.752816101,-0.90771001,-0.825804745,,,,,,
0.515166667,-0.752816101,-0.89173855,-0.881867244,,,,,,
0.515333333,-0.850301808,-0.935741259,-0.853835995,,,,,,
0.5155,-0.824987509,-1.019835007,-0.840513407,,,,,,
0.515666667,-0.754259447,-0.963772508,-0.824402413,,,,,,
0.515833333,-0.795585012,-0.851647511,-0.853835995,,,,,,
0.516,-0.738063552,-0.87967876,-0.841897387,,,,,,
0.516166667,-0.822242244,-0.908996485,-0.911213226,,,,,,
0.516333333,-0.839666538,-0.975959778,-0.797773496,,,,,,
0.5165,-0.740978533,-0.965002469,-0.797773496,,,,,,
0.516666667,-0.768981525,-0.935741259,-0.853835995,,,,,,
0.516833333,-0.766123116,-0.979610961,-0.908581105,,,,,,
0.517,-0.850301808,-0.962540063,-0.881867244,,,,,,
0.517166667,-0.711491264,-0.90771001,-0.937929743,,,,,,
0.517333333,-0.681944424,-0.908996485,-0.896547634,,,,,,
0.5175,-0.851647511,-0.947886036,-0.852461977,,,,,,
0.517666667,-0.850301808,-0.90771001,-0.908581105,,,,,,
0.517833333,-0.711491264,-0.935741259,-0.908581105,,,,,,
0.518,-0.795585012,-0.922362128,-0.824402413,,,,,,
0.518166667,-0.839666538,-0.935741259,-0.908581105,,,,,,
0.518333333,-0.726242333,-0.935741259,-0.893884541,,,,,,
0.5185,-0.795585012,-0.935741259,-0.841897387,,,,,,
0.518666667,-0.850301808,-0.89173855,-0.937929743,,,,,,
0.518833333,-0.767553763,-0.906420936,-0.867172032,,,,,,
0.519,-0.711491264,-1.034430583,-0.868530521,,,,,,
0.519166667,-0.795585012,-1.004033521,-0.855207242,,,,,,
0.519333333,-0.795585012,-0.851647511,-0.895217432,,,,,,
0.5195,-0.87967876,-1.019835007,-0.852461977,,,,,,
0.519666667,-0.752816101,-0.990599627,-0.881867244,,,,,,
0.519833333,-0.822242244,-0.990599627,-0.936640669,,,,,,
0.52,-0.711491264,-0.906420936,-0.965960992,,,,,,
0.520166667,-0.807517322,-0.993005461,-0.840513407,,,,,,
0.520333333,-0.724770701,-0.908996485,-0.936640669,,,,,,
0.5205,-0.824987509,-0.87967876,-0.852461977,,,,,,
0.520666667,-0.795585012,-0.935741259,-0.881867244,,,,,,
0.520833333,-0.724770701,-0.950379242,-0.881867244,,,,,,
0.521,-0.835591065,-0.935741259,-0.921958283,,,,,,
0.521166667,-0.824987509,-0.963772508,-0.911213226,,,,,,
0.521333333,-0.766123116,-0.975959778,-0.937929743,,,,,,
0.5215,-0.740978533,-0.935741259,-0.908581105,,,,,,
0.521666667,-0.822242244,-0.935741259,-0.881867244,,,,,,
0.521833333,-0.795585012,-0.993005461,-0.893884541,,,,,,
0.522,-0.795585012,-0.978396355,-0.881867244,,,,,,
0.522166667,-0.766123116,-0.908996485,-0.881867244,,,,,,
0.522333333,-0.795585012,-0.87967876,-0.869886272,,,,,,
0.5225,-0.824987509,-0.908996485,-0.797773496,,,,,,
0.522666667,-0.823616261,-0.978396355,-0.880521541,,,,,,
0.522833333,-0.836952299,-0.87967876,-0.824402413,,,,,,
0.523,-0.768981525,-0.963772508,-0.869886272,,,,,,
0.523166667,-0.795585012,-0.990599627,-0.937929743,,,,,,
0.523333333,-0.810293674,-0.993005461,-0.869886272,,,,,,
0.5235,-0.852990501,-0.990599627,-0.825804745,,,,,,
0.523666667,-0.7808615,-0.963772508,-0.936640669,,,,,,
0.523833333,-0.711491264,-0.963772508,-0.965960992,,,,,,
0.524,-0.90771001,-1.005224696,-0.840513407,,,,,,
0.524166667,-0.87967876,-0.9344805,-0.825804745,,,,,,
0.524333333,-0.711491264,-1.047866257,-0.965960992,,,,,,
0.5245,-0.739522513,-0.935741259,-0.853835995,,,,,,
0.524666667,-0.850301808,-0.87967876,-0.881867244,,,,,,
0.524833333,-0.768981525,-0.921088498,-0.881867244,,,,,,
0.525,-0.824987509,-1.007599846,-0.881867244,,,,,,
0.525166667,-0.696725301,-0.993005461,-0.952581861,,,,,,
0.525333333,-0.751369837,-1.018659191,-0.897875156,,,,,,
0.5255,-0.839666538,-0.90771001,-0.909898493,,,,,,
0.525666667,-0.810293674,-0.936999477,-0.96721921,,,,,,
0.525833333,-0.851647511,-0.963772508,-0.880521541,,,,,,
0.526,-0.739522513,-0.947886036,-0.855207242,,,,,,
0.526166667,-0.795585012,-0.9344805,-0.853835995,,,,,,
0.526333333,-0.768981525,-0.978396355,-0.924564748,,,,,,
0.5265,-0.724770701,-0.950379242,-0.824402413,,,,,,
0.526666667,-0.822242244,-0.935741259,-0.855207242,,,,,,
0.526833333,-0.850301808,-0.963772508,-0.881867244,,,,,,
0.527,-0.740978533,-0.975959778,-0.855207242,,,,,,
0.527166667,-0.768981525,-0.950379242,-0.965960992,,,,,,
0.527333333,-0.850301808,-1.018659191,-0.867172032,,,,,,
0.5275,-0.795585012,-1.034430583,-0.909898493,,,,,,
0.527666667,-0.795585012,-0.963772508,-0.939216218,,,,,,
0.527833333,-0.810293674,-1.062447696,-0.953852925,,,,,,
0.528,-0.852990501,-0.936999477,-0.855207242,,,,,,
0.528166667,-0.87967876,-0.922362128,-0.939216218,,,,,,
0.528333333,-0.79418268,-0.993005461,-0.883210234,,,,,,
0.5285,-0.822242244,-0.922362128,-0.883210234,,,,,,
0.528666667,-0.824987509,-1.018659191,-0.925864041,,,,,,
0.528833333,-0.87967876,-1.047866257,-0.909898493,,,,,,
0.529,-0.7808615,-0.951622077,-0.939216218,,,,,,
0.529166667,-0.839666538,-1.035588731,-0.936640669,,,,,,
0.529333333,-0.739522513,-0.922362128,-0.953852925,,,,,,
0.5295,-0.823616261,-0.9344805,-0.855207242,,,,,,
0.529666667,-0.79418268,-0.936999477,-0.869886272,,,,,,
0.529833333,-0.838310788,-0.906420936,-0.936640669,,,,,,
0.53,-0.838310788,-0.951622077,-0.825804745,,,,,,
0.530166667,-0.810293674,-0.936999477,-0.883210234,,,,,,
0.530333333,-0.90771001,-1.062447696,-0.965960992,,,,,,
0.5305,-0.87967876,-0.90771001,-0.825804745,,,,,,
0.530666667,-0.852990501,-1.007599846,-0.936640669,,,,,,
0.530833333,-0.79418268,-1.019835007,-0.951308231,,,,,,
0.531,-0.795585012,-0.9344805,-0.855207242,,,,,,
0.531166667,-0.810293674,-1.006413469,-0.964700233,,,,,,
0.531333333,-0.839666538,-1.007599846,-0.921958283,,,,,,
0.5315,-0.768981525,-1.047866257,-0.908581105,,,,,,
0.531666667,-0.768981525,-0.963772508,-0.853835995,,,,,,
0.531833333,-0.711491264,-0.894345015,-0.939216218,,,,,,
0.532,-0.823616261,-1.047866257,-0.909898493,,,,,,
0.532166667,-0.766123116,-0.90771001,-0.880521541,,,,,,
0.532333333,-0.810293674,-0.936999477,-0.880521541,,,,,,
0.5325,-0.766123116,-0.963772508,-0.840513407,,,,,,
0.532666667,-0.822242244,-1.018659191,-0.880521541,,,,,,
0.532833333,-0.739522513,-0.935741259,-0.939216218,,,,,,
0.533,-0.783688769,-1.021008453,-0.852461977,,,,,,
0.533166667,-0.768981525,-0.979610961,-0.964700233,,,,,,
0.533333333,-0.823616261,-0.921088498,-0.909898493,,,,,,
0.5335,-0.795585012,-1.021008453,-0.880521541,,,,,,
0.533666667,-0.766123116,-1.018659191,-0.855207242,,,,,,
0.533833333,-0.768981525,-0.919812293,-0.883210234,,,,,,
0.534,-0.90771001,-0.991803758,-0.853835995,,,,,,
0.534166667,-0.766123116,-1.021008453,-0.964700233,,,,,,
0.534333333,-0.863664808,-1.004033521,-0.965960992,,,,,,
0.5345,-0.87967876,-0.90771001,-0.909898493,,,,,,
0.534666667,-0.87967876,-1.018659191,-0.893884541,,,,,,
0.534833333,-0.838310788,-1.021008453,-0.880521541,,,,,,
0.535,-0.783688769,-0.90771001,-0.909898493,,,,,,
0.535166667,-0.811677654,-0.965002469,-0.840513407,,,,,,
0.535333333,-0.795585012,-1.047866257,-0.936640669,,,,,,
0.5355,-0.811677654,-1.035588731,-0.909898493,,,,,,
0.535666667,-0.796984517,-1.021008453,-0.96721921,,,,,,
0.535833333,-0.795585012,-1.046718755,-0.924564748,,,,,,
0.536,-0.87967876,-0.991803758,-0.950032026,,,,,,
0.536166667,-0.78227656,-1.047866257,-0.855207242,,,,,,
0.536333333,-0.922362128,-0.991803758,-0.909898493,,,,,,
0.5365,-0.867655423,-0.991803758,-0.896547634,,,,,,
0.536666667,-0.852990501,-0.963772508,-0.965960992,,,,,,
0.536833333,-0.87967876,-0.991803758,-0.869886272,,,,,,
0.537,-0.850301808,-0.936999477,-0.909898493,,,,,,
0.537166667,-0.824987509,-0.993005461,-0.825804745,,,,,,
0.537333333,-0.850301808,-0.950379242,-0.993992242,,,,,,
0.5375,-0.850301808,-1.047866257,-0.909898493,,,,,,
0.537666667,-0.851647511,-0.963772508,-0.909898493,,,,,,
0.537833333,-0.768981525,-1.049011444,-0.936640669,,,,,,
0.538,-0.839666538,-1.021008453,-0.909898493,,,,,,
0.538166667,-0.851647511,-0.991803758,-0.883210234,,,,,,
0.538333333,-0.839666538,-1.047866257,-0.908581105,,,,,,
0.5385,-0.878361372,-0.990599627,-0.937929743,,,,,,
0.538666667,-0.768981525,-0.965002469,-0.937929743,,,,,,
0.538833333,-0.823616261,-1.047866257,-0.883210234,,,,,,
0.539,-0.796984517,-1.035588731,-0.897875156,,,,,,
0.539166667,-0.863664808,-0.922362128,-0.937929743,,,,,,
0.539333333,-0.87967876,-1.019835007,-0.883210234,,,,,,
0.5395,-0.880993493,-0.921088498,-0.880521541,,,,,,
0.539666667,-0.878361372,-0.991803758,-0.965960992,,,,,,
0.539833333,-0.852990501,-1.032107264,-0.993992242,,,,,,
0.54,-0.796984517,-0.9344805,-0.909898493,,,,,,
0.540166667,-0.783688769,-1.018659191,-0.993992242,,,,,,
0.540333333,-0.795585012,-1.019835007,-0.909898493,,,,,,
0.5405,-0.87967876,-0.991803758,-0.853835995,,,,,,
0.540666667,-0.796984517,-1.046718755,-0.883210234,,,,,,
0.540833333,-0.90771001,-1.021008453,-0.908581105,,,,,,
0.541,-0.811677654,-0.991803758,-0.865810798,,,,,,
0.541166667,-0.766123116,-0.962540063,-0.936640669,,,,,,
0.541333333,-0.823616261,-1.074778319,-0.908581105,,,,,,
0.5415,-0.878361372,-0.993005461,-0.865810798,,,,,,
0.541666667,-0.807517322,-0.978396355,-0.909898493,,,,,,
0.541833333,-0.8089069,-0.963772508,-0.964700233,,,,,,
0.542,-0.838310788,-1.075897506,-0.908581105,,,,,,
0.542166667,-0.824987509,-0.935741259,-0.883210234,,,,,,
0.542333333,-0.850301808,-1.075897506,-0.909898493,,,,,,
0.5425,-0.823616261,-1.005224696,-0.98184181,,,,,,
0.542666667,-0.795585012,-0.990599627,-0.839126633,,,,,,
0.542833333,-0.923633192,-1.006413469,-0.909898493,,,,,,
0.543,-0.90771001,-0.991803758,-0.883210234,,,,,,
0.543166667,-0.752816101,-1.021008453,-0.908581105,,,,,,
0.543333333,-0.922362128,-0.947886036,-0.924564748,,,,,,
0.5435,-0.79418268,-0.991803758,-0.937929743,,,,,,
0.543666667,-0.878361372,-0.9344805,-0.993992242,,,,,,
0.543833333,-0.894345015,-1.046718755,-0.868530521,,,,,,
0.544,-0.823616261,-0.965002469,-0.937929743,,,,,,
0.544166667,-0.796984517,-1.021008453,-0.993992242,,,,,,
0.544333333,-0.936999477,-0.990599627,-0.952581861,,,,,,
0.5445,-0.823616261,-1.019835007,-0.853835995,,,,,,
0.544666667,-0.880993493,-0.990599627,-0.964700233,,,,,,
0.544833333,-0.822242244,-0.965002469,-1.022023491,,,,,,
0.545,-0.87967876,-1.060181006,-0.993992242,,,,,,
0.545166667,-0.739522513,-0.962540063,-0.924564748,,,,,,
0.545333333,-0.852990501,-1.049011444,-0.937929743,,,,,,
0.5455,-0.893043098,-1.047866257,-0.993992242,,,,,,
0.545666667,-0.880993493,-0.990599627,-0.937929743,,,,,,
0.545833333,-0.90771001,-1.034430583,-0.96721921,,,,,,
0.546,-0.796984517,-1.021008453,-0.883210234,,,,,,
0.546166667,-0.767553763,-0.978396355,-0.925864041,,,,,,
0.546333333,-0.823616261,-0.962540063,-0.964700233,,,,,,
0.5465,-0.863664808,-1.046718755,-0.896547634,,,,,,
0.546666667,-0.822242244,-0.991803758,-0.893884541,,,,,,
0.546833333,-0.77944358,-1.019835007,-0.953852925,,,,,,
0.547,-0.823616261,-0.963772508,-0.893884541,,,,,,
0.547166667,-0.839666538,-0.935741259,-0.839126633,,,,,,
0.547333333,-0.90771001,-1.019835007,-0.937929743,,,,,,
0.5475,-0.90771001,-0.991803758,-0.96721921,,,,,,
0.547666667,-0.838310788,-1.049011444,-0.995222202,,,,,,
0.547833333,-0.880993493,-1.035588731,-0.937929743,,,,,,
0.548,-0.78227656,-0.963772508,-0.909898493,,,,,,
0.548166667,-0.863664808,-0.935741259,-0.881867244,,,,,,
0.548333333,-0.823616261,-1.047866257,-0.893884541,,,,,,
0.5485,-0.767553763,-1.047866257,-0.937929743,,,,,,
0.548666667,-0.878361372,-1.09046481,-0.964700233,,,,,,
0.548833333,-0.839666538,-1.035588731,-0.911213226,,,,,,
0.549,-0.823616261,-0.963772508,-0.993992242,,,,,,
0.549166667,-0.866327901,-1.032107264,-0.995222202,,,,,,
0.549333333,-0.935741259,-1.004033521,-1.022023491,,,,,,
0.5495,-0.878361372,-1.103928755,-0.881867244,,,,,,
0.549666667,-0.893043098,-1.019835007,-0.908581105,,,,,,
0.549833333,-0.87967876,-1.103928755,-0.992759797,,,,,,
0.55,-0.822242244,-0.962540063,-0.881867244,,,,,,
0.550166667,-0.836952299,-0.963772508,-0.896547634,,,,,,
0.550333333,-0.795585012,-0.950379242,-0.96721921,,,,,,
0.5505,-0.90771001,-0.963772508,-0.893884541,,,,,,
0.550666667,-0.851647511,-1.034430583,-0.939216218,,,,,,
0.550833333,-0.79418268,-1.103928755,-0.96721921,,,,,,
0.551,-0.851647511,-1.034430583,-0.98184181,,,,,,
0.551166667,-0.863664808,-1.063577615,-0.867172032,,,,,,
0.551333333,-0.811677654,-0.935741259,-0.908581105,,,,,,
0.5515,-0.77944358,-1.103928755,-1.008616089,,,,,,
0.551666667,-0.851647511,-0.962540063,-0.980598975,,,,,,
0.551833333,-0.90771001,-1.049011444,-0.980598975,,,,,,
