dv (ml),p1 (kpa),p2 (kpa),p3(kpa)
4.64,-2.085198217,-2.153315789,-2.34788284
4.644444444,-2.606497771,-2.47886362,-2.478207728
4.648888889,-2.345847994,-2.740967286,-2.477744836
4.653333333,-2.215523106,-2.283640678,-2.217357547
4.657777778,-2.542722189,-2.283640678,-2.15259819
4.662222222,-2.346574839,-2.805798585,-2.67402544
4.666666667,-2.085198217,-2.934277251,-2.477744836
4.671111111,-2.475316258,-2.675342188,-2.60793848
4.675555556,-2.345122613,-2.610445035,-2.15259819
4.68,-2.412199937,-2.413502674,-1.956908174
4.684444444,-2.281677685,-2.805798585,-2.54363483
4.688888889,-2.476172883,-2.740967286,-2.347551192
4.693333333,-2.476172883,-2.740967286,-2.412846549
4.697777778,-2.281677685,-2.610445035,-2.60793848
4.702222222,-2.606497771,-2.283640678,-2.478207728
4.706666667,-1.954873328,-2.934277251,-2.478207728
4.711111111,-2.214928969,-2.804940232,-2.608532617
4.715555556,-2.280355504,-2.93526512,-2.477744836
4.72,-2.215523106,-2.93526512,-2.478207728
4.724444444,-2.216118441,-2.544290455,-2.413642693
4.728888889,-2.606497771,-2.740967286,-2.282321557
4.733333333,-2.608479496,-2.804083607,-2.348215157
4.737777778,-2.345847994,-2.673889963,-2.804416049
4.742222222,-2.345847994,-2.544290455,-2.413642693
4.746666667,-1.954873328,-2.609783277,-2.869182394
4.751111111,-2.476172883,-2.673889963,-2.283120442
4.755555556,-2.475316258,-2.609783277,-2.282321557
4.76,-2.73682266,-2.805798585,-2.34788284
4.764444444,-2.281677685,-3.065590009,-2.217557951
4.768888889,-2.085198217,-2.674615343,-2.9357317
4.773333333,-2.214928969,-2.804940232,-2.478207728
4.777777778,-2.345122613,-2.349400531,-2.34788284
4.782222222,-2.27969641,-2.868720002,-2.738857506
4.786666667,-2.606497771,-2.93526512,-2.152193436
4.791111111,-2.542722189,-2.674615343,-2.478207728
4.795555556,-2.73682266,-2.805798585,-2.672705921
4.8,-2.735703547,-2.674615343,-2.672705921
4.804444444,-2.412199937,-2.804940232,-2.087233063
4.808888889,-2.085198217,-2.86964132,-2.67402544
4.813333333,-2.605509902,-2.93526512,-2.478207728
4.817777778,-2.605509902,-2.674615343,-2.087233063
4.822222222,-2.085198217,-2.86964132,-2.087233063
4.826666667,-2.477031236,-2.740967286,-2.60793848
4.831111111,-2.867147548,-2.413502674,-2.478207728
4.835555556,-2.539952653,-2.414429393,-2.022068849
4.84,-2.085662043,-2.804083607,-2.608532617
4.844444444,-2.606497771,-2.47886362,-2.609127952
4.848888889,-2.607487634,-2.348207517,-2.34788284
4.853333333,-2.412199937,-2.739382087,-2.478207728
4.857777778,-2.412199937,-2.544290455,-2.477744836
4.862222222,-2.606497771,-2.871489538,-2.21775876
4.866666667,-1.759318571,-2.740967286,-2.608532617
4.871111111,-2.73682266,-2.544290455,-2.347551192
4.875555556,-2.476172883,-2.674615343,-2.477744836
4.88,-2.476172883,-3.00201179,-2.412449679
4.884444444,-2.345847994,-2.544290455,-2.477744836
4.888888889,-2.670080774,-2.283640678,-2.347551192
4.893333333,-2.539952653,-2.674615343,-2.348215157
4.897777778,-2.607487634,-2.609783277,-2.348215157
4.902222222,-2.477891324,-2.673889963,-2.738132125
4.906666667,-3.064811196,-2.93526512,-2.804416049
4.911111111,-2.27969641,-2.479922783,-2.738857506
4.915555556,-2.346574839,-2.283640678,-2.34788284
4.92,-2.606497771,-2.674615343,-2.28285361
4.924444444,-2.542722189,-2.413965566,-2.608532617
4.928888889,-2.215523106,-3.065590009,-2.282321557
4.933333333,-2.476172883,-2.610445035,-2.282321557
4.937777778,-2.412199937,-2.870564497,-2.477744836
4.942222222,-3.261420358,-2.674615343,-2.41324422
4.946666667,-2.735703547,-2.543696318,-2.738857506
4.951111111,-2.476172883,-2.804083607,-2.087233063
4.955555556,-2.215523106,-3.065590009,-2.347220211
4.96,-2.476172883,-2.543696318,-2.413642693
4.964444444,-2.73682266,-2.740173887,-2.67402544
4.968888889,-2.475316258,-2.936254983,-2.477744836
4.973333333,-2.411406538,-2.673889963,-2.673365016
4.977777778,-2.477031236,-2.543696318,-2.608532617
4.982222222,-2.214928969,-2.740173887,-2.217557951
4.986666667,-2.150096271,-2.93526512,-2.738132125
4.991111111,-2.216118441,-2.674615343,-2.608532617
4.995555556,-2.476172883,-2.804940232,-2.478207728
5,-2.27969641,-2.936254983,-2.805209449
5.004444444,-2.412199937,-2.674615343,-2.283120442
5.008888889,-2.542722189,-2.93526512,-2.478207728
5.013333333,-2.216118441,-2.478335638,-2.73958435
5.017777778,-2.73682266,-2.608463759,-2.674687197
5.022222222,-2.345847994,-2.871489538,-2.608532617
5.026666667,-2.671133205,-2.283640678,-2.609127952
5.031111111,-2.345122613,-2.804083607,-2.738857506
5.035555556,-2.606497771,-2.283640678,-2.347551192
5.04,-2.737944032,-2.675342188,-2.087233063
5.044444444,-2.476172883,-2.86964132,-2.478207728
5.048888889,-2.606497771,-2.675342188,-2.412449679
5.053333333,-2.215523106,-2.478335638,-2.478207728
5.057777778,-2.73682266,-2.871489538,-2.543105782
5.062222222,-2.672187758,-3.065590009,-2.347551192
5.066666667,-2.673244441,-2.218345153,-2.478207728
5.071111111,-3.063359588,-2.804083607,-2.608532617
5.075555556,-2.867147548,-2.868720002,-2.283120442
5.08,-2.346574839,-2.544290455,-2.60793848
5.084444444,-2.606497771,-2.543696318,-2.9357317
5.088888889,-2.607487634,-2.804940232,-2.412449679
5.093333333,-2.737944032,-2.413965566,-2.608532617
5.097777778,-2.606497771,-2.674615343,-2.412449679
5.102222222,-2.27969641,-2.803228706,-2.21775876
5.106666667,-2.737944032,-2.739382087,-2.477744836
5.111111111,-2.019440167,-3.066711381,-2.60793848
5.115555556,-2.605509902,-3.00201179,-2.609127952
5.12,-2.475316258,-2.934277251,-2.413642693
5.124444444,-2.346574839,-3.065590009,-2.413642693
5.128888889,-2.801392438,-2.934277251,-2.740312663
5.133333333,-2.605509902,-2.674615343,-2.740312663
5.137777778,-2.281015928,-2.804940232,-2.738857506
5.142222222,-2.475316258,-2.870564497,-2.413642693
5.146666667,-2.73682266,-2.608463759,-2.934806659
5.151111111,-2.867147548,-2.934277251,-2.869182394
5.155555556,-2.412199937,-2.804940232,-2.608532617
5.16,-2.346574839,-2.543696318,-3.066253952
5.164444444,-2.735703547,-2.674615343,-2.34788284
5.168888889,-2.346574839,-2.609783277,-2.673365016
5.173333333,-2.934288944,-3.130159787,-2.543105782
5.177777778,-2.346574839,-2.674615343,-2.73958435
5.182222222,-2.214928969,-2.739382087,-2.608532617
5.186666667,-2.737944032,-2.806658673,-2.34788284
5.191111111,-2.735703547,-2.804940232,-2.805209449
5.195555556,-2.410614738,-3.065590009,-2.868325769
5.2,-2.997472437,-3.066711381,-2.9357317
5.204444444,-2.476172883,-2.673889963,-2.868325769
5.208888889,-3.127797325,-2.608463759,-2.34788284
5.213333333,-2.996090835,-2.544290455,-2.34788284
5.217777778,-2.934288944,-2.544290455,-2.738857506
5.222222222,-2.606497771,-2.413965566,-2.870040748
5.226666667,-2.476172883,-2.673889963,-2.805209449
5.231111111,-2.73682266,-2.934277251,-2.870040748
5.235555556,-2.868400429,-3.066711381,-2.674687197
5.24,-2.409824531,-3.261736327,-2.73958435
5.244444444,-2.865897191,-2.740967286,-2.543105782
5.248888889,-2.606497771,-3.000955107,-2.608532617
5.253333333,-2.672187758,-3.000955107,-2.608532617
5.257777778,-2.477891324,-2.93526512,-2.217557951
5.262222222,-2.997472437,-2.413965566,-2.478207728
5.266666667,-2.865897191,-2.804940232,-2.347220211
5.271111111,-2.606497771,-2.673889963,-2.412449679
5.275555556,-2.346574839,-2.804940232,-2.934806659
5.28,-2.540873971,-3.132534042,-2.477744836
5.284444444,-2.475316258,-3.064470896,-2.478671555
5.288888889,-2.73682266,-2.934277251,-2.738857506
5.293333333,-2.409824531,-2.936254983,-2.609127952
5.297777778,-2.735703547,-2.86964132,-2.60793848
5.302222222,-2.215523106,-3.064470896,-2.477744836
5.306666667,-2.475316258,-2.936254983,-2.868325769
5.311111111,-2.345847994,-2.871489538,-2.5425778
5.315555556,-2.800208895,-2.740173887,-2.67402544
5.32,-2.215523106,-2.544290455,-2.608532617
5.324444444,-2.215523106,-3.065590009,-2.544164945
5.328888889,-2.997472437,-3.261736327,-2.5425778
5.333333333,-2.475316258,-3.066711381,-3.065197269
5.337777778,-2.605509902,-2.93526512,-2.999507283
5.342222222,-2.867147548,-2.804940232,-2.738857506
5.346666667,-2.477031236,-2.738591881,-2.34788284
5.351111111,-2.539952653,-2.804940232,-2.868325769
5.355555556,-2.865897191,-2.674615343,-2.738857506
5.36,-3.064811196,-3.000955107,-2.672705921
5.364444444,-2.542722189,-3.132534042,-2.674687197
5.368888889,-2.541797148,-2.739382087,-2.608532617
5.373333333,-2.931651671,-2.673889963,-2.999507283
5.377777778,-2.735703547,-3.130159787,-2.738857506
5.382222222,-2.867147548,-2.93526512,-2.869182394
5.386666667,-2.73682266,-3.260419021,-2.34788284
5.391111111,-2.802578368,-2.93526512,-2.738857506
5.395555556,-2.605509902,-3.132534042,-2.608532617
5.4,-2.606497771,-3.066711381,-2.34788284
5.404444444,-2.802578368,-2.93526512,-2.738857506
5.408888889,-3.000244013,-3.195914898,-2.999507283
5.413333333,-2.605509902,-2.93526512,-2.544164945
5.417777778,-2.73682266,-3.261736327,-2.608532617
5.422222222,-2.607487634,-3.065590009,-2.868325769
5.426666667,-2.802578368,-2.804940232,-2.805209449
5.431111111,-2.867147548,-2.93526512,-2.5425778
5.435555556,-2.800208895,-2.740967286,-2.999507283
5.44,-2.605509902,-2.93526512,-2.933883483
5.444444444,-2.73682266,-2.675342188,-2.869182394
5.448888889,-3.061910905,-3.000955107,-2.478207728
5.453333333,-2.542722189,-2.871489538,-2.608532617
5.457777778,-2.867147548,-3.260419021,-2.738857506
5.462222222,-2.345847994,-3.263056293,-2.60793848
5.466666667,-2.540873971,-2.544290455,-2.477744836
5.471111111,-3.195333448,-2.936254983,-2.60793848
5.475555556,-2.542722189,-3.263056293,-2.802834043
5.48,-2.996090835,-2.871489538,-2.999507283
5.484444444,-2.542722189,-3.195914898,-2.67402544
5.488888889,-2.73682266,-2.86964132,-2.477744836
5.493333333,-2.802578368,-3.00201179,-2.609127952
5.497777778,-2.542722189,-2.805798585,-2.5425778
5.502222222,-2.996090835,-2.934277251,-2.477744836
5.506666667,-2.477031236,-3.19466454,-2.544164945
5.511111111,-3.127797325,-2.934277251,-2.54363483
5.515555556,-2.73682266,-2.871489538,-2.998519414
5.52,-2.345847994,-2.868720002,-2.608532617
5.524444444,-2.800208895,-2.804083607,-2.933883483
5.528888889,-2.867147548,-3.324858184,-2.608532617
5.533333333,-2.997472437,-3.326239786,-2.478671555
5.537777778,-2.476172883,-3.064470896,-3.195587879
5.542222222,-2.998856827,-3.132534042,-3.066253952
5.546666667,-2.737944032,-3.065590009,-2.932962164
5.551111111,-2.73682266,-2.93526512,-2.60793848
5.555555556,-2.73682266,-2.675342188,-2.869182394
5.56,-3.259769622,-2.673889963,-2.67402544
5.564444444,-2.476172883,-3.19466454,-3.000497145
5.568888889,-2.345847994,-2.934277251,-2.738857506
5.573333333,-2.739067669,-3.326239786,-2.608532617
5.577777778,-3.064811196,-3.263056293,-2.998519414
5.582222222,-2.476172883,-2.868720002,-2.5425778
5.586666667,-2.998856827,-3.197167778,-2.5425778
5.591111111,-2.865897191,-3.324858184,-2.934806659
5.595555556,-2.735703547,-2.934277251,-2.868325769
5.6,-2.73682266,-3.456564675,-2.67402544
5.604444444,-2.868400429,-2.934277251,-3.129832171
5.608888889,-2.539952653,-3.00201179,-2.738857506
5.613333333,-2.867147548,-3.067835018,-2.999507283
5.617777778,-3.127797325,-2.936254983,-3.129832171
5.622222222,-2.73682266,-3.128976245,-2.998519414
5.626666667,-2.934288944,-3.263056293,-2.9357317
5.631111111,-2.867147548,-3.065590009,-2.477744836
5.635555556,-2.867147548,-2.609783277,-2.738857506
5.64,-2.476172883,-2.937246846,-2.998519414
5.644444444,-2.931651671,-3.066711381,-2.999507283
5.648888889,-2.476172883,-2.86964132,-2.152193436
5.653333333,-2.934288944,-2.805798585,-2.870900835
5.657777778,-2.996090835,-2.544290455,-2.608532617
5.662222222,-2.868400429,-2.93526512,-2.412846549
5.666666667,-2.605509902,-2.93526512,-2.608532617
5.671111111,-2.73682266,-3.260419021,-2.999507283
5.675555556,-2.735703547,-2.934277251,-2.738857506
5.68,-2.930337017,-3.128976245,-2.34788284
5.684444444,-2.671133205,-3.524100797,-2.869182394
5.688888889,-2.73682266,-2.86964132,-2.412449679
5.693333333,-3.127797325,-3.00201179,-2.933883483
5.697777778,-2.867147548,-3.131345717,-2.9357317
5.702222222,-2.540873971,-3.263056293,-2.9357317
5.706666667,-2.865897191,-3.065590009,-2.870900835
5.711111111,-2.997472437,-2.804940232,-3.129832171
5.715555556,-2.803766692,-3.065590009,-3.063090286
5.72,-2.996090835,-3.324858184,-2.802834043
5.724444444,-2.737944032,-2.936254983,-2.869182394
5.728888889,-2.73682266,-3.326239786,-2.869182394
5.733333333,-2.476172883,-3.065590009,-2.868325769
5.737777778,-2.607487634,-3.456564675,-2.869182394
5.742222222,-2.477031236,-3.19466454,-2.674687197
5.746666667,-2.542722189,-3.195914898,-2.608532617
5.751111111,-2.865897191,-2.674615343,-2.608532617
5.755555556,-2.475316258,-3.456564675,-3.064142716
5.76,-2.542722189,-3.392126937,-2.869182394
5.764444444,-2.867147548,-3.065590009,-2.674687197
5.768888889,-2.930337017,-3.130159787,-2.869182394
5.773333333,-2.867147548,-3.064470896,-2.869182394
5.777777778,-2.997472437,-3.00201179,-2.67402544
5.782222222,-3.064811196,-3.456564675,-2.869182394
5.786666667,-2.605509902,-3.326239786,-3.196776204
5.791111111,-2.607487634,-3.065590009,-2.999507283
5.795555556,-2.867147548,-2.804940232,-3.196776204
5.8,-2.73682266,-2.999900554,-2.869182394
5.804444444,-2.997472437,-3.197167778,-2.738857506
5.808888889,-2.865897191,-3.065590009,-2.869182394
5.813333333,-3.12628448,-2.804940232,-3.196776204
5.817777778,-3.258122214,-3.327624176,-3.262665353
5.822222222,-2.606497771,-3.065590009,-2.608532617
5.826666667,-2.735703547,-3.324858184,-2.998519414
5.831111111,-3.258122214,-2.868720002,-3.194401949
5.835555556,-3.193750198,-2.805798585,-3.130953543
5.84,-2.865897191,-3.131345717,-2.672705921
5.844444444,-2.541797148,-3.19466454,-2.932962164
5.848888889,-3.258122214,-2.868720002,-2.999507283
5.853333333,-2.867147548,-3.131345717,-3.066253952
5.857777778,-2.73682266,-3.458080574,-3.258906702
5.862222222,-2.996090835,-2.934277251,-3.130953543
5.866666667,-2.673244441,-3.065590009,-2.738132125
5.871111111,-3.192170138,-3.455051829,-2.73958435
5.875555556,-2.606497771,-3.326239786,-3.129832171
5.88,-3.064811196,-3.19466454,-2.998519414
5.884444444,-2.867147548,-3.065590009,-2.9357317
5.888888889,-2.930337017,-3.261736327,-3.065197269
5.893333333,-2.801392438,-3.130159787,-3.066253952
5.897777778,-3.195333448,-3.324858184,-2.805209449
5.902222222,-2.803766692,-3.128976245,-3.195587879
5.906666667,-2.934288944,-3.654623049,-2.803624249
5.911111111,-3.064811196,-3.327624176,-3.193218407
5.915555556,-2.865897191,-3.19842319,-2.869182394
5.92,-2.540873971,-3.654623049,-2.869182394
5.924444444,-2.73682266,-3.261736327,-2.869182394
5.928888889,-2.605509902,-3.065590009,-2.608532617
5.933333333,-2.345847994,-3.195914898,-2.999507283
5.937777778,-3.060465138,-3.263056293,-2.803624249
5.942222222,-2.867147548,-3.128976245,-3.193218407
5.946666667,-3.258122214,-3.263056293,-2.868325769
5.951111111,-2.606497771,-3.327624176,-2.999507283
5.955555556,-3.060465138,-3.130159787,-2.999507283
5.96,-2.865897191,-3.393578545,-2.868325769
5.964444444,-2.803766692,-3.00201179,-3.258906702
5.968888889,-2.73682266,-3.195914898,-2.999507283
5.973333333,-2.73682266,-3.065590009,-3.390481948
5.977777778,-2.930337017,-3.130159787,-3.196776204
5.982222222,-2.800208895,-3.327624176,-2.802834043
5.986666667,-2.735703547,-3.000955107,-3.129832171
5.991111111,-2.867147548,-3.522517547,-2.5425778
5.995555556,-3.129313224,-2.804940232,-3.000497145
6,-2.865897191,-3.065590009,-3.130953543
6.004444444,-3.060465138,-3.392126937,-3.128713058
6.008888889,-2.800208895,-3.456564675,-2.608532617
6.013333333,-3.325855699,-3.456564675,-2.608532617
6.017777778,-2.606497771,-3.195914898,-3.262665353
6.022222222,-2.997472437,-3.065590009,-3.196776204
6.026666667,-2.802578368,-2.93526512,-2.999507283
6.031111111,-3.325855699,-3.195914898,-3.129832171
6.035555556,-2.997472437,-3.263056293,-2.868325769
6.04,-3.258122214,-3.456564675,-3.390481948
6.044444444,-2.996090835,-3.393578545,-2.869182394
6.048888889,-3.127797325,-2.674615343,-2.998519414
6.053333333,-2.997472437,-3.326239786,-2.738132125
6.057777778,-2.803766692,-3.19466454,-3.128713058
6.062222222,-3.193750198,-3.326239786,-2.933883483
6.066666667,-3.129313224,-3.717214452,-2.999507283
6.071111111,-3.322429372,-3.390678254,-2.868325769
6.075555556,-2.73682266,-3.585245473,-2.738132125
6.08,-2.73682266,-3.654623049,-3.196776204
6.084444444,-3.060465138,-3.455051829,-3.324661183
6.088888889,-3.388447103,-3.197167778,-2.999507283
6.093333333,-3.12628448,-3.326239786,-2.67402544
6.097777778,-3.258122214,-3.132534042,-2.932962164
6.102222222,-3.129313224,-3.19466454,-2.999507283
6.106666667,-3.520682417,-2.804940232,-2.998519414
6.111111111,-3.192170138,-3.195914898,-3.456369099
6.115555556,-2.606497771,-3.065590009,-2.738857506
6.12,-3.060465138,-3.19466454,-3.391866338
6.124444444,-2.735703547,-3.718993369,-3.258906702
6.128888889,-3.127797325,-3.132534042,-2.999507283
6.133333333,-3.063359588,-3.066711381,-2.999507283
6.137777778,-2.931651671,-3.263056293,-2.608532617
6.142222222,-3.195333448,-3.389232487,-3.193218407
6.146666667,-3.060465138,-3.327624176,-2.608532617
6.151111111,-2.997472437,-3.586889563,-3.064142716
6.155555556,-2.672187758,-3.585245473,-2.999507283
6.16,-3.12628448,-3.586889563,-2.868325769
6.164444444,-2.865897191,-3.715439118,-3.325978489
6.168888889,-3.388447103,-3.263056293,-3.064142716
6.173333333,-3.12628448,-3.524100797,-2.999507283
6.177777778,-2.997472437,-2.93526512,-3.128713058
6.182222222,-2.996090835,-3.456564675,-2.999507283
6.186666667,-2.996090835,-3.392126937,-2.999507283
6.191111111,-3.193750198,-3.128976245,-2.868325769
6.195555556,-2.997472437,-3.458080574,-2.868325769
6.2,-2.672187758,-3.392126937,-2.999507283
6.204444444,-3.258122214,-3.260419021,-2.868325769
6.208888889,-3.388447103,-3.326239786,-2.608532617
6.213333333,-2.73682266,-3.389232487,-2.477744836
6.217777778,-3.518771991,-3.19466454,-3.129832171
6.222222222,-3.12628448,-2.93526512,-2.999507283
6.226666667,-2.605509902,-3.065590009,-2.870040748
6.231111111,-3.12628448,-3.586889563,-3.258906702
6.235555556,-2.73682266,-3.586889563,-3.130953543
6.24,-2.868400429,-3.065590009,-3.128713058
6.244444444,-3.060465138,-3.455051829,-2.999507283
6.248888889,-3.259769622,-3.066711381,-3.129832171
6.253333333,-3.324140808,-3.586889563,-3.194401949
6.257777778,-2.868400429,-3.263056293,-2.870900835
6.262222222,-3.064811196,-3.259104366,-2.738857506
6.266666667,-2.865897191,-3.588536971,-3.390481948
6.271111111,-2.997472437,-3.519360609,-2.805209449
6.275555556,-2.996090835,-3.524100797,-2.608532617
6.28,-3.127797325,-3.19466454,-2.868325769
6.284444444,-3.193750198,-3.326239786,-2.999507283
6.288888889,-2.934288944,-3.000955107,-2.999507283
6.293333333,-2.998856827,-3.456564675,-3.000497145
6.297777778,-2.606497771,-3.524100797,-2.870040748
6.302222222,-3.388447103,-3.131345717,-2.999507283
6.306666667,-3.061910905,-3.326239786,-2.9357317
6.311111111,-2.868400429,-3.588536971,-3.519293991
6.315555556,-2.671133205,-3.392126937,-3.063090286
6.32,-2.867147548,-3.000955107,-2.999507283
6.324444444,-3.12628448,-3.326239786,-2.934806659
6.328888889,-3.127797325,-2.93526512,-2.869182394
6.333333333,-3.127797325,-3.066711381,-2.869182394
6.337777778,-2.73682266,-3.324858184,-2.934806659
6.342222222,-3.450849502,-2.998848123,-3.258906702
6.346666667,-3.192170138,-3.392126937,-3.389100347
6.351111111,-3.386671768,-3.065590009,-3.129832171
6.355555556,-3.258122214,-3.456564675,-2.869182394
6.36,-3.192170138,-3.259104366,-3.128713058
6.364444444,-3.195333448,-3.326239786,-3.390481948
6.368888889,-3.258122214,-3.524100797,-3.128713058
6.373333333,-3.325855699,-3.326239786,-3.26015706
6.377777778,-3.127797325,-3.19466454,-3.128713058
6.382222222,-2.73682266,-3.065590009,-2.998519414
6.386666667,-3.518771991,-3.131345717,-3.26015706
6.391111111,-3.584922027,-3.19466454,-3.129832171
6.395555556,-3.127797325,-3.065590009,-3.651131725
6.4,-3.12628448,-3.585245473,-3.323346528
6.404444444,-3.256478124,-3.456564675,-3.066253952
6.408888889,-3.064811196,-3.065590009,-2.869182394
6.413333333,-3.388447103,-3.329011363,-3.195587879
6.417777778,-2.73682266,-3.066711381,-3.258906702
6.422222222,-3.518771991,-3.456564675,-2.998519414
6.426666667,-3.127797325,-3.19466454,-3.586759709
6.431111111,-3.064811196,-3.197167778,-3.258906702
6.435555556,-3.64909688,-3.456564675,-3.323346528
6.44,-3.520682417,-3.652908157,-3.195587879
6.444444444,-3.258122214,-3.520937487,-2.932962164
6.448888889,-3.127797325,-3.458080574,-2.869182394
6.453333333,-3.456377951,-3.131345717,-3.129832171
6.457777778,-3.259769622,-3.324858184,-2.998519414
6.462222222,-2.934288944,-3.717214452,-2.9357317
6.466666667,-3.127797325,-3.717214452,-3.26015706
6.471111111,-3.127797325,-3.455051829,-3.389100347
6.475555556,-3.192170138,-3.524100797,-3.523841697
6.48,-3.258122214,-3.19466454,-3.195587879
6.484444444,-3.456377951,-3.456564675,-3.390481948
6.488888889,-3.195333448,-3.588536971,-3.520806837
6.493333333,-3.258122214,-3.783298767,-3.000497145
6.497777778,-3.584922027,-3.456564675,-3.327298456
6.502222222,-3.320721381,-3.065590009,-3.129832171
6.506666667,-3.39022602,-3.456564675,-3.129832171
6.511111111,-3.258122214,-3.588536971,-3.129832171
6.515555556,-3.388447103,-3.326239786,-2.999507283
6.52,-3.060465138,-3.524100797,-3.454920416
6.524444444,-2.997472437,-3.456564675,-3.651131725
6.528888889,-3.258122214,-3.456564675,-3.520806837
6.533333333,-3.127797325,-3.065590009,-3.391866338
6.537777778,-3.324140808,-3.327624176,-3.588342959
6.542222222,-2.996090835,-3.586889563,-3.26015706
6.546666667,-3.12628448,-3.585245473,-3.258906702
6.551111111,-3.261420358,-3.84753934,-3.390481948
6.555555556,-3.129313224,-3.845632762,-3.129832171
6.56,-3.190593259,-3.131345717,-3.457820707
6.564444444,-3.12628448,-3.7851453,-3.066253952
6.568888889,-3.39022602,-3.522517547,-3.390481948
6.573333333,-3.12628448,-3.389232487,-3.195587879
6.577777778,-3.193750198,-3.456564675,-2.869182394
6.582222222,-2.998856827,-3.195914898,-2.999507283
6.586666667,-2.997472437,-3.583604691,-3.26015706
6.591111111,-3.518771991,-3.324858184,-3.520806837
6.595555556,-3.39022602,-3.456564675,-3.26015706
6.6,-3.386671768,-3.456564675,-3.520806837
6.604444444,-2.997472437,-3.520937487,-3.456369099
6.608888889,-3.256478124,-3.586889563,-2.999507283
6.613333333,-2.997472437,-3.915667552,-3.130953543
6.617777778,-2.997472437,-3.654623049,-3.261409941
6.622222222,-3.258122214,-3.064470896,-3.129832171
6.626666667,-2.997472437,-3.715439118,-3.065197269
6.631111111,-3.192170138,-3.456564675,-3.066253952
6.635555556,-2.997472437,-3.323479363,-3.129832171
6.64,-3.12628448,-3.586889563,-3.128713058
6.644444444,-2.997472437,-3.520937487,-3.519293991
6.648888889,-3.258122214,-3.456564675,-3.522322736
6.653333333,-3.256478124,-3.389232487,-2.998519414
6.657777778,-3.717422455,-3.520937487,-3.129832171
6.662222222,-3.258122214,-3.652908157,-3.651131725
6.666666667,-3.127797325,-3.64948873,-3.58517965
6.671111111,-3.388447103,-3.524100797,-3.129832171
6.675555556,-3.580977624,-3.588536971,-3.129832171
6.68,-3.388447103,-3.84753934,-3.391866338
6.684444444,-3.518771991,-3.326239786,-3.520806837
6.688888889,-3.717422455,-3.913689377,-2.998519414
6.693333333,-3.12628448,-3.715439118,-3.128713058
6.697777778,-3.060465138,-3.259104366,-2.999507283
6.702222222,-3.516865413,-3.195914898,-3.325978489
6.706666667,-3.516865413,-3.324858184,-3.588342959
6.711111111,-2.997472437,-3.197167778,-2.999507283
6.715555556,-3.586900203,-3.389232487,-3.390481948
6.72,-3.454531418,-3.845632762,-3.45347465
6.724444444,-3.456377951,-3.390678254,-3.258906702
6.728888889,-3.388447103,-3.586889563,-3.520806837
6.733333333,-3.127797325,-3.717214452,-3.390481948
6.737777778,-3.522596703,-3.195914898,-3.258906702
6.742222222,-3.647059057,-3.975826406,-3.520806837
6.746666667,-3.320721381,-3.586889563,-3.128713058
6.751111111,-3.516865413,-3.586889563,-2.999507283
6.755555556,-3.777252701,-3.718993369,-3.390481948
6.76,-3.386671768,-3.586889563,-3.717150319
6.764444444,-3.388447103,-3.64948873,-3.26015706
6.768888889,-3.520682417,-3.915667552,-3.129832171
6.773333333,-3.259769622,-3.911715188,-3.58517965
6.777777778,-3.452688605,-4.044079987,-2.999507283
6.782222222,-2.997472437,-3.84753934,-3.45347465
6.786666667,-3.779421768,-3.327624176,-3.522322736
6.791111111,-3.713207072,-3.326239786,-3.063090286
6.795555556,-3.717422455,-3.717214452,-3.130953543
6.8,-3.388447103,-3.586889563,-3.390481948
6.804444444,-3.258122214,-3.845632762,-3.586759709
6.808888889,-3.580977624,-3.392126937,-3.130953543
6.813333333,-3.518771991,-3.915667552,-3.258906702
6.817777778,-3.847944706,-3.195914898,-3.649487635
6.822222222,-3.259769622,-3.456564675,-2.999507283
6.826666667,-3.322429372,-3.849449766,-3.520806837
6.831111111,-3.325855699,-3.326239786,-3.519293991
6.835555556,-3.386671768,-3.845632762,-3.261409941
6.84,-3.127797325,-3.586889563,-3.45347465
6.844444444,-3.647059057,-3.456564675,-3.849387462
6.848888889,-3.127797325,-3.718993369,-3.519293991
6.853333333,-3.647059057,-3.977864229,-3.129832171
6.857777778,-3.847944706,-3.389232487,-2.999507283
6.862222222,-2.997472437,-3.326239786,-3.193218407
6.866666667,-3.129313224,-3.849449766,-3.129832171
6.871111111,-3.586900203,-3.717214452,-3.258906702
6.875555556,-3.711105745,-3.588536971,-3.26015706
6.88,-3.193750198,-3.326239786,-3.586759709
6.884444444,-3.586900203,-4.108189117,-3.649487635
6.888888889,-3.190593259,-3.911715188,-3.45347465
6.893333333,-3.388447103,-3.849449766,-3.588342959
6.897777778,-3.258122214,-3.84753934,-3.390481948
6.902222222,-3.388447103,-3.456564675,-3.651131725
6.906666667,-3.518771991,-3.845632762,-3.520806837
6.911111111,-3.127797325,-3.519360609,-3.261409941
6.915555556,-3.388447103,-3.654623049,-3.522322736
6.92,-3.586900203,-3.717214452,-3.325978489
6.924444444,-3.39022602,-3.717214452,-3.520806837
6.928888889,-2.997472437,-4.108189117,-3.519293991
6.933333333,-3.779421768,-3.651196721,-3.781456614
6.937777778,-3.452688605,-3.783298767,-3.781456614
6.942222222,-3.779421768,-3.849449766,-3.781456614
6.946666667,-3.386671768,-3.975826406,-3.718865211
6.951111111,-3.64909688,-4.108189117,-3.519293991
