test,sample1,sample1,sample2,sample3,sample3,R=10mm,H=26.7mm,t=0.56mm,flow=0.6ml/min
dv (ml),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),,,,
0.766,-0.402479654,-0.39223959,-0.361350203,-0.563474215,-0.501579786,,,,
0.766333333,-0.447822154,-0.334903446,-0.34663946,-0.5488234,-0.46153124,,,,
0.766666667,-0.419833269,-0.293507859,-0.294737164,-0.462012587,-0.36268568,,,,
0.767,-0.430539218,-0.309515771,-0.235819096,-0.562174922,-0.462902487,,,,
0.767333333,-0.391844385,-0.349570358,-0.28002992,-0.490072151,-0.46153124,,,,
0.767666667,-0.405168347,-0.349570358,-0.334664656,-0.618209149,-0.406896503,,,,
0.768,-0.434483423,-0.334903446,-0.390727155,-0.43538367,-0.433499991,,,,
0.768333333,-0.447822154,-0.377601607,-0.376046094,-0.490072151,-0.462902487,,,,
0.768666667,-0.447822154,-0.294850849,-0.250570908,-0.546191279,-0.406896503,,,,
0.769,-0.434483423,-0.32022172,-0.364038896,-0.490072151,-0.545624988,,,,
0.769333333,-0.405168347,-0.378859825,-0.40539341,-0.491446168,-0.490905479,,,,
0.769666667,-0.430539218,-0.349570358,-0.277171511,-0.519477418,-0.418776479,,,,
0.77,-0.419833269,-0.405632857,-0.306633407,-0.491446168,-0.418776479,,,,
0.770333333,-0.36247152,-0.393482425,-0.334664656,-0.464814424,-0.446821878,,,,
0.770666667,-0.3638555,-0.364222476,-0.252026928,-0.519477418,-0.462902487,,,,
0.771,-0.350559049,-0.405632857,-0.362695906,-0.575539917,-0.433499991,,,,
0.771333333,-0.433171339,-0.389746384,-0.222539659,-0.463414919,-0.46153124,,,,
0.771666667,-0.3638555,-0.377601607,-0.291909895,-0.5488234,-0.445432301,,,,
0.772,-0.390488634,-0.32022172,-0.321342069,-0.519477418,-0.448208653,,,,
0.772333333,-0.419833269,-0.36549354,-0.234344489,-0.563474215,-0.446821878,,,,
0.772666667,-0.36247152,-0.362948846,-0.378703818,-0.462012587,-0.434899495,,,,
0.773,-0.361084746,-0.334903446,-0.252026928,-0.519477418,-0.46153124,,,,
0.773333333,-0.405168347,-0.405632857,-0.390727155,-0.5488234,-0.518908471,,,,
0.773666667,-0.434483423,-0.404400412,-0.306633407,-0.520820408,-0.490905479,,,,
0.774,-0.474539974,-0.305525156,-0.40539341,-0.504782206,-0.392174426,,,,
0.774333333,-0.37442009,-0.39223959,-0.308032912,-0.478123581,-0.433499991,,,,
0.774666667,-0.3638555,-0.305525156,-0.249111947,-0.519477418,-0.530958077,,,,
0.775,-0.361084746,-0.378859825,-0.364038896,-0.546191279,-0.473506044,,,,
0.775333333,-0.418505747,-0.389746384,-0.362695906,-0.618209149,-0.377437492,,,,
0.775666667,-0.389130145,-0.26547661,-0.334664656,-0.462012587,-0.46153124,,,,
0.776,-0.306437293,-0.292162156,-0.252026928,-0.519477418,-0.446821878,,,,
0.776333333,-0.433171339,-0.277451413,-0.277171511,-0.492817416,-0.433499991,,,,
0.776666667,-0.350559049,-0.26547661,-0.306633407,-0.478123581,-0.502912677,,,,
0.777,-0.405168347,-0.364222476,-0.34663946,-0.574250843,-0.530958077,,,,
0.777333333,-0.346360526,-0.322853841,-0.362695906,-0.546191279,-0.502912677,,,,
0.777666667,-0.36247152,-0.364222476,-0.306633407,-0.519477418,-0.518908471,,,,
0.778,-0.402479654,-0.349570358,-0.336035904,-0.5488234,-0.46153124,,,,
0.778333333,-0.391844385,-0.364222476,-0.306633407,-0.575539917,-0.446821878,,,,
0.778666667,-0.474539974,-0.36549354,-0.361350203,-0.519477418,-0.433499991,,,,
0.779,-0.417175545,-0.350856833,-0.306633407,-0.40735242,-0.46153124,,,,
0.779333333,-0.306437293,-0.293507859,-0.290491975,-0.463414919,-0.46153124,,,,
0.779666667,-0.474539974,-0.349570358,-0.389409767,-0.519477418,-0.490905479,,,,
0.78,-0.406508632,-0.293507859,-0.390727155,-0.519477418,-0.390731079,,,,
0.780333333,-0.418505747,-0.334903446,-0.306633407,-0.575539917,-0.477581517,,,,
0.780666667,-0.405168347,-0.405632857,-0.308032912,-0.492817416,-0.517593739,,,,
0.781,-0.419833269,-0.350856833,-0.306633407,-0.574250843,-0.406896503,,,,
0.781333333,-0.418505747,-0.348281284,-0.334664656,-0.618209149,-0.488216786,,,,
0.781666667,-0.37442009,-0.349570358,-0.318565717,-0.519477418,-0.405468741,,,,
0.782,-0.335866615,-0.378859825,-0.262418232,-0.492817416,-0.432097659,,,,
0.782333333,-0.447822154,-0.349570358,-0.389409767,-0.462012587,-0.502912677,,,,
0.782666667,-0.518407798,-0.349570358,-0.321342069,-0.43538367,-0.502912677,,,,
0.783,-0.36247152,-0.377601607,-0.306633407,-0.578110276,-0.446821878,,,,
0.783333333,-0.37853384,-0.250767248,-0.318565717,-0.547508667,-0.433499991,,,,
0.783666667,-0.458598782,-0.405632857,-0.277171511,-0.603571166,-0.474867278,,,,
0.784,-0.447822154,-0.378859825,-0.418758405,-0.492817416,-0.490905479,,,,
0.784333333,-0.3638555,-0.364222476,-0.28002992,-0.562174922,-0.530958077,,,,
0.784666667,-0.419833269,-0.337504656,-0.290491975,-0.574250843,-0.530958077,,,,
0.785,-0.419833269,-0.390994245,-0.418758405,-0.475347229,-0.51627635,,,,
0.785333333,-0.390488634,-0.405632857,-0.390727155,-0.492817416,-0.490905479,,,,
0.785666667,-0.361084746,-0.278812647,-0.336035904,-0.5488234,-0.433499991,,,,
0.786,-0.389130145,-0.349570358,-0.334664656,-0.646226262,-0.505570402,,,,
0.786333333,-0.405168347,-0.405632857,-0.277171511,-0.507496446,-0.36268568,,,,
0.786666667,-0.377165355,-0.349570358,-0.361350203,-0.575539917,-0.518908471,,,,
0.787,-0.462458215,-0.293507859,-0.376046094,-0.546191279,-0.529653529,,,,
0.787333333,-0.402479654,-0.448273817,-0.262418232,-0.53548533,-0.545624988,,,,
0.787666667,-0.406508632,-0.349570358,-0.277171511,-0.5488234,-0.490905479,,,,
0.788,-0.349162363,-0.420256704,-0.350714934,-0.490072151,-0.446821878,,,,
0.788333333,-0.503799923,-0.405632857,-0.321342069,-0.463414919,-0.462902487,,,,
0.788666667,-0.489177323,-0.293507859,-0.250570908,-0.547508667,-0.434899495,,,,
0.789,-0.418505747,-0.420256704,-0.252026928,-0.462012587,-0.518908471,,,,
0.789333333,-0.334454407,-0.349570358,-0.34663946,-0.562174922,-0.545624988,,,,
0.789666667,-0.361084746,-0.39223959,-0.306633407,-0.534157808,-0.446821878,,,,
0.79,-0.473266344,-0.305525156,-0.308032912,-0.560873005,-0.432097659,,,,
0.790333333,-0.418505747,-0.349570358,-0.418758405,-0.546191279,-0.389284816,,,,
0.790666667,-0.447822154,-0.405632857,-0.28002992,-0.5488234,-0.490905479,,,,
0.791,-0.461174331,-0.294850849,-0.336035904,-0.534157808,-0.432097659,,,,
0.791333333,-0.346360526,-0.321539108,-0.390727155,-0.618209149,-0.490905479,,,,
0.791666667,-0.418505747,-0.305525156,-0.350714934,-0.563474215,-0.434899495,,,,
0.792,-0.37442009,-0.349570358,-0.42004488,-0.507496446,-0.490905479,,,,
0.792333333,-0.430539218,-0.32022172,-0.374713203,-0.478123581,-0.46153124,,,,
0.792666667,-0.446522861,-0.349570358,-0.336035904,-0.463414919,-0.36268568,,,,
0.793,-0.390488634,-0.322853841,-0.336035904,-0.5488234,-0.446821878,,,,
0.793333333,-0.418505747,-0.404400412,-0.333290639,-0.43538367,-0.434899495,,,,
0.793666667,-0.3638555,-0.348281284,-0.336035904,-0.547508667,-0.462902487,,,,
0.794,-0.445220944,-0.405632857,-0.262418232,-0.603571166,-0.545624988,,,,
0.794333333,-0.430539218,-0.377601607,-0.265307842,-0.547508667,-0.46153124,,,,
0.794666667,-0.430539218,-0.337504656,-0.376046094,-0.531494715,-0.473506044,,,,
0.795,-0.361084746,-0.26547661,-0.321342069,-0.448691407,-0.417358558,,,,
0.795333333,-0.405168347,-0.349570358,-0.250570908,-0.534157808,-0.446821878,,,,
0.795666667,-0.474539974,-0.390994245,-0.364038896,-0.519477418,-0.434899495,,,,
0.796,-0.390488634,-0.349570358,-0.306633407,-0.479507561,-0.502912677,,,,
0.796333333,-0.3638555,-0.32022172,-0.319955295,-0.519477418,-0.446821878,,,,
0.796666667,-0.418505747,-0.377601607,-0.277171511,-0.559568457,-0.389284816,,,,
0.797,-0.361084746,-0.376340848,-0.361350203,-0.519477418,-0.434899495,,,,
0.797333333,-0.419833269,-0.293507859,-0.293324955,-0.603571166,-0.434899495,,,,
0.797666667,-0.474539974,-0.449460194,-0.334664656,-0.603571166,-0.501579786,,,,
0.798,-0.37853384,-0.364222476,-0.334664656,-0.475347229,-0.501579786,,,,
0.798333333,-0.502557088,-0.32022172,-0.28002992,-0.519477418,-0.462902487,,,,
0.798666667,-0.462458215,-0.305525156,-0.250570908,-0.463414919,-0.530958077,,,,
0.799,-0.418505747,-0.321539108,-0.306633407,-0.576826392,-0.51627635,,,,
0.799333333,-0.390488634,-0.32022172,-0.277171511,-0.491446168,-0.517593739,,,,
0.799666667,-0.334454407,-0.32022172,-0.319955295,-0.476736807,-0.46153124,,,,
0.8,-0.390488634,-0.349570358,-0.361350203,-0.547508667,-0.418776479,,,,
0.800333333,-0.3638555,-0.32022172,-0.389409767,-0.478123581,-0.488216786,,,,
0.800666667,-0.462458215,-0.348281284,-0.250570908,-0.603571166,-0.530958077,,,,
0.801,-0.361084746,-0.32022172,-0.390727155,-0.491446168,-0.46153124,,,,
0.801333333,-0.447822154,-0.349570358,-0.306633407,-0.519477418,-0.501579786,,,,
0.801666667,-0.433171339,-0.322853841,-0.250570908,-0.563474215,-0.390731079,,,,
0.802,-0.447822154,-0.433664106,-0.306633407,-0.491446168,-0.36268568,,,,
0.802333333,-0.391844385,-0.349570358,-0.336035904,-0.519477418,-0.501579786,,,,
0.802666667,-0.434483423,-0.376340848,-0.306633407,-0.574250843,-0.46153124,,,,
0.803,-0.390488634,-0.293507859,-0.34663946,-0.518131715,-0.490905479,,,,
0.803333333,-0.361084746,-0.404400412,-0.390727155,-0.490072151,-0.490905479,,,,
0.803666667,-0.474539974,-0.264102592,-0.306633407,-0.547508667,-0.545624988,,,,
0.804,-0.390488634,-0.378859825,-0.265307842,-0.546191279,-0.488216786,,,,
0.804333333,-0.346360526,-0.305525156,-0.361350203,-0.547508667,-0.545624988,,,,
0.804666667,-0.445220944,-0.322853841,-0.250570908,-0.518131715,-0.501579786,,,,
0.805,-0.447822154,-0.377601607,-0.336035904,-0.478123581,-0.434899495,,,,
0.805333333,-0.391844385,-0.378859825,-0.34663946,-0.559568457,-0.490905479,,,,
0.805666667,-0.346360526,-0.447085044,-0.28002992,-0.618209149,-0.545624988,,,,
0.806,-0.445220944,-0.337504656,-0.278602158,-0.462012587,-0.530958077,,,,
0.806333333,-0.474539974,-0.405632857,-0.293324955,-0.575539917,-0.432097659,,,,
0.806666667,-0.406508632,-0.377601607,-0.333290639,-0.562174922,-0.434899495,,,,
0.807,-0.334454407,-0.348281284,-0.306633407,-0.492817416,-0.490905479,,,,
0.807333333,-0.430539218,-0.349570358,-0.250570908,-0.5488234,-0.460157223,,,,
0.807666667,-0.390488634,-0.349570358,-0.389409767,-0.5488234,-0.446821878,,,,
0.808,-0.321159371,-0.364222476,-0.250570908,-0.560873005,-0.473506044,,,,
0.808333333,-0.346360526,-0.294850849,-0.361350203,-0.503420972,-0.432097659,,,,
0.808666667,-0.403825357,-0.294850849,-0.308032912,-0.562174922,-0.446821878,,,,
0.809,-0.489177323,-0.334903446,-0.306633407,-0.475347229,-0.46153124,,,,
0.809333333,-0.418505747,-0.348281284,-0.262418232,-0.518131715,-0.434899495,,,,
0.809666667,-0.390488634,-0.322853841,-0.390727155,-0.519477418,-0.489562489,,,,
0.81,-0.418505747,-0.32022172,-0.306633407,-0.603571166,-0.517593739,,,,
0.810333333,-0.474539974,-0.377601607,-0.390727155,-0.490072151,-0.434899495,,,,
0.810666667,-0.430539218,-0.378859825,-0.277171511,-0.463414919,-0.417358558,,,,
0.811,-0.391844385,-0.322853841,-0.291909895,-0.462012587,-0.446821878,,,,
0.811333333,-0.375794108,-0.433664106,-0.262418232,-0.503420972,-0.446821878,,,,
0.811666667,-0.430539218,-0.349570358,-0.290491975,-0.588918405,-0.46153124,,,,
0.812,-0.458598782,-0.433664106,-0.306633407,-0.559568457,-0.433499991,,,,
0.812333333,-0.346360526,-0.377601607,-0.308032912,-0.520820408,-0.502912677,,,,
0.812666667,-0.361084746,-0.362948846,-0.334664656,-0.519477418,-0.473506044,,,,
0.813,-0.390488634,-0.32022172,-0.336035904,-0.519477418,-0.501579786,,,,
0.813333333,-0.502557088,-0.404400412,-0.376046094,-0.591463099,-0.377437492,,,,
0.813666667,-0.36247152,-0.405632857,-0.278602158,-0.546191279,-0.390731079,,,,
0.814,-0.390488634,-0.26547661,-0.348000694,-0.463414919,-0.489562489,,,,
0.814333333,-0.489177323,-0.361672641,-0.306633407,-0.534157808,-0.462902487,,,,
0.814666667,-0.406508632,-0.349570358,-0.34663946,-0.490072151,-0.405468741,,,,
0.815,-0.390488634,-0.432459976,-0.319955295,-0.519477418,-0.501579786,,,,
0.815333333,-0.37442009,-0.364222476,-0.306633407,-0.519477418,-0.446821878,,,,
0.815666667,-0.390488634,-0.364222476,-0.334664656,-0.559568457,-0.460157223,,,,
0.816,-0.434483423,-0.32022172,-0.362695906,-0.5488234,-0.404038095,,,,
0.816333333,-0.502557088,-0.405632857,-0.364038896,-0.490072151,-0.502912677,,,,
0.816666667,-0.434483423,-0.32022172,-0.34663946,-0.492817416,-0.433499991,,,,
0.817,-0.462458215,-0.376340848,-0.294737164,-0.464814424,-0.433499991,,,,
0.817333333,-0.418505747,-0.349570358,-0.389409767,-0.492817416,-0.434899495,,,,
0.817666667,-0.306437293,-0.377601607,-0.321342069,-0.504782206,-0.489562489,,,,
0.818,-0.418505747,-0.24937767,-0.34663946,-0.476736807,-0.433499991,,,,
0.818333333,-0.474539974,-0.377601607,-0.28002992,-0.492817416,-0.446821878,,,,
0.818666667,-0.346360526,-0.405632857,-0.262418232,-0.563474215,-0.417358558,,,,
0.819,-0.306437293,-0.349570358,-0.34663946,-0.450106467,-0.46153124,,,,
0.819333333,-0.390488634,-0.378859825,-0.334664656,-0.5488234,-0.473506044,,,,
0.819666667,-0.36247152,-0.278812647,-0.389409767,-0.631602415,-0.390731079,,,,
0.82,-0.418505747,-0.364222476,-0.336035904,-0.464814424,-0.545624988,,,,
0.820333333,-0.334454407,-0.322853841,-0.362695906,-0.603571166,-0.545624988,,,,
0.820666667,-0.390488634,-0.420256704,-0.278602158,-0.547508667,-0.418776479,,,,
0.821,-0.406508632,-0.349570358,-0.34663946,-0.603571166,-0.530958077,,,,
0.821333333,-0.462458215,-0.26547661,-0.250570908,-0.532827606,-0.460157223,,,,
0.821666667,-0.418505747,-0.349570358,-0.448047872,-0.475347229,-0.405468741,,,,
0.822,-0.346360526,-0.377601607,-0.349359183,-0.520820408,-0.433499991,,,,
0.822333333,-0.334454407,-0.420256704,-0.291909895,-0.492817416,-0.489562489,,,,
0.822666667,-0.391844385,-0.321539108,-0.336035904,-0.5488234,-0.46153124,,,,
0.823,-0.433171339,-0.308188249,-0.334664656,-0.475347229,-0.490905479,,,,
0.823333333,-0.434483423,-0.337504656,-0.348000694,-0.507496446,-0.418776479,,,,
0.823666667,-0.361084746,-0.39223959,-0.364038896,-0.603571166,-0.474867278,,,,
0.824,-0.390488634,-0.322853841,-0.392041888,-0.519477418,-0.501579786,,,,
0.824333333,-0.461174331,-0.393482425,-0.319955295,-0.5488234,-0.545624988,,,,
0.824666667,-0.306437293,-0.334903446,-0.361350203,-0.574250843,-0.449592633,,,,
0.825,-0.3638555,-0.349570358,-0.207773697,-0.478123581,-0.489562489,,,,
0.825333333,-0.377165355,-0.376340848,-0.306633407,-0.531494715,-0.518908471,,,,
0.825666667,-0.390488634,-0.376340848,-0.277171511,-0.591463099,-0.501579786,,,,
0.826,-0.321159371,-0.26547661,-0.28002992,-0.419199744,-0.545624988,,,,
0.826333333,-0.335866615,-0.334903446,-0.262418232,-0.492817416,-0.517593739,,,,
0.826666667,-0.3638555,-0.337504656,-0.294737164,-0.518131715,-0.501579786,,,,
0.827,-0.346360526,-0.32022172,-0.262418232,-0.450106467,-0.417358558,,,,
0.827333333,-0.418505747,-0.420256704,-0.361350203,-0.490072151,-0.448208653,,,,
0.827666667,-0.361084746,-0.349570358,-0.350714934,-0.588918405,-0.417358558,,,,
0.828,-0.418505747,-0.378859825,-0.364038896,-0.507496446,-0.501579786,,,,
0.828333333,-0.474539974,-0.349570358,-0.235819096,-0.603571166,-0.433499991,,,,
0.828666667,-0.390488634,-0.322853841,-0.305231075,-0.492817416,-0.434899495,,,,
0.829,-0.474539974,-0.42147131,-0.308032912,-0.5488234,-0.417358558,,,,
0.829333333,-0.3638555,-0.293507859,-0.308032912,-0.5488234,-0.417358558,,,,
0.829666667,-0.37853384,-0.433664106,-0.333290639,-0.519477418,-0.433499991,,,,
0.83,-0.447822154,-0.376340848,-0.349359183,-0.492817416,-0.434899495,,,,
0.830333333,-0.390488634,-0.334903446,-0.306633407,-0.492817416,-0.51627635,,,,
0.830666667,-0.474539974,-0.376340848,-0.322726049,-0.576826392,-0.51627635,,,,
0.831,-0.430539218,-0.433664106,-0.361350203,-0.492817416,-0.377437492,,,,
0.831333333,-0.419833269,-0.348281284,-0.262418232,-0.447273487,-0.390731079,,,,
0.831666667,-0.391844385,-0.433664106,-0.178197004,-0.478123581,-0.518908471,,,,
0.832,-0.447822154,-0.364222476,-0.334664656,-0.563474215,-0.476225766,,,,
0.832333333,-0.447822154,-0.433664106,-0.336035904,-0.546191279,-0.501579786,,,,
0.832666667,-0.489177323,-0.349570358,-0.277171511,-0.575539917,-0.417358558,,,,
0.833,-0.446522861,-0.433664106,-0.378703818,-0.463414919,-0.501579786,,,,
0.833333333,-0.390488634,-0.378859825,-0.290491975,-0.5876422,-0.445432301,,,,
0.833666667,-0.462458215,-0.405632857,-0.336035904,-0.603571166,-0.33313733,,,,
0.834,-0.434483423,-0.364222476,-0.321342069,-0.5488234,-0.46153124,,,,
0.834333333,-0.334454407,-0.42147131,-0.28002992,-0.574250843,-0.46153124,,,,
0.834666667,-0.390488634,-0.39223959,-0.334664656,-0.532827606,-0.501579786,,,,
0.835,-0.391844385,-0.349570358,-0.418758405,-0.603571166,-0.545624988,,,,
0.835333333,-0.418505747,-0.32022172,-0.278602158,-0.576826392,-0.445432301,,,,
0.835666667,-0.462458215,-0.377601607,-0.334664656,-0.618209149,-0.474867278,,,,
0.836,-0.445220944,-0.405632857,-0.390727155,-0.559568457,-0.405468741,,,,
0.836333333,-0.458598782,-0.294850849,-0.376046094,-0.492817416,-0.501579786,,,,
0.836666667,-0.517180315,-0.378859825,-0.336035904,-0.490072151,-0.434899495,,,,
0.837,-0.462458215,-0.309515771,-0.34663946,-0.490072151,-0.490905479,,,,
0.837333333,-0.37853384,-0.349570358,-0.377376296,-0.618209149,-0.501579786,,,,
0.837666667,-0.390488634,-0.322853841,-0.374713203,-0.562174922,-0.446821878,,,,
0.838,-0.434483423,-0.349570358,-0.278602158,-0.547508667,-0.417358558,,,,
0.838333333,-0.37442009,-0.377601607,-0.319955295,-0.490072151,-0.389284816,,,,
0.838666667,-0.418505747,-0.32022172,-0.306633407,-0.575539917,-0.434899495,,,,
0.839,-0.37442009,-0.406862817,-0.364038896,-0.574250843,-0.389284816,,,,
0.839333333,-0.445220944,-0.337504656,-0.291909895,-0.519477418,-0.433499991,,,,
0.839666667,-0.433171339,-0.406862817,-0.364038896,-0.576826392,-0.390731079,,,,
0.84,-0.3638555,-0.337504656,-0.364038896,-0.507496446,-0.474867278,,,,
0.840333333,-0.502557088,-0.447085044,-0.321342069,-0.547508667,-0.445432301,,,,
0.840666667,-0.430539218,-0.322853841,-0.334664656,-0.478123581,-0.544335914,,,,
0.841,-0.36247152,-0.350856833,-0.390727155,-0.503420972,-0.390731079,,,,
0.841333333,-0.36247152,-0.278812647,-0.361350203,-0.43538367,-0.489562489,,,,
0.841666667,-0.446522861,-0.36549354,-0.28002992,-0.478123581,-0.490905479,,,,
0.842,-0.405168347,-0.321539108,-0.277171511,-0.462012587,-0.462902487,,,,
0.842333333,-0.434483423,-0.419039645,-0.306633407,-0.591463099,-0.46153124,,,,
0.842666667,-0.377165355,-0.378859825,-0.350714934,-0.506140695,-0.417358558,,,,
0.843,-0.474539974,-0.322853841,-0.364038896,-0.559568457,-0.446821878,,,,
0.843333333,-0.474539974,-0.293507859,-0.390727155,-0.475347229,-0.462902487,,,,
0.843666667,-0.474539974,-0.404400412,-0.291909895,-0.507496446,-0.501579786,,,,
0.844,-0.418505747,-0.393482425,-0.308032912,-0.562174922,-0.490905479,,,,
0.844333333,-0.418505747,-0.39223959,-0.277171511,-0.603571166,-0.474867278,,,,
0.844666667,-0.430539218,-0.404400412,-0.306633407,-0.503420972,-0.545624988,,,,
0.845,-0.473266344,-0.349570358,-0.361350203,-0.518131715,-0.434899495,,,,
0.845333333,-0.418505747,-0.378859825,-0.389409767,-0.603571166,-0.474867278,,,,
0.845666667,-0.418505747,-0.293507859,-0.364038896,-0.631602415,-0.501579786,,,,
0.846,-0.433171339,-0.322853841,-0.390727155,-0.520820408,-0.434899495,,,,
0.846333333,-0.474539974,-0.377601607,-0.250570908,-0.591463099,-0.432097659,,,,
0.846666667,-0.390488634,-0.36549354,-0.250570908,-0.519477418,-0.50424288,,,,
0.847,-0.37853384,-0.378859825,-0.418758405,-0.5488234,-0.501579786,,,,
0.847333333,-0.474539974,-0.448273817,-0.364038896,-0.504782206,-0.417358558,,,,
0.847666667,-0.377165355,-0.350856833,-0.390727155,-0.534157808,-0.390731079,,,,
0.848,-0.37853384,-0.433664106,-0.308032912,-0.463414919,-0.46153124,,,,
0.848333333,-0.37442009,-0.433664106,-0.263864496,-0.559568457,-0.529653529,,,,
0.848666667,-0.346360526,-0.350856833,-0.28002992,-0.492817416,-0.433499991,,,,
0.849,-0.474539974,-0.377601607,-0.361350203,-0.463414919,-0.51627635,,,,
0.849333333,-0.462458215,-0.364222476,-0.374713203,-0.463414919,-0.46153124,,,,
0.849666667,-0.458598782,-0.322853841,-0.277171511,-0.546191279,-0.432097659,,,,
0.85,-0.447822154,-0.364222476,-0.250570908,-0.618209149,-0.530958077,,,,
0.850333333,-0.346360526,-0.404400412,-0.262418232,-0.503420972,-0.433499991,,,,
0.850666667,-0.474539974,-0.406862817,-0.277171511,-0.503420972,-0.573656238,,,,
0.851,-0.418505747,-0.349570358,-0.265307842,-0.603571166,-0.517593739,,,,
0.851333333,-0.434483423,-0.378859825,-0.305231075,-0.563474215,-0.430692491,,,,
0.851666667,-0.474539974,-0.433664106,-0.250570908,-0.5488234,-0.446821878,,,,
0.852,-0.433171339,-0.377601607,-0.306633407,-0.576826392,-0.462902487,,,,
0.852333333,-0.334454407,-0.377601607,-0.364038896,-0.574250843,-0.474867278,,,,
0.852666667,-0.445220944,-0.322853841,-0.277171511,-0.492817416,-0.501579786,,,,
0.853,-0.334454407,-0.305525156,-0.28002992,-0.603571166,-0.46153124,,,,
0.853333333,-0.36247152,-0.322853841,-0.318565717,-0.546191279,-0.446821878,,,,
0.853666667,-0.361084746,-0.293507859,-0.377376296,-0.492817416,-0.434899495,,,,
0.854,-0.37442009,-0.322853841,-0.306633407,-0.591463099,-0.46153124,,,,
0.854333333,-0.37853384,-0.337504656,-0.250570908,-0.618209149,-0.462902487,,,,
0.854666667,-0.406508632,-0.321539108,-0.334664656,-0.518131715,-0.559003476,,,,
0.855,-0.361084746,-0.433664106,-0.250570908,-0.518131715,-0.490905479,,,,
0.855333333,-0.430539218,-0.377601607,-0.349359183,-0.562174922,-0.489562489,,,,
0.855666667,-0.3638555,-0.433664106,-0.28002992,-0.490072151,-0.417358558,,,,
0.856,-0.445220944,-0.334903446,-0.306633407,-0.574250843,-0.46153124,,,,
0.856333333,-0.433171339,-0.322853841,-0.278602158,-0.520820408,-0.448208653,,,,
0.856666667,-0.474539974,-0.404400412,-0.350714934,-0.519477418,-0.490905479,,,,
0.857,-0.406508632,-0.292162156,-0.278602158,-0.646226262,-0.532259993,,,,
0.857333333,-0.37853384,-0.377601607,-0.378703818,-0.559568457,-0.46153124,,,,
0.857666667,-0.346360526,-0.404400412,-0.28002992,-0.478123581,-0.418776479,,,,
0.858,-0.375794108,-0.393482425,-0.250570908,-0.547508667,-0.490905479,,,,
0.858333333,-0.406508632,-0.377601607,-0.374713203,-0.603571166,-0.490905479,,,,
0.858666667,-0.489177323,-0.377601607,-0.306633407,-0.519477418,-0.530958077,,,,
0.859,-0.474539974,-0.293507859,-0.348000694,-0.547508667,-0.501579786,,,,
0.859333333,-0.36247152,-0.39223959,-0.334664656,-0.492817416,-0.406896503,,,,
0.859666667,-0.391844385,-0.349570358,-0.376046094,-0.631602415,-0.489562489,,,,
0.86,-0.474539974,-0.362948846,-0.364038896,-0.547508667,-0.434899495,,,,
0.860333333,-0.418505747,-0.32022172,-0.389409767,-0.574250843,-0.446821878,,,,
0.860666667,-0.406508632,-0.406862817,-0.334664656,-0.562174922,-0.489562489,,,,
0.861,-0.36247152,-0.32022172,-0.336035904,-0.490072151,-0.446821878,,,,
0.861333333,-0.430539218,-0.322853841,-0.418758405,-0.491446168,-0.545624988,,,,
0.861666667,-0.36247152,-0.364222476,-0.418758405,-0.518131715,-0.489562489,,,,
0.862,-0.377165355,-0.32022172,-0.235819096,-0.576826392,-0.448208653,,,,
0.862333333,-0.37442009,-0.322853841,-0.34663946,-0.574250843,-0.474867278,,,,
0.862666667,-0.334454407,-0.337504656,-0.334664656,-0.462012587,-0.420191539,,,,
0.863,-0.391844385,-0.406862817,-0.364038896,-0.492817416,-0.474867278,,,,
0.863333333,-0.489177323,-0.364222476,-0.361350203,-0.574250843,-0.446821878,,,,
0.863666667,-0.389130145,-0.32022172,-0.28002992,-0.575539917,-0.460157223,,,,
0.864,-0.462458215,-0.334903446,-0.350714934,-0.520820408,-0.462902487,,,,
0.864333333,-0.37442009,-0.36549354,-0.28002992,-0.490072151,-0.389284816,,,,
0.864666667,-0.433171339,-0.389746384,-0.291909895,-0.463414919,-0.473506044,,,,
0.865,-0.390488634,-0.419039645,-0.336035904,-0.475347229,-0.530958077,,,,
0.865333333,-0.290241398,-0.377601607,-0.364038896,-0.576826392,-0.546911463,,,,
0.865666667,-0.474539974,-0.378859825,-0.290491975,-0.574250843,-0.446821878,,,,
0.866,-0.406508632,-0.348281284,-0.42004488,-0.575539917,-0.462902487,,,,
0.866333333,-0.349162363,-0.404400412,-0.235819096,-0.603571166,-0.405468741,,,,
0.866666667,-0.419833269,-0.349570358,-0.334664656,-0.5488234,-0.432097659,,,,
0.867,-0.390488634,-0.308188249,-0.250570908,-0.491446168,-0.51627635,,,,
0.867333333,-0.403825357,-0.322853841,-0.377376296,-0.575539917,-0.46153124,,,,
0.867666667,-0.334454407,-0.349570358,-0.319955295,-0.506140695,-0.477581517,,,,
0.868,-0.334454407,-0.349570358,-0.305231075,-0.574250843,-0.51627635,,,,
0.868333333,-0.390488634,-0.293507859,-0.350714934,-0.603571166,-0.460157223,,,,
0.868666667,-0.474539974,-0.305525156,-0.278602158,-0.518131715,-0.448208653,,,,
0.869,-0.391844385,-0.434865809,-0.306633407,-0.631602415,-0.377437492,,,,
0.869333333,-0.36247152,-0.349570358,-0.306633407,-0.5488234,-0.417358558,,,,
0.869666667,-0.391844385,-0.321539108,-0.28002992,-0.519477418,-0.502912677,,,,
0.87,-0.36247152,-0.334903446,-0.321342069,-0.5488234,-0.390731079,,,,
