test,sample1,sample1,sample2,sample3,sample3,R=10mm,H=26.7mm,t=0.56mm,flow=0.6ml/min
dv (ml),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),,,,
4.149333333,-0.950830905,-0.910916672,-0.936954084,-1.248289903,-1.204047666,,,,
4.149666667,-0.879492241,-0.910195346,-0.952101727,-1.192227404,-1.218374974,,,,
4.15,-0.866779564,-0.966257845,-0.894481918,-1.304352401,-1.246986263,,,,
4.150333333,-0.866779564,-0.951221237,-0.952101727,-1.318098793,-1.231497095,,,,
4.150666667,-0.951622077,-0.96559169,-1.036110703,-1.303799505,-1.232093065,,,,
4.151,-0.894796678,-0.951902236,-1.007414642,-1.304904183,-1.218374974,,,,
4.151333333,-0.893947337,-0.951902236,-0.923320894,-1.290619875,-1.218374974,,,,
4.151666667,-0.838762451,-0.924564748,-0.924098735,-1.233962594,-1.260138465,,,,
4.152,-0.852325348,-1.050931632,-0.839227146,-1.235207445,-1.190980279,,,,
4.152333333,-0.852325348,-0.951902236,-0.880040571,-1.235207445,-1.204670719,,,,
4.152666667,-0.894796678,-0.994925648,-0.937718568,-1.303799505,-1.204047666,,,,
4.153,-0.951622077,-0.910195346,-0.895289645,-1.262007994,-1.217765449,,,,
4.153333333,-0.895644308,-0.966257845,-0.952101727,-1.248289903,-1.162312475,,,,
4.153666667,-0.865901937,-0.938919664,-0.936188056,-1.205264539,-1.246986263,,,,
4.154,-0.810745337,-0.966257845,-0.896095743,-1.205264539,-1.218983271,,,,
4.154333333,-0.951622077,-0.938226595,-0.964999484,-1.304352401,-1.246406224,,,,
4.154666667,-0.880356597,-0.910195346,-0.978660609,-1.248289903,-1.302992247,,,,
4.155,-0.908387846,-0.966257845,-0.93848151,-1.332907175,-1.302992247,,,,
4.155333333,-0.867655423,-0.910195346,-0.851966828,-1.289485766,-1.218983271,,,,
4.155666667,-0.851432677,-0.994289094,-0.923320894,-1.206568534,-1.190980279,,,,
4.156,-0.867655423,-1.02292864,-0.88168434,-1.219620813,-1.218374974,,,,
4.156333333,-0.936419096,-0.979947636,-0.966470395,-1.332383651,-1.218374974,,,,
4.156666667,-0.879492241,-0.951221237,-0.978660609,-1.247680377,-1.259570838,,,,
4.157,-0.838762451,-1.009237887,-0.952101727,-1.248289903,-1.190980279,,,,
4.157333333,-0.951622077,-0.938919664,-0.910492626,-1.276321152,-1.246986263,,,,
4.157666667,-0.894796678,-0.993651254,-0.908908685,-1.248289903,-1.232093065,,,,
4.158,-0.951622077,-0.966257845,-0.937718568,-1.219620813,-1.246986263,,,,
4.158333333,-0.923633192,-0.910195346,-0.894481918,-1.276321152,-1.190980279,,,,
4.158666667,-0.923633192,-0.937532126,-0.896095743,-1.262007994,-1.302468723,,,,
4.159,-0.978848019,-0.966257845,-0.839227146,-1.289485766,-1.190980279,,,,
4.159333333,-0.923633192,-1.050351593,-0.895289645,-1.205917194,-1.189705885,,,,
4.159666667,-0.824294098,-0.938919664,-0.880040571,-1.289485766,-1.232093065,,,,
4.16,-0.882080087,-0.938919664,-0.908908685,-1.332383651,-1.231497095,,,,
4.160333333,-0.908387846,-0.938919664,-1.021769908,-1.262007994,-1.218374974,,,,
4.160666667,-0.964450345,-0.895811437,-0.978660609,-1.220895207,-1.218374974,,,,
4.161,-0.978848019,-0.910195346,-0.894481918,-1.276901191,-1.204047666,,,,
4.161333333,-0.879492241,-0.979947636,-0.895289645,-1.261412024,-1.246986263,,,,
4.161666667,-0.922813792,-0.96559169,-0.979383393,-1.220258653,-1.232093065,,,,
4.162,-0.879492241,-0.923147494,-1.077804136,-1.332383651,-1.119911467,,,,
4.162333333,-0.839666538,-1.021710818,-0.951352144,-1.247680377,-1.17534961,,,,
4.162666667,-0.922813792,-1.022320344,-0.867258395,-1.220895207,-1.204047666,,,,
4.163,-0.951622077,-1.021710818,-0.950601046,-1.233962594,-1.302468723,,,,
4.163333333,-0.908387846,-1.02292864,-0.852817886,-1.261412024,-1.190980279,,,,
4.163666667,-0.921992736,-0.994289094,-0.952101727,-1.303799505,-1.176653606,,,,
4.164,-0.935611369,-0.994289094,-0.951352144,-1.304352401,-1.162312475,,,,
4.164333333,-0.922813792,-0.951902236,-0.896095743,-1.219620813,-1.204047666,,,,
4.164666667,-0.922813792,-1.007368722,-1.021090283,-1.235207445,-1.162977287,,,,
4.165,-0.964450345,-0.938919664,-0.894481918,-1.332383651,-1.204047666,,,,
4.165333333,-0.978848019,-1.02292864,-0.923320894,-1.262007994,-1.190343725,,,,
4.165666667,-0.922813792,-0.910195346,-0.923320894,-1.262007994,-1.218374974,,,,
4.166,-0.852325348,-0.994289094,-0.894481918,-1.248898199,-1.259570838,,,,
4.166333333,-0.935611369,-0.895811437,-0.923320894,-1.276321152,-1.189705885,,,,
4.166666667,-0.867655423,-0.925271233,-1.007414642,-1.261412024,-1.301944141,,,,
4.167,-0.879492241,-0.966257845,-0.867258395,-1.206568534,-1.259570838,,,,
4.167333333,-0.810745337,-1.050351593,-0.908908685,-1.276321152,-1.246986263,,,,
4.167666667,-0.838762451,-0.923147494,-0.923320894,-1.248289903,-1.190980279,,,,
4.168,-0.879492241,-0.980598975,-0.896095743,-1.233338281,-1.273884577,,,,
4.168333333,-0.851432677,-0.938919664,-0.979383393,-1.331859069,-1.204047666,,,,
4.168666667,-0.963670933,-0.97929498,-0.936188056,-1.206568534,-1.147275867,,,,
4.169,-0.922813792,-0.952581861,-0.923320894,-1.276321152,-1.274437473,,,,
4.169333333,-0.963670933,-0.910195346,-0.880040571,-1.219620813,-1.246406224,,,,
4.169666667,-0.838762451,-0.951902236,-0.978660609,-1.275739941,-1.162312475,,,,
4.17,-0.921992736,-0.951221237,-0.867258395,-1.233962594,-1.17534961,,,,
4.170333333,-0.922813792,-0.994925648,-0.923320894,-1.220895207,-1.273884577,,,,
4.170666667,-0.978848019,-0.966922656,-0.951352144,-1.304904183,-1.162312475,,,,
4.171,-0.922813792,-0.938226595,-0.895289645,-1.248898199,-1.17534961,,,,
4.171333333,-0.894796678,-0.938919664,-1.021769908,-1.248898199,-1.218374974,,,,
4.171666667,-0.950830905,-0.923147494,-0.908908685,-1.304904183,-1.204047666,,,,
4.172,-0.922813792,-0.994289094,-0.908908685,-1.219620813,-1.274437473,,,,
4.172333333,-0.895644308,-0.994925648,-0.980104719,-1.304904183,-1.231497095,,,,
4.172666667,-0.922813792,-0.938919664,-0.979383393,-1.248289903,-1.330499972,,,,
4.173,-0.966004461,-0.910195346,-0.852817886,-1.248289903,-1.218374974,,,,
4.173333333,-0.851432677,-0.910195346,-0.867258395,-1.220258653,-1.190343725,,,,
4.173666667,-0.838762451,-0.994925648,-0.908114313,-1.220895207,-1.204670719,,,,
4.174,-0.964450345,-0.97929498,-0.952101727,-1.318636988,-1.274989255,,,,
4.174333333,-0.907551805,-0.937532126,-0.896095743,-1.262602761,-1.190343725,,,,
4.174666667,-1.02123417,-0.937532126,-0.936188056,-1.163501685,-1.147956867,,,,
4.175,-0.993231178,-0.994925648,-0.923320894,-1.346144192,-1.218374974,,,,
4.175333333,-0.908387846,-1.007368722,-0.908908685,-1.220258653,-1.288183864,,,,
4.175666667,-0.894796678,-0.994925648,-0.880040571,-1.26319633,-1.288183864,,,,
4.176,-0.879492241,-0.96559169,-0.895289645,-1.262007994,-1.218983271,,,,
4.176333333,-0.879492241,-0.994925648,-0.88168434,-1.3604149,-1.203423353,,,,
4.176666667,-0.894796678,-1.007368722,-0.824772486,-1.26319633,-1.273884577,,,,
4.177,-0.937225194,-1.036038435,-0.923320894,-1.205264539,-1.218374974,,,,
4.177333333,-0.966004461,-0.953260117,-0.964999484,-1.247680377,-1.301944141,,,,
4.177666667,-0.951622077,-0.910195346,-0.922541482,-1.219620813,-1.189705885,,,,
4.178,-0.894796678,-0.951902236,-0.908908685,-1.276901191,-1.218374974,,,,
4.178333333,-0.907551805,-0.951902236,-0.896095743,-1.233338281,-1.288183864,,,,
4.178666667,-0.978848019,-0.937532126,-0.980104719,-1.303799505,-1.218983271,,,,
4.179,-0.951622077,-0.994289094,-0.993044883,-1.192892215,-1.288183864,,,,
4.179333333,-0.937225194,-1.022320344,-0.951352144,-1.248898199,-1.274989255,,,,
4.179666667,-0.795313549,-0.951221237,-0.839227146,-1.247680377,-1.147275867,,,,
4.18,-0.922813792,-0.938919664,-0.852817886,-1.289485766,-1.232093065,,,,
4.180333333,-0.922813792,-0.966257845,-0.951352144,-1.276321152,-1.190980279,,,,
4.180666667,-0.867655423,-1.007368722,-0.964261799,-1.248289903,-1.218374974,,,,
4.181,-0.937225194,-0.966257845,-0.867258395,-1.276321152,-1.218374974,,,,
4.181333333,-0.966004461,-0.910195346,-0.936188056,-1.332383651,-1.274989255,,,,
4.181666667,-0.922813792,-0.994925648,-0.895289645,-1.247680377,-1.218374974,,,,
4.182,-0.922813792,-1.02292864,-0.952101727,-1.276321152,-1.274437473,,,,
4.182333333,-0.866779564,-0.966922656,-0.923320894,-1.235207445,-1.203423353,,,,
4.182666667,-0.838762451,-1.036038435,-0.966470395,-1.332383651,-1.218983271,,,,
4.183,-0.950038136,-1.009237887,-0.922541482,-1.276901191,-1.218374974,,,,
4.183333333,-0.851432677,-0.966257845,-0.952101727,-1.304352401,-1.17534961,,,,
4.183666667,-0.879492241,-0.910195346,-0.951352144,-1.247680377,-1.259570838,,,,
4.184,-0.851432677,-0.993651254,-0.896095743,-1.3604149,-1.218374974,,,,
4.184333333,-0.978083535,-0.951221237,-1.007414642,-1.262007994,-1.274989255,,,,
4.184666667,-0.767253985,-0.994289094,-0.980104719,-1.233338281,-1.190980279,,,,
4.185,-0.923633192,-1.022320344,-0.936188056,-1.248289903,-1.204047666,,,,
4.185333333,-0.879492241,-0.979947636,-0.964261799,-1.248898199,-1.301944141,,,,
4.185666667,-0.838762451,-0.895811437,-0.866422354,-1.276321152,-1.302468723,,,,
4.186,-0.894796678,-0.979947636,-0.823893085,-1.317559509,-1.246406224,,,,
4.186333333,-0.978848019,-0.966922656,-0.964999484,-1.26319633,-1.190343725,,,,
4.186666667,-0.908387846,-1.022320344,-0.923320894,-1.205264539,-1.231497095,,,,
4.187,-0.978848019,-0.994289094,-0.867258395,-1.233962594,-1.260138465,,,,
4.187333333,-0.879492241,-0.910195346,-0.922541482,-1.248898199,-1.204047666,,,,
4.187666667,-0.908387846,-0.979947636,-0.952101727,-1.234585647,-1.17534961,,,,
4.188,-0.937225194,-1.036633202,-0.896095743,-1.331859069,-1.162312475,,,,
4.188333333,-0.922813792,-0.966257845,-0.952101727,-1.248898199,-1.274437473,,,,
4.188666667,-0.882080087,-0.96559169,-0.936188056,-1.289485766,-1.302468723,,,,
4.189,-0.824294098,-0.96559169,-0.924098735,-1.319174099,-1.176002266,,,,
4.189333333,-0.866779564,-0.951221237,-0.950601046,-1.248289903,-1.302992247,,,,
4.189666667,-0.895644308,-0.994289094,-0.867258395,-1.3604149,-1.302992247,,,,
4.19,-0.950830905,-1.050351593,-0.909701454,-1.205264539,-1.288183864,,,,
4.190333333,-0.908387846,-0.966257845,-0.867258395,-1.332383651,-1.162312475,,,,
4.190666667,-0.851432677,-0.937532126,-1.007414642,-1.234585647,-1.259570838,,,,
4.191,-0.963670933,-1.02292864,-0.923320894,-1.205264539,-1.273884577,,,,
4.191333333,-0.838762451,-0.923147494,-0.867258395,-1.248289903,-1.232093065,,,,
4.191666667,-0.852325348,-0.938919664,-0.896095743,-1.219620813,-1.204047666,,,,
4.192,-0.921992736,-0.924564748,-0.965735681,-1.262007994,-1.302468723,,,,
4.192333333,-0.851432677,-0.966257845,-0.993752795,-1.276321152,-1.190980279,,,,
4.192666667,-0.879492241,-0.938226595,-0.979383393,-1.289485766,-1.274989255,,,,
4.193,-0.922813792,-0.937532126,-1.007414642,-1.262602761,-1.189705885,,,,
4.193333333,-0.978848019,-0.993651254,-0.978660609,-1.3604149,-1.218374974,,,,
4.193666667,-0.867655423,-0.981249002,-0.965735681,-1.276321152,-1.17534961,,,,
4.194,-0.978848019,-0.895811437,-0.952101727,-1.220258653,-1.189705885,,,,
4.194333333,-0.867655423,-1.064083834,-0.964261799,-1.233962594,-1.162312475,,,,
4.194666667,-0.824294098,-0.97929498,-0.867258395,-1.304352401,-1.176002266,,,,
4.195,-0.894796678,-0.937532126,-0.908908685,-1.276321152,-1.17534961,,,,
4.195333333,-0.935611369,-0.966257845,-0.964261799,-1.234585647,-1.203423353,,,,
4.195666667,-0.951622077,-0.951221237,-0.908908685,-1.205917194,-1.218983271,,,,
4.196,-0.922813792,-1.022320344,-0.908114313,-1.247680377,-1.260138465,,,,
4.196333333,-0.810745337,-0.96559169,-0.923320894,-1.276321152,-1.218983271,,,,
4.196666667,-0.950038136,-1.021710818,-0.923320894,-1.220258653,-1.204047666,,,,
4.197,-0.935611369,-0.979947636,-0.952101727,-1.276321152,-1.302468723,,,,
4.197333333,-0.936419096,-0.910195346,-0.895289645,-1.247680377,-1.260138465,,,,
4.197666667,-0.867655423,-0.993651254,-0.978660609,-1.332907175,-1.17534961,,,,
4.198,-0.895644308,-1.050351593,-0.880040571,-1.262602761,-1.260138465,,,,
4.198333333,-1.006865132,-0.938919664,-0.852817886,-1.276901191,-1.217765449,,,,
4.198666667,-0.867655423,-0.966257845,-0.88168434,-1.388913159,-1.302468723,,,,
4.199,-0.978848019,-0.910195346,-0.965735681,-1.248898199,-1.302468723,,,,
4.199333333,-0.866779564,-0.951221237,-0.868092751,-1.220258653,-1.301944141,,,,
4.199666667,-0.951622077,-1.02292864,-0.952101727,-1.291185215,-1.190343725,,,,
4.2,-0.951622077,-1.009237887,-0.923320894,-1.289485766,-1.190980279,,,,
4.200333333,-0.922813792,-0.938919664,-0.965735681,-1.235207445,-1.288183864,,,,
4.200666667,-0.951622077,-0.979947636,-0.964999484,-1.219620813,-1.246406224,,,,
4.201,-0.935611369,-0.979947636,-1.007414642,-1.3604149,-1.147956867,,,,
4.201333333,-0.908387846,-0.951221237,-0.923320894,-1.276321152,-1.189066755,,,,
4.201666667,-0.964450345,-1.007368722,-0.952101727,-1.3604149,-1.302468723,,,,
4.202,-0.894796678,-0.910195346,-0.964261799,-1.233962594,-1.302468723,,,,
4.202333333,-0.879492241,-1.007368722,-0.978660609,-1.220895207,-1.232093065,,,,
4.202666667,-0.908387846,-0.97929498,-0.894481918,-1.332907175,-1.246986263,,,,
4.203,-0.978848019,-0.966922656,-0.951352144,-1.359918633,-1.218374974,,,,
4.203333333,-0.851432677,-1.02292864,-0.951352144,-1.220258653,-1.218374974,,,,
4.203666667,-0.922813792,-0.938226595,-1.049787022,-1.303799505,-1.246406224,,,,
4.204,-0.809811138,-1.02292864,-1.007414642,-1.248898199,-1.274437473,,,,
4.204333333,-0.895644308,-1.050351593,-0.867258395,-1.248289903,-1.274989255,,,,
4.204666667,-0.951622077,-0.938919664,-0.936188056,-1.289485766,-1.246986263,,,,
4.205,-0.894796678,-0.910195346,-0.894481918,-1.276321152,-1.204670719,,,,
4.205333333,-0.963670933,-1.007368722,-0.908908685,-1.332383651,-1.162312475,,,,
4.205666667,-0.978083535,-0.938919664,-0.880040571,-1.276321152,-1.17534961,,,,
4.206,-0.950830905,-1.02292864,-0.894481918,-1.275739941,-1.259570838,,,,
4.206333333,-0.964450345,-0.97929498,-0.896095743,-1.233338281,-1.302468723,,,,
4.206666667,-0.950830905,-0.938919664,-0.937718568,-1.304352401,-1.316229264,,,,
4.207,-0.882080087,-1.036038435,-0.867258395,-1.317559509,-1.330499972,,,,
4.207333333,-0.964450345,-0.994925648,-0.923320894,-1.276321152,-1.204047666,,,,
4.207666667,-0.922813792,-1.021710818,-0.952101727,-1.303799505,-1.287644581,,,,
4.208,-0.935611369,-1.022320344,-1.034779737,-1.26319633,-1.246406224,,,,
4.208333333,-0.879492241,-0.938919664,-1.034779737,-1.248898199,-1.204047666,,,,
4.208666667,-0.935611369,-1.02292864,-0.951352144,-1.276321152,-1.274437473,,,,
4.209,-0.88121921,-0.979947636,-0.979383393,-1.3604149,-1.189066755,,,,
4.209333333,-0.922813792,-1.02292864,-0.895289645,-1.276321152,-1.162312475,,,,
4.209666667,-0.895644308,-1.022320344,-0.923320894,-1.303799505,-1.232093065,,,,
4.21,-0.951622077,-0.994289094,-0.867258395,-1.220895207,-1.217765449,,,,
4.210333333,-0.938029669,-1.021710818,-0.894481918,-1.3604149,-1.301944141,,,,
4.210666667,-0.895644308,-0.910195346,-0.867258395,-1.261412024,-1.246406224,,,,
4.211,-0.951622077,-0.924564748,-0.93848151,-1.247680377,-1.246986263,,,,
4.211333333,-0.922813792,-0.994289094,-0.896095743,-1.276321152,-1.260138465,,,,
4.211666667,-1.006865132,-0.937532126,-0.964261799,-1.248898199,-1.204047666,,,,
4.212,-0.964450345,-1.007993035,-0.852817886,-1.233338281,-1.17534961,,,,
4.212333333,-0.879492241,-1.007368722,-0.894481918,-1.262007994,-1.246406224,,,,
4.212666667,-0.908387846,-0.938226595,-0.937718568,-1.276901191,-1.259570838,,,,
4.213,-0.922813792,-1.036633202,-0.980824593,-1.304904183,-1.302992247,,,,
4.213333333,-0.935611369,-1.050931632,-0.852817886,-1.276321152,-1.260138465,,,,
4.213666667,-0.935611369,-0.951902236,-0.896095743,-1.276321152,-1.288183864,,,,
4.214,-0.879492241,-1.022320344,-0.867258395,-1.303799505,-1.190980279,,,,
4.214333333,-0.824294098,-1.021710818,-0.93848151,-1.262602761,-1.302992247,,,,
4.214666667,-0.951622077,-0.895811437,-0.964261799,-1.332383651,-1.218983271,,,,
4.215,-0.851432677,-0.979947636,-0.952101727,-1.317559509,-1.287644581,,,,
4.215333333,-0.880356597,-0.994289094,-0.952101727,-1.234585647,-1.203423353,,,,
4.215666667,-0.908387846,-1.050351593,-1.007414642,-1.261412024,-1.17534961,,,,
4.216,-0.922813792,-1.008616089,-0.936954084,-1.331859069,-1.301944141,,,,
4.216333333,-0.922813792,-0.994925648,-0.964999484,-1.332383651,-1.218374974,,,,
4.216666667,-0.894796678,-0.937532126,-0.896095743,-1.332383651,-1.301944141,,,,
4.217,-0.824294098,-0.994289094,-0.839227146,-1.247680377,-1.302468723,,,,
4.217333333,-0.922813792,-0.993651254,-0.980104719,-1.3604149,-1.218983271,,,,
4.217666667,-0.935611369,-1.02292864,-0.923320894,-1.276321152,-1.218983271,,,,
4.218,-0.922813792,-0.966922656,-0.965735681,-1.235207445,-1.330499972,,,,
4.218333333,-0.838762451,-0.994925648,-0.922541482,-1.319174099,-1.204047666,,,,
4.218666667,-0.978848019,-0.951902236,-0.964261799,-1.219620813,-1.274989255,,,,
4.219,-0.964450345,-0.938226595,-0.852817886,-1.290619875,-1.246406224,,,,
4.219333333,-0.921992736,-1.02292864,-0.936954084,-1.276901191,-1.287644581,,,,
4.219666667,-0.922813792,-0.938919664,-0.993044883,-1.233338281,-1.259570838,,,,
4.22,-0.838762451,-1.007368722,-0.951352144,-1.3604149,-1.246986263,,,,
4.220333333,-0.922813792,-0.951221237,-0.978660609,-1.276321152,-1.246986263,,,,
4.220666667,-0.908387846,-1.007368722,-0.952101727,-1.233338281,-1.302468723,,,,
4.221,-0.922813792,-0.938919664,-0.896095743,-1.303799505,-1.218983271,,,,
4.221333333,-0.951622077,-0.923147494,-0.852817886,-1.304904183,-1.176002266,,,,
4.221666667,-0.879492241,-0.910195346,-0.896095743,-1.247680377,-1.17534961,,,,
4.222,-0.951622077,-0.895811437,-0.896095743,-1.276321152,-1.204047666,,,,
4.222333333,-0.951622077,-1.008616089,-0.978660609,-1.3604149,-1.288183864,,,,
4.222666667,-0.909222202,-0.910916672,-0.852817886,-1.220258653,-1.260704946,,,,
4.223,-0.866779564,-0.979947636,-0.951352144,-1.219620813,-1.246986263,,,,
4.223333333,-0.951622077,-0.96559169,-0.908114313,-1.291185215,-1.176002266,,,,
4.223666667,-0.922813792,-1.050351593,-0.908114313,-1.276321152,-1.316229264,,,,
4.224,-0.978848019,-0.994925648,-0.993044883,-1.206568534,-1.273884577,,,,
4.224333333,-0.921992736,-1.036038435,-0.867258395,-1.262007994,-1.273884577,,,,
4.224666667,-0.950830905,-1.02292864,-0.936954084,-1.248898199,-1.246406224,,,,
4.225,-0.893947337,-0.895811437,-0.880040571,-1.276321152,-1.301944141,,,,
4.225333333,-0.950038136,-0.966257845,-0.951352144,-1.205917194,-1.218374974,,,,
4.225666667,-0.895644308,-0.993651254,-0.852817886,-1.331859069,-1.246986263,,,,
4.226,-0.851432677,-0.924564748,-0.867258395,-1.290619875,-1.176002266,,,,
4.226333333,-0.895644308,-0.994289094,-0.922541482,-1.219620813,-1.162977287,,,,
4.226666667,-0.978848019,-0.966922656,-0.952101727,-1.290053393,-1.274437473,,,,
4.227,-0.922813792,-1.02292864,-0.951352144,-1.304904183,-1.246986263,,,,
4.227333333,-0.88121921,-1.050351593,-0.895289645,-1.3604149,-1.259570838,,,,
4.227666667,-0.810745337,-1.021710818,-0.880040571,-1.248898199,-1.204047666,,,,
4.228,-0.937225194,-1.050931632,-0.908908685,-1.332907175,-1.204047666,,,,
4.228333333,-0.951622077,-1.065215656,-0.952101727,-1.290053393,-1.190980279,,,,
4.228666667,-0.908387846,-0.966257845,-0.978660609,-1.290053393,-1.274989255,,,,
4.229,-0.879492241,-1.02292864,-0.839227146,-1.317559509,-1.245825013,,,,
4.229333333,-0.922813792,-0.910195346,-0.910492626,-1.248898199,-1.162312475,,,,
4.229666667,-0.951622077,-0.938919664,-0.992335541,-1.290619875,-1.232093065,,,,
4.23,-0.838762451,-0.966922656,-0.951352144,-1.262007994,-1.260138465,,,,
4.230333333,-0.867655423,-0.923147494,-0.951352144,-1.192227404,-1.204047666,,,,
4.230666667,-0.853216218,-1.050351593,-0.936188056,-1.276321152,-1.17534961,,,,
4.231,-0.866779564,-1.007368722,-0.966470395,-1.262007994,-1.218983271,,,,
4.231333333,-0.951622077,-0.938919664,-0.979383393,-1.234585647,-1.190980279,,,,
4.231666667,-0.853216218,-0.938919664,-0.896095743,-1.347162984,-1.274989255,,,,
4.232,-0.966004461,-0.923856837,-0.923320894,-1.276321152,-1.203423353,,,,
4.232333333,-0.978848019,-0.910195346,-0.895289645,-1.317559509,-1.287644581,,,,
4.232666667,-0.922813792,-0.994289094,-0.923320894,-1.248898199,-1.246406224,,,,
4.233,-0.922813792,-1.007368722,-0.867258395,-1.331859069,-1.190343725,,,,
4.233333333,-0.838762451,-1.02292864,-1.006720173,-1.318636988,-1.287644581,,,,
4.233666667,-0.978848019,-0.910195346,-0.952101727,-1.332907175,-1.17534961,,,,
4.234,-0.937225194,-0.953260117,-0.978660609,-1.26319633,-1.232093065,,,,
4.234333333,-0.935611369,-0.951221237,-0.936188056,-1.26319633,-1.232093065,,,,
4.234666667,-0.950830905,-1.008616089,-0.978660609,-1.304904183,-1.203423353,,,,
4.235,-0.950038136,-0.895811437,-0.895289645,-1.248898199,-1.190343725,,,,
4.235333333,-0.866779564,-1.037226771,-0.83836279,-1.304904183,-1.274989255,,,,
4.235666667,-0.922813792,-1.078382843,-0.950601046,-1.3604149,-1.189066755,,,,
4.236,-0.922813792,-0.994289094,-0.978660609,-1.247680377,-1.259570838,,,,
4.236333333,-0.879492241,-0.96559169,-0.936188056,-1.276321152,-1.203423353,,,,
4.236666667,-0.895644308,-0.895811437,-0.978660609,-1.304352401,-1.190343725,,,,
4.237,-0.964450345,-1.007368722,-0.951352144,-1.304904183,-1.330499972,,,,
4.237333333,-0.922813792,-0.938919664,-0.908908685,-1.304352401,-1.287644581,,,,
4.237666667,-0.907551805,-0.882164097,-1.007414642,-1.290619875,-1.189705885,,,,
4.238,-0.879492241,-0.938226595,-0.978660609,-1.248289903,-1.233281402,,,,
4.238333333,-0.866779564,-1.022320344,-0.908908685,-1.275739941,-1.316229264,,,,
4.238666667,-0.880356597,-0.966922656,-0.867258395,-1.332383651,-1.218374974,,,,
4.239,-0.908387846,-0.994925648,-0.924098735,-1.3604149,-1.261270286,,,,
4.239333333,-0.851432677,-1.022320344,-0.965735681,-1.346144192,-1.218374974,,,,
4.239666667,-0.922813792,-0.979947636,-0.964999484,-1.247680377,-1.218983271,,,,
4.24,-0.879492241,-1.02292864,-1.007414642,-1.276901191,-1.274989255,,,,
4.240333333,-0.978848019,-1.022320344,-0.922541482,-1.3604149,-1.260704946,,,,
4.240666667,-0.824294098,-0.994925648,-0.980104719,-1.276321152,-1.218983271,,,,
4.241,-0.880356597,-1.02292864,-0.896095743,-1.304352401,-1.232687833,,,,
4.241333333,-0.851432677,-0.979947636,-0.979383393,-1.248289903,-1.246406224,,,,
4.241666667,-0.853216218,-0.923856837,-0.852817886,-1.318636988,-1.330499972,,,,
4.242,-0.951622077,-0.937532126,-0.852817886,-1.317559509,-1.232093065,,,,
4.242333333,-0.895644308,-0.895811437,-0.894481918,-1.233962594,-1.17534961,,,,
4.242666667,-0.882080087,-1.036038435,-0.951352144,-1.304904183,-1.218374974,,,,
4.243,-0.908387846,-1.035442465,-0.908908685,-1.304352401,-1.232093065,,,,
4.243333333,-0.88121921,-0.966257845,-1.007414642,-1.248289903,-1.218983271,,,,
4.243666667,-0.893947337,-0.979947636,-0.924098735,-1.332907175,-1.330499972,,,,
4.244,-0.935611369,-1.022320344,-0.893672557,-1.332907175,-1.231497095,,,,
4.244333333,-0.922813792,-0.96559169,-1.007414642,-1.318636988,-1.287644581,,,,
4.244666667,-0.951622077,-0.951902236,-0.922541482,-1.262602761,-1.288183864,,,,
4.245,-0.950038136,-0.966257845,-0.951352144,-1.317559509,-1.288183864,,,,
4.245333333,-0.951622077,-0.966922656,-0.895289645,-1.276901191,-1.302468723,,,,
4.245666667,-0.824294098,-0.951221237,-0.951352144,-1.248289903,-1.273884577,,,,
4.246,-0.922813792,-1.021710818,-0.965735681,-1.276901191,-1.232093065,,,,
4.246333333,-0.838762451,-1.007993035,-0.978660609,-1.220258653,-1.246986263,,,,
4.246666667,-0.908387846,-1.036038435,-0.924098735,-1.317559509,-1.176002266,,,,
4.247,-0.907551805,-1.021710818,-1.008107711,-1.276321152,-1.246986263,,,,
4.247333333,-0.865022536,-0.910195346,-0.965735681,-1.318098793,-1.246406224,,,,
4.247666667,-0.950830905,-0.910195346,-1.006720173,-1.332907175,-1.218983271,,,,
4.248,-0.882080087,-0.994289094,-0.880863285,-1.3604149,-1.274989255,,,,
4.248333333,-0.895644308,-0.993651254,-0.908908685,-1.276321152,-1.246406224,,,,
4.248666667,-0.867655423,-0.994289094,-0.980104719,-1.276901191,-1.17534961,,,,
4.249,-0.978848019,-0.938919664,-0.93848151,-1.331859069,-1.260138465,,,,
4.249333333,-0.922813792,-1.035442465,-0.980104719,-1.247680377,-1.316229264,,,,
4.249666667,-0.908387846,-1.02292864,-1.035445892,-1.276901191,-1.274437473,,,,
4.25,-0.866779564,-0.96559169,-0.923320894,-1.304352401,-1.287644581,,,,
4.250333333,-0.838762451,-0.994289094,-0.951352144,-1.304352401,-1.260138465,,,,
4.250666667,-0.992481595,-0.924564748,-0.980104719,-1.304352401,-1.301944141,,,,
4.251,-0.908387846,-0.910195346,-0.965735681,-1.262602761,-1.232093065,,,,
4.251333333,-0.922813792,-0.951902236,-0.951352144,-1.289485766,-1.17534961,,,,
4.251666667,-0.922813792,-0.910195346,-0.908908685,-1.3604149,-1.259570838,,,,
4.252,-1.006865132,-0.966257845,-0.952101727,-1.205917194,-1.246406224,,,,
4.252333333,-0.978848019,-1.007368722,-0.964261799,-1.275739941,-1.302468723,,,,
4.252666667,-0.907551805,-1.050351593,-0.922541482,-1.304352401,-1.218983271,,,,
4.253,-0.866779564,-1.022320344,-0.924098735,-1.304904183,-1.233281402,,,,
4.253333333,-0.908387846,-1.022320344,-1.063477141,-1.374189592,-1.260704946,,,,
