test,sample1,sample2,sample2,sample3,sample3,R=10mm,H=18mm,t=0.56mm,flow=0.6ml/min
dv (ml),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),,,,
0.809666667,-1.033411935,-1.180143186,-1.166325651,-1.006978048,-0.967756821,,,,
0.81,-1.090027331,-1.109880915,-1.152126072,-1.132807301,-1.051978048,,,,
0.810333333,-1.090027331,-1.222005913,-1.109441277,-1.10425147,-1.052488989,,,,
0.810666667,-1.118525589,-1.137500841,-1.137912165,-1.105299576,-0.99639819,,,,
0.811,-1.090027331,-1.235865505,-1.123683907,-1.034400394,-0.954634699,,,,
0.811333333,-1.090027331,-1.165560405,-1.165943414,-1.020072778,-0.96835279,,,,
0.811666667,-1.04717194,-1.095184253,-1.193974663,-1.048713553,-0.983245988,,,,
0.812,-1.090027331,-1.137500841,-1.095184253,-1.090491193,-0.96835279,,,,
0.812333333,-1.090027331,-1.124533154,-1.236177413,-1.020072778,-0.954634699,,,,
0.812666667,-1.118525589,-1.081849666,-1.236177413,-1.104776052,-0.96835279,,,,
0.813,-1.061996081,-1.207479224,-1.110319667,-1.118536593,-1.010697198,,,,
0.813333333,-1.061471499,-1.152126072,-1.096091845,-1.08995191,-0.912261991,,,,
0.813666667,-1.118525589,-1.179405481,-1.165560405,-1.063577615,-1.01124898,,,,
0.814,-1.090027331,-1.194328643,-1.151331738,-1.034400394,-0.983245988,,,,
0.814333333,-1.188334986,-1.221679533,-1.137912165,-1.104776052,-0.955242996,,,,
0.814666667,-1.076775414,-1.151331738,-1.165560405,-1.090491193,-1.039251972,,,,
0.815,-1.019098197,-1.221679533,-1.06711051,-1.10425147,-1.023904306,,,,
0.815333333,-1.075756623,-1.222005913,-1.165560405,-1.049293592,-1.010697198,,,,
0.815666667,-1.131393168,-1.222005913,-1.222005913,-1.062445794,-1.094790946,,,,
0.816,-1.089531063,-1.208160299,-1.166325651,-1.105299576,-0.982665949,,,,
0.816333333,-1.117590627,-1.123257996,-1.095184253,-1.020072778,-0.983245988,,,,
0.816666667,-1.061471499,-1.193974663,-1.137912165,-1.076744802,-0.983245988,,,,
0.817,-1.174121079,-1.250037162,-1.137912165,-1.077296584,-0.99639819,,,,
0.817333333,-1.104283646,-1.165943414,-1.110319667,-1.048132342,-0.954634699,,,,
0.817666667,-1.005933582,-1.152522038,-1.193974663,-1.006354995,-0.939683078,,,,
0.818,-1.118525589,-1.235865505,-1.110319667,-1.133302568,-1.052998898,,,,
0.818333333,-1.131393168,-1.222005913,-1.180143186,-1.049293592,-0.940307391,,,,
0.818666667,-1.11805858,-1.250037162,-1.110319667,-1.08995191,-1.051978048,,,,
0.819,-1.061471499,-1.193619969,-1.165943414,-1.076744802,-1.080534388,,,,
0.819333333,-1.061471499,-1.165560405,-1.166325651,-1.076744802,-1.023904306,,,,
0.819666667,-1.174121079,-1.137500841,-1.165943414,-1.076744802,-1.067254964,,,,
0.82,-1.202534565,-1.165943414,-1.110319667,-1.049293592,-1.06626343,,,,
0.820333333,-1.034516614,-1.109880915,-1.053818416,-1.08995191,-1.039251972,,,,
0.820666667,-1.117590627,-1.235865505,-1.137912165,-1.076744802,-1.051978048,,,,
0.821,-1.118525589,-1.081849666,-1.222005913,-1.119555385,-0.967756821,,,,
0.821333333,-1.076775414,-1.151331738,-1.180143186,-1.020682303,-0.954634699,,,,
0.821666667,-1.14608983,-1.236488692,-1.137500841,-1.118025652,-0.92596561,,,,
0.822,-1.04717194,-1.194328643,-1.165943414,-1.132311034,-1.010144302,,,,
0.822333333,-1.062519606,-1.151331738,-1.095184253,-1.118025652,-1.038728448,,,,
0.822666667,-1.11805858,-1.193619969,-1.194328643,-1.119555385,-1.06626343,,,,
0.823,-1.061471499,-1.137500841,-1.193974663,-1.076744802,-1.052488989,,,,
0.823333333,-1.076775414,-1.152522038,-1.137500841,-1.062445794,-1.023904306,,,,
0.823666667,-1.062519606,-1.193974663,-1.222005913,-1.118025652,-0.995830563,,,,
0.824,-1.117590627,-1.193974663,-1.222005913,-1.16083855,-1.039251972,,,,
0.824333333,-1.062519606,-1.137912165,-1.166325651,-1.034995162,-0.96835279,,,,
0.824666667,-1.090027331,-1.221679533,-1.207820105,-1.049293592,-1.051978048,,,,
0.825,-1.04717194,-1.193974663,-1.193619969,-1.105299576,-0.99639819,,,,
0.825333333,-1.061471499,-1.109880915,-1.165943414,-1.020682303,-0.983245988,,,,
0.825666667,-1.174121079,-1.222005913,-1.193619969,-1.17508073,-1.039251972,,,,
0.826,-1.174121079,-1.180510923,-1.165943414,-1.005730682,-1.06626343,,,,
0.826333333,-1.061471499,-1.137500841,-1.166325651,-1.049293592,-1.024443589,,,,
0.826666667,-1.076775414,-1.137912165,-1.208160299,-1.061878167,-0.967756821,,,,
0.827,-1.118525589,-1.207479224,-1.081849666,-1.146581992,-1.051978048,,,,
0.827333333,-1.145650191,-1.137912165,-1.193619969,-1.118025652,-0.967756821,,,,
0.827666667,-1.033964832,-1.194328643,-1.124533154,-1.133302568,-0.968947558,,,,
0.828,-1.090027331,-1.152522038,-1.222005913,-1.020682303,-1.080534388,,,,
0.828333333,-1.11805858,-1.222331635,-1.222005913,-1.076744802,-1.094322994,,,,
0.828666667,-1.033964832,-1.250037162,-1.193619969,-1.104776052,-0.983245988,,,,
0.829,-1.090027331,-1.166325651,-1.179405481,-1.061878167,-1.095257956,,,,
0.829333333,-1.202152328,-1.249739097,-1.194328643,-1.049293592,-1.038728448,,,,
0.829666667,-1.033964832,-1.278068412,-1.222005913,-1.147544269,-1.010697198,,,,
0.83,-1.005933582,-1.221679533,-1.138322659,-1.048132342,-1.080534388,,,,
0.830333333,-1.062519606,-1.152126072,-1.208499808,-1.104776052,-1.080051791,,,,
0.830666667,-1.104283646,-1.236488692,-1.179405481,-1.091029389,-0.99639819,,,,
0.831,-1.075245682,-1.250037162,-1.053818416,-1.133302568,-0.982084738,,,,
0.831333333,-1.061996081,-1.208160299,-1.124533154,-1.033804424,-1.01124898,,,,
0.831666667,-1.061996081,-1.166325651,-1.081849666,-1.062445794,-1.038203866,,,,
0.832,-1.062519606,-1.165560405,-1.165943414,-1.049293592,-1.024443589,,,,
0.832333333,-1.160742068,-1.151331738,-1.165943414,-1.118025652,-1.010144302,,,,
0.832666667,-1.160742068,-1.208160299,-1.194328643,-1.08995191,-0.996964671,,,,
0.833,-1.11805858,-1.137912165,-1.137500841,-1.16130556,-0.99639819,,,,
0.833333333,-1.104764299,-1.236177413,-1.166325651,-1.10425147,-0.995830563,,,,
0.833666667,-1.075245682,-1.278068412,-1.165943414,-1.104776052,-1.080534388,,,,
0.834,-1.174121079,-1.179774706,-1.165943414,-1.048132342,-1.122822196,,,,
0.834333333,-1.005933582,-1.264477577,-1.194328643,-1.076744802,-0.99639819,,,,
0.834666667,-1.173709755,-1.235865505,-1.165943414,-1.16083855,-0.954634699,,,,
0.835,-1.076775414,-1.278068412,-1.221679533,-1.132311034,-0.967756821,,,,
0.835333333,-1.11805858,-1.249739097,-1.194328643,-1.133302568,-1.039251972,,,,
0.835666667,-1.062519606,-1.152126072,-1.221679533,-1.132807301,-0.954634699,,,,
0.836,-1.14608983,-1.152522038,-1.264194526,-1.132311034,-1.038728448,,,,
0.836333333,-1.146528581,-1.165943414,-1.193619969,-1.076191906,-1.066759697,,,,
0.836666667,-1.019665823,-1.165560405,-1.222005913,-1.090491193,-1.039251972,,,,
0.837,-1.104283646,-1.222331635,-1.221679533,-1.0915665,-0.982084738,,,,
0.837333333,-1.104764299,-1.236488692,-1.180143186,-1.048713553,-1.025518896,,,,
0.837666667,-1.146528581,-1.249739097,-1.138322659,-1.076744802,-1.067254964,,,,
0.838,-1.145650191,-1.208160299,-1.123257996,-0.992013214,-1.094790946,,,,
0.838333333,-1.160742068,-1.236177413,-1.166325651,-1.076744802,-1.039251972,,,,
0.838666667,-1.146528581,-1.236177413,-1.180143186,-1.147063616,-1.038728448,,,,
0.839,-1.089531063,-1.193974663,-1.165943414,-1.132807301,-1.051978048,,,,
0.839333333,-1.160317873,-1.222005913,-1.137500841,-1.076191906,-1.094790946,,,,
0.839666667,-1.146528581,-1.29221164,-1.081849666,-1.146581992,-1.094790946,,,,
0.84,-1.173709755,-1.193974663,-1.165943414,-1.076744802,-1.094322994,,,,
0.840333333,-1.131393168,-1.208160299,-1.137500841,-1.133302568,-0.99639819,,,,
0.840666667,-1.090027331,-1.151331738,-1.208160299,-1.061878167,-0.99639819,,,,
0.841,-1.033964832,-1.137912165,-1.137500841,-1.16130556,-1.052998898,,,,
0.841333333,-1.090027331,-1.222005913,-1.208160299,-1.118536593,-0.995830563,,,,
0.841666667,-1.061471499,-1.137912165,-1.138322659,-1.1888698,-1.010697198,,,,
0.842,-1.173709755,-1.249739097,-1.137500841,-1.104776052,-1.051978048,,,,
0.842333333,-1.174121079,-1.264477577,-1.166325651,-1.077296584,-0.982665949,,,,
0.842666667,-1.076775414,-1.166325651,-1.250037162,-1.118536593,-1.024443589,,,,
0.843,-1.202152328,-1.250334627,-1.180143186,-1.090491193,-1.080534388,,,,
0.843333333,-1.11805858,-1.193974663,-1.067593108,-1.104776052,-1.066759697,,,,
0.843666667,-1.11805858,-1.152126072,-1.137500841,-1.132311034,-1.010697198,,,,
0.844,-1.132300759,-1.278068412,-1.124108959,-1.1888698,-0.996964671,,,,
0.844333333,-1.11805858,-1.250334627,-1.221679533,-1.048713553,-1.080534388,,,,
0.844666667,-1.187938221,-1.193974663,-1.166325651,-1.048713553,-1.067254964,,,,
0.845,-1.089531063,-1.193974663,-1.222005913,-1.104776052,-1.038728448,,,,
0.845333333,-1.090522598,-1.193974663,-1.137500841,-1.034400394,-0.99639819,,,,
0.845666667,-1.061996081,-1.180510923,-1.081849666,-1.203097843,-1.01124898,,,,
0.846,-1.103319425,-1.166325651,-1.165943414,-1.1888698,-0.995830563,,,,
0.846333333,-1.089531063,-1.193974663,-1.109880915,-1.160370598,-0.983245988,,,,
0.846666667,-1.202152328,-1.222005913,-1.180143186,-1.119046502,-1.095257956,,,,
0.847,-1.173709755,-1.278068412,-1.222331635,-1.090491193,-1.108125534,,,,
0.847333333,-1.061996081,-1.194328643,-1.193974663,-1.16130556,-1.038203866,,,,
0.847666667,-1.089531063,-1.194328643,-1.278337619,-1.104776052,-0.983245988,,,,
0.848,-1.174531573,-1.165943414,-1.165943414,-1.104776052,-1.051978048,,,,
0.848333333,-1.173709755,-1.137912165,-1.250037162,-1.020682303,-1.06626343,,,,
0.848666667,-1.103802022,-1.264477577,-1.166325651,-1.076191906,-0.954634699,,,,
0.849,-1.090522598,-1.263626709,-1.165943414,-1.132807301,-1.066759697,,,,
0.849333333,-1.201769319,-1.194328643,-1.179774706,-1.048713553,-0.99639819,,,,
0.849666667,-1.173709755,-1.179405481,-1.152522038,-1.118536593,-1.095257956,,,,
0.85,-1.103802022,-1.222005913,-1.165943414,-1.104776052,-0.96835279,,,,
0.850333333,-1.090522598,-1.193619969,-1.137912165,-1.133302568,-1.080051791,,,,
0.850666667,-1.090522598,-1.27779866,-1.193974663,-1.133302568,-1.051978048,,,,
0.851,-1.118525589,-1.193619969,-1.222005913,-1.090491193,-1.039251972,,,,
0.851333333,-1.089531063,-1.249739097,-1.221679533,-1.104776052,-1.080534388,,,,
0.851666667,-1.202152328,-1.165560405,-1.180510923,-1.132807301,-1.024443589,,,,
0.852,-1.201769319,-1.249739097,-1.180143186,-1.132807301,-1.081016012,,,,
0.852333333,-1.11805858,-1.222005913,-1.222331635,-1.188430161,-1.067254964,,,,
0.852666667,-1.075756623,-1.222005913,-1.235865505,-1.08995191,-1.01124898,,,,
0.853,-1.14608983,-1.193974663,-1.165943414,-1.118536593,-0.96835279,,,,
0.853333333,-1.14608983,-1.193974663,-1.138322659,-1.076744802,-1.108125534,,,,
0.853666667,-1.15946691,-1.235865505,-1.165560405,-1.133302568,-1.023904306,,,,
0.854,-1.089531063,-1.222005913,-1.207479224,-1.119555385,-1.052488989,,,,
0.854333333,-1.14608983,-1.305858224,-1.138322659,-1.133302568,-1.024443589,,,,
0.854666667,-1.11805858,-1.193619969,-1.250037162,-1.160370598,-1.095257956,,,,
0.855,-1.061996081,-1.264477577,-1.165943414,-1.132807301,-0.96835279,,,,
0.855333333,-1.090522598,-1.235552966,-1.165943414,-1.048713553,-0.982665949,,,,
0.855666667,-1.174531573,-1.250037162,-1.166325651,-1.160370598,-1.052488989,,,,
0.856,-1.15946691,-1.278068412,-1.137912165,-1.132807301,-1.01124898,,,,
0.856333333,-1.174121079,-1.236488692,-1.166325651,-1.077296584,-1.080051791,,,,
0.856666667,-1.090522598,-1.306099661,-1.221679533,-1.104776052,-1.137050239,,,,
0.857,-1.188730953,-1.222005913,-1.165560405,-1.020072778,-0.995830563,,,,
0.857333333,-1.202152328,-1.292466461,-1.222331635,-1.133302568,-1.01124898,,,,
0.857666667,-1.202152328,-1.194328643,-1.180510923,-1.077296584,-1.066759697,,,,
0.858,-1.14608983,-1.137500841,-1.250334627,-1.105299576,-1.080051791,,,,
0.858333333,-1.132300759,-1.222005913,-1.152126072,-1.16130556,-0.982665949,,,,
0.858666667,-1.160317873,-1.208160299,-1.165560405,-1.034400394,-1.081016012,,,,
0.859,-1.131847422,-1.165943414,-1.208160299,-1.1888698,-1.038728448,,,,
0.859333333,-1.075245682,-1.222005913,-1.137912165,-1.160370598,-1.122822196,,,,
0.859666667,-1.14608983,-1.264194526,-1.278068412,-1.034400394,-1.01124898,,,,
0.86,-1.11805858,-1.236177413,-1.235552966,-1.146099395,-1.136625187,,,,
0.860333333,-1.131847422,-1.222005913,-1.165560405,-1.1888698,-0.996964671,,,,
0.860666667,-1.075756623,-1.208499808,-1.208499808,-1.146581992,-1.066759697,,,,
0.861,-1.061996081,-1.250037162,-1.264477577,-1.146099395,-1.066759697,,,,
0.861333333,-1.202152328,-1.179774706,-1.193974663,-1.16130556,-1.066759697,,,,
0.861666667,-1.14608983,-1.222005913,-1.165560405,-1.160370598,-0.982084738,,,,
0.862,-1.103319425,-1.292466461,-1.249739097,-1.1888698,-1.052488989,,,,
0.862333333,-1.118525589,-1.235865505,-1.278337619,-1.147063616,-0.96835279,,,,
0.862666667,-1.103319425,-1.306099661,-1.222331635,-1.1888698,-1.052488989,,,,
0.863,-1.15946691,-1.250037162,-1.165560405,-1.0915665,-1.066759697,,,,
0.863333333,-1.230183578,-1.165943414,-1.222331635,-1.175533154,-1.023904306,,,,
0.863666667,-1.090027331,-1.250037162,-1.249739097,-1.118536593,-1.080534388,,,,
0.864,-1.131847422,-1.27779866,-1.222331635,-1.16130556,-0.995830563,,,,
0.864333333,-1.230183578,-1.193619969,-1.166325651,-1.105299576,-1.039251972,,,,
0.864666667,-1.15946691,-1.193619969,-1.222331635,-1.146099395,-0.940307391,,,,
0.865,-1.174121079,-1.264194526,-1.29221164,-1.077296584,-1.066759697,,,,
0.865333333,-1.131847422,-1.250334627,-1.193974663,-1.076191906,-1.066759697,,,,
0.865666667,-1.14608983,-1.27779866,-1.137912165,-1.202672791,-1.052488989,,,,
0.866,-1.090027331,-1.208499808,-1.194328643,-1.118536593,-1.010697198,,,,
0.866333333,-1.174121079,-1.165943414,-1.165943414,-1.174627392,-1.039251972,,,,
0.866666667,-1.21598362,-1.250037162,-1.278068412,-1.118536593,-1.052488989,,,,
0.867,-1.14608983,-1.236177413,-1.250037162,-1.132807301,-1.150853445,,,,
0.867333333,-1.174531573,-1.264194526,-1.180510923,-1.1888698,-1.095257956,,,,
0.867666667,-1.174531573,-1.180143186,-1.208160299,-1.08995191,-1.109033126,,,,
0.868,-1.160317873,-1.165943414,-1.27779866,-1.105299576,-1.052488989,,,,
0.868333333,-1.075756623,-1.165943414,-1.165560405,-1.08995191,-1.038203866,,,,
0.868666667,-1.118525589,-1.194328643,-1.180510923,-1.188430161,-1.024981785,,,,
0.869,-1.11805858,-1.264477577,-1.249739097,-1.0915665,-1.038203866,,,,
0.869333333,-1.118525589,-1.250037162,-1.193974663,-1.16130556,-0.99639819,,,,
0.869666667,-1.202152328,-1.194328643,-1.222331635,-1.132807301,-1.080534388,,,,
0.87,-1.244369214,-1.27779866,-1.180143186,-1.105299576,-1.150853445,,,,
0.870333333,-1.103319425,-1.264194526,-1.27779866,-1.118536593,-1.066759697,,,,
0.870666667,-1.187540653,-1.292466461,-1.208499808,-1.118536593,-1.080534388,,,,
0.871,-1.14608983,-1.27779866,-1.249739097,-1.230718191,-1.095257956,,,,
0.871333333,-1.201769319,-1.208499808,-1.208160299,-1.146099395,-0.99639819,,,,
0.871666667,-1.174121079,-1.179774706,-1.222005913,-1.25913207,-1.052488989,,,,
0.872,-1.160317873,-1.27779866,-1.193619969,-1.105299576,-1.122382558,,,,
0.872333333,-1.104283646,-1.263626709,-1.222005913,-1.244932299,-1.080051791,,,,
0.872666667,-1.090027331,-1.27779866,-1.165560405,-1.118536593,-1.123260948,,,,
0.873,-1.118525589,-1.221679533,-1.236177413,-1.16130556,-1.094322994,,,,
0.873333333,-1.202534565,-1.193974663,-1.250037162,-1.174173138,-1.023904306,,,,
0.873666667,-1.201769319,-1.222005913,-1.208160299,-1.133302568,-1.094322994,,,,
0.874,-1.145650191,-1.305858224,-1.166325651,-1.25913207,-1.080051791,,,,
0.874333333,-1.11805858,-1.29221164,-1.306099661,-1.10425147,-1.136625187,,,,
0.874666667,-1.131393168,-1.292466461,-1.249739097,-1.076744802,-1.136625187,,,,
0.875,-1.11805858,-1.263626709,-1.222005913,-1.16083855,-1.067254964,,,,
0.875333333,-1.188334986,-1.27779866,-1.193619969,-1.16130556,-1.123260948,,,,
0.875666667,-1.230183578,-1.250037162,-1.222331635,-1.20224688,-1.038203866,,,,
0.876,-1.159892821,-1.292466461,-1.306099661,-1.216901049,-1.081016012,,,,
0.876333333,-1.14608983,-1.306099661,-1.193974663,-1.133302568,-1.052488989,,,,
0.876666667,-1.131393168,-1.221679533,-1.222005913,-1.076744802,-1.010697198,,,,
0.877,-1.104283646,-1.193974663,-1.193974663,-1.132807301,-1.136625187,,,,
0.877333333,-1.146528581,-1.305858224,-1.27779866,-1.132807301,-1.052488989,,,,
0.877666667,-1.188730953,-1.250037162,-1.306099661,-1.132311034,-1.123260948,,,,
0.878,-1.174121079,-1.33413091,-1.250334627,-1.132807301,-1.108125534,,,,
0.878333333,-1.14608983,-1.306099661,-1.194328643,-1.188430161,-1.136625187,,,,
0.878666667,-1.202534565,-1.235865505,-1.151331738,-1.133302568,-1.108125534,,,,
0.879,-1.244369214,-1.320228754,-1.263626709,-1.076744802,-1.052488989,,,,
0.879333333,-1.201769319,-1.305858224,-1.166325651,-1.16083855,-1.010697198,,,,
0.879666667,-1.187540653,-1.278068412,-1.250037162,-1.048713553,-1.066759697,,,,
0.88,-1.187938221,-1.221679533,-1.207820105,-1.103725827,-1.150853445,,,,
0.880333333,-1.230183578,-1.264194526,-1.208499808,-1.104776052,-1.066759697,,,,
0.880666667,-1.117590627,-1.291700452,-1.180143186,-1.132807301,-1.023904306,,,,
0.881,-1.145650191,-1.33413091,-1.194328643,-1.091029389,-1.136625187,,,,
0.881333333,-1.103802022,-1.33413091,-1.278068412,-1.077296584,-1.094790946,,,,
0.881666667,-1.131393168,-1.305858224,-1.193974663,-1.216489725,-1.080534388,,,,
0.882,-1.075756623,-1.221679533,-1.250334627,-1.17508073,-1.080534388,,,,
0.882333333,-1.230183578,-1.236488692,-1.292466461,-1.132807301,-1.066759697,,,,
0.882666667,-1.118525589,-1.33413091,-1.193619969,-1.203522038,-1.066759697,,,,
0.883,-1.090027331,-1.222331635,-1.208160299,-1.203097843,-1.038203866,,,,
0.883333333,-1.202152328,-1.29221164,-1.193619969,-1.216901049,-1.094790946,,,,
0.883666667,-1.090027331,-1.250037162,-1.193974663,-1.16083855,-0.99639819,,,,
0.884,-1.131393168,-1.193974663,-1.194328643,-1.189308552,-1.094790946,,,,
0.884333333,-1.202534565,-1.249739097,-1.207820105,-1.090491193,-1.123260948,,,,
0.884666667,-1.2163521,-1.29221164,-1.278068412,-1.189308552,-1.150853445,,,,
0.885,-1.201769319,-1.235865505,-1.222005913,-1.17508073,-1.136199276,,,,
0.885333333,-1.230183578,-1.250037162,-1.235552966,-1.174173138,-1.06626343,,,,
0.885666667,-1.174121079,-1.306340611,-1.27779866,-1.16130556,-1.038203866,,,,
0.886,-1.202152328,-1.222005913,-1.194328643,-1.189308552,-1.052488989,,,,
0.886333333,-1.202534565,-1.250037162,-1.193619969,-1.216489725,-1.066759697,,,,
0.886666667,-1.202534565,-1.235552966,-1.137912165,-1.16083855,-1.039251972,,,,
0.887,-1.188730953,-1.193974663,-1.222005913,-1.188430161,-1.080534388,,,,
0.887333333,-1.11805858,-1.305858224,-1.151729306,-1.133302568,-1.066759697,,,,
0.887666667,-1.132753184,-1.221679533,-1.193974663,-1.104776052,-1.136625187,,,,
0.888,-1.202152328,-1.33413091,-1.305858224,-1.132807301,-1.06626343,,,,
0.888333333,-1.118525589,-1.250037162,-1.208499808,-1.104776052,-1.080534388,,,,
0.888666667,-1.131393168,-1.320001703,-1.27779866,-1.076744802,-1.137474434,,,,
0.889,-1.11805858,-1.33413091,-1.208499808,-1.216901049,-1.095257956,,,,
0.889333333,-1.201769319,-1.334343603,-1.27779866,-1.216901049,-1.108579788,,,,
0.889666667,-1.201769319,-1.263910904,-1.165943414,-1.231114957,-1.066759697,,,,
0.89,-1.202534565,-1.250037162,-1.250334627,-1.244932299,-1.038203866,,,,
0.890333333,-1.230183578,-1.319774194,-1.222005913,-1.132807301,-1.150442121,,,,
0.890666667,-1.202152328,-1.306340611,-1.27779866,-1.147063616,-1.094790946,,,,
0.891,-1.272386327,-1.249739097,-1.306099661,-1.216901049,-1.080534388,,,,
0.891333333,-1.146528581,-1.333917788,-1.278337619,-1.175533154,-1.150853445,,,,
0.891666667,-1.243688138,-1.306340611,-1.250334627,-1.16083855,-1.122822196,,,,
0.892,-1.132300759,-1.333917788,-1.27779866,-1.16083855,-1.038728448,,,,
0.892333333,-1.104283646,-1.250334627,-1.33413091,-1.146581992,-1.080534388,,,,
0.892666667,-1.229828883,-1.208160299,-1.306340611,-1.244932299,-1.094790946,,,,
0.893,-1.243688138,-1.221679533,-1.207479224,-1.132311034,-1.039251972,,,,
0.893333333,-1.14608983,-1.278068412,-1.264194526,-1.20224688,-1.108579788,,,,
0.893666667,-1.174121079,-1.29221164,-1.193619969,-1.132807301,-1.081016012,,,,
0.894,-1.159892821,-1.306340611,-1.221679533,-1.203522038,-1.038728448,,,,
0.894333333,-1.146528581,-1.306340611,-1.306099661,-1.104776052,-1.150442121,,,,
0.894666667,-1.159892821,-1.27779866,-1.250334627,-1.118025652,-1.094790946,,,,
0.895,-1.131393168,-1.249739097,-1.193619969,-1.188430161,-1.094790946,,,,
0.895333333,-1.201769319,-1.305858224,-1.250334627,-1.16130556,-1.15126394,,,,
0.895666667,-1.272386327,-1.236488692,-1.222005913,-1.16083855,-1.094790946,,,,
0.896,-1.090027331,-1.250334627,-1.193974663,-1.118536593,-1.123260948,,,,
0.896333333,-1.202152328,-1.151331738,-1.250334627,-1.090491193,-1.051978048,,,,
0.896666667,-1.187540653,-1.250037162,-1.264477577,-1.17508073,-1.122822196,,,,
0.897,-1.215614396,-1.278068412,-1.27779866,-1.244932299,-1.067254964,,,,
0.897333333,-1.21598362,-1.221679533,-1.320228754,-1.133302568,-1.108579788,,,,
0.897666667,-1.202152328,-1.250334627,-1.194328643,-1.244932299,-1.123260948,,,,
0.898,-1.202152328,-1.221679533,-1.278068412,-1.160370598,-1.094322994,,,,
0.898333333,-1.230183578,-1.250037162,-1.208499808,-1.230718191,-1.080534388,,,,
0.898666667,-1.202152328,-1.222005913,-1.207479224,-1.133302568,-1.051978048,,,,
0.899,-1.174121079,-1.278068412,-1.292466461,-1.105299576,-1.066759697,,,,
0.899333333,-1.131393168,-1.193974663,-1.222331635,-1.203097843,-1.123260948,,,,
0.899666667,-1.173709755,-1.306099661,-1.180143186,-1.132311034,-1.081496665,,,,
0.9,-1.258214827,-1.29221164,-1.250037162,-1.132311034,-1.122822196,,,,
0.900333333,-1.2163521,-1.263910904,-1.236177413,-1.1888698,-1.123260948,,,,
0.900666667,-1.258214827,-1.333917788,-1.250334627,-1.160370598,-1.038728448,,,,
0.901,-1.173709755,-1.333917788,-1.278068412,-1.203097843,-1.067254964,,,,
0.901333333,-1.258214827,-1.306099661,-1.221679533,-1.1888698,-1.067254964,,,,
0.901666667,-1.202152328,-1.36216216,-1.320228754,-1.189308552,-1.206915944,,,,
0.902,-1.173709755,-1.264477577,-1.27779866,-1.203097843,-1.136199276,,,,
0.902333333,-1.188334986,-1.193974663,-1.179774706,-1.189308552,-1.15126394,,,,
0.902666667,-1.230537557,-1.264477577,-1.193974663,-1.146581992,-1.108579788,,,,
0.903,-1.24402902,-1.263910904,-1.27779866,-1.1888698,-1.164670587,,,,
0.903333333,-1.229828883,-1.278068412,-1.151331738,-1.216489725,-1.123260948,,,,
0.903666667,-1.202152328,-1.333917788,-1.235865505,-1.174627392,-1.06626343,,,,
0.904,-1.202534565,-1.278068412,-1.222331635,-1.244932299,-1.164273019,,,,
0.904333333,-1.145650191,-1.236488692,-1.165943414,-1.132311034,-1.06626343,,,,
0.904666667,-1.174531573,-1.27779866,-1.165943414,-1.118025652,-1.024443589,,,,
0.905,-1.229828883,-1.27779866,-1.250334627,-1.20224688,-1.150442121,,,,
0.905333333,-1.15946691,-1.333917788,-1.193974663,-1.160370598,-1.15126394,,,,
0.905666667,-1.230537557,-1.36216216,-1.250037162,-1.104776052,-1.080051791,,,,
0.906,-1.229828883,-1.334343603,-1.306099661,-1.146581992,-1.122382558,,,,
0.906333333,-1.229828883,-1.222005913,-1.222331635,-1.1888698,-1.094790946,,,,
0.906666667,-1.11805858,-1.292466461,-1.222331635,-1.203097843,-1.081016012,,,,
0.907,-1.215614396,-1.306099661,-1.193974663,-1.216489725,-1.066759697,,,,
0.907333333,-1.229828883,-1.36216216,-1.193974663,-1.147063616,-1.094790946,,,,
0.907666667,-1.216719837,-1.278337619,-1.33413091,-1.16083855,-1.178884695,,,,
0.908,-1.132300759,-1.278337619,-1.264194526,-1.16130556,-1.164670587,,,,
0.908333333,-1.258214827,-1.250334627,-1.291700452,-1.16083855,-1.051978048,,,,
0.908666667,-1.201769319,-1.249739097,-1.306099661,-1.08995191,-1.164670587,,,,
0.909,-1.244708722,-1.27779866,-1.179774706,-1.133302568,-1.067254964,,,,
0.909333333,-1.202152328,-1.333917788,-1.306340611,-1.132807301,-1.15126394,,,,
0.909666667,-1.229828883,-1.29221164,-1.222331635,-1.272963548,-1.094790946,,,,
0.91,-1.174121079,-1.320228754,-1.27779866,-1.217311544,-1.15126394,,,,
0.910333333,-1.187938221,-1.29221164,-1.306099661,-1.132807301,-1.150442121,,,,
0.910666667,-1.258214827,-1.263626709,-1.263626709,-1.118536593,-1.094790946,,,,
0.911,-1.202152328,-1.306099661,-1.235552966,-1.160370598,-1.136199276,,,,
0.911333333,-1.2163521,-1.334343603,-1.278068412,-1.216489725,-1.164273019,,,,
0.911666667,-1.286246077,-1.376262981,-1.222331635,-1.133302568,-1.15126394,,,,
0.912,-1.258214827,-1.320228754,-1.151331738,-1.25913207,-1.150853445,,,,
0.912333333,-1.173709755,-1.278068412,-1.29221164,-1.20224688,-1.150442121,,,,
0.912666667,-1.202152328,-1.390193409,-1.27779866,-1.133302568,-1.094790946,,,,
0.913,-1.11805858,-1.235552966,-1.278337619,-1.216489725,-1.095257956,,,,
0.913333333,-1.257888447,-1.250334627,-1.306340611,-1.217311544,-1.094790946,,,,
0.913666667,-1.272697607,-1.334343603,-1.221679533,-1.16130556,-1.150442121,,,,
