test,sample0,sample0,sample1,sample1,sample2,sample2,R=9mm,H=45mm,t=1.2mm,flow=1.2ml/min
dv (ml),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),,,,
4.048,-2.057373088,-1.960745347,-2.086391981,-1.918374029,-2.489319643,-2.43901634,,,,
4.048666667,-2.086194849,-2.016215422,-2.086391981,-1.988621402,-2.574188863,-2.508782806,,,,
4.049333333,-2.086194849,-2.044218414,-2.086391981,-1.932206447,-2.546171749,-2.480723242,,,,
4.05,-2.057373088,-2.07260212,-2.044218414,-1.904852507,-2.505397221,-2.56401079,,,,
4.050666667,-1.973660054,-1.988804911,-2.00234064,-1.904852507,-2.489319643,-2.423854543,,,,
4.051333333,-2.002016157,-1.988804911,-2.044514356,-1.932206447,-2.490957053,-2.451885792,,,,
4.052,-2.001367104,-2.016539621,-2.099872652,-2.030442483,-2.447723889,-2.452663678,,,,
4.052666667,-2.001691303,-2.072983603,-2.114042879,-1.919052052,-2.406086182,-2.53684237,,,,
4.053333333,-2.127606133,-1.988508372,-2.016483106,-1.876200463,-2.406086182,-2.53684237,,,,
4.054,-2.030075721,-2.072983603,-2.086391981,-1.960590152,-2.419720897,-2.507948291,,,,
4.054666667,-2.09958902,-2.030724666,-2.044810895,-1.960971635,-2.475726881,-2.493523108,,,,
4.055333333,-2.09958902,-2.016215422,-2.058374867,-1.890356915,-2.434866254,-2.451109474,,,,
4.056,-2.043554792,-2.07260212,-2.142426208,-1.946391143,-2.505397221,-2.521540222,,,,
4.056666667,-2.099166346,-2.08602578,-2.100224398,-1.890356915,-2.518154636,-2.480723242,,,,
4.057333333,-2.029722553,-2.044570871,-2.114042879,-1.946024927,-2.461330759,-2.437488881,,,,
4.058,-2.001691303,-1.960477123,-2.142426208,-1.974013812,-2.546171749,-2.53511845,,,,
4.058666667,-2.029722553,-2.002059126,-2.030357754,-1.862904566,-2.503729873,-2.451109474,,,,
4.059333333,-1.973660054,-2.059137762,-2.086391981,-1.904527653,-2.406820854,-2.437488881,,,,
4.06,-2.029722553,-2.044218414,-2.058374867,-1.946391143,-2.448500207,-2.451109474,,,,
4.060666667,-2.029722553,-2.016864475,-2.072545605,-1.988621402,-2.434103295,-2.479917042,,,,
4.061333333,-2.08537608,-2.044218414,-2.05806511,-1.932558903,-2.489319643,-2.452663678,,,,
4.062,-1.987520565,-1.988804911,-2.072545605,-1.932206447,-2.447723889,-2.53511845,,,,
4.062666667,-2.029722553,-2.016864475,-1.988451857,-1.918374029,-2.434866254,-2.451109474,,,,
4.063333333,-1.973660054,-1.988212431,-2.044810895,-1.960971635,-2.406820854,-2.480723242,,,,
4.064,-2.086194849,-1.97435177,-2.142031764,-1.876200463,-2.446949135,-2.423854543,,,,
4.064666667,-2.002016157,-2.058403111,-2.100224398,-1.960971635,-2.546171749,-2.480723242,,,,
4.065333333,-2.030075721,-2.030385997,-2.086391981,-1.946391143,-2.462120409,-2.53684237,,,,
4.066,-2.029722553,-1.988804911,-2.142031764,-1.988621402,-2.518154636,-2.53597954,,,,
4.066666667,-2.071571906,-2.030385997,-2.086391981,-1.890047158,-2.477337657,-2.507948291,,,,
4.067333333,-2.113816301,-2.044218414,-2.170443322,-1.904852507,-2.519002452,-2.451109474,,,,
4.068,-2.072363187,-2.058403111,-2.086391981,-1.876792943,-2.532593955,-2.56401079,,,,
4.068666667,-2.029370096,-2.016539621,-2.099872652,-1.932206447,-2.462120409,-2.437488881,,,,
4.069333333,-2.015199692,-1.988508372,-2.114042879,-1.904203455,-2.448500207,-2.464716344,,,,
4.07,-2.001691303,-1.97435177,-2.00234064,-1.890356915,-2.406086182,-2.480723242,,,,
4.070666667,-2.043554792,-2.030385997,-2.030639851,-1.960971635,-2.490957053,-2.464716344,,,,
4.071333333,-1.973660054,-2.072221406,-2.127847443,-1.974803497,-2.505397221,-2.507948291,,,,
4.072,-2.071571906,-2.030385997,-2.114409094,-1.918374029,-2.434103295,-2.53511845,,,,
4.072666667,-2.155144115,-2.058036895,-2.142821449,-1.946391143,-2.546171749,-2.43901634,,,,
4.073333333,-2.086194849,-2.002059126,-2.086391981,-1.904527653,-2.505397221,-2.53684237,,,,
4.074,-2.030075721,-2.016215422,-2.156639354,-1.876200463,-2.518154636,-2.507948291,,,,
4.074666667,-2.086194849,-2.044570871,-2.128989587,-1.947125794,-2.505397221,-2.451109474,,,,
4.075333333,-2.085785051,-2.016539621,-2.05806511,-1.932558903,-2.588656454,-2.507115458,,,,
4.076,-2.058135285,-2.030385997,-2.128989587,-1.932558903,-2.476531456,-2.451109474,,,,
4.076666667,-2.029370096,-2.155765834,-2.170443322,-2.029991581,-2.505397221,-2.423854543,,,,
4.077333333,-1.988141959,-2.016215422,-2.072870459,-1.918036042,-2.490137522,-2.451109474,,,,
4.078,-2.113816301,-2.002679266,-2.114042879,-1.946024927,-2.448500207,-2.451109474,,,,
4.078666667,-2.072363187,-2.072983603,-2.086391981,-1.904203455,-2.421218529,-2.592042039,,,,
4.079333333,-2.002016157,-2.016539621,-1.988691767,-1.904203455,-2.462120409,-2.479917042,,,,
4.08,-2.029370096,-2.016864475,-2.044810895,-1.946391143,-2.446949135,-2.452663678,,,,
4.080666667,-1.987520565,-2.072983603,-2.086391981,-1.960971635,-2.490137522,-2.507948291,,,,
4.081333333,-1.973660054,-2.10063337,-2.072870459,-1.904203455,-2.476531456,-2.423854543,,,,
4.082,-2.086194849,-2.016539621,-2.086391981,-1.876496404,-2.475726881,-2.479112466,,,,
4.082666667,-2.002016157,-2.114437338,-2.058374867,-1.904527653,-2.490137522,-2.56401079,,,,
4.083333333,-2.001367104,-2.10063337,-2.05806511,-1.890667299,-2.420468957,-2.437488881,,,,
4.084,-2.057753802,-2.072983603,-2.044810895,-1.946391143,-2.419720897,-2.423854543,,,,
4.084666667,-2.001367104,-2.044570871,-2.086391981,-1.946391143,-2.433341874,-2.53597954,,,,
4.085333333,-2.113816301,-2.016864475,-2.142031764,-1.904852507,-2.474923926,-2.56401079,,,,
4.086,-2.071571906,-1.988804911,-2.142031764,-1.904852507,-2.490137522,-2.423854543,,,,
4.086666667,-2.029370096,-2.087211505,-2.11477605,-1.946024927,-2.574188863,-2.479112466,,,,
4.087333333,-2.08537608,-2.016215422,-2.072870459,-1.932558903,-2.434103295,-2.507948291,,,,
4.088,-2.071571906,-2.114437338,-2.086391981,-1.974013812,-2.474923926,-2.577574449,,,,
4.088666667,-2.030075721,-2.08602578,-2.170443322,-1.890356915,-2.503729873,-2.480723242,,,,
4.089333333,-2.086194849,-2.058403111,-1.988691767,-1.918036042,-2.462120409,-2.548682998,,,,
4.09,-2.113816301,-2.058403111,-2.157049151,-1.876496404,-2.461330759,-2.464716344,,,,
4.090666667,-2.057753802,-2.044570871,-2.170443322,-2.00242537,-2.489319643,-2.452663678,,,,
4.091333333,-2.113816301,-1.988804911,-2.184233374,-1.820673815,-2.421218529,-2.494342638,,,,
4.092,-2.001367104,-2.10063337,-2.086391981,-1.918712698,-2.517308528,-2.507948291,,,,
4.092666667,-2.057753802,-2.072983603,-2.100576855,-1.904852507,-2.448500207,-2.495163825,,,,
4.093333333,-2.029722553,-2.07260212,-2.08673065,-1.932206447,-2.490137522,-2.523237568,,,,
4.094,-2.085785051,-2.114437338,-2.114409094,-1.932558903,-2.462120409,-2.53511845,,,,
4.094666667,-2.029722553,-2.016864475,-2.142031764,-1.988621402,-2.505397221,-2.41020644,,,,
4.095333333,-1.973660054,-2.058403111,-2.086391981,-1.904852507,-2.546171749,-2.563121442,,,,
4.096,-1.973660054,-1.988212431,-2.142031764,-1.918712698,-2.393158965,-2.480723242,,,,
4.096666667,-2.086194849,-2.101043167,-2.156230382,-1.876792943,-2.505397221,-2.523237568,,,,
4.097333333,-2.08537608,-2.114437338,-2.128989587,-1.904852507,-2.517308528,-2.53684237,,,,
4.098,-2.057373088,-2.059137762,-2.170443322,-1.932912071,-2.490957053,-2.423854543,,,,
4.098666667,-2.08537608,-2.002368883,-2.072545605,-1.988621402,-2.433341874,-2.480723242,,,,
4.099333333,-2.057753802,-2.016215422,-2.08673065,-1.960209439,-2.505397221,-2.53684237,,,,
4.1,-2.113816301,-2.03004801,-2.127847443,-1.876496404,-2.490137522,-2.53684237,,,,
4.100666667,-2.043188577,-2.059137762,-2.114042879,-1.987804283,-2.421218529,-2.523237568,,,,
4.101333333,-2.113816301,-2.101043167,-2.128989587,-1.960209439,-2.602205977,-2.592042039,,,,
4.102,-2.113816301,-2.10063337,-2.128989587,-1.904527653,-2.461330759,-2.423854543,,,,
4.102666667,-2.071571906,-2.10063337,-2.072870459,-1.987804283,-2.461330759,-2.56401079,,,,
4.103333333,-2.029722553,-1.988508372,-2.12822739,-1.960971635,-2.449278093,-2.507948291,,,,
4.104,-2.029722553,-2.072983603,-2.072870459,-1.946024927,-2.517308528,-2.53597954,,,,
4.104666667,-2.057753802,-2.016215422,-2.12822739,-1.988621402,-2.505397221,-2.53684237,,,,
4.105333333,-2.029722553,-1.974916534,-2.086053994,-1.904203455,-2.447723889,-2.507115458,,,,
4.106,-2.071967147,-2.101043167,-2.086053994,-1.974408256,-2.517308528,-2.507948291,,,,
4.106666667,-2.071571906,-1.988508372,-2.030357754,-1.988621402,-2.474923926,-2.480723242,,,,
4.107333333,-2.002016157,-2.072221406,-2.100224398,-1.932558903,-2.462120409,-2.576671883,,,,
4.108,-2.043188577,-2.044570871,-2.072870459,-1.988621402,-2.477337657,-2.423854543,,,,
4.108666667,-1.987520565,-2.002679266,-2.086053994,-1.946391143,-2.490137522,-2.423854543,,,,
4.109333333,-2.057373088,-2.10063337,-2.100576855,-1.876792943,-2.505397221,-2.479917042,,,,
4.11,-2.057753802,-2.087211505,-2.156639354,-1.988212431,-2.489319643,-2.563121442,,,,
4.110666667,-2.113816301,-2.10063337,-2.128989587,-1.974013812,-2.475726881,-2.451109474,,,,
4.111333333,-2.030075721,-2.016215422,-2.198009533,-1.918036042,-2.421218529,-2.494342638,,,,
4.112,-2.071571906,-2.072221406,-2.170866849,-1.904852507,-2.490137522,-2.492705229,,,,
4.112666667,-2.100436929,-2.002059126,-2.11477605,-1.904852507,-2.489319643,-2.56401079,,,,
4.113333333,-2.015537679,-2.128664619,-2.100224398,-2.016652651,-2.517308528,-2.451885792,,,,
4.114,-2.043921747,-2.03004801,-2.114409094,-1.918374029,-2.461330759,-2.620073289,,,,
4.114666667,-2.071177461,-2.030385997,-2.170443322,-1.932558903,-2.574188863,-2.480723242,,,,
4.115333333,-2.029370096,-1.97435177,-2.044514356,-1.989031199,-2.462120409,-2.53511845,,,,
4.116,-2.071571906,-2.058403111,-2.114409094,-1.904527653,-2.490137522,-2.520694114,,,,
4.116666667,-2.14184755,-2.002368883,-2.170443322,-1.876496404,-2.461330759,-2.41020644,,,,
4.117333333,-2.044289444,-2.03004801,-2.114042879,-1.8345765,-2.573286297,-2.479112466,,,,
4.118,-2.086194849,-2.044570871,-2.114409094,-1.904852507,-2.546171749,-2.451885792,,,,
4.118666667,-2.08537608,-2.03004801,-2.170020648,-1.974013812,-2.517308528,-2.53684237,,,,
4.119333333,-2.057753802,-2.072221406,-2.058374867,-1.975199537,-2.434103295,-2.479112466,,,,
4.12,-2.057753802,-2.101043167,-2.114409094,-1.988212431,-2.420468957,-2.507948291,,,,
4.120666667,-2.016215701,-2.058403111,-2.08673065,-1.904203455,-2.474923926,-2.549557335,,,,
4.121333333,-2.001367104,-2.044570871,-2.05806511,-1.876496404,-2.490137522,-2.592042039,,,,
4.122,-2.09958902,-2.016864475,-2.044514356,-2.016215422,-2.546171749,-2.480723242,,,,
4.122666667,-2.085785051,-2.044570871,-2.086053994,-1.960209439,-2.545297413,-2.563121442,,,,
4.123333333,-2.057753802,-1.988508372,-2.142426208,-1.932558903,-2.461330759,-2.53684237,,,,
4.124,-2.002016157,-2.058403111,-2.072870459,-1.876792943,-2.546171749,-2.507948291,,,,
4.124666667,-2.043921747,-2.087211505,-2.170866849,-1.890356915,-2.490137522,-2.592042039,,,,
4.125333333,-2.08537608,-2.002059126,-2.157049151,-1.904203455,-2.517308528,-2.53684237,,,,
4.126,-2.043921747,-2.10063337,-2.058374867,-1.904852507,-2.533456785,-2.53511845,,,,
4.126666667,-2.155623247,-2.086420224,-2.128989587,-1.918712698,-2.545297413,-2.564901934,,,,
4.127333333,-2.086194849,-2.016215422,-2.128989587,-1.904203455,-2.477337657,-2.53511845,,,,
4.128,-2.016215701,-2.044218414,-2.044810895,-1.876496404,-2.533456785,-2.451885792,,,,
4.128666667,-2.030075721,-2.072983603,-2.156639354,-1.946391143,-2.518154636,-2.479112466,,,,
4.129333333,-2.001691303,-1.974916534,-2.114409094,-1.918374029,-2.490137522,-2.579385053,,,,
4.13,-2.057753802,-2.10063337,-2.114409094,-1.890356915,-2.546171749,-2.423854543,,,,
4.130666667,-2.114254413,-2.058036895,-2.100576855,-1.960971635,-2.517308528,-2.451885792,,,,
4.131333333,-2.08537608,-2.10063337,-2.072545605,-1.932912071,-2.490137522,-2.480723242,,,,
4.132,-2.155623247,-2.044570871,-2.114409094,-1.988212431,-2.517308528,-2.507948291,,,,
4.132666667,-2.029722553,-2.044570871,-2.100576855,-1.904203455,-2.533456785,-2.480723242,,,,
4.133333333,-2.155623247,-2.10063337,-2.157049151,-1.918036042,-2.474923926,-2.592042039,,,,
4.134,-2.030075721,-2.058403111,-2.114409094,-1.932558903,-2.533456785,-2.55131131,,,,
4.134666667,-2.086194849,-2.072221406,-2.100576855,-1.904203455,-2.518154636,-2.508782806,,,,
4.135333333,-2.015537679,-2.072221406,-2.08673065,-1.960590152,-2.518154636,-2.53511845,,,,
4.136,-2.113816301,-2.100224398,-2.114409094,-1.848733379,-2.517308528,-2.592042039,,,,
4.136666667,-2.114254413,-2.044218414,-2.12822739,-1.932558903,-2.490137522,-2.563121442,,,,
4.137333333,-2.085785051,-1.988508372,-2.08673065,-1.946391143,-2.490137522,-2.451109474,,,,
4.138,-2.057753802,-2.072221406,-2.114409094,-1.890356915,-2.447723889,-2.494342638,,,,
4.138666667,-2.086194849,-2.016215422,-2.086053994,-1.918036042,-2.490137522,-2.479112466,,,,
4.139333333,-2.14184755,-2.016539621,-2.156639354,-1.932558903,-2.502898717,-2.507948291,,,,
4.14,-2.044289444,-2.128664619,-2.100224398,-1.890356915,-2.518154636,-2.53597954,,,,
4.140666667,-2.030075721,-2.058403111,-2.099872652,-1.918036042,-2.447723889,-2.53597954,,,,
4.141333333,-2.085785051,-2.142454451,-2.099872652,-1.960209439,-2.530873509,-2.579385053,,,,
4.142,-2.029370096,-1.988508372,-2.156639354,-2.016652651,-2.476531456,-2.53511845,,,,
4.142666667,-2.114254413,-2.030385997,-2.002594451,-1.932558903,-2.434103295,-2.563121442,,,,
4.143333333,-2.114254413,-2.07260212,-2.114409094,-1.932558903,-2.474923926,-2.423854543,,,,
4.144,-2.14184755,-2.101043167,-2.044514356,-1.988621402,-2.517308528,-2.55131131,,,,
4.144666667,-2.085785051,-2.128664619,-2.157049151,-1.932912071,-2.449278093,-2.592042039,,,,
4.145333333,-2.029722553,-2.03106402,-2.184670603,-2.030442483,-2.533456785,-2.56401079,,,,
4.146,-2.030075721,-2.072983603,-2.184670603,-1.918036042,-2.533456785,-2.592042039,,,,
4.146666667,-1.973660054,-2.030724666,-2.072870459,-1.974013812,-2.449278093,-2.451885792,,,,
4.147333333,-2.113816301,-2.072221406,-2.058374867,-1.904203455,-2.545297413,-2.53597954,,,,
4.148,-2.001691303,-2.101043167,-2.086053994,-1.904203455,-2.574188863,-2.480723242,,,,
4.148666667,-2.002016157,-2.016864475,-2.072545605,-2.016652651,-2.533456785,-2.549557335,,,,
4.149333333,-2.085785051,-2.058403111,-2.198460435,-1.904203455,-2.447723889,-2.563121442,,,,
4.15,-2.057753802,-2.101043167,-2.058374867,-1.988212431,-2.490137522,-2.549557335,,,,
4.150666667,-2.057373088,-2.044924039,-2.058374867,-1.988621402,-2.490957053,-2.53597954,,,,
4.151333333,-2.030075721,-2.044570871,-2.114409094,-1.989031199,-2.518154636,-2.451109474,,,,
4.152,-2.029722553,-2.08602578,-2.127847443,-1.946391143,-2.573286297,-2.564901934,,,,
4.152666667,-2.057373088,-2.016539621,-2.072870459,-1.918374029,-2.518154636,-2.55131131,,,,
4.153333333,-2.14184755,-2.10063337,-2.185108715,-1.918036042,-2.461330759,-2.563121442,,,,
4.154,-2.113379072,-2.128664619,-2.128989587,-1.890356915,-2.602205977,-2.605591562,,,,
4.154666667,-2.085785051,-2.114014664,-2.11477605,-1.890356915,-2.477337657,-2.563121442,,,,
4.155333333,-2.113379072,-2.072221406,-2.114409094,-2.016652651,-2.490137522,-2.480723242,,,,
4.156,-2.057753802,-2.086420224,-2.058374867,-1.989031199,-2.477337657,-2.592961498,,,,
4.156666667,-2.09958902,-2.016539621,-2.184670603,-1.876496404,-2.575093251,-2.466297239,,,,
4.157333333,-2.085785051,-2.016215422,-2.128989587,-1.960590152,-2.518154636,-2.507948291,,,,
4.158,-2.057753802,-2.016215422,-2.099872652,-1.904852507,-2.545297413,-2.549557335,,,,
4.158666667,-2.14184755,-2.086420224,-2.072545605,-1.918036042,-2.518154636,-2.495163825,,,,
4.159333333,-2.029370096,-2.10063337,-2.044810895,-1.960209439,-2.490957053,-2.479112466,,,,
4.16,-2.001691303,-2.101043167,-2.087070004,-1.904852507,-2.533456785,-2.549557335,,,,
4.160666667,-2.029370096,-2.128664619,-2.142031764,-1.904852507,-2.449278093,-2.520694114,,,,
4.161333333,-2.001691303,-2.156695868,-2.072870459,-1.946024927,-2.449278093,-2.508782806,,,,
4.162,-2.113379072,-2.07184146,-2.212236366,-1.988621402,-2.461330759,-2.479112466,,,,
4.162666667,-2.029370096,-2.114014664,-2.072221406,-1.988212431,-2.502898717,-2.53597954,,,,
4.163333333,-2.043188577,-2.08602578,-2.086391981,-1.946391143,-2.420468957,-2.563121442,,,,
4.164,-2.08537608,-2.128664619,-2.142031764,-1.974013812,-2.589575913,-2.53597954,,,,
4.164666667,-2.015537679,-2.114860865,-2.072221406,-1.989031199,-2.561516349,-2.56401079,,,,
4.165333333,-2.09958902,-2.07260212,-2.157049151,-1.876496404,-2.533456785,-2.53597954,,,,
4.166,-2.001691303,-2.044924039,-2.155822235,-1.904203455,-2.574188863,-2.522388038,,,,
4.166666667,-2.043188577,-2.100224398,-2.072870459,-1.904527653,-2.546171749,-2.592042039,,,,
4.167333333,-2.029370096,-2.086420224,-2.086391981,-1.876496404,-2.504562705,-2.605591562,,,,
4.168,-2.085785051,-2.129102731,-2.114409094,-1.890667299,-2.420468957,-2.522388038,,,,
4.168666667,-2.08537608,-2.044924039,-2.058374867,-1.932912071,-2.447723889,-2.592042039,,,,
4.169333333,-2.18364036,-2.07260212,-2.114409094,-1.904203455,-2.490137522,-2.592961498,,,,
4.17,-2.030075721,-2.129102731,-2.072870459,-1.988212431,-2.462120409,-2.591124434,,,,
4.170666667,-2.127606133,-2.101043167,-2.170020648,-2.016652651,-2.504562705,-2.577574449,,,,
4.171333333,-2.015537679,-2.016864475,-2.114409094,-1.918374029,-2.461330759,-2.53597954,,,,
4.172,-2.09958902,-2.10063337,-2.100224398,-1.960209439,-2.560625204,-2.53597954,,,,
4.172666667,-2.113379072,-2.044570871,-2.170020648,-2.002848897,-2.518154636,-2.592961498,,,,
4.173333333,-2.029722553,-2.087211505,-2.044514356,-1.932912071,-2.530873509,-2.507948291,,,,
4.174,-2.142313977,-2.072983603,-2.198460435,-1.989031199,-2.462911653,-2.479112466,,,,
4.174666667,-2.114254413,-2.058036895,-2.114409094,-2.017090763,-2.504562705,-2.563121442,,,,
4.175333333,-2.085785051,-2.016864475,-2.087070004,-1.904852507,-2.547047852,-2.606524236,,,,
4.176,-2.030075721,-2.086420224,-2.072870459,-1.932912071,-2.449278093,-2.53597954,,,,
4.176666667,-2.155623247,-2.07260212,-2.12822739,-1.960590152,-2.546171749,-2.607458796,,,,
4.177333333,-2.14184755,-2.044570871,-2.099872652,-1.988212431,-2.448500207,-2.480723242,,,,
4.178,-2.14184755,-2.101043167,-2.08673065,-1.960590152,-2.462120409,-2.564901934,,,,
4.178666667,-2.14184755,-2.128664619,-2.114409094,-1.918036042,-2.574188863,-2.53597954,,,,
4.179333333,-2.155623247,-2.058403111,-2.058374867,-2.029991581,-2.462911653,-2.479112466,,,,
4.18,-2.085785051,-2.044218414,-2.142426208,-1.876496404,-2.434103295,-2.508782806,,,,
4.180666667,-2.029722553,-2.08602578,-2.072870459,-1.974013812,-2.518154636,-2.53597954,,,,
4.181333333,-2.142313977,-2.072221406,-2.142426208,-1.890356915,-2.518154636,-2.521540222,,,,
4.182,-2.030075721,-2.059137762,-2.099872652,-1.932558903,-2.518154636,-2.53597954,,,,
4.182666667,-2.085785051,-2.101043167,-2.12822739,-1.974408256,-2.490137522,-2.591124434,,,,
4.183333333,-2.113379072,-2.100224398,-2.184670603,-2.030442483,-2.531732865,-2.648104538,,,,
4.184,-2.085785051,-2.07260212,-2.114409094,-1.918374029,-2.602205977,-2.520694114,,,,
4.184666667,-2.085785051,-2.016539621,-2.128989587,-1.989031199,-2.461330759,-2.592961498,,,,
4.185333333,-2.001691303,-2.129102731,-2.072221406,-1.974408256,-2.574188863,-2.53597954,,,,
4.186,-2.09958902,-2.030385997,-2.086391981,-1.904527653,-2.477337657,-2.438251839,,,,
4.186666667,-2.114254413,-2.128664619,-2.100576855,-2.016652651,-2.518154636,-2.507115458,,,,
4.187333333,-2.09958902,-2.128664619,-2.100930023,-1.960590152,-2.518154636,-2.466297239,,,,
4.188,-2.057373088,-2.114437338,-2.114409094,-1.960590152,-2.602205977,-2.53597954,,,,
4.188666667,-2.09958902,-2.058036895,-2.086391981,-1.974013812,-2.546171749,-2.579385053,,,,
4.189333333,-2.085785051,-2.100224398,-2.198460435,-1.974803497,-2.588656454,-2.507115458,,,,
4.19,-2.1698788,-2.030385997,-2.226477549,-1.932206447,-2.561516349,-2.576671883,,,,
4.190666667,-2.071967147,-2.114437338,-2.072221406,-1.932206447,-2.546171749,-2.522388038,,,,
4.191333333,-2.09958902,-2.030385997,-2.072545605,-2.016652651,-2.477337657,-2.508782806,,,,
4.192,-2.043188577,-2.044218414,-2.086391981,-2.00242537,-2.490957053,-2.53597954,,,,
4.192666667,-2.1698788,-2.016539621,-2.114409094,-1.960971635,-2.560625204,-2.520694114,,,,
4.193333333,-2.057373088,-2.086420224,-2.100576855,-1.946758098,-2.490137522,-2.56401079,,,,
4.194,-2.085785051,-2.10063337,-2.114409094,-1.974408256,-2.574188863,-2.592042039,,,,
4.194666667,-2.100436929,-2.044218414,-2.114409094,-1.960590152,-2.474923926,-2.479917042,,,,
4.195333333,-2.1698788,-2.016539621,-2.128608104,-2.030442483,-2.518154636,-2.507115458,,,,
4.196,-2.141382064,-2.07260212,-2.072870459,-1.946391143,-2.574188863,-2.563121442,,,,
4.196666667,-2.114254413,-2.030385997,-2.142426208,-1.932912071,-2.434103295,-2.592961498,,,,
4.197333333,-2.085785051,-2.044218414,-2.142426208,-1.890356915,-2.434103295,-2.592042039,,,,
4.198,-2.142313977,-2.044924039,-2.114409094,-2.00327328,-2.490137522,-2.592961498,,,,
4.198666667,-2.1698788,-2.07260212,-2.142426208,-2.044683901,-2.489319643,-2.563121442,,,,
4.199333333,-2.044289444,-2.10063337,-2.198460435,-1.960590152,-2.589575913,-2.53684237,,,,
4.2,-2.113379072,-2.100224398,-2.212701852,-1.989031199,-2.504562705,-2.522388038,,,,
4.200666667,-2.030075721,-2.10063337,-2.086391981,-1.904527653,-2.559735857,-2.633608676,,,,
4.201333333,-2.09958902,-2.072983603,-2.142426208,-1.960590152,-2.517308528,-2.521540222,,,,
4.202,-2.09958902,-2.030385997,-2.114409094,-1.988212431,-2.589575913,-2.606524236,,,,
4.202666667,-2.113379072,-2.030385997,-2.114409094,-2.017090763,-2.434103295,-2.592042039,,,,
4.203333333,-2.142313977,-2.129102731,-2.157049151,-2.044683901,-2.530873509,-2.507115458,,,,
4.204,-2.1698788,-2.058036895,-2.086391981,-1.960590152,-2.477337657,-2.56401079,,,,
4.204666667,-2.142313977,-2.10063337,-2.114042879,-2.030442483,-2.489319643,-2.563121442,,,,
4.205333333,-2.09958902,-2.07260212,-2.114042879,-1.960971635,-2.531732865,-2.523237568,,,,
4.206,-2.086194849,-2.002368883,-2.170020648,-2.00242537,-2.546171749,-2.479917042,,,,
4.206666667,-2.015537679,-2.086420224,-2.156230382,-1.988212431,-2.533456785,-2.523237568,,,,
4.207333333,-2.169385056,-2.156695868,-2.198460435,-1.946024927,-2.461330759,-2.55131131,,,,
4.208,-2.030075721,-2.044218414,-2.184233374,-1.876496404,-2.505397221,-2.550433437,,,,
4.208666667,-2.071967147,-2.184727118,-2.128608104,-1.988621402,-2.448500207,-2.495163825,,,,
4.209333333,-2.057373088,-2.016539621,-2.072221406,-1.904527653,-2.547047852,-2.53597954,,,,
4.21,-2.057373088,-2.156695868,-2.157049151,-1.890356915,-2.477337657,-2.53597954,,,,
4.210666667,-2.085785051,-2.072983603,-2.044514356,-1.989031199,-2.504562705,-2.479917042,,,,
4.211333333,-2.057373088,-2.086420224,-2.170020648,-1.932558903,-2.477337657,-2.620073289,,,,
4.212,-2.058135285,-2.129102731,-2.072545605,-1.960209439,-2.560625204,-2.507115458,,,,
4.212666667,-2.057753802,-2.12822739,-2.170866849,-2.030442483,-2.518154636,-2.619127426,,,,
4.213333333,-2.029722553,-2.128664619,-2.128989587,-1.918374029,-2.533456785,-2.53684237,,,,
4.214,-2.044289444,-2.129102731,-2.127847443,-2.044683901,-2.616687703,-2.564901934,,,,
4.214666667,-2.057373088,-2.058036895,-2.142821449,-2.045150327,-2.475726881,-2.620073289,,,,
4.215333333,-2.14184755,-2.002679266,-2.114042879,-1.918374029,-2.546171749,-2.56401079,,,,
4.216,-2.044289444,-2.072983603,-2.114409094,-1.918712698,-2.518154636,-2.507948291,,,,
4.216666667,-2.09958902,-2.044218414,-2.142426208,-1.946024927,-2.461330759,-2.495163825,,,,
4.217333333,-2.071177461,-2.129102731,-2.142426208,-1.904527653,-2.489319643,-2.508782806,,,,
4.218,-2.071177461,-2.101043167,-2.114042879,-1.862904566,-2.546171749,-2.591124434,,,,
4.218666667,-2.155144115,-2.10063337,-2.211771818,-1.960590152,-2.517308528,-2.620073289,,,,
4.219333333,-2.113816301,-2.044570871,-2.086391981,-2.017090763,-2.561516349,-2.495163825,,,,
4.22,-2.113816301,-2.156695868,-2.170020648,-2.00242537,-2.462120409,-2.507948291,,,,
4.220666667,-2.1698788,-2.142906264,-2.226477549,-1.988621402,-2.546171749,-2.53511845,,,,
4.221333333,-2.1698788,-2.044218414,-2.114042879,-2.029991581,-2.643744833,-2.508782806,,,,
4.222,-2.057373088,-2.086815465,-2.170443322,-2.00327328,-2.533456785,-2.523237568,,,,
4.222666667,-2.015876348,-2.142454451,-2.114042879,-2.058459597,-2.505397221,-2.550433437,,,,
4.223333333,-2.086194849,-2.016539621,-2.198460435,-1.932206447,-2.532593955,-2.521540222,,,,
4.224,-2.09958902,-2.12822739,-2.185108715,-2.002002696,-2.546171749,-2.549557335,,,,
4.224666667,-2.085785051,-2.072983603,-2.170443322,-1.932206447,-2.533456785,-2.53597954,,,,
4.225333333,-2.030075721,-2.156695868,-2.086391981,-2.044683901,-2.533456785,-2.508782806,,,,
4.226,-2.058135285,-2.156695868,-2.183797026,-2.016652651,-2.574188863,-2.56401079,,,,
4.226666667,-2.114254413,-2.114437338,-2.185108715,-1.904203455,-2.574188863,-2.493523108,,,,
4.227333333,-2.085785051,-2.08602578,-2.198460435,-1.960971635,-2.561516349,-2.563121442,,,,
