test,sample0,sample0,sample1,sample1,sample2,sample2,R=9mm,H=45mm,t=1.2mm,flow=1.2ml/min
dv (ml),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),p (kpa),,,,
2.374666667,-1.637285061,-1.708209272,-1.63823184,-1.526077105,-1.985829478,-2.073661645,,,,
2.375333333,-1.721378809,-1.708182511,-1.638118164,-1.512090162,-2.111687985,-1.933434648,,,,
2.376,-1.623355308,-1.736268836,-1.708096128,-1.498117325,-2.069486374,-2.003385802,,,,
2.376666667,-1.735366543,-1.708182511,-1.623917436,-1.59618391,-1.97137768,-1.919292053,,,,
2.377333333,-1.66531631,-1.652133379,-1.63823184,-1.59618391,-2.013846592,-2.059829783,,,,
2.378,-1.637328209,-1.736227127,-1.680179519,-1.512090162,-2.055682001,-2.031064595,,,,
2.378666667,-1.67933079,-1.652133379,-1.708096128,-1.526191658,-1.901778137,-2.045983943,,,,
2.379333333,-1.721420518,-1.680179519,-1.652076864,-1.470100212,-2.00032507,-1.947323303,,,,
2.38,-1.707321961,-1.62403058,-1.69420961,-1.582169427,-2.013846592,-1.989215064,,,,
2.380666667,-1.66531631,-1.736227127,-1.69420961,-1.540078176,-2.013508605,-2.031417051,,,,
2.381333333,-1.651344192,-1.610129293,-1.694152391,-1.554151553,-2.00032507,-2.017232177,,,,
2.382,-1.66531631,-1.708169171,-1.736170612,-1.582169427,-2.069880819,-1.988905306,,,,
2.382666667,-1.66531631,-1.708195878,-1.694152391,-1.498117325,-2.028384634,-2.003385802,,,,
2.383333333,-1.609325217,-1.680164628,-1.750187379,-1.568167551,-2.055302054,-2.003061603,,,,
2.384,-1.679332316,-1.652090144,-1.666135277,-1.540121411,-1.957812364,-2.003385802,,,,
2.384666667,-1.609253811,-1.694180634,-1.624173535,-1.56813774,-1.943670033,-1.975651091,,,,
2.385333333,-1.609325217,-1.624173535,-1.638004257,-1.456027663,-2.041863705,-2.08747955,,,,
2.386,-1.721337185,-1.736227127,-1.63823184,-1.554151553,-1.943670033,-2.0594483,,,,
2.386666667,-1.693360954,-1.59607088,-1.69420961,-1.540121411,-2.027327263,-2.003385802,,,,
2.387333333,-1.637285061,-1.72217028,-1.722140456,-1.582169427,-1.929795251,-1.989525447,,,,
2.388,-1.637241826,-1.694181395,-1.666135277,-1.498202773,-1.957812364,-2.031064595,,,,
2.388666667,-1.651315202,-1.62403058,-1.778203732,-1.56813774,-2.013508605,-2.059829783,,,,
2.389333333,-1.609325217,-1.736268836,-1.61010105,-1.61018578,-2.013508605,-1.975651091,,,,
2.39,-1.609325217,-1.666163521,-1.666135277,-1.61018578,-2.013508605,-2.059067587,,,,
2.390666667,-1.651315202,-1.624173535,-1.708096128,-1.526134439,-1.86002725,-2.003385802,,,,
2.391333333,-1.69334756,-1.59607088,-1.69420961,-1.512090162,-1.985829478,-2.003061603,,,,
2.392,-1.637241826,-1.708209272,-1.61010105,-1.526134439,-2.04223066,-2.003385802,,,,
2.392666667,-1.651344192,-1.610129293,-1.722198494,-1.59618391,-2.097897932,-2.003061603,,,,
2.393333333,-1.66531631,-1.59607088,-1.69420961,-1.470100212,-2.028384634,-2.08747955,,,,
2.394,-1.623355308,-1.66619251,-1.708139363,-1.526134439,-2.013846592,-1.933434648,,,,
2.394666667,-1.749410058,-1.610129293,-1.750186618,-1.512090162,-1.97137768,-2.003385802,,,,
2.395333333,-1.66531631,-1.750270671,-1.651977,-1.470100212,-1.985829478,-2.031770219,,,,
2.396,-1.721378809,-1.638203626,-1.750186618,-1.624215159,-1.985829478,-2.003385802,,,,
2.396666667,-1.651315202,-1.62403058,-1.68025078,-1.512018612,-2.04223066,-2.031770219,,,,
2.397333333,-1.749410058,-1.58211218,-1.63823184,-1.568167551,-1.958094462,-2.031064595,,,,
2.398,-1.693334193,-1.652176527,-1.652275989,-1.56813774,-1.999676017,-2.031417051,,,,
2.398666667,-1.721378809,-1.666105365,-1.736200363,-1.554180542,-1.986139861,-2.059829783,,,,
2.399333333,-1.69334756,-1.638203626,-1.680179519,-1.540121411,-1.943402888,-2.045983943,,,,
2.4,-1.66531631,-1.708182511,-1.708182511,-1.540121411,-2.014185261,-2.031770219,,,,
2.400666667,-1.66531631,-1.694180634,-1.778203732,-1.59618391,-1.929795251,-1.989215064,,,,
2.401333333,-1.763383657,-1.708169171,-1.666135277,-1.56813774,-1.971968967,-1.975651091,,,,
2.402,-1.749410058,-1.624173535,-1.596014365,-1.540078176,-1.957812364,-1.975058611,,,,
2.402666667,-1.651344192,-1.708209272,-1.596014365,-1.624215159,-1.985829478,-2.003385802,,,,
2.403333333,-1.721378809,-1.652133379,-1.63823184,-1.498117325,-2.028031465,-2.059829783,,,,
2.404,-1.581222562,-1.708182511,-1.69420961,-1.498117325,-1.971968967,-2.08747955,,,,
2.404666667,-1.66531631,-1.680179519,-1.680108113,-1.526077105,-2.04149749,-1.975058611,,,,
2.405333333,-1.721420518,-1.624173535,-1.623917436,-1.59618391,-1.985829478,-2.016894191,,,,
2.406,-1.609182262,-1.652090144,-1.652076864,-1.59618391,-1.985829478,-2.059829783,,,,
2.406666667,-1.581222562,-1.652176527,-1.652275989,-1.568167551,-2.027327263,-1.96119795,,,,
2.407333333,-1.69334756,-1.680179519,-1.666135277,-1.624215159,-2.028031465,-1.975651091,,,,
2.408,-1.693360954,-1.59607088,-1.778203732,-1.59618391,-2.041863705,-2.059829783,,,,
2.408666667,-1.707321961,-1.652133379,-1.596014365,-1.470100212,-2.04223066,-2.017232177,,,,
2.409333333,-1.637241826,-1.652133379,-1.680179519,-1.554093397,-2.069486374,-2.045983943,,,,
2.41,-1.749410058,-1.62410213,-1.638118164,-1.497945912,-1.985829478,-1.989525447,,,,
2.410666667,-1.595195355,-1.694180634,-1.63823184,-1.568167551,-2.013508605,-2.045983943,,,,
2.411333333,-1.721378809,-1.59607088,-1.666220725,-1.540121411,-1.943670033,-2.059829783,,,,
2.412,-1.665331201,-1.680179519,-1.651977,-1.484058912,-1.929795251,-1.947323303,,,,
2.412666667,-1.66531631,-1.680164628,-1.708096128,-1.469872169,-1.985829478,-1.988905306,,,,
2.413333333,-1.609182262,-1.610043673,-1.736155692,-1.497945912,-1.999676017,-2.045983943,,,,
2.414,-1.693360954,-1.736227127,-1.651977,-1.540121411,-1.901778137,-1.947323303,,,,
2.414666667,-1.721378809,-1.666163521,-1.722169504,-1.470100212,-2.028384634,-2.017570846,,,,
2.415333333,-1.609325217,-1.666163521,-1.624173535,-1.56813774,-1.985829478,-1.975651091,,,,
2.416,-1.623298089,-1.638203626,-1.63823184,-1.59618391,-1.929795251,-2.143542049,,,,
2.416666667,-1.70734943,-1.72217028,-1.778203732,-1.540121411,-1.985829478,-2.031417051,,,,
2.417333333,-1.693334193,-1.764258377,-1.69420961,-1.456155583,-1.929795251,-2.08747955,,,,
2.418,-1.67933079,-1.680179519,-1.736170612,-1.484158575,-1.985829478,-2.059829783,,,,
2.418666667,-1.609253811,-1.652090144,-1.666135277,-1.512018612,-2.069880819,-2.031417051,,,,
2.419333333,-1.637285061,-1.652133379,-1.61010105,-1.512018612,-2.041863705,-2.0594483,,,,
2.42,-1.735366543,-1.59607088,-1.666135277,-1.56813774,-1.901778137,-2.031417051,,,,
2.420666667,-1.735422353,-1.708209272,-1.623917436,-1.498117325,-1.985829478,-2.073661645,,,,
2.421333333,-1.637328209,-1.708209272,-1.750186618,-1.540121411,-2.013846592,-2.017232177,,,,
2.422,-1.66531631,-1.736227127,-1.722198494,-1.540121411,-1.999352471,-2.059829783,,,,
2.422666667,-1.637285061,-1.736268836,-1.736155692,-1.483959048,-1.957530836,-2.045249291,,,,
2.423333333,-1.749410058,-1.638203626,-1.666049657,-1.554151553,-2.069880819,-2.045983943,,,,
2.424,-1.595195355,-1.736227127,-1.666135277,-1.58216714,-2.04223066,-2.045249291,,,,
2.424666667,-1.679332316,-1.72217028,-1.651977,-1.484158575,-2.069880819,-2.031064595,,,,
2.425333333,-1.637241826,-1.62403058,-1.708096128,-1.624215159,-2.069880819,-2.059829783,,,,
2.426,-1.637241826,-1.680149708,-1.694152391,-1.512090162,-2.041863705,-2.003061603,,,,
2.426666667,-1.595280975,-1.694180634,-1.61010105,-1.540121411,-2.041863705,-2.059829783,,,,
2.427333333,-1.693334193,-1.680179519,-1.722198494,-1.554151553,-2.04149749,-1.975354552,,,,
2.428,-1.693334193,-1.736268836,-1.638004257,-1.512018612,-1.999676017,-2.08747955,,,,
2.428666667,-1.679332316,-1.652090144,-1.694152391,-1.512018612,-2.04223066,-2.031417051,,,,
2.429333333,-1.679333077,-1.666163521,-1.69420961,-1.456027663,-2.013508605,-2.016894191,,,,
2.43,-1.721420518,-1.610129293,-1.708225572,-1.484158575,-1.943402888,-1.989215064,,,,
2.430666667,-1.637328209,-1.680179519,-1.722198494,-1.582169427,-2.00032507,-1.947323303,,,,
2.431333333,-1.665331201,-1.680164628,-1.666135277,-1.568167551,-1.999676017,-2.08747955,,,,
2.432,-1.749410058,-1.638031622,-1.624173535,-1.540121411,-2.013846592,-2.031417051,,,,
2.432666667,-1.609325217,-1.764258377,-1.722140456,-1.596197304,-2.013508605,-1.975651091,,,,
2.433333333,-1.693334193,-1.652133379,-1.750186618,-1.582169427,-1.957530836,-2.08747955,,,,
2.434,-1.721420518,-1.708209272,-1.69420961,-1.554151553,-1.985829478,-2.003385802,,,,
2.434666667,-1.693334193,-1.736227127,-1.736200363,-1.512018612,-1.958094462,-2.115510799,,,,
2.435333333,-1.623298089,-1.694180634,-1.722198494,-1.554151553,-2.055682001,-2.059067587,,,,
2.436,-1.66531631,-1.708209272,-1.61010105,-1.512090162,-2.028384634,-2.07287196,,,,
2.436666667,-1.66530139,-1.59607088,-1.694152391,-1.568167551,-1.999676017,-2.059829783,,,,
2.437333333,-1.66531631,-1.708209272,-1.666135277,-1.554151553,-1.929795251,-2.003061603,,,,
2.438,-1.735366543,-1.59607088,-1.722169504,-1.484058912,-1.999676017,-2.08747955,,,,
2.438666667,-1.721420518,-1.736268836,-1.68025078,-1.540121411,-1.986139861,-2.059829783,,,,
2.439333333,-1.749410058,-1.694180634,-1.750186618,-1.498117325,-2.00032507,-2.059067587,,,,
2.44,-1.721420518,-1.652176527,-1.750186618,-1.483959048,-1.944205942,-2.101283518,,,,
2.440666667,-1.749410058,-1.708195878,-1.694152391,-1.484158575,-2.013508605,-2.003061603,,,,
2.441333333,-1.66531631,-1.680164628,-1.666135277,-1.512161567,-1.944205942,-1.989525447,,,,
2.442,-1.721337185,-1.62410213,-1.708182511,-1.512018612,-1.972265506,-2.031064595,,,,
2.442666667,-1.693334193,-1.750214861,-1.694152391,-1.512161567,-1.944205942,-2.059067587,,,,
2.443333333,-1.721420518,-1.638203626,-1.63823184,-1.582168666,-2.111687985,-1.975651091,,,,
2.444,-1.651344192,-1.750159164,-1.651977,-1.512018612,-1.985829478,-2.003710655,,,,
2.444666667,-1.637241826,-1.62410213,-1.722140456,-1.59618391,-1.944205942,-2.031417051,,,,
2.445333333,-1.66531631,-1.736227127,-1.778203732,-1.484058912,-2.013846592,-2.031417051,,,,
2.446,-1.623298089,-1.652176527,-1.694152391,-1.596197304,-2.055682001,-2.101283518,,,,
2.446666667,-1.665331201,-1.778231975,-1.778203732,-1.483959048,-1.957530836,-2.016894191,,,,
2.447333333,-1.66531631,-1.66619251,-1.63823184,-1.540121411,-2.04223066,-2.074057685,,,,
2.448,-1.609182262,-1.694180634,-1.69420961,-1.554151553,-1.985829478,-2.031064595,,,,
2.448666667,-1.623183304,-1.638203626,-1.666220725,-1.484058912,-2.013508605,-2.115510799,,,,
2.449333333,-1.66531631,-1.680179519,-1.764175155,-1.624215159,-2.041863705,-2.003710655,,,,
2.45,-1.693360954,-1.708182511,-1.69420961,-1.554151553,-2.013846592,-2.08747955,,,,
2.450666667,-1.609182262,-1.59607088,-1.722169504,-1.512018612,-2.027327263,-1.975058611,,,,
2.451333333,-1.69334756,-1.652090144,-1.638118164,-1.498117325,-2.111687985,-2.08747955,,,,
2.452,-1.693334193,-1.680164628,-1.778203732,-1.540121411,-1.985829478,-2.003061603,,,,
2.452666667,-1.693360954,-1.610129293,-1.666049657,-1.526134439,-2.027327263,-2.08747955,,,,
2.453333333,-1.623355308,-1.708209272,-1.736200363,-1.582169427,-1.97137768,-2.073661645,,,,
2.454,-1.623298089,-1.666105365,-1.652076864,-1.484058912,-1.943670033,-2.059067587,,,,
2.454666667,-1.679332316,-1.638146407,-1.722169504,-1.526077105,-1.971968967,-2.087889347,,,,
2.455333333,-1.693334193,-1.652090144,-1.764201862,-1.568167551,-1.98551972,-2.059067587,,,,
2.456,-1.69334756,-1.722197748,-1.750186618,-1.540121411,-1.929795251,-2.059067587,,,,
2.456666667,-1.623298089,-1.736268836,-1.694152391,-1.497945912,-2.04223066,-2.08747955,,,,
2.457333333,-1.609253811,-1.652176527,-1.638118164,-1.526134439,-1.957812364,-2.059829783,,,,
2.458,-1.749410058,-1.666163521,-1.638118164,-1.624215159,-1.999676017,-2.08747955,,,,
2.458666667,-1.66531631,-1.778231975,-1.708182511,-1.568167551,-1.972265506,-2.017570846,,,,
2.459333333,-1.70734943,-1.708182511,-1.694152391,-1.512161567,-1.985829478,-2.073266404,,,,
2.46,-1.735366543,-1.736268836,-1.638118164,-1.56815266,-1.944205942,-2.003061603,,,,
2.460666667,-1.693334193,-1.736227127,-1.63823184,-1.512018612,-2.041863705,-1.975354552,,,,
2.461333333,-1.665331201,-1.694180634,-1.722198494,-1.596197304,-2.013846592,-2.031417051,,,,
2.462,-1.623183304,-1.708195878,-1.764201862,-1.582169427,-1.957530836,-2.016894191,,,,
2.462666667,-1.66530139,-1.680164628,-1.694152391,-1.554093397,-2.013508605,-1.975651091,,,,
2.463333333,-1.69334756,-1.680149708,-1.609816378,-1.540121411,-1.985829478,-2.044883075,,,,
2.464,-1.609253811,-1.680164628,-1.764188495,-1.512161567,-1.985829478,-2.074057685,,,,
2.464666667,-1.567035819,-1.708195878,-1.680108113,-1.59618391,-2.041863705,-2.003710655,,,,
2.465333333,-1.67933079,-1.736185503,-1.736155692,-1.442083098,-1.957812364,-2.045249291,,,,
2.466,-1.595280975,-1.680164628,-1.722169504,-1.498202773,-1.97137768,-2.115510799,,,,
2.466666667,-1.721420518,-1.694181395,-1.638118164,-1.59618391,-2.056444198,-2.031417051,,,,
2.467333333,-1.721420518,-1.72217028,-1.722198494,-1.526134439,-2.097897932,-2.059067587,,,,
2.468,-1.679332316,-1.680164628,-1.61010105,-1.470100212,-2.014185261,-2.115948911,,,,
2.468666667,-1.66531631,-1.694180634,-1.666135277,-1.56813774,-2.055302054,-2.003061603,,,,
2.469333333,-1.637285061,-1.680164628,-1.708096128,-1.582168666,-2.041863705,-1.975354552,,,,
2.47,-1.637285061,-1.680164628,-1.694152391,-1.554151553,-1.985829478,-2.045249291,,,,
2.470666667,-1.637328209,-1.694181395,-1.666220725,-1.540121411,-2.056062715,-2.08747955,,,,
2.471333333,-1.66531631,-1.764258377,-1.736185503,-1.59618391,-2.013508605,-2.045249291,,,,
2.472,-1.679332316,-1.652133379,-1.694152391,-1.470100212,-2.013846592,-2.031417051,,,,
2.472666667,-1.693334193,-1.708195878,-1.750186618,-1.540121411,-1.985829478,-2.115510799,,,,
2.473333333,-1.679333077,-1.736227127,-1.750187379,-1.554151553,-1.929795251,-2.059829783,,,,
2.474,-1.637241826,-1.610129293,-1.722169504,-1.56815266,-1.971968967,-2.059829783,,,,
2.474666667,-1.581222562,-1.680164628,-1.666220725,-1.526191658,-1.929795251,-2.003710655,,,,
2.475333333,-1.581222562,-1.66619251,-1.708139363,-1.56813774,-1.944205942,-2.115510799,,,,
2.476,-1.66531631,-1.708209272,-1.666220725,-1.484058912,-2.069880819,-1.961480047,,,,
2.476666667,-1.651344192,-1.708182511,-1.750185856,-1.512161567,-1.985829478,-2.003061603,,,,
2.477333333,-1.66530139,-1.652090144,-1.694152391,-1.59618391,-2.125915046,-2.003710655,,,,
2.478,-1.66531631,-1.680164628,-1.680108113,-1.59618391,-2.097897932,-2.031064595,,,,
2.478666667,-1.721420518,-1.680164628,-1.694152391,-1.596197304,-2.013508605,-2.031064595,,,,
2.479333333,-1.595109562,-1.764258377,-1.722198494,-1.498202773,-1.986139861,-2.003385802,,,,
2.48,-1.749410058,-1.72217028,-1.624173535,-1.497945912,-1.985829478,-2.045983943,,,,
2.480666667,-1.637285061,-1.62410213,-1.764201862,-1.54020762,-1.985829478,-2.031417051,,,,
2.481333333,-1.609325217,-1.680164628,-1.708225572,-1.456027663,-1.929795251,-1.989836457,,,,
2.482,-1.66531631,-1.652090144,-1.69420961,-1.624215159,-2.013846592,-2.031417051,,,,
2.482666667,-1.735310846,-1.652090144,-1.750187379,-1.568167551,-1.957530836,-2.074057685,,,,
2.483333333,-1.693334193,-1.708209272,-1.680108113,-1.540121411,-2.013846592,-2.115510799,,,,
2.484,-1.595280975,-1.736268836,-1.638118164,-1.512018612,-2.013508605,-2.045249291,,,,
2.484666667,-1.637285061,-1.652090144,-1.666135277,-1.484058912,-2.013846592,-2.031064595,,,,
2.485333333,-1.637285061,-1.694180634,-1.750186618,-1.512018612,-1.957530836,-2.087889347,,,,
2.486,-1.721378809,-1.652090144,-1.694152391,-1.596197304,-1.985829478,-2.059067587,,,,
2.486666667,-1.651315202,-1.680194379,-1.722198494,-1.56813774,-2.028031465,-2.087070579,,,,
2.487333333,-1.637285061,-1.694180634,-1.638004257,-1.512018612,-2.014185261,-2.087889347,,,,
2.488,-1.609253811,-1.666163521,-1.736170612,-1.596197304,-2.028384634,-2.087889347,,,,
2.488666667,-1.609325217,-1.694180634,-1.651977,-1.61018578,-2.056062715,-2.003061603,,,,
2.489333333,-1.763383657,-1.708182511,-1.750187379,-1.582168666,-1.999676017,-2.031417051,,,,
2.49,-1.749410058,-1.680164628,-1.722198494,-1.484158575,-2.013846592,-2.031417051,,,,
2.490666667,-1.66531631,-1.750214861,-1.736170612,-1.470100212,-1.957812364,-2.059067587,,,,
2.491333333,-1.679332316,-1.652090144,-1.694152391,-1.58216714,-1.958094462,-1.989215064,,,,
2.492,-1.749410058,-1.792289626,-1.624173535,-1.56815266,-1.985829478,-1.975354552,,,,
2.492666667,-1.66531631,-1.652090144,-1.708225572,-1.498117325,-2.013508605,-2.059067587,,,,
2.493333333,-1.665331201,-1.680164628,-1.680108113,-1.554180542,-2.069880819,-2.087889347,,,,
2.494,-1.637241826,-1.680164628,-1.694152391,-1.554151553,-1.97137768,-2.101283518,,,,
2.494666667,-1.609182262,-1.694180634,-1.694152391,-1.596197304,-2.013508605,-1.975651091,,,,
2.495333333,-1.679332316,-1.638146407,-1.638118164,-1.582169427,-2.097475259,-2.017232177,,,,
2.496,-1.651344192,-1.750159164,-1.61010105,-1.540121411,-1.985829478,-1.975651091,,,,
2.496666667,-1.707321961,-1.652090144,-1.722169504,-1.498202773,-2.041863705,-2.031417051,,,,
2.497333333,-1.637241826,-1.778231975,-1.708096128,-1.498117325,-2.041863705,-2.031417051,,,,
2.498,-1.66531631,-1.694180634,-1.722198494,-1.540121411,-1.999352471,-2.087070579,,,,
2.498666667,-1.637328209,-1.708195878,-1.722169504,-1.652246409,-1.986139861,-2.003385802,,,,
2.499333333,-1.581222562,-1.708182511,-1.694152391,-1.526191658,-1.98551972,-2.003710655,,,,
2.5,-1.693360954,-1.680164628,-1.722169504,-1.568167551,-1.985829478,-1.961480047,,,,
2.500666667,-1.637241826,-1.680164628,-1.750185856,-1.498202773,-2.069880819,-2.045249291,,,,
2.501333333,-1.637328209,-1.708195878,-1.722198494,-1.554151553,-1.957530836,-1.947323303,,,,
2.502,-1.609253811,-1.652090144,-1.69420961,-1.512018612,-2.028384634,-2.017570846,,,,
2.502666667,-1.609253811,-1.680164628,-1.68025078,-1.554151553,-1.985829478,-2.115948911,,,,
2.503333333,-1.69334756,-1.736185503,-1.722169504,-1.512018612,-2.000000216,-2.003061603,,,,
2.504,-1.651315202,-1.736227127,-1.666049657,-1.540121411,-1.985829478,-1.975354552,,,,
2.504666667,-1.637241826,-1.66619251,-1.623917436,-1.59618391,-1.985829478,-2.059067587,,,,
2.505333333,-1.679333077,-1.708182511,-1.694095057,-1.470100212,-1.929795251,-1.975354552,,,,
2.506,-1.651344192,-1.694181395,-1.792233111,-1.624215159,-1.944205942,-2.003710655,,,,
2.506666667,-1.721420518,-1.764258377,-1.750185856,-1.540121411,-1.985829478,-1.989836457,,,,
2.507333333,-1.623183304,-1.764258377,-1.666220725,-1.638202893,-2.056444198,-2.087889347,,,,
2.508,-1.623355308,-1.722197748,-1.666135277,-1.526191658,-2.013846592,-2.031417051,,,,
2.508666667,-1.637241826,-1.62410213,-1.694095057,-1.526134439,-2.04149749,-2.003061603,,,,
2.509333333,-1.609253811,-1.708169171,-1.652176527,-1.554151553,-2.04149749,-2.031417051,,,,
2.51,-1.721337185,-1.764258377,-1.694152391,-1.596197304,-1.972265506,-2.129300631,,,,
2.510666667,-1.66531631,-1.722197748,-1.694152391,-1.484058912,-2.125915046,-2.073266404,,,,
2.511333333,-1.66530139,-1.708195878,-1.778231255,-1.512161567,-1.98551972,-2.115510799,,,,
2.512,-1.749410058,-1.680149708,-1.722169504,-1.512161567,-1.944205942,-2.031417051,,,,
2.512666667,-1.679333077,-1.764258377,-1.694152391,-1.540121411,-2.014185261,-2.031770219,,,,
2.513333333,-1.609253811,-1.694180634,-1.624045615,-1.59618391,-2.04149749,-2.016894191,,,,
2.514,-1.721337185,-1.708182511,-1.694152391,-1.512018612,-2.027327263,-2.031770219,,,,
2.514666667,-1.637328209,-1.708195878,-1.61010105,-1.497945912,-1.985829478,-1.989836457,,,,
2.515333333,-1.721420518,-1.764258377,-1.651977,-1.512161567,-1.944205942,-1.975651091,,,,
2.516,-1.693334193,-1.750214861,-1.69420961,-1.484058912,-1.958094462,-2.115510799,,,,
2.516666667,-1.721420518,-1.736227127,-1.638118164,-1.624256868,-2.04223066,-2.031417051,,,,
2.517333333,-1.721420518,-1.680164628,-1.708096128,-1.554151553,-2.028384634,-2.129300631,,,,
2.518,-1.66530139,-1.62410213,-1.666220725,-1.512018612,-2.00032507,-2.087889347,,,,
2.518666667,-1.66531631,-1.680179519,-1.722169504,-1.512018612,-1.929795251,-2.017232177,,,,
2.519333333,-1.665331201,-1.694181395,-1.722198494,-1.484158575,-2.069880819,-1.975354552,,,,
2.52,-1.651344192,-1.708195878,-1.708225572,-1.512018612,-1.957530836,-1.989215064,,,,
2.520666667,-1.721420518,-1.72225285,-1.750185856,-1.582168666,-2.013846592,-1.975354552,,,,
2.521333333,-1.651315202,-1.736268836,-1.638118164,-1.484058912,-1.972265506,-2.115510799,,,,
2.522,-1.735310846,-1.680164628,-1.666049657,-1.568167551,-1.957812364,-2.003061603,,,,
2.522666667,-1.623298089,-1.62410213,-1.652176527,-1.540121411,-2.027327263,-2.087070579,,,,
2.523333333,-1.749410058,-1.652133379,-1.652275989,-1.596197304,-2.014185261,-2.059829783,,,,
2.524,-1.651315202,-1.736268836,-1.68025078,-1.512018612,-1.929795251,-2.016894191,,,,
2.524666667,-1.66531631,-1.736227127,-1.764175155,-1.610213303,-1.985829478,-2.087889347,,,,
2.525333333,-1.637241826,-1.736268836,-1.666135277,-1.582169427,-1.985829478,-2.087070579,,,,
2.526,-1.665331201,-1.708182511,-1.694152391,-1.624215159,-2.013846592,-2.087889347,,,,
2.526666667,-1.609253811,-1.666134472,-1.750187379,-1.484058912,-2.027327263,-2.101707045,,,,
2.527333333,-1.693334193,-1.750159164,-1.750186618,-1.554180542,-2.013508605,-2.059067587,,,,
2.528,-1.721420518,-1.736268836,-1.652176527,-1.59618391,-2.055302054,-1.961762715,,,,
2.528666667,-1.637241826,-1.764258377,-1.666220725,-1.58216714,-2.069880819,-1.989836457,,,,
2.529333333,-1.66531631,-1.736268836,-1.68025078,-1.498117325,-1.971968967,-2.003061603,,,,
2.53,-1.721420518,-1.792289626,-1.694152391,-1.56815266,-2.028384634,-2.017570846,,,,
2.530666667,-1.623183304,-1.72217028,-1.764215256,-1.624215159,-1.957812364,-2.017232177,,,,
2.531333333,-1.70734943,-1.680149708,-1.694152391,-1.540078176,-2.000000216,-2.031417051,,,,
2.532,-1.651315202,-1.680164628,-1.638118164,-1.56815266,-1.957530836,-2.115510799,,,,
2.532666667,-1.721337185,-1.62410213,-1.666049657,-1.512018612,-1.985829478,-2.031417051,,,,
2.533333333,-1.69334756,-1.708195878,-1.722169504,-1.554151553,-1.957812364,-2.115510799,,,,
2.534,-1.707321961,-1.722197748,-1.736155692,-1.568167551,-2.013508605,-2.059067587,,,,
2.534666667,-1.749410058,-1.66619251,-1.69420961,-1.512161567,-2.013846592,-2.143542049,,,,
2.535333333,-1.665331201,-1.680179519,-1.806220845,-1.540121411,-1.985829478,-2.074057685,,,,
2.536,-1.66531631,-1.680164628,-1.736155692,-1.624215159,-1.957812364,-1.975354552,,,,
2.536666667,-1.69334756,-1.652090144,-1.694095057,-1.582169427,-2.013846592,-1.975354552,,,,
2.537333333,-1.749410058,-1.652133379,-1.736155692,-1.540078176,-1.97137768,-2.115073571,,,,
2.538,-1.693360954,-1.736268836,-1.694095057,-1.582168666,-2.069880819,-2.031417051,,,,
2.538666667,-1.763383657,-1.708209272,-1.778203732,-1.540121411,-2.013846592,-2.003061603,,,,
2.539333333,-1.763383657,-1.680179519,-1.736155692,-1.610158312,-2.028384634,-2.074057685,,,,
2.54,-1.735310846,-1.694181395,-1.68025078,-1.56813774,-2.04149749,-2.031417051,,,,
2.540666667,-1.623298089,-1.680149708,-1.638118164,-1.512090162,-1.999676017,-2.003385802,,,,
2.541333333,-1.637285061,-1.736268836,-1.694152391,-1.582169427,-2.013846592,-2.045249291,,,,
2.542,-1.69334756,-1.652090144,-1.666049657,-1.624215159,-1.943937717,-2.059067587,,,,
2.542666667,-1.66530139,-1.708195878,-1.708182511,-1.526191658,-2.04149749,-2.003385802,,,,
2.543333333,-1.637241826,-1.708195878,-1.736200363,-1.484058912,-2.027679009,-2.045249291,,,,
2.544,-1.69334756,-1.694180634,-1.652176527,-1.638202893,-2.097897932,-2.017570846,,,,
2.544666667,-1.679333077,-1.736268836,-1.680036564,-1.596170543,-1.972265506,-2.003710655,,,,
2.545333333,-1.651344192,-1.680164628,-1.69420961,-1.484058912,-1.957530836,-2.003061603,,,,
2.546,-1.749340177,-1.694180634,-1.750187379,-1.638258703,-1.944205942,-2.003061603,,,,
2.546666667,-1.707321961,-1.764258377,-1.638118164,-1.582169427,-2.013508605,-2.059067587,,,,
2.547333333,-1.735310846,-1.778231975,-1.666220725,-1.624215159,-1.999352471,-2.016894191,,,,
2.548,-1.749410058,-1.680164628,-1.694095057,-1.540121411,-1.986139861,-2.003061603,,,,
2.548666667,-1.66531631,-1.680164628,-1.694152391,-1.526019654,-2.013846592,-2.08747955,,,,
2.549333333,-1.66531631,-1.778231975,-1.652176527,-1.596197304,-1.985829478,-2.087889347,,,,
2.55,-1.66531631,-1.638146407,-1.764215256,-1.526077105,-2.069880819,-2.0594483,,,,
2.550666667,-1.70734943,-1.736268836,-1.61010105,-1.512018612,-2.04149749,-2.0594483,,,,
2.551333333,-1.67933079,-1.736268836,-1.736155692,-1.582169427,-1.943937717,-2.059067587,,,,
2.552,-1.693334193,-1.708182511,-1.694152391,-1.526019654,-1.972265506,-2.101707045,,,,
2.552666667,-1.651315202,-1.652090144,-1.778203732,-1.610213303,-1.97137768,-2.129300631,,,,
2.553333333,-1.66531631,-1.694180634,-1.638118164,-1.540121411,-1.957812364,-2.087889347,,,,
2.554,-1.623298089,-1.764258377,-1.680036564,-1.512018612,-2.069880819,-2.087889347,,,,
