Test ,20220705_1515_4folds_sample2,20220705_1518_4folds_sample2,20220705_1521_4folds_sample2,20220705_1526_4folds_sample0,20220705_1529_4folds_sample0,20220705_1531_4folds_sample0,20220705_1548_4folds_sample3_metadata,20220705_1550_4folds_sample3
dV (ml),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa),P (kpa)
1.126666667,-1.824745934,-1.492635265,-2.215327499,-2.148194986,-1.888858278,-1.497027809,-1.956641587,-2.017870098
1.129555556,-1.762014835,-1.492635265,-1.628930476,-2.278717238,-2.410420717,-1.432588914,-2.217028876,-2.02075621
1.132444444,-1.370843005,-1.169580808,-1.827172893,-2.539761741,-2.345847994,-1.762336063,-1.954873328,-1.826185455
1.135333333,-1.499262536,-1.233693482,-1.89148359,-2.216897632,-2.085198217,-1.566260296,-2.147997623,-1.956379099
1.138222222,-1.372941488,-1.557008239,-2.217950593,-2.281340332,-1.956510343,-1.630636648,-2.212502438,-2.02075621
1.141111111,-2.085922279,-1.626569665,-1.823760744,-2.345847994,-2.151081098,-1.564687319,-1.886953119,-1.826185455
1.144,-1.439085967,-1.887088132,-1.698745694,-2.347091276,-2.540811327,-2.086249759,-2.344470694,-1.629978509
1.146888889,-1.762014835,-1.756828898,-1.955859149,-2.473942067,-1.758467668,-1.630636648,-2.278519875,-1.433573774
1.149777778,-1.633459955,-1.951530139,-2.215327499,-2.149639498,-2.149639498,-1.762336063,-2.212502438,-1.890496976
1.152666667,-1.762014835,-1.753679768,-2.216640369,-2.149639498,-2.410420717,-1.30574183,-2.281405987,-1.890496976
1.155555556,-2.022796055,-1.626569665,-1.955859149,-2.540811327,-2.540811327,-1.632142419,-2.278519875,-1.431538928
1.158444444,-1.958354774,-2.080609236,-1.695077929,-1.826316699,-2.085198217,-1.695077929,-1.956641587,-1.497752169
1.161333333,-1.958354774,-1.887088132,-2.347030979,-2.281340332,-2.216897632,-1.954677921,-2.017475371,-2.280095829
1.164222222,-2.022796055,-1.562323732,-1.695077929,-1.888858278,-2.149639498,-1.892529708,-1.890628287,-1.82454844
1.167111111,-2.022796055,-1.885646531,-1.823760744,-2.149639498,-2.149639498,-1.434296709,-2.149573776,-1.887347846
1.17,-1.8296669,-2.016037141,-1.888199639,-2.216897632,-2.020821865,-1.566260296,-2.281405987,-1.69599181
1.172888889,-1.762014835,-1.562323732,-2.347030979,-2.476172883,-2.216897632,-1.695077929,-1.758401946,-1.82454844
1.175777778,-1.569279611,-1.951530139,-2.152133367,-1.758467668,-2.347091276,-1.37175513,-2.085198217,-2.085198217
1.178666667,-1.697704997,-1.692517377,-1.693238492,-2.08217755,-2.085198217,-1.695077929,-2.017475371,-1.563898663
1.181555556,-1.569279611,-1.952904666,-1.893120604,-1.888858278,-2.40923949,-1.303906099,-1.758401946,-1.956379099
1.184444444,-1.828029885,-2.079360928,-1.955859149,-1.887150483,-1.758467668,-1.758204154,-1.758401946,-1.821264489
1.187333333,-1.955334107,-1.623157516,-2.084805247,-2.017672734,-2.085198217,-1.566260296,-2.149573776,-2.148392349
1.190222222,-1.306730331,-2.016037141,-2.347030979,-1.888858278,-2.606497771,-1.826778763,-2.410354996,-1.561995326
1.193111111,-1.56356959,-1.364084091,-2.021808478,-2.216897632,-2.281340332,-1.627615981,-1.951326094,-1.82454844
1.196,-1.569279611,-1.948772756,-2.153507893,-2.280030108,-2.540811327,-1.824155669,-2.149573776,-1.497752169
1.198888889,-1.762014835,-1.687596411,-1.89148359,-1.758467668,-2.216897632,-1.693633418,-2.214014296,-2.019314609
1.201777778,-1.629784788,-1.753679768,-1.827172893,-1.888858278,-2.017672734,-1.762336063,-2.147997623,-2.082440834
1.204666667,-1.501233615,-1.492635265,-2.021808478,-1.756628231,-1.956510343,-2.280556843,-1.956641587,-1.951852661
1.207555556,-1.569279611,-1.690880362,-2.023314249,-2.281340332,-2.411599565,-1.957037997,-1.886953119,-1.497752169
1.210444444,-1.567380108,-1.690880362,-1.954282996,-2.017672734,-2.278717238,-1.892529708,-2.278519875,-1.433573774
1.213333333,-1.893978422,-1.951530139,-1.954282996,-2.151081098,-2.017672734,-1.434296709,-2.409042126,-1.956379099
1.216222222,-1.699473256,-1.623157516,-1.955859149,-1.956510343,-2.540811327,-1.693633418,-2.02088752,-2.149705219
1.219111111,-1.762014835,-2.016037141,-1.957432126,-2.410420717,-2.280030108,-2.086249759,-2.541924454,-2.019314609
1.222,-1.569279611,-1.822711021,-2.347030979,-2.40923949,-2.019248888,-1.825468539,-2.279964386,-1.692451724
1.224888889,-1.499262536,-1.557008239,-2.283701538,-2.149639498,-2.411599565,-1.693633418,-2.217028876,-2.019314609
1.227777778,-1.762014835,-1.494474701,-1.957432126,-2.347091276,-2.671201937,-1.566260296,-1.886953119,-2.215523106
1.230666667,-1.828029885,-1.690880362,-1.89148359,-2.473942067,-2.410420717,-1.632142419,-2.149573776,-2.085198217
1.233555556,-1.893978422,-1.690880362,-2.347030979,-2.476172883,-2.347091276,-1.825468539,-2.019183166,-1.890496976
1.236444444,-1.699473256,-2.017347365,-2.086249759,-2.540811327,-2.40923949,-1.758204154,-2.476172883,-1.887347846
1.239333333,-1.697704997,-1.755255921,-2.283701538,-2.278717238,-2.410420717,-2.086249759,-2.217028876,-1.628142779
1.242222222,-1.499262536,-1.689240043,-2.412783144,-2.149639498,-2.216897632,-1.825468539,-2.151146753,-2.216766388
1.245111111,-2.153186664,-1.952904666,-2.020299669,-2.411599565,-2.540811327,-1.888792326,-2.02088752,-2.281274676
1.248,-1.763719188,-1.492635265,-2.152133367,-2.085198217,-2.149639498,-1.630636648,-2.149573776,-2.148392349
1.250888889,-1.8296669,-1.496310432,-1.695077929,-2.085198217,-2.017672734,-2.215722425,-2.149573776,-2.151015443
1.253777778,-1.43705522,-1.432130088,-2.021808478,-2.410420717,-2.540811327,-1.630636648,-2.149573776,-1.951852661
1.256666667,-1.694157762,-1.952904666,-1.957432126,-2.017672734,-2.40923949,-1.826778763,-2.410354996,-1.954873328
1.259555556,-1.959860544,-1.623157516,-2.215327499,-2.343353895,-2.411599565,-1.563111166,-2.34722252,-2.019314609
1.262444444,-1.890829291,-1.755255921,-2.412783144,-2.347091276,-2.280030108,-2.019380498,-2.410354996,-2.149705219
1.265333333,-1.501233615,-1.430230585,-1.955859149,-2.347091276,-2.017672734,-1.957037997,-1.951326094,-1.887347846
1.268222222,-2.153186664,-1.690880362,-2.216640369,-2.40923949,-2.411599565,-2.019380498,-1.563898663,-2.151015443
1.271111111,-1.958354774,-1.690880362,-2.018787811,-2.086703988,-2.212765722,-1.760961537,-2.149573776,-2.019314609
1.274,-1.958354774,-2.017347365,-2.347030979,-2.540811327,-2.086703988,-1.758204154,-1.954873328,-2.280095829
1.276888889,-2.153186664,-1.692517377,-1.954282996,-2.214145805,-2.148194986,-1.564687319,-2.41166522,-1.888923999
1.279777778,-1.959860544,-1.623157516,-1.693238492,-2.411599565,-2.40923949,-1.890040634,-1.954873328,-1.954873328
1.282666667,-1.699473256,-1.951530139,-2.283701538,-2.410420717,-2.280030108,-1.824155669,-2.278519875,-2.019314609
1.285555556,-1.565476771,-1.624865311,-2.215327499,-2.149639498,-1.888858278,-1.695077929,-2.147997623,-2.149705219
1.288444444,-1.763719188,-2.146427751,-1.825468539,-2.476172883,-2.280030108,-1.629127839,-2.217028876,-2.280095829
1.291333333,-1.892405445,-1.755255921,-2.086249759,-2.08217755,-2.539761741,-1.826778763,-1.951326094,-2.019314609
1.294222222,-2.021351543,-1.885646531,-2.084805247,-2.280030108,-2.476172883,-1.434296709,-2.149573776,-1.758533389
1.297111111,-1.435020374,-2.016037141,-2.477421589,-2.086703988,-2.476172883,-1.693633418,-2.540745606,-1.956379099
1.3,-1.892405445,-1.756828898,-2.086249759,-1.888858278,-2.671201937,-1.954677921,-2.41166522,-1.433573774
1.302888889,-1.828029885,-1.690880362,-1.954282996,-2.280030108,-2.344602203,-1.50031176,-2.476172883,-1.760237743
1.305777778,-1.501233615,-1.494474701,-2.086249759,-2.280030108,-1.956510343,-1.695077929,-2.540745606,-1.888923999
1.308666667,-1.892405445,-1.951530139,-1.893120604,-2.473942067,-2.149639498,-1.957037997,-2.345847994,-2.019314609
1.311555556,-1.631624225,-2.276818361,-2.086249759,-2.212765722,-2.216897632,-1.566260296,-2.147997623,-1.758533389
1.314444444,-1.892405445,-1.818184583,-2.086249759,-2.539761741,-2.540811327,-1.630636648,-2.409042126,-1.826185455
1.317333333,-2.151873795,-1.887088132,-1.955859149,-2.019248888,-2.086703988,-1.888792326,-2.217028876,-1.69599181
1.320222222,-1.501233615,-1.952904666,-2.020299669,-2.40923949,-2.086703988,-1.954677921,-2.605383489,-2.281274676
1.323111111,-2.153186664,-1.755255921,-2.412783144,-2.280030108,-2.215523106,-1.693633418,-2.212502438,-2.213029006
1.326,-1.892405445,-2.014724271,-2.216640369,-2.477284921,-2.019248888,-1.693633418,-2.344470694,-1.758533389
1.328888889,-2.283577274,-1.821205251,-2.084805247,-2.151081098,-2.086703988,-1.501948775,-1.954873328,-1.954873328
1.331777778,-2.088679662,-1.951530139,-1.893120604,-2.606497771,-2.281340332,-1.693633418,-2.151146753,-2.410486439
1.334666667,-1.958354774,-2.146427751,-2.021808478,-2.215523106,-2.019248888,-2.281409827,-1.888792556,-2.281274676
1.337555556,-1.699473256,-1.821205251,-1.893120604,-2.019248888,-2.671201937,-2.216640369,-2.279964386,-1.954873328
1.340444444,-1.828029885,-1.624865311,-1.89148359,-2.148194986,-2.08217755,-1.760961537,-2.473678783,-2.151015443
1.343333333,-1.763719188,-1.818184583,-1.955859149,-2.541858798,-2.280030108,-1.825468539,-2.147997623,-2.280095829
1.346222222,-1.959860544,-1.623157516,-1.893120604,-2.149639498,-2.476172883,-1.50031176,-2.083557898,-2.215523106
1.349111111,-1.959860544,-1.885646531,-2.412783144,-2.085198217,-2.347091276,-1.762336063,-2.212502438,-1.826185455
1.352,-1.629784788,-1.885646531,-1.698745694,-2.280030108,-2.280030108,-1.824155669,-2.017475371,-1.887347846
1.354888889,-1.828029885,-1.756828898,-2.282458255,-2.020821865,-2.085198217,-2.019380498,-2.279964386,-2.215523106
1.357777778,-1.892405445,-2.081855028,-2.086249759,-1.82454844,-1.954873328,-1.760961537,-1.888792556,-1.628142779
1.360666667,-1.76030704,-1.690880362,-1.893120604,-1.890562631,-2.411599565,-2.022723352,-2.34722252,-2.017870098
1.363555556,-2.021351543,-1.492635265,-2.477421589,-2.149639498,-2.40923949,-1.957037997,-2.409042126,-2.151015443
1.366444444,-1.501233615,-2.017347365,-2.283701538,-1.954873328,-2.085198217,-1.825468539,-2.281405987,-1.756825594
1.369333333,-1.501233615,-1.885646531,-1.630833813,-1.888858278,-2.148194986,-2.019380498,-1.888792556,-1.628142779
1.372222222,-2.151873795,-1.885646531,-2.217950593,-2.473942067,-2.539761741,-2.086249759,-2.345847994,-1.756825594
1.375111111,-1.631624225,-1.624865311,-2.347030979,-2.017672734,-2.411599565,-1.434296709,-2.34722252,-2.149705219
1.378,-1.695933169,-2.014724271,-1.893120604,-2.410420717,-1.954873328,-1.82808635,-2.473678783,-2.086572743
1.380888889,-2.022796055,-1.885646531,-2.348209826,-2.347091276,-2.280030108,-1.824155669,-2.217028876,-2.410486439
1.383777778,-2.088679662,-1.821205251,-2.086249759,-2.019248888,-2.149639498,-1.695077929,-2.212502438,-1.887347846
1.386666667,-1.828029885,-2.08309831,-2.217950593,-2.410420717,-2.541858798,-1.630636648,-2.473678783,-1.890496976
1.389555556,-1.8296669,-1.430230585,-1.761158701,-2.671201937,-2.017672734,-2.086249759,-2.541924454,-2.019314609
1.392444444,-1.892405445,-1.822711021,-2.216640369,-2.215523106,-2.017672734,-2.086249759,-2.086835232,-2.410486439
1.395333333,-2.216510451,-1.494474701,-2.217950593,-1.954873328,-2.410420717,-1.825468539,-2.409042126,-1.954873328
1.398222222,-2.022796055,-2.016037141,-2.023314249,-2.477284921,-2.149639498,-1.891286426,-2.279964386,-2.216766388
1.401111111,-1.958354774,-1.494474701,-2.216640369,-2.40923949,-2.148194986,-1.50031176,-2.151146753,-2.280095829
1.404,-1.697704997,-2.081855028,-2.215327499,-2.473942067,-2.280030108,-1.693633418,-2.279964386,-1.954873328
1.406888889,-1.76030704,-1.560555473,-2.150756066,-2.019248888,-2.086703988,-1.632142419,-1.888792556,-1.563898663
1.409777778,-2.024237655,-1.821205251,-2.152133367,-2.541858798,-2.280030108,-1.563111166,-2.086835232,-1.951852661
1.412666667,-1.893978422,-2.014724271,-2.021808478,-2.344602203,-2.019248888,-2.151936203,-2.212502438,-1.951852661
1.415555556,-1.892405445,-2.146427751,-1.825468539,-2.085198217,-2.280030108,-1.695077929,-2.279964386,-2.017870098
1.418444444,-2.219004551,-1.818184583,-1.954282996,-2.347091276,-2.671201937,-1.957037997,-1.82454844,-2.280095829
1.421333333,-2.021351543,-1.755255921,-2.345849751,-2.347091276,-2.280030108,-1.632142419,-2.540745606,-1.890496976
1.424222222,-1.892405445,-2.146427751,-1.825468539,-2.605514998,-2.151081098,-1.632142419,-2.473678783,-2.019314609
1.427111111,-1.565476771,-1.885646531,-1.954282996,-2.280030108,-2.541858798,-2.086249759,-2.083557898,-1.888923999
1.43,-1.43705522,-1.755255921,-2.347030979,-2.411599565,-2.148194986,-1.37175513,-2.279964386,-2.017870098
1.432888889,-1.8296669,-1.624865311,-2.215327499,-2.541858798,-2.215523106,-2.019380498,-2.279964386,-2.410486439
1.435777778,-2.216510451,-2.146427751,-2.153507893,-2.540811327,-2.017672734,-1.825468539,-2.086835232,-1.758533389
1.438666667,-1.828029885,-1.952904666,-2.150756066,-2.541858798,-2.085198217,-1.69651953,-2.279964386,-2.278914601
1.441555556,-1.955334107,-2.079360928,-1.823760744,-2.280030108,-2.540811327,-1.564687319,-2.149573776,-2.149705219
1.444444444,-1.501233615,-1.692517377,-1.825468539,-2.212765722,-2.019248888,-1.632142419,-2.540745606,-1.758533389
1.447333333,-1.892405445,-1.692517377,-1.957432126,-2.606497771,-2.40923949,-2.086249759,-2.149573776,-2.213029006
1.450222222,-1.958354774,-2.081855028,-2.477421589,-2.410420717,-2.215523106,-1.760961537,-2.151146753,-2.215523106
1.453111111,-1.695933169,-2.014724271,-2.216640369,-2.671201937,-2.476172883,-1.825468539,-2.151146753,-2.019314609
1.456,-1.699473256,-1.560555473,-1.955859149,-2.411599565,-2.017672734,-2.022723352,-2.147997623,-1.956379099
1.458888889,-2.024237655,-1.885646531,-2.217950593,-2.151081098,-2.280030108,-2.019380498,-2.086835232,-1.954873328
1.461777778,-1.893978422,-1.624865311,-2.153507893,-2.410420717,-2.540811327,-2.022723352,-2.147997623,-2.019314609
1.464666667,-1.694157762,-1.821205251,-2.348209826,-2.473942067,-2.411599565,-2.151936203,-2.281405987,-2.280095829
1.467555556,-1.959860544,-2.08309831,-2.153507893,-2.149639498,-2.540811327,-2.282261091,-2.279964386,-1.890496976
1.470444444,-1.76030704,-1.753679768,-1.955859149,-2.086703988,-2.541858798,-1.825468539,-2.606497771,-2.216766388
1.473333333,-1.43705522,-2.014724271,-2.086249759,-2.477284921,-2.473942067,-1.758204154,-1.888792556,-2.148392349
1.476222222,-1.958354774,-1.562323732,-2.411668862,-1.954873328,-2.411599565,-1.825468539,-2.410354996,-2.019314609
1.479111111,-2.216510451,-2.017347365,-2.412783144,-2.019248888,-2.216897632,-1.954677921,-2.019183166,-1.628142779
1.482,-2.085922279,-1.885646531,-2.086249759,-2.477284921,-2.017672734,-1.434296709,-2.473678783,-1.887347846
1.484888889,-1.828029885,-1.952904666,-1.957432126,-2.40923949,-2.086703988,-1.760961537,-2.215523106,-2.082440834
1.487777778,-2.022796055,-1.690880362,-1.955859149,-2.540811327,-2.477284921,-1.693633418,-2.019183166,-1.954873328
1.490666667,-1.699473256,-2.079360928,-2.023314249,-2.541858798,-2.539761741,-1.954677921,-2.606497771,-2.410486439
1.493555556,-2.153186664,-1.885646531,-2.086249759,-2.541858798,-2.280030108,-2.021611314,-2.02088752,-1.756825594
1.496444444,-1.892405445,-1.952904666,-2.283701538,-2.40923949,-2.411599565,-2.022723352,-2.019183166,-2.02075621
1.499333333,-1.892405445,-1.560555473,-1.957432126,-1.954873328,-2.215523106,-1.758204154,-2.671136216,-2.214277314
1.502222222,-1.892405445,-2.08309831,-2.348209826,-2.281340332,-2.148194986,-1.630636648,-2.149573776,-2.41153391
1.505111111,-1.763719188,-1.753679768,-2.084805247,-2.411599565,-2.343353895,-1.695077929,-1.888792556,-1.951852661
1.508,-2.022796055,-2.079360928,-1.954282996,-2.606497771,-2.40923949,-1.762336063,-2.477416165,-1.887347846
1.510888889,-2.022796055,-2.276818361,-2.477421589,-2.215523106,-2.215523106,-1.564687319,-2.606497771,-1.758533389
1.513777778,-1.955334107,-2.08309831,-1.957432126,-2.410420717,-2.606497771,-1.632142419,-2.083557898,-1.951852661
1.516666667,-1.631624225,-1.623157516,-2.084805247,-2.347091276,-2.541858798,-1.888792326,-2.473678783,-2.02075621
1.519555556,-1.629784788,-1.753679768,-1.893120604,-2.539761741,-2.541858798,-2.08729723,-2.279964386,-2.281274676
1.522444444,-1.699473256,-2.016037141,-2.348209826,-2.40923949,-2.541858798,-2.022723352,-2.410354996,-1.821264489
1.525333333,-2.022796055,-1.952904666,-2.348209826,-2.410420717,-2.539761741,-1.498671441,-2.212502438,-2.213029006
1.528222222,-1.763719188,-1.756828898,-1.893120604,-2.216897632,-2.280030108,-2.216640369,-2.540745606,-2.019314609
1.531111111,-1.828029885,-1.623157516,-1.893120604,-2.411599565,-2.541858798,-1.954677921,-2.279964386,-1.826185455
1.534,-2.085922279,-1.430230585,-1.957432126,-2.540811327,-2.148194986,-2.085200173,-2.019183166,-1.822908121
1.536888889,-1.828029885,-1.822711021,-1.76292696,-2.280030108,-2.020821865,-1.825468539,-2.343090611,-2.281274676
1.539777778,-2.024237655,-1.692517377,-2.345849751,-2.085198217,-2.216897632,-1.825468539,-2.279964386,-2.019314609
1.542666667,-1.567380108,-1.690880362,-2.477421589,-2.539761741,-2.280030108,-1.760961537,-2.215523106,-2.343617178
1.545555556,-1.959860544,-1.430230585,-2.283701538,-2.671201937,-2.019248888,-1.630636648,-2.279964386,-1.694223551
1.548444444,-2.153186664,-1.753679768,-2.410552328,-2.671201937,-2.410420717,-2.022723352,-2.671136216,-2.410486439
1.551333333,-1.828029885,-1.562323732,-2.149375984,-2.671201937,-2.541858798,-1.564687319,-2.215523106,-1.694223551
1.554222222,-2.022796055,-1.952904666,-2.279964156,-2.411599565,-2.604530239,-2.086249759,-2.410354996,-2.019314609
1.557111111,-1.892405445,-1.818184583,-2.152133367,-2.280030108,-2.215523106,-1.891286426,-2.149573776,-1.890496976
1.56,-1.959860544,-1.494474701,-2.412783144,-2.280030108,-2.280030108,-2.216640369,-2.215523106,-1.888923999
1.562888889,-1.76030704,-1.623157516,-2.412783144,-2.540811327,-2.215523106,-1.825468539,-2.345847994,-1.758533389
1.565777778,-1.824745934,-2.08309831,-1.954282996,-2.280030108,-2.215523106,-2.022723352,-2.085198217,-2.017870098
1.568666667,-2.024237655,-1.624865311,-1.630833813,-2.086703988,-2.539761741,-2.08729723,-2.473678783,-1.821264489
1.571555556,-2.216510451,-1.885646531,-2.086249759,-2.671201937,-2.671201937,-2.085200173,-2.410354996,-2.216766388
1.574444444,-2.153186664,-1.626569665,-2.217950593,-1.956510343,-2.148194986,-1.564687319,-2.343090611,-1.954873328
1.577333333,-2.154496889,-2.341522032,-1.825468539,-2.410420717,-2.4750586,-1.891286426,-2.279964386,-1.758533389
1.580222222,-1.76030704,-2.017347365,-2.215327499,-1.82454844,-2.151081098,-1.629127839,-2.279964386,-1.888923999
1.583111111,-2.216510451,-1.885646531,-2.347030979,-2.019248888,-2.085198217,-2.08729723,-2.604266955,-2.280095829
1.586,-2.021351543,-1.756828898,-2.412783144,-2.278717238,-2.735118412,-2.215722425,-2.086835232,-2.41153391
1.588888889,-2.021351543,-1.494474701,-1.893120604,-2.40923949,-2.410420717,-1.825468539,-2.081914266,-2.085198217
1.591777778,-2.088679662,-2.212179916,-2.216640369,-2.215523106,-2.40923949,-1.693633418,-2.278519875,-1.887347846
1.594666667,-1.890829291,-1.885646531,-1.893120604,-2.019248888,-2.343353895,-1.693633418,-2.410354996,-2.149705219
1.597555556,-1.8296669,-1.692517377,-2.216640369,-2.08217755,-2.086703988,-1.826778763,-2.605383489,-2.280095829
1.600444444,-1.892405445,-1.821205251,-2.215327499,-2.280030108,-2.280030108,-1.892529708,-2.279964386,-2.085198217
1.603333333,-1.694157762,-1.626569665,-1.954282996,-2.278717238,-2.086703988,-1.955859149,-2.410354996,-2.148392349
1.606222222,-1.76030704,-2.212179916,-2.216640369,-2.149639498,-2.149639498,-1.826778763,-1.82454844,-1.756825594
1.609111111,-1.43705522,-1.885646531,-1.825468539,-2.606497771,-2.410420717,-1.629127839,-2.477416165,-2.281274676
1.612,-1.76030704,-2.014724271,-2.281212464,-2.410420717,-2.671201937,-2.022723352,-2.409042126,-2.343617178
1.614888889,-2.021351543,-2.081855028,-1.954282996,-2.086703988,-2.671201937,-1.954677921,-2.671136216,-2.278914601
1.617777778,-2.153186664,-1.626569665,-2.215327499,-2.148194986,-2.477284921,-2.216640369,-2.151146753,-2.281274676
1.620666667,-1.76030704,-2.081855028,-1.89148359,-1.888858278,-2.411599565,-1.890040634,-2.344470694,-2.148392349
1.623555556,-1.43705522,-1.885646531,-2.086249759,-2.539761741,-2.540811327,-1.957037997,-2.473678783,-2.148392349
1.626444444,-1.697704997,-1.88420202,-2.348209826,-2.473942067,-2.411599565,-2.151936203,-2.086835232,-2.278914601
1.629333333,-1.828029885,-1.951530139,-2.477421589,-2.343353895,-1.954873328,-1.760961537,-2.477416165,-2.086572743
1.632222222,-2.151873795,-1.753679768,-2.021808478,-2.151081098,-2.410420717,-1.954677921,-2.085198217,-2.019314609
1.635111111,-1.892405445,-1.624865311,-1.954282996,-2.212765722,-2.215523106,-2.020497032,-2.541924454,-1.954873328
1.638,-1.959860544,-1.755255921,-1.825468539,-2.280030108,-2.672118032,-1.954677921,-2.34722252,-2.149705219
1.640888889,-2.088679662,-1.885646531,-2.348209826,-2.671201937,-2.149639498,-2.020497032,-2.672183687,-1.888923999
1.643777778,-2.151873795,-1.952904666,-2.215327499,-2.40923949,-2.215523106,-2.08729723,-2.083557898,-2.213029006
1.646666667,-2.088679662,-1.690880362,-2.215327499,-2.215523106,-2.086703988,-1.825468539,-1.956641587,-1.888923999
1.649555556,-1.569279611,-1.885646531,-2.084805247,-2.473942067,-2.541858798,-1.762336063,-2.081914266,-2.278914601
1.652444444,-1.890829291,-2.080609236,-1.825468539,-2.149639498,-2.539761741,-1.954677921,-2.605383489,-1.826185455
1.655333333,-2.219004551,-2.081855028,-1.957432126,-2.411599565,-2.410420717,-1.762336063,-2.212502438,-1.954873328
1.658222222,-1.892405445,-1.952904666,-1.955859149,-2.540811327,-2.280030108,-2.152916997,-2.410354996,-1.826185455
1.661111111,-2.088679662,-1.494474701,-2.086249759,-2.280030108,-2.281340332,-1.567830107,-2.604266955,-2.019314609
1.664,-1.43705522,-1.689240043,-2.215327499,-2.214145805,-2.671201937,-2.215722425,-2.410354996,-2.343617178
1.666888889,-1.828029885,-1.88420202,-2.477421589,-2.281340332,-2.539761741,-1.758204154,-2.279964386,-2.019314609
1.669777778,-1.828029885,-2.017347365,-2.08769136,-2.40923949,-2.671201937,-2.021611314,-2.409042126,-2.215523106
1.672666667,-1.828029885,-1.885646531,-1.888199639,-2.151081098,-2.148194986,-1.825468539,-2.473678783,-2.410486439
1.675555556,-2.154496889,-1.755255921,-2.412783144,-2.473942067,-2.540811327,-1.695077929,-2.34722252,-2.149705219
1.678444444,-1.828029885,-1.885646531,-2.410552328,-2.40923949,-2.212765722,-1.758204154,-2.34722252,-2.280095829
1.681333333,-2.024237655,-1.951530139,-2.412783144,-2.411599565,-2.476172883,-1.824155669,-2.147997623,-1.82454844
1.684222222,-2.024237655,-2.014724271,-2.086249759,-2.411599565,-2.541858798,-1.955859149,-2.477416165,-2.019314609
1.687111111,-2.283577274,-1.623157516,-2.671728673,-2.148194986,-2.477284921,-1.955859149,-2.151146753,-1.890496976
1.69,-1.699473256,-2.014724271,-1.761158701,-2.017672734,-2.216897632,-1.564687319,-2.279964386,-2.281274676
1.692888889,-2.021351543,-1.623157516,-2.215327499,-2.149639498,-2.149639498,-2.216640369,-2.151146753,-2.149705219
1.695777778,-1.828029885,-2.08309831,-2.279964156,-2.278717238,-2.671201937,-2.086249759,-2.671136216,-1.954873328
1.698666667,-1.959860544,-1.753679768,-2.086249759,-2.473942067,-2.212765722,-1.695077929,-2.279964386,-1.890496976
1.701555556,-1.828029885,-1.821205251,-2.345849751,-1.954873328,-2.477284921,-1.955859149,-1.953101501,-2.216766388
1.704444444,-2.216510451,-1.821205251,-2.215327499,-2.540811327,-2.148194986,-2.347030979,-2.215523106,-2.019314609
1.707333333,-1.958354774,-1.560555473,-2.476372003,-2.541858798,-2.281340332,-1.955859149,-2.477416165,-1.890496976
1.710222222,-2.088679662,-1.755255921,-1.954282996,-2.540811327,-2.086703988,-2.280556843,-2.606497771,-2.149705219
1.713111111,-2.151873795,-1.562323732,-1.89148359,-2.410420717,-1.82454844,-2.086249759,-2.409042126,-1.956379099
1.716,-1.501233615,-1.560555473,-2.021808478,-2.541858798,-2.410420717,-1.630636648,-2.019183166,-1.756825594
1.718888889,-2.090054189,-1.821205251,-2.152133367,-1.956510343,-1.954873328,-1.892529708,-2.409042126,-2.343617178
1.721777778,-1.958354774,-2.145246523,-2.347030979,-2.473942067,-2.019248888,-1.758204154,-2.476172883,-2.082440834
1.724666667,-2.216510451,-1.885646531,-1.957432126,-2.410420717,-2.539761741,-1.955859149,-2.671136216,-2.213029006
1.727555556,-2.151873795,-1.560555473,-2.153507893,-2.40923949,-2.149639498,-1.632142419,-2.344470694,-2.281274676
1.730444444,-1.892405445,-1.558783646,-2.023314249,-2.606497771,-2.410420717,-1.630636648,-2.147997623,-2.278914601
1.733333333,-2.283577274,-1.88420202,-2.086249759,-2.280030108,-2.151081098,-1.824155669,-2.215523106,-2.345847994
1.736222222,-1.76030704,-1.885646531,-2.215327499,-2.149639498,-2.477284921,-2.08729723,-2.473678783,-2.02075621
1.739111111,-1.699473256,-1.885646531,-1.761158701,-1.954873328,-2.345847994,-1.825468539,-2.279964386,-2.346960032
1.742,-1.958354774,-1.756828898,-1.954282996,-2.151081098,-2.801592547,-2.152916997,-2.409042126,-2.213029006
1.744888889,-1.828029885,-1.753679768,-2.347030979,-2.280030108,-2.541858798,-1.632142419,-2.410354996,-2.213029006
1.747777778,-1.958354774,-1.623157516,-2.021808478,-1.956510343,-1.892263554,-2.282261091,-2.604266955,-2.281274676
1.750666667,-2.153186664,-2.081855028,-2.149375984,-2.671201937,-2.280030108,-1.891286426,-2.212502438,-1.82454844
1.753555556,-1.629784788,-1.821205251,-1.954282996,-2.40923949,-2.410420717,-1.762336063,-2.086835232,-2.02075621
1.756444444,-2.151873795,-1.821205251,-2.345849751,-2.280030108,-2.214145805,-2.216640369,-2.212502438,-1.758533389
1.759333333,-2.219004551,-1.950152839,-2.086249759,-2.345847994,-2.477284921,-1.955859149,-2.671136216,-2.281274676
1.762222222,-2.088679662,-2.277865832,-1.889843271,-2.086703988,-2.280030108,-1.50031176,-2.345847994,-1.822908121
1.765111111,-2.219004551,-1.692517377,-2.018787811,-2.149639498,-2.410420717,-1.955859149,-2.477416165,-1.887347846
1.768,-2.219004551,-1.753679768,-2.477421589,-2.216897632,-2.541858798,-1.760961537,-2.279964386,-2.281274676
